Plot Title: miniDOT-Benthic-St33							
#	"Date Time, GMT+00:00"	"Temp, °C (LGR S/N: 10517221, SEN S/N: 10517221, LBL: Temperature)"	"Intensity, Lux (LGR S/N: 10517221, SEN S/N: 10517221, LBL: Light Intensity)"	Coupler Attached (LGR S/N: 10517221)	Host Connected (LGR S/N: 10517221)	Stopped (LGR S/N: 10517221)	End Of File (LGR S/N: 10517221)
585	6/25/2018 11:00	12.304	193.8				
586	6/25/2018 11:30	12.304	129.2				
587	6/25/2018 12:00	12.304	64.6				
588	6/25/2018 12:30	12.401	10.8				
589	6/25/2018 13:00	12.401	269.1				
590	6/25/2018 13:30	12.401	139.9				
591	6/25/2018 14:00	12.401	150.7				
592	6/25/2018 14:30	12.401	0				
593	6/25/2018 15:00	12.497	0				
594	6/25/2018 15:30	12.497	0				
595	6/25/2018 16:00	12.497	0				
596	6/25/2018 16:30	12.497	0				
597	6/25/2018 17:00	12.497	0				
598	6/25/2018 17:30	12.497	10.8				
599	6/25/2018 18:00	12.497	10.8				
600	6/25/2018 18:30	12.401	32.3				
601	6/25/2018 19:00	12.401	21.5				
602	6/25/2018 19:30	12.401	53.8				
603	6/25/2018 20:00	12.304	53.8				
604	6/25/2018 20:30	12.304	64.6				
605	6/25/2018 21:00	12.304	43.1				
606	6/25/2018 21:30	12.207	64.6				
607	6/25/2018 22:00	12.207	21.5				
608	6/25/2018 22:30	12.11	32.3				
609	6/25/2018 23:00	12.11	21.5				
610	6/25/2018 23:30	12.013	0				
611	6/26/2018 0:00	12.013	0				
612	6/26/2018 0:30	11.916	0				
613	6/26/2018 1:00	11.916	0				
614	6/26/2018 1:30	11.819	0				
615	6/26/2018 2:00	11.819	0				
616	6/26/2018 2:30	11.819	10.8				
617	6/26/2018 3:00	11.722	10.8				
618	6/26/2018 3:30	11.625	32.3				
619	6/26/2018 4:00	11.625	64.6				
620	6/26/2018 4:30	11.625	172.2				
621	6/26/2018 5:00	11.528	236.8				
622	6/26/2018 5:30	11.528	226				
623	6/26/2018 6:00	11.431	269.1				
624	6/26/2018 6:30	11.431	172.2				
625	6/26/2018 7:00	11.334	43.1				
626	6/26/2018 7:30	11.334	21.5				
627	6/26/2018 8:00	11.236	21.5				
628	6/26/2018 8:30	11.139	21.5				
629	6/26/2018 9:00	11.139	53.8				
630	6/26/2018 9:30	11.139	183				
631	6/26/2018 10:00	11.139	990.3				
632	6/26/2018 10:30	11.236	1194.8				
633	6/26/2018 11:00	11.236	1033.3				
634	6/26/2018 11:30	11.236	269.1				
635	6/26/2018 12:00	11.236	807.3				
636	6/26/2018 12:30	11.236	731.9				
637	6/26/2018 13:00	11.236	699.7				
638	6/26/2018 13:30	11.431	3788.9				
639	6/26/2018 14:00	11.334	796.5				
640	6/26/2018 14:30	11.431	1722.2				
641	6/26/2018 15:00	11.431	2411.1				
642	6/26/2018 15:30	11.431	990.3				
643	6/26/2018 16:00	11.431	807.3				
644	6/26/2018 16:30	11.431	1227.1				
645	6/26/2018 17:00	11.528	635.1				
646	6/26/2018 17:30	11.528	366				
647	6/26/2018 18:00	11.528	656.6				
648	6/26/2018 18:30	11.528	1302.4				
649	6/26/2018 19:00	11.625	1194.8				
650	6/26/2018 19:30	11.625	925.7				
651	6/26/2018 20:00	11.625	807.3				
652	6/26/2018 20:30	11.625	624.3				
653	6/26/2018 21:00	11.528	376.7				
654	6/26/2018 21:30	11.528	258.3				
655	6/26/2018 22:00	11.528	150.7				
656	6/26/2018 22:30	11.528	86.1				
657	6/26/2018 23:00	11.528	75.3				
658	6/26/2018 23:30	11.431	43.1				
659	6/27/2018 0:00	11.431	10.8				
660	6/27/2018 0:30	11.431	0				
661	6/27/2018 1:00	11.431	0				
662	6/27/2018 1:30	11.334	0				
663	6/27/2018 2:00	11.334	0				
664	6/27/2018 2:30	11.334	10.8				
665	6/27/2018 3:00	11.334	21.5				
666	6/27/2018 3:30	11.334	43.1				
667	6/27/2018 4:00	11.236	129.2				
668	6/27/2018 4:30	11.236	279.9				
669	6/27/2018 5:00	11.236	409				
670	6/27/2018 5:30	11.334	635.1				
671	6/27/2018 6:00	11.334	775				
672	6/27/2018 6:30	11.334	1054.9				
673	6/27/2018 7:00	11.334	1377.8				
674	6/27/2018 7:30	11.431	2325				
675	6/27/2018 8:00	11.431	570.5				
676	6/27/2018 8:30	11.528	2411.1				
677	6/27/2018 9:00	11.625	2755.6				
678	6/27/2018 9:30	11.625	3100				
679	6/27/2018 10:00	11.722	3100				
680	6/27/2018 10:30	11.722	4305.6				
681	6/27/2018 11:00	11.722	4133.4				
682	6/27/2018 11:30	11.625	1550				
683	6/27/2018 12:00	11.819	4822.3				
684	6/27/2018 12:30	11.722	1722.2				
685	6/27/2018 13:00	12.013	4305.6				
686	6/27/2018 13:30	12.013	1722.2				
687	6/27/2018 14:00	11.916	2669.5				
688	6/27/2018 14:30	11.916	2669.5				
689	6/27/2018 15:00	11.916	2927.8				
690	6/27/2018 15:30	11.916	2066.7				
691	6/27/2018 16:00	11.916	2238.9				
692	6/27/2018 16:30	11.916	1550				
693	6/27/2018 17:00	12.013	1722.2				
694	6/27/2018 17:30	12.207	1722.2				
695	6/27/2018 18:00	12.304	1636.1				
696	6/27/2018 18:30	12.304	861.1				
697	6/27/2018 19:00	12.304	882.6				
698	6/27/2018 19:30	12.304	1463.9				
699	6/27/2018 20:00	12.304	613.5				
700	6/27/2018 20:30	12.304	409				
701	6/27/2018 21:00	12.304	258.3				
702	6/27/2018 21:30	12.304	215.3				
703	6/27/2018 22:00	12.304	172.2				
704	6/27/2018 22:30	12.304	96.9				
705	6/27/2018 23:00	12.207	43.1				
706	6/27/2018 23:30	12.207	32.3				
707	6/28/2018 0:00	12.207	10.8				
708	6/28/2018 0:30	12.207	10.8				
709	6/28/2018 1:00	12.207	0				
710	6/28/2018 1:30	12.207	0				
711	6/28/2018 2:00	12.207	0				
712	6/28/2018 2:30	12.11	21.5				
713	6/28/2018 3:00	12.11	32.3				
714	6/28/2018 3:30	12.11	64.6				
715	6/28/2018 4:00	12.11	150.7				
716	6/28/2018 4:30	12.013	236.8				
717	6/28/2018 5:00	12.11	366				
718	6/28/2018 5:30	12.11	516.7				
719	6/28/2018 6:00	12.11	656.6				
720	6/28/2018 6:30	12.11	807.3				
721	6/28/2018 7:00	12.11	1011.8				
722	6/28/2018 7:30	12.207	1173.3				
723	6/28/2018 8:00	12.304	1377.8				
724	6/28/2018 8:30	12.304	2152.8				
725	6/28/2018 9:00	12.401	2755.6				
726	6/28/2018 9:30	12.497	2411.1				
727	6/28/2018 10:00	12.497	1636.1				
728	6/28/2018 10:30	12.594	1463.9				
729	6/28/2018 11:00	12.69	2325				
730	6/28/2018 11:30	12.883	2927.8				
731	6/28/2018 12:00	12.787	2927.8				
732	6/28/2018 12:30	12.883	3100				
733	6/28/2018 13:00	12.883	2755.6				
734	6/28/2018 13:30	12.883	2755.6				
735	6/28/2018 14:00	12.69	764.2				
736	6/28/2018 14:30	12.787	1377.8				
737	6/28/2018 15:00	12.787	1205.6				
738	6/28/2018 15:30	12.787	861.1				
739	6/28/2018 16:00	12.787	796.5				
740	6/28/2018 16:30	12.69	419.8				
741	6/28/2018 17:00	12.69	462.9				
742	6/28/2018 17:30	12.69	505.9				
743	6/28/2018 18:00	12.69	452.1				
744	6/28/2018 18:30	12.787	958				
745	6/28/2018 19:00	12.787	1108.7				
746	6/28/2018 19:30	12.787	914.9				
747	6/28/2018 20:00	12.787	721.2				
748	6/28/2018 20:30	12.787	516.7				
749	6/28/2018 21:00	12.787	516.7				
750	6/28/2018 21:30	12.787	301.4				
751	6/28/2018 22:00	12.787	312.2				
752	6/28/2018 22:30	12.69	172.2				
753	6/28/2018 23:00	12.69	129.2				
754	6/28/2018 23:30	12.69	21.5				
755	6/29/2018 0:00	12.69	32.3				
756	6/29/2018 0:30	12.69	21.5				
757	6/29/2018 1:00	12.69	10.8				
758	6/29/2018 1:30	12.69	10.8				
759	6/29/2018 2:00	12.69	10.8				
760	6/29/2018 2:30	12.69	21.5				
761	6/29/2018 3:00	12.69	64.6				
762	6/29/2018 3:30	12.594	64.6				
763	6/29/2018 4:00	12.594	75.3				
764	6/29/2018 4:30	12.594	161.5				
765	6/29/2018 5:00	12.594	215.3				
766	6/29/2018 5:30	12.69	376.7				
767	6/29/2018 6:00	12.594	366				
768	6/29/2018 6:30	12.594	882.6				
769	6/29/2018 7:00	12.594	1087.2				
770	6/29/2018 7:30	12.594	635.1				
771	6/29/2018 8:00	12.594	1636.1				
772	6/29/2018 8:30	12.787	2152.8				
773	6/29/2018 9:00	12.69	1324				
774	6/29/2018 9:30	12.787	1722.2				
775	6/29/2018 10:00	12.883	2411.1				
776	6/29/2018 10:30	12.787	1065.6				
777	6/29/2018 11:00	12.787	1076.4				
778	6/29/2018 11:30	12.787	785.8				
779	6/29/2018 12:00	12.883	764.2				
780	6/29/2018 12:30	12.98	1636.1				
781	6/29/2018 13:00	12.98	1808.3				
782	6/29/2018 13:30	12.98	1722.2				
783	6/29/2018 14:00	13.076	1894.5				
784	6/29/2018 14:30	13.076	1722.2				
785	6/29/2018 15:00	12.98	1108.7				
786	6/29/2018 15:30	13.076	1722.2				
787	6/29/2018 16:00	13.173	1894.5				
788	6/29/2018 16:30	13.269	1550				
789	6/29/2018 17:00	13.173	968.8				
790	6/29/2018 17:30	13.173	1022.6				
791	6/29/2018 18:00	13.173	753.5				
792	6/29/2018 18:30	13.076	549				
793	6/29/2018 19:00	13.173	559.7				
794	6/29/2018 19:30	13.173	236.8				
795	6/29/2018 20:00	13.173	107.6				
796	6/29/2018 20:30	13.173	290.6				
797	6/29/2018 21:00	13.173	129.2				
798	6/29/2018 21:30	13.173	183				
799	6/29/2018 22:00	13.173	107.6				
800	6/29/2018 22:30	13.173	64.6				
801	6/29/2018 23:00	13.173	21.5				
802	6/29/2018 23:30	13.076	10.8				
803	6/30/2018 0:00	13.076	0				
804	6/30/2018 0:30	13.076	0				
805	6/30/2018 1:00	13.076	0				
806	6/30/2018 1:30	13.076	0				
807	6/30/2018 2:00	13.076	0				
808	6/30/2018 2:30	12.98	10.8				
809	6/30/2018 3:00	12.98	21.5				
810	6/30/2018 3:30	12.98	86.1				
811	6/30/2018 4:00	12.98	236.8				
812	6/30/2018 4:30	13.076	193.8				
813	6/30/2018 5:00	13.076	484.4				
814	6/30/2018 5:30	13.076	613.5				
815	6/30/2018 6:00	13.173	462.9				
816	6/30/2018 6:30	13.173	495.1				
817	6/30/2018 7:00	13.173	269.1				
818	6/30/2018 7:30	13.076	118.4				
819	6/30/2018 8:00	13.076	86.1				
820	6/30/2018 8:30	13.076	129.2				
821	6/30/2018 9:00	13.076	96.9				
822	6/30/2018 9:30	13.076	279.9				
823	6/30/2018 10:00	13.076	193.8				
824	6/30/2018 10:30	13.076	215.3				
825	6/30/2018 11:00	13.076	473.6				
826	6/30/2018 11:30	13.076	355.2				
827	6/30/2018 12:00	13.076	398.3				
828	6/30/2018 12:30	13.076	742.7				
829	6/30/2018 13:00	13.076	645.8				
830	6/30/2018 13:30	13.173	1324				
831	6/30/2018 14:00	13.173	1324				
832	6/30/2018 14:30	13.173	775				
833	6/30/2018 15:00	13.173	452.1				
834	6/30/2018 15:30	13.173	710.4				
835	6/30/2018 16:00	13.173	645.8				
836	6/30/2018 16:30	13.269	1367				
837	6/30/2018 17:00	13.173	688.9				
838	6/30/2018 17:30	13.173	678.1				
839	6/30/2018 18:00	13.173	419.8				
840	6/30/2018 18:30	13.173	678.1				
841	6/30/2018 19:00	13.173	355.2				
842	6/30/2018 19:30	13.173	344.4				
843	6/30/2018 20:00	13.076	247.6				
844	6/30/2018 20:30	13.076	247.6				
845	6/30/2018 21:00	13.076	150.7				
846	6/30/2018 21:30	13.076	86.1				
847	6/30/2018 22:00	13.076	75.3				
848	6/30/2018 22:30	13.076	53.8				
849	6/30/2018 23:00	13.076	10.8				
850	6/30/2018 23:30	12.98	0				
851	7/1/2018 0:00	12.98	0				
852	7/1/2018 0:30	12.98	0				
853	7/1/2018 1:00	12.98	0				
854	7/1/2018 1:30	12.98	0				
855	7/1/2018 2:00	12.883	0				
856	7/1/2018 2:30	12.883	0				
857	7/1/2018 3:00	12.883	10.8				
858	7/1/2018 3:30	12.787	0				
859	7/1/2018 4:00	12.787	0				
860	7/1/2018 4:30	12.69	21.5				
861	7/1/2018 5:00	12.69	43.1				
862	7/1/2018 5:30	12.69	129.2				
863	7/1/2018 6:00	12.69	258.3				
864	7/1/2018 6:30	12.69	721.2				
865	7/1/2018 7:00	12.787	904.2				
866	7/1/2018 7:30	12.787	1119.5				
867	7/1/2018 8:00	12.787	936.5				
868	7/1/2018 8:30	12.69	882.6				
869	7/1/2018 9:00	12.787	1377.8				
870	7/1/2018 9:30	12.883	2411.1				
871	7/1/2018 10:00	12.883	2066.7				
872	7/1/2018 10:30	13.076	3961.1				
873	7/1/2018 11:00	13.173	3100				
874	7/1/2018 11:30	13.076	3444.5				
875	7/1/2018 12:00	13.173	3788.9				
876	7/1/2018 12:30	13.365	4305.6				
877	7/1/2018 13:00	13.269	2755.6				
878	7/1/2018 13:30	13.269	3444.5				
879	7/1/2018 14:00	13.558	5511.1				
880	7/1/2018 14:30	13.654	6200				
881	7/1/2018 15:00	13.654	5166.7				
882	7/1/2018 15:30	13.654	4994.5				
883	7/1/2018 16:00	13.654	4650				
884	7/1/2018 16:30	13.654	3961.1				
885	7/1/2018 17:00	13.654	3616.7				
886	7/1/2018 17:30	13.654	3961.1				
887	7/1/2018 18:00	13.558	2927.8				
888	7/1/2018 18:30	13.461	1894.5				
889	7/1/2018 19:00	13.461	1463.9				
890	7/1/2018 19:30	13.461	699.7				
891	7/1/2018 20:00	13.461	1097.9				
892	7/1/2018 20:30	13.461	279.9				
893	7/1/2018 21:00	13.461	226				
894	7/1/2018 21:30	13.461	247.6				
895	7/1/2018 22:00	13.365	129.2				
896	7/1/2018 22:30	13.365	53.8				
897	7/1/2018 23:00	13.365	43.1				
898	7/1/2018 23:30	13.365	10.8				
899	7/2/2018 0:00	13.365	10.8				
900	7/2/2018 0:30	13.269	0				
901	7/2/2018 1:00	13.269	0				
902	7/2/2018 1:30	13.269	0				
903	7/2/2018 2:00	13.269	0				
904	7/2/2018 2:30	13.269	10.8				
905	7/2/2018 3:00	13.269	53.8				
906	7/2/2018 3:30	13.269	96.9				
907	7/2/2018 4:00	13.269	183				
908	7/2/2018 4:30	13.269	290.6				
909	7/2/2018 5:00	13.269	462.9				
910	7/2/2018 5:30	13.269	1033.3				
911	7/2/2018 6:00	13.269	1108.7				
912	7/2/2018 6:30	13.269	484.4				
913	7/2/2018 7:00	13.269	1076.4				
914	7/2/2018 7:30	13.365	2927.8				
915	7/2/2018 8:00	13.365	3100				
916	7/2/2018 8:30	13.461	2755.6				
917	7/2/2018 9:00	13.558	3616.7				
918	7/2/2018 9:30	13.654	2927.8				
919	7/2/2018 10:00	13.654	4133.4				
920	7/2/2018 10:30	13.846	5166.7				
921	7/2/2018 11:00	13.942	5166.7				
922	7/2/2018 11:30	14.038	6544.5				
923	7/2/2018 12:00	14.134	7577.8				
924	7/2/2018 12:30	14.325	9644.5				
925	7/2/2018 13:00	13.942	3272.2				
926	7/2/2018 13:30	14.325	10333.4				
927	7/2/2018 14:00	14.23	6200				
928	7/2/2018 14:30	14.038	2583.4				
929	7/2/2018 15:00	13.942	1808.3				
930	7/2/2018 15:30	13.846	2583.4				
931	7/2/2018 16:00	14.038	3100				
932	7/2/2018 16:30	13.846	613.5				
933	7/2/2018 17:00	14.038	775				
934	7/2/2018 17:30	14.038	624.3				
935	7/2/2018 18:00	13.942	279.9				
936	7/2/2018 18:30	13.942	226				
937	7/2/2018 19:00	13.942	322.9				
938	7/2/2018 19:30	13.942	247.6				
939	7/2/2018 20:00	13.846	139.9				
940	7/2/2018 20:30	13.846	139.9				
941	7/2/2018 21:00	13.846	118.4				
942	7/2/2018 21:30	13.846	96.9				
943	7/2/2018 22:00	13.846	96.9				
944	7/2/2018 22:30	13.846	86.1				
945	7/2/2018 23:00	13.846	43.1				
946	7/2/2018 23:30	13.75	0				
947	7/3/2018 0:00	13.75	0				
948	7/3/2018 0:30	13.75	0				
949	7/3/2018 1:00	13.75	0				
950	7/3/2018 1:30	13.75	0				
951	7/3/2018 2:00	13.75	0				
952	7/3/2018 2:30	13.75	0				
953	7/3/2018 3:00	13.75	0				
954	7/3/2018 3:30	13.75	10.8				
955	7/3/2018 4:00	13.75	75.3				
956	7/3/2018 4:30	13.654	161.5				
957	7/3/2018 5:00	13.654	344.4				
958	7/3/2018 5:30	13.654	473.6				
959	7/3/2018 6:00	13.75	656.6				
960	7/3/2018 6:30	13.654	236.8				
961	7/3/2018 7:00	13.654	925.7				
962	7/3/2018 7:30	13.654	430.6				
963	7/3/2018 8:00	13.654	947.2				
964	7/3/2018 8:30	13.75	1550				
965	7/3/2018 9:00	13.846	2066.7				
966	7/3/2018 9:30	13.846	1636.1				
967	7/3/2018 10:00	13.846	1808.3				
968	7/3/2018 10:30	13.942	2583.4				
969	7/3/2018 11:00	13.942	2583.4				
970	7/3/2018 11:30	14.134	3444.5				
971	7/3/2018 12:00	14.421	5511.1				
972	7/3/2018 12:30	14.517	5511.1				
973	7/3/2018 13:00	14.421	2927.8				
974	7/3/2018 13:30	14.325	2755.6				
975	7/3/2018 14:00	14.421	3444.5				
976	7/3/2018 14:30	14.421	2927.8				
977	7/3/2018 15:00	14.325	2669.5				
978	7/3/2018 15:30	14.517	3616.7				
979	7/3/2018 16:00	14.421	1894.5				
980	7/3/2018 16:30	14.23	742.7				
981	7/3/2018 17:00	14.23	1550				
982	7/3/2018 17:30	14.134	570.5				
983	7/3/2018 18:00	14.134	452.1				
984	7/3/2018 18:30	14.134	1065.6				
985	7/3/2018 19:00	14.134	376.7				
986	7/3/2018 19:30	14.038	226				
987	7/3/2018 20:00	14.038	247.6				
988	7/3/2018 20:30	14.038	376.7				
989	7/3/2018 21:00	14.038	204.5				
990	7/3/2018 21:30	14.038	344.4				
991	7/3/2018 22:00	14.038	107.6				
992	7/3/2018 22:30	13.942	118.4				
993	7/3/2018 23:00	13.942	75.3				
994	7/3/2018 23:30	13.942	21.5				
995	7/4/2018 0:00	13.942	10.8				
996	7/4/2018 0:30	13.942	0				
997	7/4/2018 1:00	13.942	10.8				
998	7/4/2018 1:30	13.942	10.8				
999	7/4/2018 2:00	13.942	0				
1000	7/4/2018 2:30	13.942	0				
1001	7/4/2018 3:00	13.846	32.3				
1002	7/4/2018 3:30	13.846	96.9				
1003	7/4/2018 4:00	13.846	172.2				
1004	7/4/2018 4:30	13.846	129.2				
1005	7/4/2018 5:00	13.846	484.4				
1006	7/4/2018 5:30	13.846	559.7				
1007	7/4/2018 6:00	13.846	516.7				
1008	7/4/2018 6:30	13.846	1345.5				
1009	7/4/2018 7:00	13.846	1248.6				
1010	7/4/2018 7:30	13.942	1808.3				
1011	7/4/2018 8:00	13.942	2066.7				
1012	7/4/2018 8:30	14.038	2755.6				
1013	7/4/2018 9:00	14.134	3272.2				
1014	7/4/2018 9:30	14.23	4822.3				
1015	7/4/2018 10:00	14.23	3100				
1016	7/4/2018 10:30	14.325	2497.2				
1017	7/4/2018 11:00	14.325	3100				
1018	7/4/2018 11:30	14.23	4305.6				
1019	7/4/2018 12:00	14.421	3788.9				
1020	7/4/2018 12:30	14.325	2927.8				
1021	7/4/2018 13:00	14.709	6544.5				
1022	7/4/2018 13:30	14.613	5166.7				
1023	7/4/2018 14:00	14.517	3961.1				
1024	7/4/2018 14:30	14.23	656.6				
1025	7/4/2018 15:00	14.23	925.7				
1026	7/4/2018 15:30	14.23	1130.2				
1027	7/4/2018 16:00	14.23	602.8				
1028	7/4/2018 16:30	14.23	764.2				
1029	7/4/2018 17:00	14.23	602.8				
1030	7/4/2018 17:30	14.23	936.5				
1031	7/4/2018 18:00	14.23	1076.4				
1032	7/4/2018 18:30	14.23	785.8				
1033	7/4/2018 19:00	14.134	258.3				
1034	7/4/2018 19:30	14.134	484.4				
1035	7/4/2018 20:00	14.038	398.3				
1036	7/4/2018 20:30	14.038	236.8				
1037	7/4/2018 21:00	13.942	150.7				
1038	7/4/2018 21:30	13.942	150.7				
1039	7/4/2018 22:00	13.846	86.1				
1040	7/4/2018 22:30	13.846	53.8				
1041	7/4/2018 23:00	13.75	10.8				
1042	7/4/2018 23:30	13.75	0				
1043	7/5/2018 0:00	13.75	0				
1044	7/5/2018 0:30	13.75	0				
1045	7/5/2018 1:00	13.654	0				
1046	7/5/2018 1:30	13.654	0				
1047	7/5/2018 2:00	13.558	0				
1048	7/5/2018 2:30	13.558	0				
1049	7/5/2018 3:00	13.558	10.8				
1050	7/5/2018 3:30	13.558	43.1				
1051	7/5/2018 4:00	13.461	64.6				
1052	7/5/2018 4:30	13.461	107.6				
1053	7/5/2018 5:00	13.365	96.9				
1054	7/5/2018 5:30	13.365	161.5				
1055	7/5/2018 6:00	13.365	247.6				
1056	7/5/2018 6:30	13.365	301.4				
1057	7/5/2018 7:00	13.269	322.9				
1058	7/5/2018 7:30	13.269	355.2				
1059	7/5/2018 8:00	13.269	387.5				
1060	7/5/2018 8:30	13.269	699.7				
1061	7/5/2018 9:00	13.269	796.5				
1062	7/5/2018 9:30	13.269	549				
1063	7/5/2018 10:00	13.173	678.1				
1064	7/5/2018 10:30	13.173	710.4				
1065	7/5/2018 11:00	13.173	699.7				
1066	7/5/2018 11:30	13.173	1324				
1067	7/5/2018 12:00	13.173	1894.5				
1068	7/5/2018 12:30	13.173	721.2				
1069	7/5/2018 13:00	13.076	914.9				
1070	7/5/2018 13:30	13.076	1334.7				
1071	7/5/2018 14:00	13.076	1173.3				
1072	7/5/2018 14:30	13.173	1808.3				
1073	7/5/2018 15:00	13.076	1636.1				
1074	7/5/2018 15:30	12.98	1808.3				
1075	7/5/2018 16:00	12.98	1216.3				
1076	7/5/2018 16:30	12.98	1894.5				
1077	7/5/2018 17:00	12.883	710.4				
1078	7/5/2018 17:30	12.883	1356.3				
1079	7/5/2018 18:00	12.883	914.9				
1080	7/5/2018 18:30	12.883	613.5				
1081	7/5/2018 19:00	12.787	538.2				
1082	7/5/2018 19:30	12.787	430.6				
1083	7/5/2018 20:00	12.69	430.6				
1084	7/5/2018 20:30	12.69	355.2				
1085	7/5/2018 21:00	12.594	247.6				
1086	7/5/2018 21:30	12.594	193.8				
1087	7/5/2018 22:00	12.497	96.9				
1088	7/5/2018 22:30	12.497	43.1				
1089	7/5/2018 23:00	12.401	0				
1090	7/5/2018 23:30	12.401	0				
1091	7/6/2018 0:00	12.401	0				
1092	7/6/2018 0:30	12.304	0				
1093	7/6/2018 1:00	12.304	0				
1094	7/6/2018 1:30	12.207	0				
1095	7/6/2018 2:00	12.207	0				
1096	7/6/2018 2:30	12.207	10.8				
1097	7/6/2018 3:00	12.11	32.3				
1098	7/6/2018 3:30	12.11	32.3				
1099	7/6/2018 4:00	12.11	64.6				
1100	7/6/2018 4:30	12.11	183				
1101	7/6/2018 5:00	12.11	183				
1102	7/6/2018 5:30	12.11	635.1				
1103	7/6/2018 6:00	12.11	818.1				
1104	7/6/2018 6:30	12.11	710.4				
1105	7/6/2018 7:00	12.11	1237.9				
1106	7/6/2018 7:30	12.207	1808.3				
1107	7/6/2018 8:00	12.207	2152.8				
1108	7/6/2018 8:30	12.304	3788.9				
1109	7/6/2018 9:00	12.304	3272.2				
1110	7/6/2018 9:30	12.497	4133.4				
1111	7/6/2018 10:00	12.594	3100				
1112	7/6/2018 10:30	12.594	3616.7				
1113	7/6/2018 11:00	12.69	5166.7				
1114	7/6/2018 11:30	12.98	5511.1				
1115	7/6/2018 12:00	13.076	5511.1				
1116	7/6/2018 12:30	12.98	4477.8				
1117	7/6/2018 13:00	12.883	6544.5				
1118	7/6/2018 13:30	13.173	6544.5				
1119	7/6/2018 14:00	13.173	5511.1				
1120	7/6/2018 14:30	13.173	6200				
1121	7/6/2018 15:00	13.269	5511.1				
1122	7/6/2018 15:30	13.269	5511.1				
1123	7/6/2018 16:00	13.269	5166.7				
1124	7/6/2018 16:30	13.269	5338.9				
1125	7/6/2018 17:00	13.076	2927.8				
1126	7/6/2018 17:30	12.98	1980.6				
1127	7/6/2018 18:00	12.883	1173.3				
1128	7/6/2018 18:30	12.883	1151.7				
1129	7/6/2018 19:00	13.076	1550				
1130	7/6/2018 19:30	13.076	1065.6				
1131	7/6/2018 20:00	13.076	1894.5				
1132	7/6/2018 20:30	12.98	807.3				
1133	7/6/2018 21:00	12.98	452.1				
1134	7/6/2018 21:30	12.883	430.6				
1135	7/6/2018 22:00	12.883	204.5				
1136	7/6/2018 22:30	12.883	161.5				
1137	7/6/2018 23:00	12.883	86.1				
1138	7/6/2018 23:30	12.883	43.1				
1139	7/7/2018 0:00	12.787	21.5				
1140	7/7/2018 0:30	12.787	10.8				
1141	7/7/2018 1:00	12.787	0				
1142	7/7/2018 1:30	12.787	0				
1143	7/7/2018 2:00	12.787	10.8				
1144	7/7/2018 2:30	12.69	32.3				
1145	7/7/2018 3:00	12.69	53.8				
1146	7/7/2018 3:30	12.69	96.9				
1147	7/7/2018 4:00	12.69	172.2				
1148	7/7/2018 4:30	12.69	279.9				
1149	7/7/2018 5:00	12.69	452.1				
1150	7/7/2018 5:30	12.69	667.4				
1151	7/7/2018 6:00	12.69	958				
1152	7/7/2018 6:30	12.787	1237.9				
1153	7/7/2018 7:00	12.883	1463.9				
1154	7/7/2018 7:30	12.883	1722.2				
1155	7/7/2018 8:00	12.98	2325				
1156	7/7/2018 8:30	13.076	2927.8				
1157	7/7/2018 9:00	13.173	3444.5				
1158	7/7/2018 9:30	13.269	4305.6				
1159	7/7/2018 10:00	13.076	2755.6				
1160	7/7/2018 10:30	13.269	1463.9				
1161	7/7/2018 11:00	13.461	4477.8				
1162	7/7/2018 11:30	13.558	5166.7				
1163	7/7/2018 12:00	13.654	5166.7				
1164	7/7/2018 12:30	13.75	6544.5				
1165	7/7/2018 13:00	13.654	7577.8				
1166	7/7/2018 13:30	13.654	4650				
1167	7/7/2018 14:00	13.942	6544.5				
1168	7/7/2018 14:30	13.654	4133.4				
1169	7/7/2018 15:00	13.654	2755.6				
1170	7/7/2018 15:30	13.461	2238.9				
1171	7/7/2018 16:00	13.558	2669.5				
1172	7/7/2018 16:30	13.558	1894.5				
1173	7/7/2018 17:00	13.654	3616.7				
1174	7/7/2018 17:30	13.558	721.2				
1175	7/7/2018 18:00	13.461	1130.2				
1176	7/7/2018 18:30	13.461	656.6				
1177	7/7/2018 19:00	13.461	516.7				
1178	7/7/2018 19:30	13.365	344.4				
1179	7/7/2018 20:00	13.365	226				
1180	7/7/2018 20:30	13.365	183				
1181	7/7/2018 21:00	13.365	139.9				
1182	7/7/2018 21:30	13.269	107.6				
1183	7/7/2018 22:00	13.269	107.6				
1184	7/7/2018 22:30	13.269	43.1				
1185	7/7/2018 23:00	13.269	32.3				
1186	7/7/2018 23:30	13.269	21.5				
1187	7/8/2018 0:00	13.269	0				
1188	7/8/2018 0:30	13.269	0				
1189	7/8/2018 1:00	13.173	0				
1190	7/8/2018 1:30	13.173	0				
1191	7/8/2018 2:00	13.173	0				
1192	7/8/2018 2:30	13.076	10.8				
1193	7/8/2018 3:00	13.076	21.5				
1194	7/8/2018 3:30	13.076	53.8				
1195	7/8/2018 4:00	13.076	118.4				
1196	7/8/2018 4:30	13.076	226				
1197	7/8/2018 5:00	13.076	204.5				
1198	7/8/2018 5:30	13.076	430.6				
1199	7/8/2018 6:00	13.173	753.5				
1200	7/8/2018 6:30	13.173	775				
1201	7/8/2018 7:00	13.173	968.8				
1202	7/8/2018 7:30	13.173	1054.9				
1203	7/8/2018 8:00	13.269	2497.2				
