"Plot Title: sonde_May21"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10724105, SEN S/N: 10724105)","Intensity, Lux (LGR S/N: 10724105, SEN S/N: 10724105)","Coupler Detached (LGR S/N: 10724105)","Coupler Attached (LGR S/N: 10724105)","Host Connected (LGR S/N: 10724105)","Stopped (LGR S/N: 10724105)","End Of File (LGR S/N: 10724105)"
423,05/26/21 10:26:06 AM,10.944,159823.3,,,,,
424,05/26/21 10:56:06 AM,10.846,15844.5,,,,,
425,05/26/21 11:26:06 AM,13.461,170845.6,,,,,
426,05/26/21 11:56:06 AM,13.654,176356.7,,,,,
427,05/26/21 12:26:06 PM,15.760,19289.0,,,,,
428,05/26/21 12:56:06 PM,19.187,77156.1,,,,,
429,05/26/21 01:26:06 PM,20.519,57867.0,,,,,
430,05/26/21 01:56:06 PM,24.545,231468.2,,,,,
431,05/26/21 02:26:06 PM,28.953,198401.3,,,,,
432,05/26/21 02:56:06 PM,30.255,170845.6,,,,,
433,05/26/21 03:26:06 PM,27.468,176356.7,,,,,
434,05/26/21 03:56:06 PM,28.655,71644.9,,,,,
435,05/26/21 04:26:06 PM,17.950,99200.7,,,,,
436,05/26/21 04:56:06 PM,18.426,104711.8,,,,,
437,05/26/21 05:26:06 PM,17.570,132267.5,,,,,
438,05/26/21 05:56:06 PM,18.521,31689.1,,,,,
439,05/26/21 06:26:06 PM,20.519,38578.0,,,,,
440,05/26/21 06:56:06 PM,20.234,22044.6,,,,,
441,05/26/21 07:26:06 PM,18.711,21355.7,,,,,
442,05/26/21 07:56:06 PM,15.855,12400.1,,,,,
443,05/26/21 08:26:06 PM,17.570,23422.4,,,,,
444,05/26/21 08:56:06 PM,18.331,26178.0,,,,,
445,05/26/21 09:26:06 PM,17.094,8266.7,,,,,
446,05/26/21 09:56:06 PM,13.750,4994.5,,,,,
447,05/26/21 10:26:06 PM,13.173,6200.0,,,,,
448,05/26/21 10:56:06 PM,8.282,4305.6,,,,,
449,05/26/21 11:26:06 PM,5.552,635.1,,,,,
450,05/26/21 11:56:06 PM,5.552,344.4,,,,,
451,05/27/21 12:26:06 AM,4.934,247.6,,,,,
452,05/27/21 12:56:06 AM,5.141,193.8,,,,,
453,05/27/21 01:26:06 AM,4.727,236.8,,,,,
454,05/27/21 01:56:06 AM,4.207,290.6,,,,,
455,05/27/21 02:26:06 AM,4.623,527.4,,,,,
456,05/27/21 02:56:06 AM,4.311,1022.6,,,,,
457,05/27/21 03:26:06 AM,4.831,1980.6,,,,,
458,05/27/21 03:56:06 AM,5.655,2497.2,,,,,
459,05/27/21 04:26:06 AM,6.268,10333.4,,,,,
460,05/27/21 04:56:06 AM,6.877,24800.2,,,,,
461,05/27/21 05:26:06 AM,8.581,13089.0,,,,,
462,05/27/21 05:56:06 AM,9.669,30311.3,,,,,
463,05/27/21 06:26:06 AM,11.334,44089.2,,,,,
464,05/27/21 06:56:06 AM,12.787,20666.8,,,,,
465,05/27/21 07:26:06 AM,13.846,21355.7,,,,,
466,05/27/21 07:56:06 AM,14.134,26178.0,,,,,
467,05/27/21 08:26:06 AM,16.237,26178.0,,,,,
468,05/27/21 08:56:06 AM,21.282,37200.2,,,,,
469,05/27/21 09:26:06 AM,31.268,93689.5,,,,,
470,05/27/21 09:56:06 AM,29.452,126756.4,,,,,
471,05/27/21 10:26:06 AM,33.118,176356.7,,,,,
472,05/27/21 10:56:06 AM,37.714,176356.7,,,,,
473,05/27/21 11:26:06 AM,20.138,41333.6,,,,,
474,05/27/21 11:56:06 AM,14.421,170845.6,,,,,
475,05/27/21 12:26:06 PM,16.237,165334.4,,,,,
476,05/27/21 12:56:06 PM,15.091,79911.6,,,,,
477,05/27/21 01:26:06 PM,13.365,99200.7,,,,,
478,05/27/21 01:56:06 PM,14.996,154312.1,,,,,
479,05/27/21 02:26:06 PM,16.237,126756.4,,,,,
480,05/27/21 02:56:06 PM,16.808,66133.8,,,,,
481,05/27/21 03:26:06 PM,13.750,88178.4,,,,,
482,05/27/21 03:56:06 PM,15.951,115734.1,,,,,
483,05/27/21 04:26:06 PM,15.951,44089.2,,,,,
484,05/27/21 04:56:06 PM,13.654,68889.3,,,,,
485,05/27/21 05:26:06 PM,12.690,44089.2,,,,,
486,05/27/21 05:56:06 PM,11.916,159823.3,,,,,
487,05/27/21 06:26:06 PM,11.819,44089.2,,,,,
488,05/27/21 06:56:06 PM,11.041,165334.4,,,,,
489,05/27/21 07:26:06 PM,10.553,85422.8,,,,,
490,05/27/21 07:56:06 PM,10.063,18600.1,,,,,
491,05/27/21 08:26:06 PM,9.768,33066.9,,,,,
492,05/27/21 08:56:06 PM,9.077,44089.2,,,,,
493,05/27/21 09:26:06 PM,9.373,15844.5,,,,,
494,05/27/21 09:56:06 PM,10.161,4994.5,,,,,
495,05/27/21 10:26:06 PM,7.381,5511.1,,,,,
496,05/27/21 10:56:06 PM,6.166,1550.0,,,,,
497,05/27/21 11:26:06 PM,5.347,861.1,,,,,
498,05/27/21 11:56:06 PM,4.102,592.0,,,,,
499,05/28/21 12:26:06 AM,4.934,269.1,,,,,
500,05/28/21 12:56:06 AM,6.674,333.7,,,,,
501,05/28/21 01:26:06 AM,6.471,215.3,,,,,
502,05/28/21 01:56:06 AM,4.831,398.3,,,,,
503,05/28/21 02:26:06 AM,6.166,688.9,,,,,
504,05/28/21 02:56:06 AM,5.860,1550.0,,,,,
505,05/28/21 03:26:06 AM,7.179,1550.0,,,,,
506,05/28/21 03:56:06 AM,6.978,3788.9,,,,,
507,05/28/21 04:26:06 AM,8.082,5511.1,,,,,
508,05/28/21 04:56:06 AM,7.582,11711.2,,,,,
509,05/28/21 05:26:06 AM,8.282,21355.7,,,,,
510,05/28/21 05:56:06 AM,8.978,10333.4,,,,,
511,05/28/21 06:26:06 AM,11.625,99200.7,,,,,
512,05/28/21 06:56:06 AM,8.082,26178.0,,,,,
513,05/28/21 07:26:06 AM,8.481,33066.9,,,,,
514,05/28/21 07:56:06 AM,10.846,49600.3,,,,,
515,05/28/21 08:26:06 AM,9.176,18600.1,,,,,
516,05/28/21 08:56:06 AM,10.553,44089.2,,,,,
517,05/28/21 09:26:06 AM,11.139,28933.5,,,,,
518,05/28/21 09:56:06 AM,11.334,49600.3,,,,,
519,05/28/21 10:26:06 AM,11.722,110223.0,,,,,
520,05/28/21 10:56:06 AM,12.013,93689.5,,,,,
521,05/28/21 11:26:06 AM,11.819,77156.1,,,,,
522,05/28/21 11:56:06 AM,13.365,93689.5,,,,,
523,05/28/21 12:26:06 PM,14.134,63378.2,,,,,
524,05/28/21 12:56:06 PM,13.461,121245.2,,,,,
525,05/28/21 01:26:06 PM,13.173,41333.6,,,,,
526,05/28/21 01:56:06 PM,13.076,22044.6,,,,,
527,05/28/21 02:26:06 PM,13.558,99200.7,,,,,
528,05/28/21 02:56:06 PM,11.916,71644.9,,,,,
529,05/28/21 03:26:06 PM,12.401,44089.2,,,,,
530,05/28/21 03:56:06 PM,13.942,85422.8,,,,,
531,05/28/21 04:26:06 PM,12.594,31689.1,,,,,
532,05/28/21 04:56:06 PM,12.690,22044.6,,,,,
533,05/28/21 05:26:06 PM,11.819,55111.5,,,,,
534,05/28/21 05:56:06 PM,10.944,66133.8,,,,,
535,05/28/21 06:26:06 PM,9.866,24800.2,,,,,
536,05/28/21 06:56:06 PM,10.357,23422.4,,,,,
537,05/28/21 07:26:06 PM,9.669,18600.1,,,,,
538,05/28/21 07:56:06 PM,9.275,22044.6,,,,,
539,05/28/21 08:26:06 PM,8.978,20666.8,,,,,
540,05/28/21 08:56:06 PM,9.176,8266.7,,,,,
541,05/28/21 09:26:06 PM,8.182,4994.5,,,,,
542,05/28/21 09:56:06 PM,8.282,3272.2,,,,,
543,05/28/21 10:26:06 PM,8.182,3100.0,,,,,
544,05/28/21 10:56:06 PM,8.382,1280.9,,,,,
545,05/28/21 11:26:06 PM,8.282,645.8,,,,,
546,05/28/21 11:56:06 PM,7.280,247.6,,,,,
547,05/29/21 12:26:06 AM,7.381,269.1,,,,,
548,05/29/21 12:56:06 AM,7.782,409.0,,,,,
549,05/29/21 01:26:06 AM,6.978,355.2,,,,,
550,05/29/21 01:56:06 AM,6.978,527.4,,,,,
551,05/29/21 02:26:06 AM,6.775,1377.8,,,,,
552,05/29/21 02:56:06 AM,7.682,3100.0,,,,,
553,05/29/21 03:26:06 AM,8.680,6544.5,,,,,
554,05/29/21 03:56:06 AM,9.176,19977.9,,,,,
555,05/29/21 04:26:06 AM,9.866,18600.1,,,,,
556,05/29/21 04:56:06 AM,9.275,9300.1,,,,,
557,05/29/21 05:26:06 AM,9.077,7577.8,,,,,
558,05/29/21 05:56:06 AM,9.077,6544.5,,,,,
559,05/29/21 06:26:06 AM,8.978,6544.5,,,,,
560,05/29/21 06:56:06 AM,9.077,6200.0,,,,,
561,05/29/21 07:26:06 AM,9.176,6544.5,,,,,
562,05/29/21 07:56:06 AM,9.373,7233.4,,,,,
563,05/29/21 08:26:06 AM,9.176,6544.5,,,,,
564,05/29/21 08:56:06 AM,8.481,9300.1,,,,,
565,05/29/21 09:26:06 AM,7.983,8611.2,,,,,
566,05/29/21 09:56:06 AM,9.373,28933.5,,,,,
567,05/29/21 10:26:06 AM,10.063,44089.2,,,,,
568,05/29/21 10:56:06 AM,11.236,93689.5,,,,,
569,05/29/21 11:26:06 AM,10.357,46844.8,,,,,
570,05/29/21 11:56:06 AM,11.625,74400.5,,,,,
571,05/29/21 12:26:06 PM,9.965,44089.2,,,,,
572,05/29/21 12:56:06 PM,12.497,159823.3,,,,,
573,05/29/21 01:26:06 PM,13.076,34444.7,,,,,
574,05/29/21 01:56:06 PM,12.304,121245.2,,,,,
575,05/29/21 02:26:06 PM,10.651,44089.2,,,,,
576,05/29/21 02:56:06 PM,10.553,46844.8,,,,,
577,05/29/21 03:26:06 PM,10.846,60622.6,,,,,
578,05/29/21 03:56:06 PM,10.944,88178.4,,,,,
579,05/29/21 04:26:06 PM,11.528,99200.7,,,,,
580,05/29/21 04:56:06 PM,10.161,34444.7,,,,,
581,05/29/21 05:26:06 PM,12.690,176356.7,,,,,
582,05/29/21 05:56:06 PM,9.571,20666.8,,,,,
583,05/29/21 06:26:06 PM,9.571,27555.7,,,,,
584,05/29/21 06:56:06 PM,8.680,16533.4,,,,,
585,05/29/21 07:26:06 PM,8.382,12400.1,,,,,
586,05/29/21 07:56:06 PM,8.182,5166.7,,,,,
587,05/29/21 08:26:06 PM,7.983,1054.9,,,,,
588,05/29/21 08:56:06 PM,7.882,807.3,,,,,
589,05/29/21 09:26:06 PM,7.582,958.0,,,,,
590,05/29/21 09:56:06 PM,6.674,775.0,,,,,
591,05/29/21 10:26:06 PM,7.381,430.6,,,,,
592,05/29/21 10:56:06 PM,7.682,215.3,,,,,
593,05/29/21 11:26:06 PM,7.280,43.1,,,,,
594,05/29/21 11:56:06 PM,7.280,21.5,,,,,
595,05/30/21 12:26:06 AM,7.079,10.8,,,,,
596,05/30/21 12:56:06 AM,6.471,0.0,,,,,
597,05/30/21 01:26:06 AM,6.775,10.8,,,,,
598,05/30/21 01:56:06 AM,6.674,21.5,,,,,
599,05/30/21 02:26:06 AM,6.877,32.3,,,,,
600,05/30/21 02:56:06 AM,7.079,96.9,,,,,
601,05/30/21 03:26:06 AM,6.978,818.1,,,,,
602,05/30/21 03:56:06 AM,7.582,1894.5,,,,,
603,05/30/21 04:26:06 AM,7.682,1550.0,,,,,
604,05/30/21 04:56:06 AM,8.382,3616.7,,,,,
605,05/30/21 05:26:06 AM,6.978,2066.7,,,,,
606,05/30/21 05:56:06 AM,8.481,3961.1,,,,,
607,05/30/21 06:26:06 AM,7.983,5166.7,,,,,
608,05/30/21 06:56:06 AM,8.581,10677.8,,,,,
609,05/30/21 07:26:06 AM,8.182,6544.5,,,,,
610,05/30/21 07:56:06 AM,8.082,15155.7,,,,,
611,05/30/21 08:26:06 AM,8.082,12400.1,,,,,
612,05/30/21 08:56:06 AM,8.382,11711.2,,,,,
613,05/30/21 09:26:06 AM,8.680,14466.8,,,,,
614,05/30/21 09:56:06 AM,8.282,17222.3,,,,,
615,05/30/21 10:26:06 AM,8.581,22044.6,,,,,
616,05/30/21 10:56:06 AM,7.582,10677.8,,,,,
617,05/30/21 11:26:06 AM,8.581,19977.9,,,,,
618,05/30/21 11:56:06 AM,8.779,30311.3,,,,,
619,05/30/21 12:26:06 PM,8.978,30311.3,,,,,
620,05/30/21 12:56:06 PM,9.077,20666.8,,,,,
621,05/30/21 01:26:06 PM,8.382,12400.1,,,,,
622,05/30/21 01:56:06 PM,9.077,18600.1,,,,,
623,05/30/21 02:26:06 PM,10.748,66133.8,,,,,
624,05/30/21 02:56:06 PM,11.041,60622.6,,,,,
625,05/30/21 03:26:06 PM,9.965,27555.7,,,,,
626,05/30/21 03:56:06 PM,10.553,21355.7,,,,,
627,05/30/21 04:26:06 PM,9.373,19977.9,,,,,
628,05/30/21 04:56:06 PM,9.176,20666.8,,,,,
629,05/30/21 05:26:06 PM,10.259,39955.8,,,,,
630,05/30/21 05:56:06 PM,10.846,52355.9,,,,,
631,05/30/21 06:26:06 PM,10.161,28933.5,,,,,
632,05/30/21 06:56:06 PM,9.373,11711.2,,,,,
633,05/30/21 07:26:06 PM,9.373,19977.9,,,,,
634,05/30/21 07:56:06 PM,8.978,18600.1,,,,,
635,05/30/21 08:26:06 PM,8.779,9300.1,,,,,
636,05/30/21 08:56:06 PM,8.680,8611.2,,,,,
637,05/30/21 09:26:06 PM,8.382,3444.5,,,,,
638,05/30/21 09:56:06 PM,8.182,3272.2,,,,,
639,05/30/21 10:26:06 PM,8.382,882.6,,,,,
640,05/30/21 10:56:06 PM,8.082,1463.9,,,,,
641,05/30/21 11:26:06 PM,7.782,419.8,,,,,
642,05/30/21 11:56:06 PM,7.280,333.7,,,,,
643,05/31/21 12:26:06 AM,7.179,215.3,,,,,
644,05/31/21 12:56:06 AM,7.179,193.8,,,,,
645,05/31/21 01:26:06 AM,7.079,322.9,,,,,
646,05/31/21 01:56:06 AM,6.471,312.2,,,,,
647,05/31/21 02:26:06 AM,6.674,667.4,,,,,
648,05/31/21 02:56:06 AM,7.079,968.8,,,,,
649,05/31/21 03:26:06 AM,6.064,1808.3,,,,,
650,05/31/21 03:56:06 AM,5.552,1636.1,,,,,
651,05/31/21 04:26:06 AM,5.757,3100.0,,,,,
652,05/31/21 04:56:06 AM,6.775,18600.1,,,,,
653,05/31/21 05:26:06 AM,7.882,28933.5,,,,,
654,05/31/21 05:56:06 AM,9.176,110223.0,,,,,
655,05/31/21 06:26:06 AM,9.275,60622.6,,,,,
656,05/31/21 06:56:06 AM,10.063,60622.6,,,,,
657,05/31/21 07:26:06 AM,9.571,46844.8,,,,,
658,05/31/21 07:56:06 AM,9.965,110223.0,,,,,
659,05/31/21 08:26:06 AM,10.063,63378.2,,,,,
660,05/31/21 08:56:06 AM,10.259,126756.4,,,,,
661,05/31/21 09:26:06 AM,11.334,44089.2,,,,,
662,05/31/21 09:56:06 AM,13.750,77156.1,,,,,
663,05/31/21 10:26:06 AM,17.284,55111.5,,,,,
664,05/31/21 10:56:06 AM,12.207,57867.0,,,,,
665,05/31/21 11:26:06 AM,10.553,41333.6,,,,,
666,05/31/21 11:56:06 AM,11.916,49600.3,,,,,
667,05/31/21 12:26:06 PM,16.141,66133.8,,,,,
668,05/31/21 12:56:06 PM,10.259,33066.9,,,,,
669,05/31/21 01:26:06 PM,16.141,137778.7,,,,,
670,05/31/21 01:56:06 PM,16.999,30311.3,,,,,
671,05/31/21 02:26:06 PM,12.980,209423.6,,,,,
672,05/31/21 02:56:06 PM,12.883,30311.3,,,,,
673,05/31/21 03:26:06 PM,14.709,132267.5,,,,,
674,05/31/21 03:56:06 PM,10.651,34444.7,,,,,
675,05/31/21 04:26:06 PM,9.669,26178.0,,,,,
676,05/31/21 04:56:06 PM,13.365,57867.0,,,,,
677,05/31/21 05:26:06 PM,12.207,55111.5,,,,,
678,05/31/21 05:56:06 PM,12.401,74400.5,,,,,
679,05/31/21 06:26:06 PM,13.269,20666.8,,,,,
680,05/31/21 06:56:06 PM,13.654,20666.8,,,,,
681,05/31/21 07:26:06 PM,13.461,74400.5,,,,,
682,05/31/21 07:56:06 PM,12.207,22044.6,,,,,
683,05/31/21 08:26:06 PM,11.236,10677.8,,,,,
684,05/31/21 08:56:06 PM,11.139,18600.1,,,,,
685,05/31/21 09:26:06 PM,10.846,9300.1,,,,,
686,05/31/21 09:56:06 PM,10.748,10333.4,,,,,
687,05/31/21 10:26:06 PM,8.779,5511.1,,,,,
688,05/31/21 10:56:06 PM,7.481,3444.5,,,,,
689,05/31/21 11:26:06 PM,4.934,1550.0,,,,,
690,05/31/21 11:56:06 PM,4.519,968.8,,,,,
691,06/01/21 12:26:06 AM,5.347,549.0,,,,,
692,06/01/21 12:56:06 AM,5.450,775.0,,,,,
693,06/01/21 01:26:06 AM,5.347,344.4,,,,,
694,06/01/21 01:56:06 AM,4.415,484.4,,,,,
695,06/01/21 02:26:06 AM,4.727,559.7,,,,,
696,06/01/21 02:56:06 AM,5.552,882.6,,,,,
697,06/01/21 03:26:06 AM,5.347,1722.2,,,,,
698,06/01/21 03:56:06 AM,5.552,9300.1,,,,,
699,06/01/21 04:26:06 AM,5.037,6200.0,,,,,
700,06/01/21 04:56:06 AM,5.347,7233.4,,,,,
701,06/01/21 05:26:06 AM,6.064,12400.1,,,,,
702,06/01/21 05:56:06 AM,6.775,14466.8,,,,,
703,06/01/21 06:26:06 AM,9.965,23422.4,,,,,
704,06/01/21 06:56:06 AM,10.063,22044.6,,,,,
705,06/01/21 07:26:06 AM,11.041,34444.7,,,,,
706,06/01/21 07:56:06 AM,9.669,30311.3,,,,,
707,06/01/21 08:26:06 AM,10.846,38578.0,,,,,
708,06/01/21 08:56:06 AM,9.373,19289.0,,,,,
709,06/01/21 09:26:06 AM,9.965,23422.4,,,,,
710,06/01/21 09:56:06 AM,10.063,20666.8,,,,,
711,06/01/21 10:26:06 AM,7.079,15155.7,,,,,
712,06/01/21 10:56:06 AM,6.674,19289.0,,,,,
713,06/01/21 11:26:06 AM,6.978,20666.8,,,,,
714,06/01/21 11:56:06 AM,6.268,15844.5,,,,,
715,06/01/21 12:26:06 PM,6.370,14466.8,,,,,
716,06/01/21 12:56:06 PM,6.166,16533.4,,,,,
717,06/01/21 01:26:06 PM,6.166,16533.4,,,,,
718,06/01/21 01:56:06 PM,5.962,22044.6,,,,,
719,06/01/21 02:26:06 PM,6.471,33066.9,,,,,
720,06/01/21 02:56:06 PM,7.882,41333.6,,,,,
721,06/01/21 03:26:06 PM,9.472,52355.9,,,,,
722,06/01/21 03:56:06 PM,9.669,57867.0,,,,,
723,06/01/21 04:26:06 PM,9.472,44089.2,,,,,
724,06/01/21 04:56:06 PM,10.553,46844.8,,,,,
725,06/01/21 05:26:06 PM,11.819,37200.2,,,,,
726,06/01/21 05:56:06 PM,12.401,52355.9,,,,,
727,06/01/21 06:26:06 PM,9.571,27555.7,,,,,
728,06/01/21 06:56:06 PM,9.373,22044.6,,,,,
729,06/01/21 07:26:06 PM,8.779,24800.2,,,,,
730,06/01/21 07:56:06 PM,11.334,104711.8,,,,,
731,06/01/21 08:26:06 PM,11.819,18600.1,,,,,
732,06/01/21 08:56:06 PM,8.978,4822.3,,,,,
733,06/01/21 09:26:06 PM,8.282,3272.2,,,,,
734,06/01/21 09:56:06 PM,7.481,5338.9,,,,,
735,06/01/21 10:26:06 PM,8.382,9300.1,,,,,
736,06/01/21 10:56:06 PM,7.179,1270.1,,,,,
737,06/01/21 11:26:06 PM,6.471,1550.0,,,,,
738,06/01/21 11:56:06 PM,5.450,656.6,,,,,
739,06/02/21 12:26:06 AM,6.166,301.4,,,,,
740,06/02/21 12:56:06 AM,5.450,516.7,,,,,
741,06/02/21 01:26:06 AM,4.311,355.2,,,,,
742,06/02/21 01:56:06 AM,5.757,613.5,,,,,
743,06/02/21 02:26:06 AM,5.037,710.4,,,,,
744,06/02/21 02:56:06 AM,4.934,1636.1,,,,,
745,06/02/21 03:26:06 AM,5.860,6544.5,,,,,
746,06/02/21 03:56:06 AM,6.978,11711.2,,,,,
747,06/02/21 04:26:06 AM,7.782,16533.4,,,,,
748,06/02/21 04:56:06 AM,8.082,17911.2,,,,,
749,06/02/21 05:26:06 AM,9.866,28933.5,,,,,
750,06/02/21 05:56:06 AM,9.571,79911.6,,,,,
751,06/02/21 06:26:06 AM,8.382,18600.1,,,,,
752,06/02/21 06:56:06 AM,9.176,11711.2,,,,,
753,06/02/21 07:26:06 AM,10.553,35822.5,,,,,
754,06/02/21 07:56:06 AM,14.038,68889.3,,,,,
755,06/02/21 08:26:06 AM,13.558,30311.3,,,,,
756,06/02/21 08:56:06 AM,11.139,82667.2,,,,,
757,06/02/21 09:26:06 AM,9.373,27555.7,,,,,
758,06/02/21 09:56:06 AM,11.139,46844.8,,,,,
759,06/02/21 10:26:06 AM,12.690,23422.4,,,,,
760,06/02/21 10:56:06 AM,13.365,88178.4,,,,,
761,06/02/21 11:26:06 AM,12.594,77156.1,,,,,
762,06/02/21 11:56:06 AM,12.207,88178.4,,,,,
763,06/02/21 12:26:06 PM,11.431,79911.6,,,,,
764,06/02/21 12:56:06 PM,10.259,23422.4,,,,,
765,06/02/21 01:26:06 PM,10.161,46844.8,,,,,
766,06/02/21 01:56:06 PM,9.077,11711.2,,,,,
767,06/02/21 02:26:06 PM,9.669,34444.7,,,,,
768,06/02/21 02:56:06 PM,9.768,37200.2,,,,,
769,06/02/21 03:26:06 PM,9.472,30311.3,,,,,
770,06/02/21 03:56:06 PM,10.063,38578.0,,,,,
771,06/02/21 04:26:06 PM,9.275,34444.7,,,,,
772,06/02/21 04:56:06 PM,8.879,20666.8,,,,,
773,06/02/21 05:26:06 PM,9.176,24800.2,,,,,
774,06/02/21 05:56:06 PM,10.259,31689.1,,,,,
775,06/02/21 06:26:06 PM,10.553,49600.3,,,,,
776,06/02/21 06:56:06 PM,11.625,44089.2,,,,,
777,06/02/21 07:26:06 PM,13.654,82667.2,,,,,
778,06/02/21 07:56:06 PM,13.269,14466.8,,,,,
779,06/02/21 08:26:06 PM,12.497,14466.8,,,,,
780,06/02/21 08:56:06 PM,12.497,20666.8,,,,,
781,06/02/21 09:26:06 PM,10.944,8611.2,,,,,
782,06/02/21 09:56:06 PM,9.965,6544.5,,,,,
783,06/02/21 10:26:06 PM,7.582,3444.5,,,,,
784,06/02/21 10:56:06 PM,8.282,9300.1,,,,,
785,06/02/21 11:26:06 PM,7.179,947.2,,,,,
786,06/02/21 11:56:06 PM,6.775,785.8,,,,,
787,06/03/21 12:26:06 AM,6.775,538.2,,,,,
788,06/03/21 12:56:06 AM,6.471,635.1,,,,,
789,06/03/21 01:26:06 AM,6.471,409.0,,,,,
790,06/03/21 01:56:06 AM,6.573,452.1,,,,,
791,06/03/21 02:26:06 AM,7.179,936.5,,,,,
792,06/03/21 02:56:06 AM,6.674,1722.2,,,,,
793,06/03/21 03:26:06 AM,6.775,3616.7,,,,,
794,06/03/21 03:56:06 AM,7.179,11022.3,,,,,
795,06/03/21 04:26:06 AM,7.582,22044.6,,,,,
796,06/03/21 04:56:06 AM,8.680,26178.0,,,,,
797,06/03/21 05:26:06 AM,9.176,17911.2,,,,,
798,06/03/21 05:56:06 AM,9.571,34444.7,,,,,
799,06/03/21 06:26:06 AM,9.866,27555.7,,,,,
800,06/03/21 06:56:06 AM,10.357,44089.2,,,,,
801,06/03/21 07:26:06 AM,10.063,26178.0,,,,,
802,06/03/21 07:56:06 AM,9.965,60622.6,,,,,
803,06/03/21 08:26:06 AM,9.866,28933.5,,,,,
804,06/03/21 08:56:06 AM,10.748,28933.5,,,,,
805,06/03/21 09:26:06 AM,10.455,44089.2,,,,,
806,06/03/21 09:56:06 AM,9.866,39955.8,,,,,
807,06/03/21 10:26:06 AM,10.161,74400.5,,,,,
808,06/03/21 10:56:06 AM,10.161,42711.4,,,,,
809,06/03/21 11:26:06 AM,12.110,57867.0,,,,,
810,06/03/21 11:56:06 AM,12.980,39955.8,,,,,
811,06/03/21 12:26:06 PM,18.806,126756.4,,,,,
812,06/03/21 12:56:06 PM,18.140,88178.4,,,,,
813,06/03/21 01:26:06 PM,17.665,104711.8,,,,,
814,06/03/21 01:56:06 PM,18.331,77156.1,,,,,
815,06/03/21 02:26:06 PM,19.758,82667.2,,,,,
816,06/03/21 02:56:06 PM,23.004,104711.8,,,,,
817,06/03/21 03:26:06 PM,20.234,60622.6,,,,,
818,06/03/21 03:56:06 PM,21.760,66133.8,,,,,
819,06/03/21 04:26:06 PM,18.996,46844.8,,,,,
820,06/03/21 04:56:06 PM,16.808,41333.6,,,,,
821,06/03/21 05:26:06 PM,14.900,37200.2,,,,,
822,06/03/21 05:56:06 PM,14.517,30311.3,,,,,
823,06/03/21 06:26:06 PM,13.942,26178.0,,,,,
824,06/03/21 06:56:06 PM,12.594,24800.2,,,,,
825,06/03/21 07:26:06 PM,12.207,24800.2,,,,,
826,06/03/21 07:56:06 PM,9.965,31689.1,,,,,
827,06/03/21 08:26:06 PM,9.472,13777.9,,,,,
828,06/03/21 08:56:06 PM,8.879,10677.8,,,,,
829,06/03/21 09:26:06 PM,8.481,6544.5,,,,,
830,06/03/21 09:56:06 PM,7.882,3272.2,,,,,
831,06/03/21 10:26:06 PM,7.381,2238.9,,,,,
832,06/03/21 10:56:06 PM,7.682,2066.7,,,,,
833,06/03/21 11:26:06 PM,7.381,775.0,,,,,
834,06/03/21 11:56:06 PM,7.582,366.0,,,,,
835,06/04/21 12:26:06 AM,8.382,226.0,,,,,
836,06/04/21 12:56:06 AM,8.879,236.8,,,,,
837,06/04/21 01:26:06 AM,8.481,75.3,,,,,
838,06/04/21 01:56:06 AM,7.983,215.3,,,,,
839,06/04/21 02:26:06 AM,8.182,333.7,,,,,
840,06/04/21 02:56:06 AM,7.280,904.2,,,,,
841,06/04/21 03:26:06 AM,7.381,1808.3,,,,,
842,06/04/21 03:56:06 AM,7.782,11711.2,,,,,
843,06/04/21 04:26:06 AM,11.722,8266.7,,,,,
844,06/04/21 04:56:06 AM,9.077,8611.2,,,,,
845,06/04/21 05:26:06 AM,8.481,5511.1,,,,,
846,06/04/21 05:56:06 AM,9.768,9644.5,,,,,
847,06/04/21 06:26:06 AM,9.077,9300.1,,,,,
848,06/04/21 06:56:06 AM,9.965,20666.8,,,,,
849,06/04/21 07:26:06 AM,9.571,13089.0,,,,,
850,06/04/21 07:56:06 AM,9.176,13777.9,,,,,
851,06/04/21 08:26:06 AM,9.176,9300.1,,,,,
852,06/04/21 08:56:06 AM,9.571,16533.4,,,,,
853,06/04/21 09:26:06 AM,10.846,39955.8,,,,,
854,06/04/21 09:56:06 AM,10.357,26178.0,,,,,
855,06/04/21 10:26:06 AM,10.063,20666.8,,,,,
856,06/04/21 10:56:06 AM,9.768,15844.5,,,,,
857,06/04/21 11:26:06 AM,10.651,26178.0,,,,,
858,06/04/21 11:56:06 AM,12.690,49600.3,,,,,
859,06/04/21 12:26:06 PM,14.804,88178.4,,,,,
860,06/04/21 12:56:06 PM,14.517,88178.4,,,,,
861,06/04/21 01:26:06 PM,13.654,79911.6,,,,,
862,06/04/21 01:56:06 PM,13.076,57867.0,,,,,
863,06/04/21 02:26:06 PM,12.883,42711.4,,,,,
864,06/04/21 02:56:06 PM,12.594,28933.5,,,,,
865,06/04/21 03:26:06 PM,11.334,19289.0,,,,,
866,06/04/21 03:56:06 PM,10.748,9300.1,,,,,
867,06/04/21 04:26:06 PM,11.139,15155.7,,,,,
868,06/04/21 04:56:06 PM,11.236,12400.1,,,,,
869,06/04/21 05:26:06 PM,11.334,8611.2,,,,,
