"Plot Title: 10517223"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10517223, SEN S/N: 10517223, LBL: testT)","Intensity, Lux (LGR S/N: 10517223, SEN S/N: 10517223, LBL: testL)","Coupler Detached (LGR S/N: 10517223)","End Of File (LGR S/N: 10517223)"
528,06/19/14 09:30:00,14.996,26178.0,,
529,06/19/14 10:00:00,13.558,17911.2,,
530,06/19/14 10:30:00,16.618,37200.2,,
531,06/19/14 11:00:00,16.618,34444.7,,
532,06/19/14 11:30:00,16.141,28933.5,,
533,06/19/14 12:00:00,16.141,27555.7,,
534,06/19/14 12:30:00,14.421,17911.2,,
535,06/19/14 13:00:00,15.569,41333.6,,
536,06/19/14 13:30:00,17.760,46844.8,,
537,06/19/14 14:00:00,15.760,16533.4,,
538,06/19/14 14:30:00,13.750,7577.8,,
539,06/19/14 15:00:00,14.325,10333.4,,
540,06/19/14 15:30:00,13.942,10677.8,,
541,06/19/14 16:00:00,14.325,13777.9,,
542,06/19/14 16:30:00,15.951,17222.3,,
543,06/19/14 17:00:00,16.713,16533.4,,
544,06/19/14 17:30:00,14.230,13089.0,,
545,06/19/14 18:00:00,14.517,12400.1,,
546,06/19/14 18:30:00,13.654,9300.1,,
547,06/19/14 19:00:00,13.558,7577.8,,
548,06/19/14 19:30:00,13.076,5166.7,,
549,06/19/14 20:00:00,12.980,7233.4,,
550,06/19/14 20:30:00,12.787,3616.7,,
551,06/19/14 21:00:00,12.594,4994.5,,
552,06/19/14 21:30:00,12.110,3272.2,,
553,06/19/14 22:00:00,11.431,2755.6,,
554,06/19/14 22:30:00,11.139,2927.8,,
555,06/19/14 23:00:00,10.944,2755.6,,
556,06/19/14 23:30:00,10.846,721.2,,
557,06/20/14 00:00:00,10.846,247.6,,
558,06/20/14 00:30:00,10.944,183.0,,
559,06/20/14 01:00:00,10.846,150.7,,
560,06/20/14 01:30:00,10.846,150.7,,
561,06/20/14 02:00:00,10.846,226.0,,
562,06/20/14 02:30:00,10.553,247.6,,
563,06/20/14 03:00:00,10.651,441.3,,
564,06/20/14 03:30:00,10.944,688.9,,
565,06/20/14 04:00:00,10.455,871.9,,
566,06/20/14 04:30:00,10.161,1808.3,,
567,06/20/14 05:00:00,10.553,4822.3,,
568,06/20/14 05:30:00,10.651,4133.4,,
569,06/20/14 06:00:00,10.846,5166.7,,
570,06/20/14 06:30:00,10.651,4650.0,,
571,06/20/14 07:00:00,10.553,7577.8,,
572,06/20/14 07:30:00,10.748,13089.0,,
573,06/20/14 08:00:00,11.236,15844.5,,
574,06/20/14 08:30:00,11.722,19977.9,,
575,06/20/14 09:00:00,12.401,18600.1,,
576,06/20/14 09:30:00,13.076,27555.7,,
577,06/20/14 10:00:00,13.461,27555.7,,
578,06/20/14 10:30:00,14.134,28933.5,,
579,06/20/14 11:00:00,13.942,33066.9,,
580,06/20/14 11:30:00,14.421,33066.9,,
581,06/20/14 12:00:00,13.942,27555.7,,
582,06/20/14 12:30:00,13.269,33066.9,,
583,06/20/14 13:00:00,13.750,33066.9,,
584,06/20/14 13:30:00,13.654,27555.7,,
585,06/20/14 14:00:00,14.517,28933.5,,
586,06/20/14 14:30:00,13.942,33066.9,,
587,06/20/14 15:00:00,13.076,19289.0,,
588,06/20/14 15:30:00,12.787,16533.4,,
589,06/20/14 16:00:00,13.365,30311.3,,
590,06/20/14 16:30:00,15.855,861.1,,
591,06/20/14 17:00:00,15.760,441.3,,
592,06/20/14 17:30:00,15.760,473.6,,
593,06/20/14 18:00:00,15.760,215.3,,
594,06/20/14 18:30:00,15.760,376.7,,
595,06/20/14 19:00:00,15.760,183.0,,
596,06/20/14 19:30:00,15.760,258.3,,
597,06/20/14 20:00:00,15.664,129.2,,
598,06/20/14 20:30:00,15.664,236.8,,
599,06/20/14 21:00:00,15.664,64.6,,
600,06/20/14 21:30:00,15.664,53.8,,
601,06/20/14 22:00:00,15.569,10.8,,
602,06/20/14 22:30:00,15.569,0.0,,
603,06/20/14 23:00:00,15.569,0.0,,
604,06/20/14 23:30:00,15.473,0.0,,
605,06/21/14 00:00:00,15.569,0.0,,
606,06/21/14 00:30:00,15.473,0.0,,
607,06/21/14 01:00:00,15.473,0.0,,
608,06/21/14 01:30:00,15.473,0.0,,
609,06/21/14 02:00:00,15.473,0.0,,
610,06/21/14 02:30:00,15.378,0.0,,
611,06/21/14 03:00:00,15.378,0.0,,
612,06/21/14 03:30:00,15.378,0.0,,
613,06/21/14 04:00:00,15.282,0.0,,
614,06/21/14 04:30:00,15.282,0.0,,
615,06/21/14 05:00:00,15.282,43.1,,
616,06/21/14 05:30:00,15.282,43.1,,
617,06/21/14 06:00:00,15.282,96.9,,
618,06/21/14 06:30:00,15.378,129.2,,
619,06/21/14 07:00:00,15.378,150.7,,
620,06/21/14 07:30:00,15.378,172.2,,
621,06/21/14 08:00:00,15.473,193.8,,
622,06/21/14 08:30:00,15.473,247.6,,
623,06/21/14 09:00:00,15.473,269.1,,
624,06/21/14 09:30:00,15.473,279.9,,
625,06/21/14 10:00:00,15.569,656.6,,
626,06/21/14 10:30:00,15.760,731.9,,
627,06/21/14 11:00:00,15.664,581.3,,
628,06/21/14 11:30:00,15.760,688.9,,
629,06/21/14 12:00:00,15.760,742.7,,
630,06/21/14 12:30:00,15.664,419.8,,
631,06/21/14 13:00:00,15.664,86.1,,
632,06/21/14 13:30:00,15.473,75.3,,
633,06/21/14 14:00:00,15.378,129.2,,
634,06/21/14 14:30:00,15.378,107.6,,
635,06/21/14 15:00:00,15.378,161.5,,
636,06/21/14 15:30:00,15.378,236.8,,
637,06/21/14 16:00:00,15.378,958.0,,
638,06/21/14 16:30:00,15.473,495.1,,
639,06/21/14 17:00:00,15.473,1001.0,,
640,06/21/14 17:30:00,15.473,441.3,,
641,06/21/14 18:00:00,15.473,376.7,,
642,06/21/14 18:30:00,15.473,172.2,,
643,06/21/14 19:00:00,15.473,161.5,,
644,06/21/14 19:30:00,15.473,150.7,,
645,06/21/14 20:00:00,15.473,96.9,,
646,06/21/14 20:30:00,15.378,10.8,,
647,06/21/14 21:00:00,15.378,43.1,,
648,06/21/14 21:30:00,15.378,32.3,,
649,06/21/14 22:00:00,15.378,64.6,,
650,06/21/14 22:30:00,15.378,0.0,,
651,06/21/14 23:00:00,15.378,0.0,,
652,06/21/14 23:30:00,15.282,0.0,,
653,06/22/14 00:00:00,15.282,0.0,,
654,06/22/14 00:30:00,15.282,0.0,,
655,06/22/14 01:00:00,15.282,0.0,,
656,06/22/14 01:30:00,15.187,0.0,,
657,06/22/14 02:00:00,15.187,0.0,,
658,06/22/14 02:30:00,15.187,0.0,,
659,06/22/14 03:00:00,15.091,0.0,,
660,06/22/14 03:30:00,15.091,0.0,,
661,06/22/14 04:00:00,15.091,0.0,,
662,06/22/14 04:30:00,14.996,32.3,,
663,06/22/14 05:00:00,14.996,21.5,,
664,06/22/14 05:30:00,14.996,53.8,,
665,06/22/14 06:00:00,14.996,43.1,,
666,06/22/14 06:30:00,14.996,96.9,,
667,06/22/14 07:00:00,14.996,183.0,,
668,06/22/14 07:30:00,15.091,366.0,,
669,06/22/14 08:00:00,14.996,236.8,,
670,06/22/14 08:30:00,15.091,366.0,,
671,06/22/14 09:00:00,15.091,430.6,,
672,06/22/14 09:30:00,15.091,516.7,,
673,06/22/14 10:00:00,15.282,731.9,,
674,06/22/14 10:30:00,15.187,344.4,,
675,06/22/14 11:00:00,15.091,247.6,,
676,06/22/14 11:30:00,15.187,527.4,,
677,06/22/14 12:00:00,15.187,688.9,,
678,06/22/14 12:30:00,15.187,301.4,,
679,06/22/14 13:00:00,15.378,1334.7,,
680,06/22/14 13:30:00,15.282,516.7,,
681,06/22/14 14:00:00,15.282,452.1,,
682,06/22/14 14:30:00,15.282,581.3,,
683,06/22/14 15:00:00,15.378,366.0,,
684,06/22/14 15:30:00,15.378,678.1,,
685,06/22/14 16:00:00,15.378,452.1,,
686,06/22/14 16:30:00,15.378,312.2,,
687,06/22/14 17:00:00,15.378,753.5,,
688,06/22/14 17:30:00,15.378,398.3,,
689,06/22/14 18:00:00,15.378,172.2,,
690,06/22/14 18:30:00,15.378,64.6,,
691,06/22/14 19:00:00,15.378,118.4,,
692,06/22/14 19:30:00,15.282,183.0,,
693,06/22/14 20:00:00,15.282,172.2,,
694,06/22/14 20:30:00,15.282,161.5,,
695,06/22/14 21:00:00,15.282,183.0,,
696,06/22/14 21:30:00,15.282,53.8,,
697,06/22/14 22:00:00,15.282,43.1,,
698,06/22/14 22:30:00,15.282,21.5,,
699,06/22/14 23:00:00,15.187,10.8,,
700,06/22/14 23:30:00,15.187,0.0,,
701,06/23/14 00:00:00,15.187,0.0,,
702,06/23/14 00:30:00,15.187,0.0,,
703,06/23/14 01:00:00,15.091,0.0,,
704,06/23/14 01:30:00,15.091,0.0,,
705,06/23/14 02:00:00,14.996,0.0,,
706,06/23/14 02:30:00,14.996,0.0,,
707,06/23/14 03:00:00,14.996,0.0,,
708,06/23/14 03:30:00,14.900,10.8,,
709,06/23/14 04:00:00,14.804,43.1,,
710,06/23/14 04:30:00,14.804,129.2,,
711,06/23/14 05:00:00,14.709,96.9,,
712,06/23/14 05:30:00,14.709,129.2,,
713,06/23/14 06:00:00,14.804,236.8,,
714,06/23/14 06:30:00,14.900,344.4,,
715,06/23/14 07:00:00,14.996,398.3,,
716,06/23/14 07:30:00,14.996,452.1,,
717,06/23/14 08:00:00,15.091,516.7,,
718,06/23/14 08:30:00,15.187,624.3,,
719,06/23/14 09:00:00,15.187,613.5,,
720,06/23/14 09:30:00,15.282,753.5,,
721,06/23/14 10:00:00,15.473,226.0,,
722,06/23/14 10:30:00,15.473,785.8,,
723,06/23/14 11:00:00,15.378,731.9,,
724,06/23/14 11:30:00,15.378,742.7,,
725,06/23/14 12:00:00,15.473,882.6,,
726,06/23/14 12:30:00,15.664,904.2,,
727,06/23/14 13:00:00,15.855,936.5,,
728,06/23/14 13:30:00,15.951,1054.9,,
729,06/23/14 14:00:00,15.951,409.0,,
730,06/23/14 14:30:00,16.141,1808.3,,
731,06/23/14 15:00:00,16.141,3272.2,,
732,06/23/14 15:30:00,16.141,925.7,,
733,06/23/14 16:00:00,16.237,2238.9,,
734,06/23/14 16:30:00,16.332,2927.8,,
735,06/23/14 17:00:00,16.523,2755.6,,
736,06/23/14 17:30:00,16.523,1894.5,,
737,06/23/14 18:00:00,16.427,516.7,,
738,06/23/14 18:30:00,16.141,322.9,,
739,06/23/14 19:00:00,16.141,2927.8,,
740,06/23/14 19:30:00,16.046,1377.8,,
741,06/23/14 20:00:00,16.046,925.7,,
742,06/23/14 20:30:00,16.046,979.5,,
743,06/23/14 21:00:00,16.046,441.3,,
744,06/23/14 21:30:00,15.951,96.9,,
745,06/23/14 22:00:00,15.951,96.9,,
746,06/23/14 22:30:00,15.855,43.1,,
747,06/23/14 23:00:00,15.760,32.3,,
748,06/23/14 23:30:00,15.569,10.8,,
749,06/24/14 00:00:00,15.569,10.8,,
750,06/24/14 00:30:00,15.473,0.0,,
751,06/24/14 01:00:00,15.473,0.0,,
752,06/24/14 01:30:00,15.473,0.0,,
753,06/24/14 02:00:00,15.378,10.8,,
754,06/24/14 02:30:00,15.378,0.0,,
755,06/24/14 03:00:00,15.282,10.8,,
756,06/24/14 03:30:00,15.282,32.3,,
757,06/24/14 04:00:00,15.282,43.1,,
758,06/24/14 04:30:00,15.187,53.8,,
759,06/24/14 05:00:00,15.187,312.2,,
760,06/24/14 05:30:00,15.282,269.1,,
761,06/24/14 06:00:00,15.282,301.4,,
762,06/24/14 06:30:00,15.187,441.3,,
763,06/24/14 07:00:00,14.996,1076.4,,
764,06/24/14 07:30:00,14.996,5511.1,,
765,06/24/14 08:00:00,14.900,2152.8,,
766,06/24/14 08:30:00,14.900,3100.0,,
767,06/24/14 09:00:00,14.900,1313.2,,
768,06/24/14 09:30:00,14.900,1033.3,,
769,06/24/14 10:00:00,14.996,3788.9,,
770,06/24/14 10:30:00,14.996,2583.4,,
771,06/24/14 11:00:00,14.996,1808.3,,
772,06/24/14 11:30:00,14.996,484.4,,
773,06/24/14 12:00:00,15.091,2669.5,,
774,06/24/14 12:30:00,15.187,645.8,,
775,06/24/14 13:00:00,15.187,1280.9,,
776,06/24/14 13:30:00,15.282,979.5,,
777,06/24/14 14:00:00,15.378,1216.3,,
778,06/24/14 14:30:00,15.378,742.7,,
779,06/24/14 15:00:00,15.473,753.5,,
780,06/24/14 15:30:00,15.569,505.9,,
781,06/24/14 16:00:00,15.569,699.7,,
782,06/24/14 16:30:00,15.569,559.7,,
783,06/24/14 17:00:00,15.760,645.8,,
784,06/24/14 17:30:00,15.664,538.2,,
785,06/24/14 18:00:00,15.664,570.5,,
786,06/24/14 18:30:00,15.855,624.3,,
787,06/24/14 19:00:00,15.760,495.1,,
788,06/24/14 19:30:00,15.473,172.2,,
789,06/24/14 20:00:00,15.473,129.2,,
790,06/24/14 20:30:00,15.473,118.4,,
791,06/24/14 21:00:00,15.378,64.6,,
792,06/24/14 21:30:00,15.378,53.8,,
793,06/24/14 22:00:00,15.378,53.8,,
794,06/24/14 22:30:00,15.282,10.8,,
795,06/24/14 23:00:00,15.282,0.0,,
796,06/24/14 23:30:00,15.282,0.0,,
797,06/25/14 00:00:00,15.378,0.0,,
798,06/25/14 00:30:00,15.378,0.0,,
799,06/25/14 01:00:00,15.378,0.0,,
800,06/25/14 01:30:00,15.378,0.0,,
801,06/25/14 02:00:00,15.282,0.0,,
802,06/25/14 02:30:00,15.187,0.0,,
803,06/25/14 03:00:00,15.091,0.0,,
804,06/25/14 03:30:00,14.804,10.8,,
805,06/25/14 04:00:00,14.804,21.5,,
806,06/25/14 04:30:00,14.709,43.1,,
807,06/25/14 05:00:00,14.613,32.3,,
808,06/25/14 05:30:00,14.613,43.1,,
809,06/25/14 06:00:00,14.709,64.6,,
810,06/25/14 06:30:00,14.804,96.9,,
811,06/25/14 07:00:00,14.900,118.4,,
812,06/25/14 07:30:00,14.996,118.4,,
813,06/25/14 08:00:00,15.091,139.9,,
814,06/25/14 08:30:00,15.091,215.3,,
815,06/25/14 09:00:00,15.091,344.4,,
816,06/25/14 09:30:00,15.091,290.6,,
817,06/25/14 10:00:00,15.091,839.6,,
818,06/25/14 10:30:00,15.091,1550.0,,
819,06/25/14 11:00:00,15.282,1108.7,,
820,06/25/14 11:30:00,15.282,785.8,,
821,06/25/14 12:00:00,15.378,602.8,,
822,06/25/14 12:30:00,15.473,979.5,,
823,06/25/14 13:00:00,15.569,3788.9,,
824,06/25/14 13:30:00,15.569,688.9,,
825,06/25/14 14:00:00,15.760,1550.0,,
826,06/25/14 14:30:00,15.664,441.3,,
827,06/25/14 15:00:00,15.760,688.9,,
828,06/25/14 15:30:00,15.855,462.9,,
829,06/25/14 16:00:00,15.760,495.1,,
830,06/25/14 16:30:00,15.855,355.2,,
831,06/25/14 17:00:00,15.760,279.9,,
832,06/25/14 17:30:00,15.855,269.1,,
833,06/25/14 18:00:00,15.855,150.7,,
834,06/25/14 18:30:00,15.760,150.7,,
835,06/25/14 19:00:00,15.760,75.3,,
836,06/25/14 19:30:00,15.760,64.6,,
837,06/25/14 20:00:00,15.760,43.1,,
838,06/25/14 20:30:00,15.760,10.8,,
839,06/25/14 21:00:00,15.760,10.8,,
840,06/25/14 21:30:00,15.760,10.8,,
841,06/25/14 22:00:00,15.664,0.0,,
842,06/25/14 22:30:00,15.664,0.0,,
843,06/25/14 23:00:00,15.664,0.0,,
844,06/25/14 23:30:00,15.664,0.0,,
845,06/26/14 00:00:00,15.664,0.0,,
846,06/26/14 00:30:00,15.664,0.0,,
847,06/26/14 01:00:00,15.664,0.0,,
848,06/26/14 01:30:00,15.664,10.8,,
849,06/26/14 02:00:00,15.569,0.0,,
850,06/26/14 02:30:00,15.569,0.0,,
851,06/26/14 03:00:00,15.569,0.0,,
852,06/26/14 03:30:00,15.569,0.0,,
853,06/26/14 04:00:00,15.473,21.5,,
854,06/26/14 04:30:00,15.473,21.5,,
855,06/26/14 05:00:00,15.473,21.5,,
856,06/26/14 05:30:00,15.473,21.5,,
857,06/26/14 06:00:00,15.378,161.5,,
858,06/26/14 06:30:00,15.473,107.6,,
859,06/26/14 07:00:00,15.282,226.0,,
860,06/26/14 07:30:00,15.187,150.7,,
861,06/26/14 08:00:00,15.187,193.8,,
862,06/26/14 08:30:00,15.187,473.6,,
863,06/26/14 09:00:00,15.378,785.8,,
864,06/26/14 09:30:00,15.473,968.8,,
865,06/26/14 10:00:00,15.664,1722.2,,
866,06/26/14 10:30:00,15.760,1011.8,,
867,06/26/14 11:00:00,15.760,807.3,,
868,06/26/14 11:30:00,15.760,1463.9,,
869,06/26/14 12:00:00,23.004,5511.1,,
870,06/26/14 12:30:00,20.519,2238.9,,
871,06/26/14 13:00:00,19.377,1356.3,,
872,06/26/14 13:30:00,19.853,64.6,,
873,06/26/14 14:00:00,20.901,0.0,,
874,06/26/14 14:30:00,20.519,0.0,,
875,06/26/14 15:00:00,22.908,1980.6,,
876,06/26/14 15:30:00,24.931,656.6,,
877,06/26/14 16:00:00,24.738,419.8,,
878,06/26/14 16:30:00,24.351,279.9,,
879,06/26/14 17:00:00,23.966,161.5,,
880,06/26/14 17:30:00,23.773,183.0,,
881,06/26/14 18:00:00,23.677,452.1,,
882,06/26/14 18:30:00,23.292,333.7,,
883,06/26/14 19:00:00,22.908,279.9,,
884,06/26/14 19:30:00,22.908,226.0,,
885,06/26/14 20:00:00,22.812,183.0,,
886,06/26/14 20:30:00,22.717,204.5,,
887,06/26/14 21:00:00,22.621,107.6,,
888,06/26/14 21:30:00,22.525,21.5,,
889,06/26/14 22:00:00,22.429,0.0,,
890,06/26/14 22:30:00,22.333,0.0,,
891,06/26/14 23:00:00,22.333,0.0,,
892,06/26/14 23:30:00,22.333,0.0,,
893,06/27/14 00:00:00,22.333,0.0,,
894,06/27/14 00:30:00,22.429,0.0,,
895,06/27/14 01:00:00,22.429,0.0,,
896,06/27/14 01:30:00,22.333,0.0,,
897,06/27/14 02:00:00,22.238,0.0,,
898,06/27/14 02:30:00,22.142,0.0,,
899,06/27/14 03:00:00,22.046,0.0,,
900,06/27/14 03:30:00,21.951,10.8,,
901,06/27/14 04:00:00,21.855,32.3,,
902,06/27/14 04:30:00,21.760,53.8,,
903,06/27/14 05:00:00,21.855,64.6,,
904,06/27/14 05:30:00,21.855,172.2,,
905,06/27/14 06:00:00,21.951,118.4,,
906,06/27/14 06:30:00,21.951,129.2,,
907,06/27/14 07:00:00,22.046,193.8,,
908,06/27/14 07:30:00,22.142,322.9,,
909,06/27/14 08:00:00,22.333,419.8,,
910,06/27/14 08:30:00,22.717,549.0,,
911,06/27/14 09:00:00,22.908,592.0,,
912,06/27/14 09:30:00,23.100,710.4,,
913,06/27/14 10:00:00,23.773,0.0,,
914,06/27/14 10:30:00,26.292,3616.7,,
915,06/27/14 11:00:00,30.862,3272.2,,
916,06/27/14 11:30:00,28.655,6200.0,,
917,06/27/14 12:00:00,27.665,2066.7,,
918,06/27/14 12:30:00,28.357,1550.0,,
919,06/27/14 13:00:00,20.043,68889.3,,
920,06/27/14 13:30:00,18.996,44089.2,,
921,06/27/14 14:00:00,19.567,37200.2,,
922,06/27/14 14:30:00,19.187,22044.6,,
923,06/27/14 15:00:00,20.519,52355.9,,
924,06/27/14 15:30:00,33.430,104711.8,,
925,06/27/14 16:00:00,21.473,44089.2,,
926,06/27/14 16:30:00,21.187,44089.2,,
927,06/27/14 17:00:00,22.238,60622.6,,
928,06/27/14 17:30:00,20.424,39955.8,,
929,06/27/14 18:00:00,19.187,57867.0,,
930,06/27/14 18:30:00,18.616,30311.3,,
931,06/27/14 19:00:00,17.284,16533.4,,
932,06/27/14 19:30:00,16.903,19977.9,,
933,06/27/14 20:00:00,17.379,41333.6,,
934,06/27/14 20:30:00,15.855,16533.4,,
935,06/27/14 21:00:00,15.569,8611.2,,
936,06/27/14 21:30:00,15.473,4822.3,,
937,06/27/14 22:00:00,14.517,3100.0,,
938,06/27/14 22:30:00,14.613,1894.5,,
939,06/27/14 23:00:00,14.421,1377.8,,
940,06/27/14 23:30:00,13.461,688.9,,
941,06/28/14 00:00:00,13.076,516.7,,
942,06/28/14 00:30:00,12.980,301.4,,
943,06/28/14 01:00:00,12.787,183.0,,
944,06/28/14 01:30:00,12.497,64.6,,
945,06/28/14 02:00:00,12.110,118.4,,
946,06/28/14 02:30:00,12.401,172.2,,
947,06/28/14 03:00:00,12.207,322.9,,
948,06/28/14 03:30:00,12.304,710.4,,
949,06/28/14 04:00:00,12.207,1033.3,,
950,06/28/14 04:30:00,12.304,2066.7,,
951,06/28/14 05:00:00,12.207,2325.0,,
952,06/28/14 05:30:00,12.304,5166.7,,
953,06/28/14 06:00:00,12.207,4994.5,,
954,06/28/14 06:30:00,12.594,14466.8,,
955,06/28/14 07:00:00,13.076,19977.9,,
956,06/28/14 07:30:00,14.134,30311.3,,
957,06/28/14 08:00:00,15.282,30311.3,,
958,06/28/14 08:30:00,14.134,20666.8,,
959,06/28/14 09:00:00,14.517,24800.2,,
960,06/28/14 09:30:00,13.846,15844.5,,
961,06/28/14 10:00:00,14.230,33066.9,,
962,06/28/14 10:30:00,16.618,37200.2,,
963,06/28/14 11:00:00,14.996,39955.8,,
964,06/28/14 11:30:00,18.711,176356.7,,
965,06/28/14 12:00:00,19.853,88178.4,,
966,06/28/14 12:30:00,18.616,126756.4,,
967,06/28/14 13:00:00,25.319,187379.0,,
968,06/28/14 13:30:00,21.282,82667.2,,
969,06/28/14 14:00:00,26.390,82667.2,,
970,06/28/14 14:30:00,27.075,79911.6,,
971,06/28/14 15:00:00,32.394,77156.1,,
972,06/28/14 15:30:00,25.222,79911.6,,
973,06/28/14 16:00:00,23.966,63378.2,,
974,06/28/14 16:30:00,39.163,220445.9,,
975,06/28/14 17:00:00,33.430,176356.7,,
976,06/28/14 17:30:00,21.473,63378.2,,
977,06/28/14 18:00:00,20.519,37200.2,,
978,06/28/14 18:30:00,21.760,137778.7,,
979,06/28/14 19:00:00,19.187,49600.3,,
980,06/28/14 19:30:00,25.805,99200.7,,
981,06/28/14 20:00:00,17.379,23422.4,,
982,06/28/14 20:30:00,18.426,35822.5,,
983,06/28/14 21:00:00,14.996,6200.0,,
984,06/28/14 21:30:00,14.421,10677.8,,
985,06/28/14 22:00:00,13.942,8266.7,,
986,06/28/14 22:30:00,13.846,8611.2,,
987,06/28/14 23:00:00,12.690,2583.4,,
988,06/28/14 23:30:00,12.594,699.7,,
989,06/29/14 00:00:00,12.013,419.8,,
990,06/29/14 00:30:00,11.722,236.8,,
991,06/29/14 01:00:00,11.819,172.2,,
992,06/29/14 01:30:00,11.528,172.2,,
993,06/29/14 02:00:00,11.625,398.3,,
994,06/29/14 02:30:00,11.722,430.6,,
995,06/29/14 03:00:00,11.236,1119.5,,
996,06/29/14 03:30:00,10.846,947.2,,
997,06/29/14 04:00:00,11.041,2152.8,,
998,06/29/14 04:30:00,11.236,2583.4,,
999,06/29/14 05:00:00,11.139,5511.1,,
1000,06/29/14 05:30:00,11.625,11022.3,,
1001,06/29/14 06:00:00,11.528,9644.5,,
1002,06/29/14 06:30:00,12.304,14466.8,,
1003,06/29/14 07:00:00,13.654,20666.8,,
1004,06/29/14 07:30:00,13.558,14466.8,,
1005,06/29/14 08:00:00,13.365,14466.8,,
1006,06/29/14 08:30:00,14.038,13089.0,,
1007,06/29/14 09:00:00,13.076,11022.3,,
1008,06/29/14 09:30:00,13.846,24800.2,,
1009,06/29/14 10:00:00,14.613,27555.7,,
1010,06/29/14 10:30:00,16.618,52355.9,,
1011,06/29/14 11:00:00,18.996,68889.3,,
1012,06/29/14 11:30:00,18.616,74400.5,,
1013,06/29/14 12:00:00,21.951,148801.0,,
1014,06/29/14 12:30:00,24.738,165334.4,,
1015,06/29/14 13:00:00,22.429,187379.0,,
1016,06/29/14 13:30:00,22.238,159823.3,,
1017,06/29/14 14:00:00,22.238,154312.1,,
1018,06/29/14 14:30:00,22.238,126756.4,,
1019,06/29/14 15:00:00,22.046,176356.7,,
1020,06/29/14 15:30:00,20.805,187379.0,,
1021,06/29/14 16:00:00,21.187,159823.3,,
1022,06/29/14 16:30:00,20.901,154312.1,,
1023,06/29/14 17:00:00,20.805,126756.4,,
1024,06/29/14 17:30:00,20.710,137778.7,,
1025,06/29/14 18:00:00,20.329,88178.4,,
1026,06/29/14 18:30:00,19.567,126756.4,,
1027,06/29/14 19:00:00,14.804,33066.9,,
1028,06/29/14 19:30:00,16.237,52355.9,,
1029,06/29/14 20:00:00,13.942,27555.7,,
1030,06/29/14 20:30:00,12.497,14466.8,,
1031,06/29/14 21:00:00,12.207,11022.3,,
1032,06/29/14 21:30:00,11.819,9644.5,,
1033,06/29/14 22:00:00,12.013,6544.5,,
1034,06/29/14 22:30:00,12.207,6200.0,,
1035,06/29/14 23:00:00,11.722,1550.0,,
1036,06/29/14 23:30:00,11.431,678.1,,
1037,06/30/14 00:00:00,11.528,1076.4,,
1038,06/30/14 00:30:00,11.334,688.9,,
1039,06/30/14 01:00:00,11.236,183.0,,
1040,06/30/14 01:30:00,11.236,183.0,,
1041,06/30/14 02:00:00,11.236,258.3,,
1042,06/30/14 02:30:00,11.431,441.3,,
1043,06/30/14 03:00:00,11.431,462.9,,
1044,06/30/14 03:30:00,11.236,1054.9,,
1045,06/30/14 04:00:00,11.431,1173.3,,
1046,06/30/14 04:30:00,11.528,2152.8,,
1047,06/30/14 05:00:00,11.819,4477.8,,
1048,06/30/14 05:30:00,12.401,10677.8,,
1049,06/30/14 06:00:00,12.401,10333.4,,
1050,06/30/14 06:30:00,12.690,16533.4,,
1051,06/30/14 07:00:00,13.846,15155.7,,
1052,06/30/14 07:30:00,15.473,23422.4,,
1053,06/30/14 08:00:00,14.517,20666.8,,
1054,06/30/14 08:30:00,22.717,44089.2,,
1055,06/30/14 09:00:00,20.043,39955.8,,
1056,06/30/14 09:30:00,16.141,24800.2,,
1057,06/30/14 10:00:00,24.641,49600.3,,
1058,06/30/14 10:30:00,24.351,52355.9,,
1059,06/30/14 11:00:00,22.046,137778.7,,
1060,06/30/14 11:30:00,21.951,82667.2,,
1061,06/30/14 12:00:00,21.091,60622.6,,
1062,06/30/14 12:30:00,20.329,63378.2,,
1063,06/30/14 13:00:00,16.523,55111.5,,
1064,06/30/14 13:30:00,20.519,104711.8,,
1065,06/30/14 14:00:00,19.853,52355.9,,
1066,06/30/14 14:30:00,16.713,49600.3,,
1067,06/30/14 15:00:00,21.760,154312.1,,
1068,06/30/14 15:30:00,16.332,57867.0,,
1069,06/30/14 16:00:00,16.999,63378.2,,
1070,06/30/14 16:30:00,15.855,49600.3,,
1071,06/30/14 17:00:00,15.187,28933.5,,
1072,06/30/14 17:30:00,16.332,33066.9,,
1073,06/30/14 18:00:00,16.523,35822.5,,
1074,06/30/14 18:30:00,15.473,17222.3,,
1075,06/30/14 19:00:00,14.709,8611.2,,
1076,06/30/14 19:30:00,14.613,9300.1,,
1077,06/30/14 20:00:00,13.654,5511.1,,
1078,06/30/14 20:30:00,13.173,5338.9,,
1079,06/30/14 21:00:00,12.690,1550.0,,
1080,06/30/14 21:30:00,12.690,1980.6,,
1081,06/30/14 22:00:00,12.883,1722.2,,
1082,06/30/14 22:30:00,12.690,3961.1,,
1083,06/30/14 23:00:00,12.594,1087.2,,
1084,06/30/14 23:30:00,12.883,936.5,,
1085,07/01/14 00:00:00,11.236,1463.9,,
1086,07/01/14 00:30:00,11.334,936.5,,
1087,07/01/14 01:00:00,10.455,376.7,,
1088,07/01/14 01:30:00,10.553,570.5,,
1089,07/01/14 02:00:00,10.357,1550.0,,
1090,07/01/14 02:30:00,10.259,1636.1,,
