"Plot Title: MD_st33_frame_3Aug20"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10517215, SEN S/N: 10517215, LBL: Temp)","Intensity, Lux (LGR S/N: 10517215, SEN S/N: 10517215, LBL: Light)","Host Connected (LGR S/N: 10517215)","Coupler Attached (LGR S/N: 10517215)","Stopped (LGR S/N: 10517215)","End Of File (LGR S/N: 10517215)"
493,10/14/20 00:00:00,3.683,0.0,,,,
494,10/14/20 02:00:00,3.578,0.0,,,,
495,10/14/20 04:00:00,3.472,0.0,,,,
496,10/14/20 06:00:00,3.683,0.0,,,,
497,10/14/20 08:00:00,3.578,0.0,,,,
498,10/14/20 10:00:00,3.683,0.0,,,,
499,10/14/20 12:00:00,3.683,0.0,,,,
500,10/14/20 14:00:00,3.788,0.0,,,,
501,10/14/20 16:00:00,3.788,0.0,,,,
502,10/14/20 18:00:00,3.893,0.0,,,,
503,10/14/20 20:00:00,3.998,0.0,,,,
504,10/14/20 22:00:00,3.893,0.0,,,,
505,10/15/20 00:00:00,3.893,0.0,,,,
506,10/15/20 02:00:00,3.788,0.0,,,,
507,10/15/20 04:00:00,3.683,0.0,,,,
508,10/15/20 06:00:00,3.578,0.0,,,,
509,10/15/20 08:00:00,3.578,0.0,,,,
510,10/15/20 10:00:00,3.578,75.3,,,,
511,10/15/20 12:00:00,3.472,150.7,,,,
512,10/15/20 14:00:00,3.578,139.9,,,,
513,10/15/20 16:00:00,3.578,53.8,,,,
514,10/15/20 18:00:00,3.578,0.0,,,,
515,10/15/20 20:00:00,3.578,0.0,,,,
516,10/15/20 22:00:00,3.578,0.0,,,,
517,10/16/20 00:00:00,3.472,0.0,,,,
518,10/16/20 02:00:00,3.472,0.0,,,,
519,10/16/20 04:00:00,3.472,0.0,,,,
520,10/16/20 06:00:00,3.367,0.0,,,,
521,10/16/20 08:00:00,3.261,0.0,,,,
522,10/16/20 10:00:00,3.367,10.8,,,,
523,10/16/20 12:00:00,3.367,107.6,,,,
524,10/16/20 14:00:00,3.367,118.4,,,,
525,10/16/20 16:00:00,3.367,32.3,,,,
526,10/16/20 18:00:00,3.367,0.0,,,,
527,10/16/20 20:00:00,3.367,0.0,,,,
528,10/16/20 22:00:00,3.367,0.0,,,,
529,10/17/20 00:00:00,3.367,0.0,,,,
530,10/17/20 02:00:00,3.367,0.0,,,,
531,10/17/20 04:00:00,3.261,0.0,,,,
532,10/17/20 06:00:00,3.261,0.0,,,,
533,10/17/20 08:00:00,3.261,0.0,,,,
534,10/17/20 10:00:00,3.261,10.8,,,,
535,10/17/20 12:00:00,3.261,53.8,,,,
536,10/17/20 14:00:00,3.261,32.3,,,,
537,10/17/20 16:00:00,3.261,10.8,,,,
538,10/17/20 18:00:00,3.261,0.0,,,,
539,10/17/20 20:00:00,3.261,0.0,,,,
540,10/17/20 22:00:00,3.155,0.0,,,,
541,10/18/20 00:00:00,3.261,0.0,,,,
542,10/18/20 02:00:00,3.261,0.0,,,,
543,10/18/20 04:00:00,3.261,0.0,,,,
544,10/18/20 06:00:00,3.261,0.0,,,,
545,10/18/20 08:00:00,3.367,0.0,,,,
546,10/18/20 10:00:00,3.367,64.6,,,,
547,10/18/20 12:00:00,3.367,118.4,,,,
548,10/18/20 14:00:00,3.367,139.9,,,,
549,10/18/20 16:00:00,3.367,75.3,,,,
550,10/18/20 18:00:00,3.367,0.0,,,,
551,10/18/20 20:00:00,3.367,0.0,,,,
552,10/18/20 22:00:00,3.261,0.0,,,,
553,10/19/20 00:00:00,3.155,0.0,,,,
554,10/19/20 02:00:00,3.155,0.0,,,,
555,10/19/20 04:00:00,3.049,0.0,,,,
556,10/19/20 06:00:00,2.943,0.0,,,,
557,10/19/20 08:00:00,2.943,0.0,,,,
558,10/19/20 10:00:00,2.837,96.9,,,,
559,10/19/20 12:00:00,2.837,290.6,,,,
560,10/19/20 14:00:00,2.837,172.2,,,,
561,10/19/20 16:00:00,2.943,64.6,,,,
562,10/19/20 18:00:00,2.837,0.0,,,,
563,10/19/20 20:00:00,2.837,0.0,,,,
564,10/19/20 22:00:00,2.730,0.0,,,,
565,10/20/20 00:00:00,2.837,0.0,,,,
566,10/20/20 02:00:00,2.730,0.0,,,,
567,10/20/20 04:00:00,2.624,0.0,,,,
568,10/20/20 06:00:00,2.837,0.0,,,,
569,10/20/20 08:00:00,2.517,0.0,,,,
570,10/20/20 10:00:00,2.517,183.0,,,,
571,10/20/20 12:00:00,2.517,236.8,,,,
572,10/20/20 14:00:00,2.517,204.5,,,,
573,10/20/20 16:00:00,2.517,129.2,,,,
574,10/20/20 18:00:00,2.517,0.0,,,,
575,10/20/20 20:00:00,2.517,0.0,,,,
576,10/20/20 22:00:00,2.303,0.0,,,,
577,10/21/20 00:00:00,2.195,0.0,,,,
578,10/21/20 02:00:00,2.088,0.0,,,,
579,10/21/20 04:00:00,2.195,0.0,,,,
580,10/21/20 06:00:00,2.195,0.0,,,,
581,10/21/20 08:00:00,1.980,0.0,,,,
582,10/21/20 10:00:00,1.872,96.9,,,,
583,10/21/20 12:00:00,1.872,279.9,,,,
584,10/21/20 14:00:00,1.872,183.0,,,,
585,10/21/20 16:00:00,1.872,64.6,,,,
586,10/21/20 18:00:00,1.980,0.0,,,,
587,10/21/20 20:00:00,1.872,0.0,,,,
588,10/21/20 22:00:00,1.872,0.0,,,,
589,10/22/20 00:00:00,1.872,0.0,,,,
590,10/22/20 02:00:00,1.764,0.0,,,,
591,10/22/20 04:00:00,1.656,0.0,,,,
592,10/22/20 06:00:00,1.656,0.0,,,,
593,10/22/20 08:00:00,1.548,0.0,,,,
594,10/22/20 10:00:00,1.439,64.6,,,,
595,10/22/20 12:00:00,1.439,129.2,,,,
596,10/22/20 14:00:00,1.439,118.4,,,,
597,10/22/20 16:00:00,1.439,64.6,,,,
598,10/22/20 18:00:00,1.439,0.0,,,,
599,10/22/20 20:00:00,1.330,0.0,,,,
600,10/22/20 22:00:00,1.330,0.0,,,,
601,10/23/20 00:00:00,1.221,0.0,,,,
602,10/23/20 02:00:00,1.330,0.0,,,,
603,10/23/20 04:00:00,1.330,0.0,,,,
604,10/23/20 06:00:00,1.221,0.0,,,,
605,10/23/20 08:00:00,1.330,0.0,,,,
606,10/23/20 10:00:00,1.330,32.3,,,,
607,10/23/20 12:00:00,1.330,172.2,,,,
608,10/23/20 14:00:00,1.439,0.0,,,,
609,10/23/20 16:00:00,1.439,0.0,,,,
610,10/23/20 18:00:00,1.439,0.0,,,,
611,10/23/20 20:00:00,1.548,0.0,,,,
612,10/23/20 22:00:00,1.439,0.0,,,,
613,10/24/20 00:00:00,1.439,0.0,,,,
614,10/24/20 02:00:00,1.439,0.0,,,,
615,10/24/20 04:00:00,1.439,0.0,,,,
616,10/24/20 06:00:00,1.439,0.0,,,,
617,10/24/20 08:00:00,1.439,0.0,,,,
618,10/24/20 10:00:00,1.439,0.0,,,,
619,10/24/20 12:00:00,1.439,0.0,,,,
620,10/24/20 14:00:00,1.548,0.0,,,,
621,10/24/20 16:00:00,1.548,0.0,,,,
622,10/24/20 18:00:00,1.548,0.0,,,,
623,10/24/20 20:00:00,1.548,0.0,,,,
624,10/24/20 22:00:00,1.548,0.0,,,,
625,10/25/20 00:00:00,1.548,0.0,,,,
626,10/25/20 02:00:00,1.656,0.0,,,,
627,10/25/20 04:00:00,1.656,0.0,,,,
628,10/25/20 06:00:00,1.656,0.0,,,,
629,10/25/20 08:00:00,1.656,0.0,,,,
630,10/25/20 10:00:00,1.656,0.0,,,,
631,10/25/20 12:00:00,1.656,21.5,,,,
632,10/25/20 14:00:00,1.656,0.0,,,,
633,10/25/20 16:00:00,1.764,0.0,,,,
634,10/25/20 18:00:00,1.656,0.0,,,,
635,10/25/20 20:00:00,1.764,0.0,,,,
636,10/25/20 22:00:00,1.872,0.0,,,,
637,10/26/20 00:00:00,1.980,0.0,,,,
638,10/26/20 02:00:00,1.980,0.0,,,,
639,10/26/20 04:00:00,1.980,0.0,,,,
640,10/26/20 06:00:00,1.980,0.0,,,,
641,10/26/20 08:00:00,1.980,0.0,,,,
642,10/26/20 10:00:00,1.980,43.1,,,,
643,10/26/20 12:00:00,1.980,172.2,,,,
644,10/26/20 14:00:00,1.980,236.8,,,,
645,10/26/20 16:00:00,1.980,86.1,,,,
646,10/26/20 18:00:00,1.980,0.0,,,,
647,10/26/20 20:00:00,1.872,0.0,,,,
648,10/26/20 22:00:00,1.872,0.0,,,,
649,10/27/20 00:00:00,1.764,0.0,,,,
650,10/27/20 02:00:00,1.764,0.0,,,,
651,10/27/20 04:00:00,1.656,0.0,,,,
652,10/27/20 06:00:00,1.548,0.0,,,,
653,10/27/20 08:00:00,1.656,0.0,,,,
654,10/27/20 10:00:00,1.548,139.9,,,,
655,10/27/20 12:00:00,1.548,247.6,,,,
656,10/27/20 14:00:00,1.439,193.8,,,,
657,10/27/20 16:00:00,1.548,43.1,,,,
658,10/27/20 18:00:00,1.548,0.0,,,,
659,10/27/20 20:00:00,1.330,0.0,,,,
660,10/27/20 22:00:00,1.221,0.0,,,,
661,10/28/20 00:00:00,1.221,0.0,,,,
662,10/28/20 02:00:00,1.221,0.0,,,,
663,10/28/20 04:00:00,1.112,0.0,,,,
664,10/28/20 06:00:00,1.112,0.0,,,,
665,10/28/20 08:00:00,1.221,0.0,,,,
666,10/28/20 10:00:00,1.221,96.9,,,,
667,10/28/20 12:00:00,1.221,107.6,,,,
668,10/28/20 14:00:00,1.221,129.2,,,,
669,10/28/20 16:00:00,1.221,10.8,,,,
670,10/28/20 18:00:00,1.221,0.0,,,,
671,10/28/20 20:00:00,1.112,0.0,,,,
672,10/28/20 22:00:00,1.112,0.0,,,,
673,10/29/20 00:00:00,1.221,0.0,,,,
674,10/29/20 02:00:00,1.112,0.0,,,,
675,10/29/20 04:00:00,1.112,0.0,,,,
676,10/29/20 06:00:00,1.330,0.0,,,,
677,10/29/20 08:00:00,1.439,0.0,,,,
678,10/29/20 10:00:00,1.221,161.5,,,,
679,10/29/20 12:00:00,1.221,118.4,,,,
680,10/29/20 14:00:00,1.221,75.3,,,,
681,10/29/20 16:00:00,1.221,10.8,,,,
682,10/29/20 18:00:00,1.221,0.0,,,,
683,10/29/20 20:00:00,1.221,0.0,,,,
684,10/29/20 22:00:00,1.221,0.0,,,,
685,10/30/20 00:00:00,1.221,0.0,,,,
686,10/30/20 02:00:00,1.330,0.0,,,,
687,10/30/20 04:00:00,1.221,0.0,,,,
688,10/30/20 06:00:00,1.330,0.0,,,,
689,10/30/20 08:00:00,1.330,0.0,,,,
690,10/30/20 10:00:00,1.330,0.0,,,,
691,10/30/20 12:00:00,1.330,21.5,,,,
692,10/30/20 14:00:00,1.330,21.5,,,,
693,10/30/20 16:00:00,1.330,0.0,,,,
694,10/30/20 18:00:00,1.330,0.0,,,,
695,10/30/20 20:00:00,1.330,0.0,,,,
696,10/30/20 22:00:00,1.221,0.0,,,,
697,10/31/20 00:00:00,1.221,0.0,,,,
698,10/31/20 02:00:00,1.221,0.0,,,,
699,10/31/20 04:00:00,1.221,0.0,,,,
700,10/31/20 06:00:00,1.221,0.0,,,,
701,10/31/20 08:00:00,1.221,0.0,,,,
702,10/31/20 10:00:00,1.112,32.3,,,,
703,10/31/20 12:00:00,1.112,32.3,,,,
704,10/31/20 14:00:00,1.112,96.9,,,,
705,10/31/20 16:00:00,1.112,0.0,,,,
706,10/31/20 18:00:00,1.112,0.0,,,,
707,10/31/20 20:00:00,1.112,0.0,,,,
708,10/31/20 22:00:00,1.221,0.0,,,,
709,11/01/20 00:00:00,1.221,0.0,,,,
710,11/01/20 02:00:00,1.112,0.0,,,,
711,11/01/20 04:00:00,1.112,0.0,,,,
712,11/01/20 06:00:00,1.112,0.0,,,,
713,11/01/20 08:00:00,1.112,0.0,,,,
714,11/01/20 10:00:00,1.330,0.0,,,,
715,11/01/20 12:00:00,1.221,21.5,,,,
716,11/01/20 14:00:00,1.112,139.9,,,,
717,11/01/20 16:00:00,1.003,10.8,,,,
718,11/01/20 18:00:00,1.330,0.0,,,,
719,11/01/20 20:00:00,1.221,0.0,,,,
720,11/01/20 22:00:00,1.221,0.0,,,,
721,11/02/20 00:00:00,1.003,0.0,,,,
722,11/02/20 02:00:00,1.003,0.0,,,,
723,11/02/20 04:00:00,1.003,0.0,,,,
724,11/02/20 06:00:00,0.893,0.0,,,,
725,11/02/20 08:00:00,0.893,0.0,,,,
726,11/02/20 10:00:00,0.893,32.3,,,,
727,11/02/20 12:00:00,0.784,204.5,,,,
728,11/02/20 14:00:00,0.784,161.5,,,,
729,11/02/20 16:00:00,0.784,10.8,,,,
730,11/02/20 18:00:00,0.674,0.0,,,,
731,11/02/20 20:00:00,0.674,0.0,,,,
732,11/02/20 22:00:00,0.674,0.0,,,,
733,11/03/20 00:00:00,0.784,0.0,,,,
734,11/03/20 02:00:00,0.784,0.0,,,,
735,11/03/20 04:00:00,0.674,0.0,,,,
736,11/03/20 06:00:00,0.563,0.0,,,,
737,11/03/20 08:00:00,0.453,0.0,,,,
738,11/03/20 10:00:00,0.343,0.0,,,,
739,11/03/20 12:00:00,0.343,21.5,,,,
740,11/03/20 14:00:00,0.343,32.3,,,,
741,11/03/20 16:00:00,0.343,0.0,,,,
742,11/03/20 18:00:00,0.343,0.0,,,,
743,11/03/20 20:00:00,0.453,0.0,,,,
744,11/03/20 22:00:00,0.453,0.0,,,,
745,11/04/20 00:00:00,0.453,0.0,,,,
746,11/04/20 02:00:00,0.453,0.0,,,,
747,11/04/20 04:00:00,0.453,0.0,,,,
748,11/04/20 06:00:00,0.343,0.0,,,,
749,11/04/20 08:00:00,0.453,0.0,,,,
750,11/04/20 10:00:00,0.453,0.0,,,,
751,11/04/20 12:00:00,0.784,0.0,,,,
752,11/04/20 14:00:00,0.784,0.0,,,,
753,11/04/20 16:00:00,0.784,0.0,,,,
754,11/04/20 18:00:00,1.003,0.0,,,,
755,11/04/20 20:00:00,0.893,0.0,,,,
756,11/04/20 22:00:00,0.893,0.0,,,,
757,11/05/20 00:00:00,0.893,0.0,,,,
758,11/05/20 02:00:00,0.893,0.0,,,,
759,11/05/20 04:00:00,0.893,0.0,,,,
760,11/05/20 06:00:00,1.003,0.0,,,,
761,11/05/20 08:00:00,1.003,0.0,,,,
762,11/05/20 10:00:00,1.112,0.0,,,,
763,11/05/20 12:00:00,1.112,0.0,,,,
764,11/05/20 14:00:00,1.221,0.0,,,,
765,11/05/20 16:00:00,1.439,0.0,,,,
766,11/05/20 18:00:00,1.548,0.0,,,,
767,11/05/20 20:00:00,1.439,0.0,,,,
768,11/05/20 22:00:00,1.330,0.0,,,,
769,11/06/20 00:00:00,1.439,0.0,,,,
770,11/06/20 02:00:00,1.439,0.0,,,,
771,11/06/20 04:00:00,1.221,0.0,,,,
772,11/06/20 06:00:00,1.221,0.0,,,,
773,11/06/20 08:00:00,1.112,0.0,,,,
774,11/06/20 10:00:00,1.112,0.0,,,,
775,11/06/20 12:00:00,1.003,0.0,,,,
776,11/06/20 14:00:00,1.003,0.0,,,,
777,11/06/20 16:00:00,1.003,0.0,,,,
778,11/06/20 18:00:00,0.893,0.0,,,,
779,11/06/20 20:00:00,0.784,0.0,,,,
780,11/06/20 22:00:00,0.784,0.0,,,,
781,11/07/20 00:00:00,0.674,0.0,,,,
782,11/07/20 02:00:00,0.674,0.0,,,,
783,11/07/20 04:00:00,0.563,0.0,,,,
784,11/07/20 06:00:00,0.563,0.0,,,,
785,11/07/20 08:00:00,0.453,0.0,,,,
786,11/07/20 10:00:00,0.453,0.0,,,,
787,11/07/20 12:00:00,0.453,0.0,,,,
788,11/07/20 14:00:00,0.453,0.0,,,,
789,11/07/20 16:00:00,0.563,0.0,,,,
790,11/07/20 18:00:00,0.563,0.0,,,,
791,11/07/20 20:00:00,0.563,0.0,,,,
792,11/07/20 22:00:00,0.563,0.0,,,,
793,11/08/20 00:00:00,0.563,0.0,,,,
794,11/08/20 02:00:00,0.563,0.0,,,,
795,11/08/20 04:00:00,0.453,0.0,,,,
796,11/08/20 06:00:00,0.453,0.0,,,,
797,11/08/20 08:00:00,0.343,0.0,,,,
798,11/08/20 10:00:00,0.343,0.0,,,,
799,11/08/20 12:00:00,0.343,0.0,,,,
800,11/08/20 14:00:00,0.343,0.0,,,,
801,11/08/20 16:00:00,0.343,0.0,,,,
802,11/08/20 18:00:00,0.232,0.0,,,,
803,11/08/20 20:00:00,0.232,0.0,,,,
804,11/08/20 22:00:00,0.343,0.0,,,,
805,11/09/20 00:00:00,0.343,0.0,,,,
806,11/09/20 02:00:00,0.232,0.0,,,,
807,11/09/20 04:00:00,0.343,0.0,,,,
808,11/09/20 06:00:00,0.232,0.0,,,,
809,11/09/20 08:00:00,0.232,0.0,,,,
810,11/09/20 10:00:00,0.232,0.0,,,,
811,11/09/20 12:00:00,0.232,0.0,,,,
812,11/09/20 14:00:00,0.232,0.0,,,,
813,11/09/20 16:00:00,0.343,0.0,,,,
814,11/09/20 18:00:00,0.343,0.0,,,,
815,11/09/20 20:00:00,0.232,0.0,,,,
816,11/09/20 22:00:00,0.232,0.0,,,,
817,11/10/20 00:00:00,0.343,0.0,,,,
818,11/10/20 02:00:00,0.343,0.0,,,,
819,11/10/20 04:00:00,0.343,0.0,,,,
820,11/10/20 06:00:00,0.343,0.0,,,,
821,11/10/20 08:00:00,0.343,0.0,,,,
822,11/10/20 10:00:00,0.343,0.0,,,,
823,11/10/20 12:00:00,0.343,0.0,,,,
824,11/10/20 14:00:00,0.343,0.0,,,,
825,11/10/20 16:00:00,0.343,0.0,,,,
826,11/10/20 18:00:00,0.343,0.0,,,,
827,11/10/20 20:00:00,0.343,0.0,,,,
828,11/10/20 22:00:00,0.232,0.0,,,,
829,11/11/20 00:00:00,0.343,0.0,,,,
830,11/11/20 02:00:00,0.232,0.0,,,,
831,11/11/20 04:00:00,0.121,0.0,,,,
832,11/11/20 06:00:00,0.121,0.0,,,,
833,11/11/20 08:00:00,0.121,0.0,,,,
834,11/11/20 10:00:00,0.121,0.0,,,,
835,11/11/20 12:00:00,0.010,0.0,,,,
836,11/11/20 14:00:00,0.121,0.0,,,,
837,11/11/20 16:00:00,0.121,0.0,,,,
838,11/11/20 18:00:00,0.010,0.0,,,,
839,11/11/20 20:00:00,0.010,0.0,,,,
840,11/11/20 22:00:00,0.010,0.0,,,,
841,11/12/20 00:00:00,0.010,0.0,,,,
842,11/12/20 02:00:00,0.010,0.0,,,,
843,11/12/20 04:00:00,0.010,0.0,,,,
844,11/12/20 06:00:00,0.010,0.0,,,,
845,11/12/20 08:00:00,0.010,0.0,,,,
846,11/12/20 10:00:00,0.010,0.0,,,,
847,11/12/20 12:00:00,0.010,0.0,,,,
848,11/12/20 14:00:00,0.121,0.0,,,,
849,11/12/20 16:00:00,0.010,0.0,,,,
850,11/12/20 18:00:00,0.010,0.0,,,,
851,11/12/20 20:00:00,0.121,0.0,,,,
852,11/12/20 22:00:00,0.010,0.0,,,,
853,11/13/20 00:00:00,0.010,0.0,,,,
854,11/13/20 02:00:00,0.121,0.0,,,,
855,11/13/20 04:00:00,0.010,0.0,,,,
856,11/13/20 06:00:00,0.121,0.0,,,,
857,11/13/20 08:00:00,0.121,0.0,,,,
858,11/13/20 10:00:00,0.121,0.0,,,,
859,11/13/20 12:00:00,0.121,10.8,,,,
860,11/13/20 14:00:00,0.121,21.5,,,,
861,11/13/20 16:00:00,0.121,0.0,,,,
862,11/13/20 18:00:00,0.121,0.0,,,,
863,11/13/20 20:00:00,0.121,0.0,,,,
864,11/13/20 22:00:00,0.121,0.0,,,,
865,11/14/20 00:00:00,0.121,0.0,,,,
866,11/14/20 02:00:00,0.121,0.0,,,,
867,11/14/20 04:00:00,0.121,0.0,,,,
868,11/14/20 06:00:00,0.121,0.0,,,,
869,11/14/20 08:00:00,0.121,0.0,,,,
870,11/14/20 10:00:00,0.121,0.0,,,,
871,11/14/20 12:00:00,0.121,0.0,,,,
872,11/14/20 14:00:00,0.121,0.0,,,,
873,11/14/20 16:00:00,0.121,0.0,,,,
874,11/14/20 18:00:00,0.121,0.0,,,,
875,11/14/20 20:00:00,0.121,0.0,,,,
876,11/14/20 22:00:00,0.121,0.0,,,,
877,11/15/20 00:00:00,0.121,0.0,,,,
878,11/15/20 02:00:00,0.121,0.0,,,,
879,11/15/20 04:00:00,0.121,0.0,,,,
880,11/15/20 06:00:00,0.121,0.0,,,,
881,11/15/20 08:00:00,0.232,0.0,,,,
882,11/15/20 10:00:00,0.232,0.0,,,,
883,11/15/20 12:00:00,0.232,10.8,,,,
884,11/15/20 14:00:00,0.232,0.0,,,,
885,11/15/20 16:00:00,0.232,0.0,,,,
886,11/15/20 18:00:00,0.232,0.0,,,,
887,11/15/20 20:00:00,0.232,0.0,,,,
888,11/15/20 22:00:00,0.343,0.0,,,,
889,11/16/20 00:00:00,0.343,0.0,,,,
890,11/16/20 02:00:00,0.343,0.0,,,,
891,11/16/20 04:00:00,0.343,0.0,,,,
892,11/16/20 06:00:00,0.232,0.0,,,,
893,11/16/20 08:00:00,0.343,0.0,,,,
894,11/16/20 10:00:00,0.343,0.0,,,,
895,11/16/20 12:00:00,0.343,0.0,,,,
896,11/16/20 14:00:00,0.453,0.0,,,,
897,11/16/20 16:00:00,0.453,0.0,,,,
898,11/16/20 18:00:00,0.453,0.0,,,,
899,11/16/20 20:00:00,0.453,0.0,,,,
900,11/16/20 22:00:00,0.563,0.0,,,,
901,11/17/20 00:00:00,0.674,0.0,,,,
902,11/17/20 02:00:00,0.784,0.0,,,,
903,11/17/20 04:00:00,0.893,0.0,,,,
904,11/17/20 06:00:00,1.003,0.0,,,,
905,11/17/20 08:00:00,1.003,0.0,,,,
906,11/17/20 10:00:00,1.112,0.0,,,,
907,11/17/20 12:00:00,1.112,0.0,,,,
908,11/17/20 14:00:00,1.221,0.0,,,,
909,11/17/20 16:00:00,1.221,0.0,,,,
910,11/17/20 18:00:00,1.330,0.0,,,,
911,11/17/20 20:00:00,1.330,0.0,,,,
912,11/17/20 22:00:00,1.330,0.0,,,,
913,11/18/20 00:00:00,1.330,0.0,,,,
914,11/18/20 02:00:00,1.330,0.0,,,,
915,11/18/20 04:00:00,1.330,0.0,,,,
916,11/18/20 06:00:00,1.439,0.0,,,,
917,11/18/20 08:00:00,1.439,0.0,,,,
918,11/18/20 10:00:00,1.439,0.0,,,,
919,11/18/20 12:00:00,1.439,0.0,,,,
920,11/18/20 14:00:00,1.439,0.0,,,,
921,11/18/20 16:00:00,1.439,0.0,,,,
922,11/18/20 18:00:00,1.439,0.0,,,,
923,11/18/20 20:00:00,1.439,0.0,,,,
924,11/18/20 22:00:00,1.439,0.0,,,,
925,11/19/20 00:00:00,1.439,0.0,,,,
926,11/19/20 02:00:00,1.439,0.0,,,,
927,11/19/20 04:00:00,1.439,0.0,,,,
928,11/19/20 06:00:00,1.439,0.0,,,,
929,11/19/20 08:00:00,1.439,0.0,,,,
930,11/19/20 10:00:00,1.330,0.0,,,,
931,11/19/20 12:00:00,1.330,0.0,,,,
932,11/19/20 14:00:00,1.330,0.0,,,,
933,11/19/20 16:00:00,1.330,0.0,,,,
934,11/19/20 18:00:00,1.330,0.0,,,,
935,11/19/20 20:00:00,1.330,0.0,,,,
936,11/19/20 22:00:00,1.330,0.0,,,,
937,11/20/20 00:00:00,1.221,0.0,,,,
938,11/20/20 02:00:00,1.221,0.0,,,,
939,11/20/20 04:00:00,1.221,0.0,,,,
940,11/20/20 06:00:00,1.112,0.0,,,,
941,11/20/20 08:00:00,1.112,0.0,,,,
942,11/20/20 10:00:00,1.112,0.0,,,,
943,11/20/20 12:00:00,1.112,10.8,,,,
944,11/20/20 14:00:00,1.221,0.0,,,,
945,11/20/20 16:00:00,1.221,0.0,,,,
946,11/20/20 18:00:00,1.221,0.0,,,,
947,11/20/20 20:00:00,1.221,0.0,,,,
948,11/20/20 22:00:00,1.221,0.0,,,,
949,11/21/20 00:00:00,1.221,0.0,,,,
950,11/21/20 02:00:00,1.330,0.0,,,,
951,11/21/20 04:00:00,1.330,0.0,,,,
952,11/21/20 06:00:00,1.330,0.0,,,,
953,11/21/20 08:00:00,1.548,0.0,,,,
954,11/21/20 10:00:00,1.439,0.0,,,,
955,11/21/20 12:00:00,1.439,0.0,,,,
956,11/21/20 14:00:00,1.548,0.0,,,,
957,11/21/20 16:00:00,1.656,0.0,,,,
958,11/21/20 18:00:00,1.764,0.0,,,,
959,11/21/20 20:00:00,1.872,0.0,,,,
960,11/21/20 22:00:00,1.872,0.0,,,,
961,11/22/20 00:00:00,1.980,0.0,,,,
962,11/22/20 02:00:00,1.980,0.0,,,,
963,11/22/20 04:00:00,2.088,0.0,,,,
964,11/22/20 06:00:00,2.088,0.0,,,,
965,11/22/20 08:00:00,2.195,0.0,,,,
966,11/22/20 10:00:00,2.195,0.0,,,,
967,11/22/20 12:00:00,2.195,0.0,,,,
968,11/22/20 14:00:00,2.303,0.0,,,,
969,11/22/20 16:00:00,2.303,0.0,,,,
970,11/22/20 18:00:00,2.303,0.0,,,,
971,11/22/20 20:00:00,2.303,0.0,,,,
972,11/22/20 22:00:00,2.410,0.0,,,,
973,11/23/20 00:00:00,2.517,0.0,,,,
974,11/23/20 02:00:00,2.517,0.0,,,,
975,11/23/20 04:00:00,2.517,0.0,,,,
976,11/23/20 06:00:00,2.517,0.0,,,,
977,11/23/20 08:00:00,2.624,0.0,,,,
978,11/23/20 10:00:00,2.624,0.0,,,,
979,11/23/20 12:00:00,2.624,0.0,,,,
980,11/23/20 14:00:00,2.624,0.0,,,,
981,11/23/20 16:00:00,2.624,0.0,,,,
982,11/23/20 18:00:00,2.730,0.0,,,,
983,11/23/20 20:00:00,2.730,0.0,,,,
984,11/23/20 22:00:00,2.730,0.0,,,,
985,11/24/20 00:00:00,2.730,0.0,,,,
986,11/24/20 02:00:00,2.730,0.0,,,,
987,11/24/20 04:00:00,2.730,0.0,,,,
988,11/24/20 06:00:00,2.837,0.0,,,,
989,11/24/20 08:00:00,2.837,0.0,,,,
990,11/24/20 10:00:00,2.837,0.0,,,,
991,11/24/20 12:00:00,2.837,0.0,,,,
992,11/24/20 14:00:00,2.837,0.0,,,,
993,11/24/20 16:00:00,2.837,0.0,,,,
994,11/24/20 18:00:00,2.837,0.0,,,,
995,11/24/20 20:00:00,2.730,0.0,,,,
996,11/24/20 22:00:00,2.730,0.0,,,,
997,11/25/20 00:00:00,2.730,0.0,,,,
998,11/25/20 02:00:00,2.837,0.0,,,,
999,11/25/20 04:00:00,2.837,0.0,,,,
1000,11/25/20 06:00:00,2.837,0.0,,,,
1001,11/25/20 08:00:00,2.837,0.0,,,,
1002,11/25/20 10:00:00,2.837,0.0,,,,
1003,11/25/20 12:00:00,2.837,0.0,,,,
1004,11/25/20 14:00:00,2.837,0.0,,,,
1005,11/25/20 16:00:00,2.837,0.0,,,,
1006,11/25/20 18:00:00,2.837,0.0,,,,
1007,11/25/20 20:00:00,2.837,0.0,,,,
1008,11/25/20 22:00:00,2.837,0.0,,,,
1009,11/26/20 00:00:00,2.837,0.0,,,,
1010,11/26/20 02:00:00,2.837,0.0,,,,
1011,11/26/20 04:00:00,2.837,0.0,,,,
1012,11/26/20 06:00:00,2.837,0.0,,,,
1013,11/26/20 08:00:00,2.943,0.0,,,,
1014,11/26/20 10:00:00,2.943,0.0,,,,
1015,11/26/20 12:00:00,2.837,0.0,,,,
1016,11/26/20 14:00:00,2.943,0.0,,,,
1017,11/26/20 16:00:00,2.837,0.0,,,,
1018,11/26/20 18:00:00,2.837,0.0,,,,
1019,11/26/20 20:00:00,2.837,0.0,,,,
1020,11/26/20 22:00:00,2.943,0.0,,,,
1021,11/27/20 00:00:00,2.837,0.0,,,,
1022,11/27/20 02:00:00,2.837,0.0,,,,
