"Plot Title: MD_e1_7Jun2021"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10349969, SEN S/N: 10349969)","Intensity, Lux (LGR S/N: 10349969, SEN S/N: 10349969)","Coupler Attached (LGR S/N: 10349969)","Host Connected (LGR S/N: 10349969)","Stopped (LGR S/N: 10349969)","End Of File (LGR S/N: 10349969)"
115,06/12/21 04:00:00,10.063,107.6,,,,
116,06/12/21 05:00:00,10.063,290.6,,,,
117,06/12/21 06:00:00,9.965,828.8,,,,
118,06/12/21 07:00:00,9.768,462.9,,,,
119,06/12/21 08:00:00,9.571,1184.0,,,,
120,06/12/21 09:00:00,9.472,6200.0,,,,
121,06/12/21 10:00:00,9.571,11711.2,,,,
122,06/12/21 11:00:00,9.669,8266.7,,,,
123,06/12/21 12:00:00,10.063,24800.2,,,,
124,06/12/21 13:00:00,10.553,24800.2,,,,
125,06/12/21 14:00:00,10.748,26178.0,,,,
126,06/12/21 15:00:00,10.944,27555.7,,,,
127,06/12/21 16:00:00,11.139,16533.4,,,,
128,06/12/21 17:00:00,11.139,12400.1,,,,
129,06/12/21 18:00:00,10.944,11022.3,,,,
130,06/12/21 19:00:00,10.944,9644.5,,,,
131,06/12/21 20:00:00,10.748,4994.5,,,,
132,06/12/21 21:00:00,10.651,3961.1,,,,
133,06/12/21 22:00:00,10.553,742.7,,,,
134,06/12/21 23:00:00,10.455,699.7,,,,
135,06/13/21 00:00:00,10.357,107.6,,,,
136,06/13/21 01:00:00,10.259,43.1,,,,
137,06/13/21 02:00:00,10.161,86.1,,,,
138,06/13/21 03:00:00,9.768,107.6,,,,
139,06/13/21 04:00:00,9.571,613.5,,,,
140,06/13/21 05:00:00,9.571,764.2,,,,
141,06/13/21 06:00:00,9.472,1076.4,,,,
142,06/13/21 07:00:00,9.373,2066.7,,,,
143,06/13/21 08:00:00,9.275,1550.0,,,,
144,06/13/21 09:00:00,8.680,3100.0,,,,
145,06/13/21 10:00:00,9.077,3272.2,,,,
146,06/13/21 11:00:00,8.978,5338.9,,,,
147,06/13/21 12:00:00,8.382,3961.1,,,,
148,06/13/21 13:00:00,8.481,5166.7,,,,
149,06/13/21 14:00:00,8.182,8266.7,,,,
150,06/13/21 15:00:00,7.882,7233.4,,,,
151,06/13/21 16:00:00,7.481,4650.0,,,,
152,06/13/21 17:00:00,7.481,4822.3,,,,
153,06/13/21 18:00:00,7.983,5511.1,,,,
154,06/13/21 19:00:00,7.983,2411.1,,,,
155,06/13/21 20:00:00,8.082,1377.8,,,,
156,06/13/21 21:00:00,8.182,904.2,,,,
157,06/13/21 22:00:00,7.983,452.1,,,,
158,06/13/21 23:00:00,7.882,215.3,,,,
159,06/14/21 00:00:00,7.582,53.8,,,,
160,06/14/21 01:00:00,7.079,21.5,,,,
161,06/14/21 02:00:00,6.877,53.8,,,,
162,06/14/21 03:00:00,6.978,32.3,,,,
163,06/14/21 04:00:00,7.179,86.1,,,,
164,06/14/21 05:00:00,6.978,312.2,,,,
165,06/14/21 06:00:00,6.573,1270.1,,,,
166,06/14/21 07:00:00,6.370,7577.8,,,,
167,06/14/21 08:00:00,6.268,3961.1,,,,
168,06/14/21 09:00:00,6.370,10333.4,,,,
169,06/14/21 10:00:00,6.370,14466.8,,,,
170,06/14/21 11:00:00,6.674,22044.6,,,,
171,06/14/21 12:00:00,6.674,17911.2,,,,
172,06/14/21 13:00:00,6.877,8266.7,,,,
173,06/14/21 14:00:00,7.179,10333.4,,,,
174,06/14/21 15:00:00,7.280,6200.0,,,,
175,06/14/21 16:00:00,7.179,9300.1,,,,
176,06/14/21 17:00:00,6.978,7233.4,,,,
177,06/14/21 18:00:00,7.582,14466.8,,,,
178,06/14/21 19:00:00,7.782,4477.8,,,,
179,06/14/21 20:00:00,7.983,4650.0,,,,
180,06/14/21 21:00:00,7.983,3272.2,,,,
