Plot Title: Myvatn_sonde_24May17,,,,,,,,
#,"Date Time, GMT+00:00","Temp, °C (LGR S/N: 10517217, SEN S/N: 10517217, LBL: Temp)","Intensity, Lux (LGR S/N: 10517217, SEN S/N: 10517217, LBL: Light Intensity)",Coupler Attached (LGR S/N: 10517217),Coupler Detached (LGR S/N: 10517217),Host Connected (LGR S/N: 10517217),Stopped (LGR S/N: 10517217),End Of File (LGR S/N: 10517217)
117,5/26/17 19:00,9.965,3272.2,,,,,
118,5/26/17 19:30,9.571,3100,,,,,
119,5/26/17 20:00,9.077,1291.7,,,,,
120,5/26/17 20:30,9.472,2497.2,,,,,
121,5/26/17 21:00,9.866,4477.8,,,,,
122,5/26/17 21:30,9.965,1345.5,,,,,
123,5/26/17 22:00,10.063,516.7,,,,,
124,5/26/17 22:30,9.965,301.4,,,,,
125,5/26/17 23:00,9.669,96.9,,,,,
126,5/26/17 23:30,9.571,32.3,,,,,
127,5/27/17 0:00,8.978,10.8,,,,,
128,5/27/17 0:30,8.382,10.8,,,,,
129,5/27/17 1:00,8.082,10.8,,,,,
130,5/27/17 1:30,7.582,10.8,,,,,
131,5/27/17 2:00,7.179,21.5,,,,,
132,5/27/17 2:30,7.28,43.1,,,,,
133,5/27/17 3:00,6.877,150.7,,,,,
134,5/27/17 3:30,6.573,409,,,,,
135,5/27/17 4:00,6.775,688.9,,,,,
136,5/27/17 4:30,6.775,1334.7,,,,,
137,5/27/17 5:00,7.079,4133.4,,,,,
138,5/27/17 5:30,8.082,5511.1,,,,,
139,5/27/17 6:00,9.275,7577.8,,,,,
140,5/27/17 6:30,12.69,14466.8,,,,,
141,5/27/17 7:00,14.709,18600.1,,,,,
142,5/27/17 7:30,20.234,19977.9,,,,,
143,5/27/17 8:00,28.655,21355.7,,,,,
144,5/27/17 8:30,28.159,49600.3,,,,,
145,5/27/17 9:00,30.862,44089.2,,,,,
146,5/27/17 9:30,27.272,49600.3,,,,,
147,5/27/17 10:00,27.567,38578,,,,,
148,5/27/17 10:30,25.416,42711.4,,,,,
149,5/27/17 11:00,21.569,37200.2,,,,,
150,5/27/17 11:30,21.855,41333.6,,,,,
151,5/27/17 12:00,16.808,33066.9,,,,,
152,5/27/17 12:30,15.664,22044.6,,,,,
153,5/27/17 13:00,15.378,15155.7,,,,,
154,5/27/17 13:30,16.237,38578,,,,,
155,5/27/17 14:00,16.237,26178,,,,,
156,5/27/17 14:30,19.662,37200.2,,,,,
157,5/27/17 15:00,22.429,104711.8,,,,,
158,5/27/17 15:30,14.421,44089.2,,,,,
159,5/27/17 16:00,13.558,34444.7,,,,,
160,5/27/17 16:30,17.76,57867,,,,,
161,5/27/17 17:00,16.999,34444.7,,,,,
162,5/27/17 17:30,12.69,23422.4,,,,,
163,5/27/17 18:00,12.497,24800.2,,,,,
164,5/27/17 18:30,12.11,20666.8,,,,,
165,5/27/17 19:00,9.768,8266.7,,,,,
166,5/27/17 19:30,9.373,8611.2,,,,,
167,5/27/17 20:00,9.077,5166.7,,,,,
168,5/27/17 20:30,9.077,2755.6,,,,,
169,5/27/17 21:00,8.282,1184,,,,,
170,5/27/17 21:30,8.282,1550,,,,,
171,5/27/17 22:00,8.182,1377.8,,,,,
172,5/27/17 22:30,7.983,893.4,,,,,
173,5/27/17 23:00,7.983,570.5,,,,,
174,5/27/17 23:30,7.983,764.2,,,,,
175,5/28/17 0:00,7.882,129.2,,,,,
176,5/28/17 0:30,8.082,53.8,,,,,
177,5/28/17 1:00,7.782,32.3,,,,,
178,5/28/17 1:30,7.682,53.8,,,,,
179,5/28/17 2:00,7.481,139.9,,,,,
180,5/28/17 2:30,7.481,204.5,,,,,
181,5/28/17 3:00,7.481,204.5,,,,,
182,5/28/17 3:30,7.179,549,,,,,
183,5/28/17 4:00,7.28,968.8,,,,,
184,5/28/17 4:30,7.481,1894.5,,,,,
185,5/28/17 5:00,7.481,2927.8,,,,,
186,5/28/17 5:30,7.582,5166.7,,,,,
187,5/28/17 6:00,7.381,6200,,,,,
188,5/28/17 6:30,7.582,10677.8,,,,,
189,5/28/17 7:00,8.68,18600.1,,,,,
190,5/28/17 7:30,9.472,18600.1,,,,,
191,5/28/17 8:00,8.581,15844.5,,,,,
192,5/28/17 8:30,7.882,9300.1,,,,,
193,5/28/17 9:00,8.182,14466.8,,,,,
194,5/28/17 9:30,10.357,27555.7,,,,,
195,5/28/17 10:00,10.455,26178,,,,,
196,5/28/17 10:30,11.528,31689.1,,,,,
197,5/28/17 11:00,10.944,22044.6,,,,,
198,5/28/17 11:30,11.139,21355.7,,,,,
199,5/28/17 12:00,14.709,55111.5,,,,,
200,5/28/17 12:30,18.996,30311.3,,,,,
201,5/28/17 13:00,16.523,46844.8,,,,,
202,5/28/17 13:30,30.862,132267.5,,,,,
203,5/28/17 14:00,30.054,170845.6,,,,,
204,5/28/17 14:30,23.388,44089.2,,,,,
205,5/28/17 15:00,20.138,104711.8,,,,,
206,5/28/17 15:30,15.187,27555.7,,,,,
207,5/28/17 16:00,16.046,49600.3,,,,,
208,5/28/17 16:30,16.808,44089.2,,,,,
209,5/28/17 17:00,19.567,49600.3,,,,,
210,5/28/17 17:30,21.664,34444.7,,,,,
211,5/28/17 18:00,16.618,20666.8,,,,,
212,5/28/17 18:30,14.996,16533.4,,,,,
213,5/28/17 19:00,13.846,18600.1,,,,,
214,5/28/17 19:30,14.23,7577.8,,,,,
215,5/28/17 20:00,14.517,8611.2,,,,,
216,5/28/17 20:30,14.325,8611.2,,,,,
217,5/28/17 21:00,14.134,8611.2,,,,,
218,5/28/17 21:30,13.365,10677.8,,,,,
219,5/28/17 22:00,11.236,2927.8,,,,,
220,5/28/17 22:30,11.139,5511.1,,,,,
221,5/28/17 23:00,10.259,4305.6,,,,,
222,5/28/17 23:30,9.373,979.5,,,,,
223,5/29/17 0:00,8.68,505.9,,,,,
224,5/29/17 0:30,8.082,118.4,,,,,
225,5/29/17 1:00,7.682,86.1,,,,,
226,5/29/17 1:30,7.179,96.9,,,,,
227,5/29/17 2:00,6.978,139.9,,,,,
228,5/29/17 2:30,6.573,258.3,,,,,
229,5/29/17 3:00,6.573,516.7,,,,,
230,5/29/17 3:30,5.86,1173.3,,,,,
231,5/29/17 4:00,6.775,2927.8,,,,,
232,5/29/17 4:30,7.782,7577.8,,,,,
233,5/29/17 5:00,7.882,3272.2,,,,,
234,5/29/17 5:30,8.282,9300.1,,,,,
235,5/29/17 6:00,9.768,18600.1,,,,,
236,5/29/17 6:30,10.161,7577.8,,,,,
237,5/29/17 7:00,15.091,26178,,,,,
238,5/29/17 7:30,16.808,26178,,,,,
239,5/29/17 8:00,16.237,44089.2,,,,,
240,5/29/17 8:30,16.046,44089.2,,,,,
241,5/29/17 9:00,18.521,55111.5,,,,,
242,5/29/17 9:30,19.282,55111.5,,,,,
243,5/29/17 10:00,18.901,63378.2,,,,,
244,5/29/17 10:30,17.189,52355.9,,,,,
245,5/29/17 11:00,17.094,42711.4,,,,,
246,5/29/17 11:30,16.713,49600.3,,,,,
247,5/29/17 12:00,18.521,49600.3,,,,,
248,5/29/17 12:30,17.284,30311.3,,,,,
249,5/29/17 13:00,18.996,42711.4,,,,,
250,5/29/17 13:30,18.236,52355.9,,,,,
251,5/29/17 14:00,16.427,38578,,,,,
252,5/29/17 14:30,15.951,33066.9,,,,,
253,5/29/17 15:00,16.427,33066.9,,,,,
254,5/29/17 15:30,15.473,24800.2,,,,,
255,5/29/17 16:00,15.378,26178,,,,,
256,5/29/17 16:30,15.473,28933.5,,,,,
257,5/29/17 17:00,14.421,23422.4,,,,,
258,5/29/17 17:30,14.134,20666.8,,,,,
259,5/29/17 18:00,12.304,18600.1,,,,,
260,5/29/17 18:30,12.401,15155.7,,,,,
261,5/29/17 19:00,11.916,19289,,,,,
262,5/29/17 19:30,11.236,14466.8,,,,,
263,5/29/17 20:00,10.944,9644.5,,,,,
264,5/29/17 20:30,11.236,6544.5,,,,,
265,5/29/17 21:00,10.846,5338.9,,,,,
266,5/29/17 21:30,10.651,3616.7,,,,,
267,5/29/17 22:00,10.553,2325,,,,,
268,5/29/17 22:30,10.259,1065.6,,,,,
269,5/29/17 23:00,9.866,247.6,,,,,
270,5/29/17 23:30,9.669,107.6,,,,,
271,5/30/17 0:00,9.472,53.8,,,,,
272,5/30/17 0:30,9.275,32.3,,,,,
273,5/30/17 1:00,9.176,43.1,,,,,
274,5/30/17 1:30,9.275,43.1,,,,,
275,5/30/17 2:00,8.581,32.3,,,,,
276,5/30/17 2:30,8.581,75.3,,,,,
277,5/30/17 3:00,8.581,150.7,,,,,
278,5/30/17 3:30,8.182,269.1,,,,,
279,5/30/17 4:00,7.782,570.5,,,,,
280,5/30/17 4:30,7.882,1151.7,,,,,
281,5/30/17 5:00,7.782,1894.5,,,,,
282,5/30/17 5:30,7.983,1980.6,,,,,
283,5/30/17 6:00,8.082,2927.8,,,,,
284,5/30/17 6:30,8.282,4650,,,,,
285,5/30/17 7:00,8.382,6544.5,,,,,
286,5/30/17 7:30,8.68,11022.3,,,,,
287,5/30/17 8:00,8.879,13089,,,,,
288,5/30/17 8:30,8.978,17911.2,,,,,
289,5/30/17 9:00,8.68,16533.4,,,,,
290,5/30/17 9:30,8.879,22044.6,,,,,
291,5/30/17 10:00,8.779,22044.6,,,,,
292,5/30/17 10:30,8.68,14466.8,,,,,
293,5/30/17 11:00,9.373,24800.2,,,,,
294,5/30/17 11:30,9.373,28933.5,,,,,
295,5/30/17 12:00,9.176,24800.2,,,,,
296,5/30/17 12:30,8.879,22044.6,,,,,
297,5/30/17 13:00,8.581,20666.8,,,,,
298,5/30/17 13:30,8.779,24800.2,,,,,
299,5/30/17 14:00,9.176,27555.7,,,,,
300,5/30/17 14:30,8.779,20666.8,,,,,
301,5/30/17 15:00,8.082,19289,,,,,
302,5/30/17 15:30,7.983,20666.8,,,,,
303,5/30/17 16:00,8.082,19977.9,,,,,
304,5/30/17 16:30,7.983,13089,,,,,
305,5/30/17 17:00,7.481,10333.4,,,,,
306,5/30/17 17:30,7.179,11022.3,,,,,
307,5/30/17 18:00,7.179,10677.8,,,,,
308,5/30/17 18:30,7.179,5511.1,,,,,
309,5/30/17 19:00,6.877,5338.9,,,,,
310,5/30/17 19:30,6.877,5511.1,,,,,
311,5/30/17 20:00,7.079,4994.5,,,,,
312,5/30/17 20:30,6.674,4994.5,,,,,
313,5/30/17 21:00,6.471,2927.8,,,,,
314,5/30/17 21:30,6.573,2238.9,,,,,
315,5/30/17 22:00,6.877,1894.5,,,,,
316,5/30/17 22:30,6.37,699.7,,,,,
317,5/30/17 23:00,6.471,161.5,,,,,
318,5/30/17 23:30,6.471,107.6,,,,,
319,5/31/17 0:00,6.37,64.6,,,,,
320,5/31/17 0:30,6.471,32.3,,,,,
321,5/31/17 1:00,6.268,21.5,,,,,
322,5/31/17 1:30,6.37,21.5,,,,,
323,5/31/17 2:00,6.471,32.3,,,,,
324,5/31/17 2:30,6.37,43.1,,,,,
325,5/31/17 3:00,6.268,96.9,,,,,
326,5/31/17 3:30,6.268,204.5,,,,,
327,5/31/17 4:00,6.064,279.9,,,,,
328,5/31/17 4:30,6.166,1377.8,,,,,
329,5/31/17 5:00,5.962,1636.1,,,,,
330,5/31/17 5:30,5.962,2411.1,,,,,
331,5/31/17 6:00,5.962,2411.1,,,,,
332,5/31/17 6:30,6.166,4305.6,,,,,
333,5/31/17 7:00,6.268,4822.3,,,,,
334,5/31/17 7:30,6.268,5511.1,,,,,
335,5/31/17 8:00,6.37,4305.6,,,,,
336,5/31/17 8:30,6.268,5511.1,,,,,
337,5/31/17 9:00,6.573,9300.1,,,,,
338,5/31/17 9:30,6.877,14466.8,,,,,
339,5/31/17 10:00,7.179,13089,,,,,
340,5/31/17 10:30,7.481,18600.1,,,,,
341,5/31/17 11:00,9.275,28933.5,,,,,
342,5/31/17 11:30,7.983,18600.1,,,,,
343,5/31/17 12:00,11.139,57867,,,,,
344,5/31/17 12:30,16.903,104711.8,,,,,
345,5/31/17 13:00,17.284,220445.9,,,,,
346,5/31/17 13:30,11.334,44089.2,,,,,
347,5/31/17 14:00,11.819,66133.8,,,,,
348,5/31/17 14:30,9.669,15844.5,,,,,
349,5/31/17 15:00,18.331,176356.7,,,,,
350,5/31/17 15:30,14.421,143289.8,,,,,
351,5/31/17 16:00,10.944,15844.5,,,,,
352,5/31/17 16:30,8.779,8266.7,,,,,
353,5/31/17 17:00,14.421,85422.8,,,,,
354,5/31/17 17:30,16.808,30311.3,,,,,
355,5/31/17 18:00,13.365,14466.8,,,,,
356,5/31/17 18:30,11.334,14466.8,,,,,
357,5/31/17 19:00,15.951,14466.8,,,,,
358,5/31/17 19:30,15.282,12400.1,,,,,
359,5/31/17 20:00,14.709,8611.2,,,,,
360,5/31/17 20:30,12.401,4305.6,,,,,
361,5/31/17 21:00,10.651,2755.6,,,,,
362,5/31/17 21:30,11.625,9644.5,,,,,
363,5/31/17 22:00,10.651,6544.5,,,,,
364,5/31/17 22:30,7.179,3272.2,,,,,
365,5/31/17 23:00,6.877,1550,,,,,
366,5/31/17 23:30,6.877,904.2,,,,,
367,6/1/17 0:00,7.782,1076.4,,,,,
368,6/1/17 0:30,7.782,861.1,,,,,
369,6/1/17 1:00,7.782,204.5,,,,,
370,6/1/17 1:30,7.481,129.2,,,,,
371,6/1/17 2:00,7.582,236.8,,,,,
372,6/1/17 2:30,7.381,710.4,,,,,
373,6/1/17 3:00,7.381,398.3,,,,,
374,6/1/17 3:30,7.28,904.2,,,,,
375,6/1/17 4:00,6.978,624.3,,,,,
376,6/1/17 4:30,6.877,1119.5,,,,,
377,6/1/17 5:00,6.775,2152.8,,,,,
378,6/1/17 5:30,6.978,3100,,,,,
379,6/1/17 6:00,6.877,4133.4,,,,,
380,6/1/17 6:30,6.978,2583.4,,,,,
381,6/1/17 7:00,6.978,3100,,,,,
382,6/1/17 7:30,7.179,3272.2,,,,,
383,6/1/17 8:00,7.179,3961.1,,,,,
384,6/1/17 8:30,6.775,2238.9,,,,,
385,6/1/17 9:00,6.978,4477.8,,,,,
386,6/1/17 9:30,7.179,6544.5,,,,,
387,6/1/17 10:00,7.481,9644.5,,,,,
388,6/1/17 10:30,7.481,6544.5,,,,,
389,6/1/17 11:00,7.28,6200,,,,,
390,6/1/17 11:30,7.28,8611.2,,,,,
391,6/1/17 12:00,7.179,6544.5,,,,,
392,6/1/17 12:30,7.179,9644.5,,,,,
393,6/1/17 13:00,8.282,22044.6,,,,,
394,6/1/17 13:30,7.882,13089,,,,,
395,6/1/17 14:00,8.481,16533.4,,,,,
396,6/1/17 14:30,8.182,11711.2,,,,,
397,6/1/17 15:00,8.481,20666.8,,,,,
398,6/1/17 15:30,10.357,31689.1,,,,,
399,6/1/17 16:00,14.613,209423.6,,,,,
400,6/1/17 16:30,14.134,99200.7,,,,,
401,6/1/17 17:00,8.282,9300.1,,,,,
402,6/1/17 17:30,9.275,20666.8,,,,,
403,6/1/17 18:00,9.373,22044.6,,,,,
404,6/1/17 18:30,13.076,121245.2,,,,,
405,6/1/17 19:00,12.207,44089.2,,,,,
406,6/1/17 19:30,11.236,24800.2,,,,,
407,6/1/17 20:00,8.779,4650,,,,,
408,6/1/17 20:30,7.882,2066.7,,,,,
409,6/1/17 21:00,7.582,1011.8,,,,,
410,6/1/17 21:30,7.582,452.1,,,,,
411,6/1/17 22:00,7.882,796.5,,,,,
412,6/1/17 22:30,7.079,958,,,,,
413,6/1/17 23:00,7.079,258.3,,,,,
414,6/1/17 23:30,7.079,161.5,,,,,
415,6/2/17 0:00,6.978,118.4,,,,,
