"Plot Title: E2 pelagic"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10349970, SEN S/N: 10349970)","Intensity, Lux (LGR S/N: 10349970, SEN S/N: 10349970)","Good Battery (LGR S/N: 10349970)","Coupler Attached (LGR S/N: 10349970)","Coupler Detached (LGR S/N: 10349970)","Host Connected (LGR S/N: 10349970)","Stopped (LGR S/N: 10349970)","End Of File (LGR S/N: 10349970)"
445,08/06/20 18:00:00,12.980,4477.8,,,,,,
446,08/06/20 18:30:00,12.883,2238.9,,,,,,
447,08/06/20 19:00:00,12.883,2066.7,,,,,,
448,08/06/20 19:30:00,12.883,1377.8,,,,,,
449,08/06/20 20:00:00,12.883,850.4,,,,,,
450,08/06/20 20:30:00,12.787,1033.3,,,,,,
451,08/06/20 21:00:00,12.787,624.3,,,,,,
452,08/06/20 21:30:00,12.787,150.7,,,,,,
453,08/06/20 22:00:00,12.690,21.5,,,,,,
454,08/06/20 22:30:00,12.690,0.0,,,,,,
455,08/06/20 23:00:00,12.690,0.0,,,,,,
456,08/06/20 23:30:00,12.690,0.0,,,,,,
457,08/07/20 00:00:00,12.594,0.0,,,,,,
458,08/07/20 00:30:00,12.594,0.0,,,,,,
459,08/07/20 01:00:00,12.594,0.0,,,,,,
460,08/07/20 01:30:00,12.594,0.0,,,,,,
461,08/07/20 02:00:00,12.594,0.0,,,,,,
462,08/07/20 02:30:00,12.594,0.0,,,,,,
463,08/07/20 03:00:00,12.594,0.0,,,,,,
464,08/07/20 03:30:00,12.594,0.0,,,,,,
465,08/07/20 04:00:00,12.497,0.0,,,,,,
466,08/07/20 04:30:00,12.497,86.1,,,,,,
467,08/07/20 05:00:00,12.497,139.9,,,,,,
468,08/07/20 05:30:00,12.497,107.6,,,,,,
469,08/07/20 06:00:00,12.497,505.9,,,,,,
470,08/07/20 06:30:00,12.497,581.3,,,,,,
471,08/07/20 07:00:00,12.497,904.2,,,,,,
472,08/07/20 07:30:00,12.497,1636.1,,,,,,
473,08/07/20 08:00:00,12.497,3100.0,,,,,,
474,08/07/20 08:30:00,12.304,4133.4,,,,,,
475,08/07/20 09:00:00,12.401,2927.8,,,,,,
476,08/07/20 09:30:00,12.497,3444.5,,,,,,
477,08/07/20 10:00:00,12.497,7233.4,,,,,,
478,08/07/20 10:30:00,12.690,5511.1,,,,,,
479,08/07/20 11:00:00,12.690,5166.7,,,,,,
480,08/07/20 11:30:00,12.690,9300.1,,,,,,
481,08/07/20 12:00:00,12.883,6200.0,,,,,,
482,08/07/20 12:30:00,12.883,4650.0,,,,,,
483,08/07/20 13:00:00,12.883,4994.5,,,,,,
484,08/07/20 13:30:00,12.883,5166.7,,,,,,
485,08/07/20 14:00:00,12.883,2152.8,,,,,,
486,08/07/20 14:30:00,12.980,2152.8,,,,,,
487,08/07/20 15:00:00,12.980,1808.3,,,,,,
488,08/07/20 15:30:00,13.076,2755.6,,,,,,
489,08/07/20 16:00:00,13.173,1636.1,,,,,,
490,08/07/20 16:30:00,13.173,1808.3,,,,,,
491,08/07/20 17:00:00,13.173,1216.3,,,,,,
492,08/07/20 17:30:00,13.173,1550.0,,,,,,
493,08/07/20 18:00:00,13.173,2669.5,,,,,,
494,08/07/20 18:30:00,13.173,914.9,,,,,,
495,08/07/20 19:00:00,13.173,1894.5,,,,,,
496,08/07/20 19:30:00,13.173,1097.9,,,,,,
497,08/07/20 20:00:00,13.173,516.7,,,,,,
498,08/07/20 20:30:00,13.173,193.8,,,,,,
499,08/07/20 21:00:00,13.076,193.8,,,,,,
500,08/07/20 21:30:00,13.076,75.3,,,,,,
501,08/07/20 22:00:00,12.980,10.8,,,,,,
502,08/07/20 22:30:00,12.980,0.0,,,,,,
503,08/07/20 23:00:00,12.883,0.0,,,,,,
504,08/07/20 23:30:00,12.787,0.0,,,,,,
505,08/08/20 00:00:00,12.690,0.0,,,,,,
506,08/08/20 00:30:00,12.594,0.0,,,,,,
507,08/08/20 01:00:00,12.497,0.0,,,,,,
508,08/08/20 01:30:00,12.497,0.0,,,,,,
509,08/08/20 02:00:00,12.497,0.0,,,,,,
510,08/08/20 02:30:00,12.497,0.0,,,,,,
511,08/08/20 03:00:00,12.401,0.0,,,,,,
512,08/08/20 03:30:00,12.401,0.0,,,,,,
513,08/08/20 04:00:00,12.401,0.0,,,,,,
514,08/08/20 04:30:00,12.304,10.8,,,,,,
515,08/08/20 05:00:00,12.304,43.1,,,,,,
516,08/08/20 05:30:00,12.304,139.9,,,,,,
517,08/08/20 06:00:00,12.304,236.8,,,,,,
518,08/08/20 06:30:00,12.304,688.9,,,,,,
519,08/08/20 07:00:00,12.207,538.2,,,,,,
520,08/08/20 07:30:00,12.207,1636.1,,,,,,
521,08/08/20 08:00:00,12.207,1636.1,,,,,,
522,08/08/20 08:30:00,12.207,1550.0,,,,,,
523,08/08/20 09:00:00,12.207,979.5,,,,,,
524,08/08/20 09:30:00,12.207,1463.9,,,,,,
525,08/08/20 10:00:00,12.207,2755.6,,,,,,
526,08/08/20 10:30:00,12.207,3961.1,,,,,,
527,08/08/20 11:00:00,12.207,3272.2,,,,,,
528,08/08/20 11:30:00,12.304,5338.9,,,,,,
529,08/08/20 12:00:00,12.594,5166.7,,,,,,
530,08/08/20 12:30:00,12.690,4994.5,,,,,,
531,08/08/20 13:00:00,12.690,5338.9,,,,,,
532,08/08/20 13:30:00,12.690,1808.3,,,,,,
533,08/08/20 14:00:00,12.883,8266.7,,,,,,
534,08/08/20 14:30:00,12.594,3444.5,,,,,,
535,08/08/20 15:00:00,12.594,1722.2,,,,,,
536,08/08/20 15:30:00,12.594,1550.0,,,,,,
537,08/08/20 16:00:00,12.690,7577.8,,,,,,
538,08/08/20 16:30:00,12.690,4650.0,,,,,,
539,08/08/20 17:00:00,12.787,3788.9,,,,,,
540,08/08/20 17:30:00,12.690,1302.4,,,,,,
541,08/08/20 18:00:00,12.690,645.8,,,,,,
542,08/08/20 18:30:00,12.690,936.5,,,,,,
543,08/08/20 19:00:00,12.690,624.3,,,,,,
544,08/08/20 19:30:00,12.690,419.8,,,,,,
545,08/08/20 20:00:00,12.690,236.8,,,,,,
546,08/08/20 20:30:00,12.690,226.0,,,,,,
547,08/08/20 21:00:00,12.690,150.7,,,,,,
548,08/08/20 21:30:00,12.690,64.6,,,,,,
549,08/08/20 22:00:00,12.690,21.5,,,,,,
550,08/08/20 22:30:00,12.594,0.0,,,,,,
551,08/08/20 23:00:00,12.594,0.0,,,,,,
552,08/08/20 23:30:00,12.594,0.0,,,,,,
553,08/09/20 00:00:00,12.594,0.0,,,,,,
554,08/09/20 00:30:00,12.594,0.0,,,,,,
555,08/09/20 01:00:00,12.594,0.0,,,,,,
556,08/09/20 01:30:00,12.497,0.0,,,,,,
557,08/09/20 02:00:00,12.497,0.0,,,,,,
558,08/09/20 02:30:00,12.497,0.0,,,,,,
559,08/09/20 03:00:00,12.497,0.0,,,,,,
560,08/09/20 03:30:00,12.497,0.0,,,,,,
561,08/09/20 04:00:00,12.401,0.0,,,,,,
562,08/09/20 04:30:00,12.401,0.0,,,,,,
563,08/09/20 05:00:00,12.401,21.5,,,,,,
564,08/09/20 05:30:00,12.304,75.3,,,,,,
565,08/09/20 06:00:00,12.304,312.2,,,,,,
566,08/09/20 06:30:00,12.304,904.2,,,,,,
567,08/09/20 07:00:00,12.304,549.0,,,,,,
568,08/09/20 07:30:00,12.207,1065.6,,,,,,
569,08/09/20 08:00:00,12.207,656.6,,,,,,
570,08/09/20 08:30:00,12.207,3100.0,,,,,,
571,08/09/20 09:00:00,12.207,2669.5,,,,,,
572,08/09/20 09:30:00,12.207,2238.9,,,,,,
573,08/09/20 10:00:00,12.207,1636.1,,,,,,
574,08/09/20 10:30:00,12.207,1324.0,,,,,,
575,08/09/20 11:00:00,12.304,1248.6,,,,,,
576,08/09/20 11:30:00,12.401,1270.1,,,,,,
577,08/09/20 12:00:00,12.401,1270.1,,,,,,
578,08/09/20 12:30:00,12.401,602.8,,,,,,
579,08/09/20 13:00:00,12.401,1334.7,,,,,,
580,08/09/20 13:30:00,12.401,764.2,,,,,,
581,08/09/20 14:00:00,12.497,1550.0,,,,,,
582,08/09/20 14:30:00,12.497,2152.8,,,,,,
583,08/09/20 15:00:00,12.401,1808.3,,,,,,
584,08/09/20 15:30:00,12.497,1980.6,,,,,,
585,08/09/20 16:00:00,12.497,1377.8,,,,,,
586,08/09/20 16:30:00,12.497,1011.8,,,,,,
587,08/09/20 17:00:00,12.497,785.8,,,,,,
588,08/09/20 17:30:00,12.497,699.7,,,,,,
589,08/09/20 18:00:00,12.497,645.8,,,,,,
590,08/09/20 18:30:00,12.497,624.3,,,,,,
591,08/09/20 19:00:00,12.497,764.2,,,,,,
592,08/09/20 19:30:00,12.401,172.2,,,,,,
593,08/09/20 20:00:00,12.401,86.1,,,,,,
594,08/09/20 20:30:00,12.401,139.9,,,,,,
595,08/09/20 21:00:00,12.497,495.1,,,,,,
596,08/09/20 21:30:00,12.401,161.5,,,,,,
597,08/09/20 22:00:00,12.401,0.0,,,,,,
598,08/09/20 22:30:00,12.401,0.0,,,,,,
599,08/09/20 23:00:00,12.401,0.0,,,,,,
600,08/09/20 23:30:00,12.401,0.0,,,,,,
601,08/10/20 00:00:00,12.401,0.0,,,,,,
602,08/10/20 00:30:00,12.401,0.0,,,,,,
603,08/10/20 01:00:00,12.401,0.0,,,,,,
604,08/10/20 01:30:00,12.304,0.0,,,,,,
605,08/10/20 02:00:00,12.304,0.0,,,,,,
606,08/10/20 02:30:00,12.304,0.0,,,,,,
607,08/10/20 03:00:00,12.304,0.0,,,,,,
608,08/10/20 03:30:00,12.207,0.0,,,,,,
609,08/10/20 04:00:00,12.207,0.0,,,,,,
610,08/10/20 04:30:00,12.110,0.0,,,,,,
611,08/10/20 05:00:00,12.207,10.8,,,,,,
612,08/10/20 05:30:00,12.110,64.6,,,,,,
613,08/10/20 06:00:00,12.110,53.8,,,,,,
614,08/10/20 06:30:00,12.110,107.6,,,,,,
615,08/10/20 07:00:00,12.110,570.5,,,,,,
616,08/10/20 07:30:00,12.110,452.1,,,,,,
617,08/10/20 08:00:00,12.110,398.3,,,,,,
618,08/10/20 08:30:00,12.207,613.5,,,,,,
619,08/10/20 09:00:00,12.207,559.7,,,,,,
620,08/10/20 09:30:00,12.207,1184.0,,,,,,
621,08/10/20 10:00:00,12.304,1216.3,,,,,,
622,08/10/20 10:30:00,12.304,1550.0,,,,,,
623,08/10/20 11:00:00,12.497,3272.2,,,,,,
624,08/10/20 11:30:00,12.497,2411.1,,,,,,
625,08/10/20 12:00:00,12.401,495.1,,,,,,
626,08/10/20 12:30:00,12.690,387.5,,,,,,
627,08/10/20 13:00:00,12.883,602.8,,,,,,
628,08/10/20 13:30:00,12.594,871.9,,,,,,
629,08/10/20 14:00:00,12.594,1065.6,,,,,,
630,08/10/20 14:30:00,12.787,2755.6,,,,,,
631,08/10/20 15:00:00,12.883,1894.5,,,,,,
632,08/10/20 15:30:00,13.365,2066.7,,,,,,
633,08/10/20 16:00:00,12.980,1550.0,,,,,,
634,08/10/20 16:30:00,12.883,1550.0,,,,,,
635,08/10/20 17:00:00,12.883,1377.8,,,,,,
636,08/10/20 17:30:00,12.883,1324.0,,,,,,
637,08/10/20 18:00:00,12.883,3100.0,,,,,,
638,08/10/20 18:30:00,12.883,2066.7,,,,,,
639,08/10/20 19:00:00,12.883,1636.1,,,,,,
640,08/10/20 19:30:00,12.883,1463.9,,,,,,
641,08/10/20 20:00:00,12.883,484.4,,,,,,
642,08/10/20 20:30:00,12.883,527.4,,,,,,
643,08/10/20 21:00:00,12.787,215.3,,,,,,
644,08/10/20 21:30:00,12.883,32.3,,,,,,
645,08/10/20 22:00:00,12.883,0.0,,,,,,
646,08/10/20 22:30:00,12.787,0.0,,,,,,
647,08/10/20 23:00:00,12.883,0.0,,,,,,
648,08/10/20 23:30:00,12.883,0.0,,,,,,
649,08/11/20 00:00:00,12.787,0.0,,,,,,
650,08/11/20 00:30:00,12.787,0.0,,,,,,
651,08/11/20 01:00:00,12.787,0.0,,,,,,
652,08/11/20 01:30:00,12.787,0.0,,,,,,
653,08/11/20 02:00:00,12.883,0.0,,,,,,
654,08/11/20 02:30:00,12.980,0.0,,,,,,
655,08/11/20 03:00:00,12.980,0.0,,,,,,
656,08/11/20 03:30:00,12.690,0.0,,,,,,
657,08/11/20 04:00:00,12.690,0.0,,,,,,
658,08/11/20 04:30:00,12.690,10.8,,,,,,
659,08/11/20 05:00:00,12.690,10.8,,,,,,
660,08/11/20 05:30:00,12.883,86.1,,,,,,
661,08/11/20 06:00:00,12.980,193.8,,,,,,
662,08/11/20 06:30:00,12.980,269.1,,,,,,
663,08/11/20 07:00:00,12.883,344.4,,,,,,
664,08/11/20 07:30:00,12.883,581.3,,,,,,
665,08/11/20 08:00:00,12.787,581.3,,,,,,
666,08/11/20 08:30:00,12.690,871.9,,,,,,
667,08/11/20 09:00:00,12.690,1313.2,,,,,,
668,08/11/20 09:30:00,12.690,1463.9,,,,,,
669,08/11/20 10:00:00,12.690,1377.8,,,,,,
670,08/11/20 10:30:00,12.690,1550.0,,,,,,
671,08/11/20 11:00:00,12.690,1550.0,,,,,,
672,08/11/20 11:30:00,12.690,3100.0,,,,,,
673,08/11/20 12:00:00,12.787,2669.5,,,,,,
674,08/11/20 12:30:00,12.883,2152.8,,,,,,
675,08/11/20 13:00:00,12.787,2497.2,,,,,,
676,08/11/20 13:30:00,12.980,3444.5,,,,,,
677,08/11/20 14:00:00,13.076,3100.0,,,,,,
678,08/11/20 14:30:00,13.076,2152.8,,,,,,
679,08/11/20 15:00:00,13.076,1722.2,,,,,,
680,08/11/20 15:30:00,13.076,1119.5,,,,,,
681,08/11/20 16:00:00,13.173,602.8,,,,,,
682,08/11/20 16:30:00,13.173,398.3,,,,,,
683,08/11/20 17:00:00,13.269,236.8,,,,,,
684,08/11/20 17:30:00,13.269,129.2,,,,,,
685,08/11/20 18:00:00,13.269,129.2,,,,,,
686,08/11/20 18:30:00,13.173,172.2,,,,,,
687,08/11/20 19:00:00,13.173,107.6,,,,,,
688,08/11/20 19:30:00,13.269,21.5,,,,,,
689,08/11/20 20:00:00,13.269,96.9,,,,,,
690,08/11/20 20:30:00,13.461,107.6,,,,,,
691,08/11/20 21:00:00,13.365,183.0,,,,,,
692,08/11/20 21:30:00,13.269,21.5,,,,,,
693,08/11/20 22:00:00,13.173,0.0,,,,,,
694,08/11/20 22:30:00,13.173,0.0,,,,,,
695,08/11/20 23:00:00,13.173,0.0,,,,,,
696,08/11/20 23:30:00,13.173,0.0,,,,,,
697,08/12/20 00:00:00,13.076,0.0,,,,,,
698,08/12/20 00:30:00,13.076,0.0,,,,,,
699,08/12/20 01:00:00,13.076,0.0,,,,,,
700,08/12/20 01:30:00,12.980,0.0,,,,,,
701,08/12/20 02:00:00,12.980,0.0,,,,,,
702,08/12/20 02:30:00,12.883,0.0,,,,,,
703,08/12/20 03:00:00,12.883,0.0,,,,,,
704,08/12/20 03:30:00,12.883,0.0,,,,,,
705,08/12/20 04:00:00,12.883,0.0,,,,,,
706,08/12/20 04:30:00,12.787,0.0,,,,,,
707,08/12/20 05:00:00,12.690,0.0,,,,,,
708,08/12/20 05:30:00,12.690,64.6,,,,,,
709,08/12/20 06:00:00,12.787,183.0,,,,,,
710,08/12/20 06:30:00,12.690,96.9,,,,,,
711,08/12/20 07:00:00,12.787,183.0,,,,,,
712,08/12/20 07:30:00,12.787,1087.2,,,,,,
713,08/12/20 08:00:00,12.690,1076.4,,,,,,
714,08/12/20 08:30:00,12.690,2669.5,,,,,,
715,08/12/20 09:00:00,12.787,1808.3,,,,,,
716,08/12/20 09:30:00,12.883,1894.5,,,,,,
717,08/12/20 10:00:00,12.980,2066.7,,,,,,
718,08/12/20 10:30:00,12.980,3272.2,,,,,,
719,08/12/20 11:00:00,12.980,2325.0,,,,,,
720,08/12/20 11:30:00,13.076,2325.0,,,,,,
721,08/12/20 12:00:00,13.076,2066.7,,,,,,
722,08/12/20 12:30:00,13.076,2152.8,,,,,,
723,08/12/20 13:00:00,13.173,2755.6,,,,,,
724,08/12/20 13:30:00,13.173,1377.8,,,,,,
725,08/12/20 14:00:00,13.173,1087.2,,,,,,
726,08/12/20 14:30:00,13.076,1636.1,,,,,,
727,08/12/20 15:00:00,13.076,1194.8,,,,,,
728,08/12/20 15:30:00,13.076,710.4,,,,,,
729,08/12/20 16:00:00,13.173,764.2,,,,,,
730,08/12/20 16:30:00,14.230,32.3,,,,,,
731,08/12/20 17:00:00,13.942,150.7,,,,,,
732,08/12/20 17:30:00,13.942,226.0,,,,,,
733,08/12/20 18:00:00,13.654,409.0,,,,,,
734,08/12/20 18:30:00,13.654,118.4,,,,,,
735,08/12/20 19:00:00,13.558,21.5,,,,,,
736,08/12/20 19:30:00,13.558,10.8,,,,,,
737,08/12/20 20:00:00,13.461,32.3,,,,,,
738,08/12/20 20:30:00,13.461,21.5,,,,,,
739,08/12/20 21:00:00,13.269,64.6,,,,,,
740,08/12/20 21:30:00,13.173,10.8,,,,,,
741,08/12/20 22:00:00,13.173,0.0,,,,,,
742,08/12/20 22:30:00,13.076,0.0,,,,,,
743,08/12/20 23:00:00,13.076,0.0,,,,,,
744,08/12/20 23:30:00,13.076,0.0,,,,,,
745,08/13/20 00:00:00,13.076,0.0,,,,,,
746,08/13/20 00:30:00,12.980,0.0,,,,,,
747,08/13/20 01:00:00,12.883,0.0,,,,,,
748,08/13/20 01:30:00,12.883,0.0,,,,,,
749,08/13/20 02:00:00,12.883,0.0,,,,,,
750,08/13/20 02:30:00,12.690,0.0,,,,,,
751,08/13/20 03:00:00,12.690,0.0,,,,,,
752,08/13/20 03:30:00,12.497,0.0,,,,,,
753,08/13/20 04:00:00,12.497,0.0,,,,,,
754,08/13/20 04:30:00,12.497,0.0,,,,,,
755,08/13/20 05:00:00,12.401,0.0,,,,,,
756,08/13/20 05:30:00,12.401,0.0,,,,,,
757,08/13/20 06:00:00,12.304,0.0,,,,,,
758,08/13/20 06:30:00,12.207,0.0,,,,,,
759,08/13/20 07:00:00,12.207,10.8,,,,,,
760,08/13/20 07:30:00,12.207,64.6,,,,,,
761,08/13/20 08:00:00,12.207,32.3,,,,,,
762,08/13/20 08:30:00,12.110,32.3,,,,,,
763,08/13/20 09:00:00,12.110,43.1,,,,,,
764,08/13/20 09:30:00,12.110,64.6,,,,,,
765,08/13/20 10:00:00,12.110,86.1,,,,,,
766,08/13/20 10:30:00,12.110,139.9,,,,,,
767,08/13/20 11:00:00,12.110,161.5,,,,,,
768,08/13/20 11:30:00,12.110,312.2,,,,,,
769,08/13/20 12:00:00,12.207,538.2,,,,,,
770,08/13/20 12:30:00,12.110,150.7,,,,,,
771,08/13/20 13:00:00,12.207,215.3,,,,,,
772,08/13/20 13:30:00,12.110,86.1,,,,,,
773,08/13/20 14:00:00,12.110,53.8,,,,,,
774,08/13/20 14:30:00,12.110,10.8,,,,,,
775,08/13/20 15:00:00,12.207,32.3,,,,,,
776,08/13/20 15:30:00,12.110,21.5,,,,,,
777,08/13/20 16:00:00,12.110,10.8,,,,,,
778,08/13/20 16:30:00,12.110,10.8,,,,,,
779,08/13/20 17:00:00,12.013,86.1,,,,,,
780,08/13/20 17:30:00,12.013,32.3,,,,,,
781,08/13/20 18:00:00,12.013,64.6,,,,,,
782,08/13/20 18:30:00,12.110,118.4,,,,,,
783,08/13/20 19:00:00,12.110,21.5,,,,,,
784,08/13/20 19:30:00,12.013,86.1,,,,,,
785,08/13/20 20:00:00,12.013,0.0,,,,,,
786,08/13/20 20:30:00,12.013,10.8,,,,,,
787,08/13/20 21:00:00,12.013,32.3,,,,,,
788,08/13/20 21:30:00,12.013,0.0,,,,,,
789,08/13/20 22:00:00,12.013,0.0,,,,,,
790,08/13/20 22:30:00,11.916,0.0,,,,,,
791,08/13/20 23:00:00,11.916,0.0,,,,,,
792,08/13/20 23:30:00,11.916,0.0,,,,,,
793,08/14/20 00:00:00,11.916,0.0,,,,,,
794,08/14/20 00:30:00,11.916,0.0,,,,,,
795,08/14/20 01:00:00,11.819,0.0,,,,,,
796,08/14/20 01:30:00,11.819,0.0,,,,,,
797,08/14/20 02:00:00,11.819,0.0,,,,,,
798,08/14/20 02:30:00,11.722,0.0,,,,,,
799,08/14/20 03:00:00,11.722,0.0,,,,,,
800,08/14/20 03:30:00,11.722,0.0,,,,,,
801,08/14/20 04:00:00,11.625,0.0,,,,,,
802,08/14/20 04:30:00,11.625,0.0,,,,,,
803,08/14/20 05:00:00,11.528,0.0,,,,,,
804,08/14/20 05:30:00,11.236,64.6,,,,,,
805,08/14/20 06:00:00,11.041,75.3,,,,,,
806,08/14/20 06:30:00,11.041,226.0,,,,,,
807,08/14/20 07:00:00,10.944,344.4,,,,,,
808,08/14/20 07:30:00,10.944,409.0,,,,,,
809,08/14/20 08:00:00,11.041,495.1,,,,,,
810,08/14/20 08:30:00,11.139,366.0,,,,,,
811,08/14/20 09:00:00,11.139,355.2,,,,,,
812,08/14/20 09:30:00,11.139,247.6,,,,,,
813,08/14/20 10:00:00,11.139,430.6,,,,,,
814,08/14/20 10:30:00,11.139,775.0,,,,,,
815,08/14/20 11:00:00,11.139,1011.8,,,,,,
816,08/14/20 11:30:00,11.236,1356.3,,,,,,
817,08/14/20 12:00:00,11.334,1980.6,,,,,,
818,08/14/20 12:30:00,11.334,3788.9,,,,,,
819,08/14/20 13:00:00,11.431,2755.6,,,,,,
820,08/14/20 13:30:00,11.431,3788.9,,,,,,
821,08/14/20 14:00:00,11.334,3272.2,,,,,,
822,08/14/20 14:30:00,11.528,5166.7,,,,,,
823,08/14/20 15:00:00,11.528,3100.0,,,,,,
824,08/14/20 15:30:00,11.528,3961.1,,,,,,
825,08/14/20 16:00:00,11.625,3961.1,,,,,,
826,08/14/20 16:30:00,11.625,3961.1,,,,,,
827,08/14/20 17:00:00,11.625,3788.9,,,,,,
828,08/14/20 17:30:00,11.625,3444.5,,,,,,
829,08/14/20 18:00:00,11.625,2152.8,,,,,,
830,08/14/20 18:30:00,11.722,2066.7,,,,,,
831,08/14/20 19:00:00,11.722,1636.1,,,,,,
832,08/14/20 19:30:00,11.722,635.1,,,,,,
833,08/14/20 20:00:00,11.819,624.3,,,,,,
834,08/14/20 20:30:00,11.722,322.9,,,,,,
835,08/14/20 21:00:00,11.722,150.7,,,,,,
836,08/14/20 21:30:00,11.722,21.5,,,,,,
837,08/14/20 22:00:00,11.625,0.0,,,,,,
838,08/14/20 22:30:00,11.625,0.0,,,,,,
839,08/14/20 23:00:00,11.625,0.0,,,,,,
840,08/14/20 23:30:00,11.528,0.0,,,,,,
841,08/15/20 00:00:00,11.528,0.0,,,,,,
842,08/15/20 00:30:00,11.528,0.0,,,,,,
843,08/15/20 01:00:00,11.431,0.0,,,,,,
844,08/15/20 01:30:00,11.334,0.0,,,,,,
845,08/15/20 02:00:00,11.236,0.0,,,,,,
846,08/15/20 02:30:00,11.139,0.0,,,,,,
847,08/15/20 03:00:00,11.139,0.0,,,,,,
848,08/15/20 03:30:00,11.041,0.0,,,,,,
849,08/15/20 04:00:00,10.944,0.0,,,,,,
850,08/15/20 04:30:00,10.944,0.0,,,,,,
851,08/15/20 05:00:00,10.944,0.0,,,,,,
852,08/15/20 05:30:00,10.846,0.0,,,,,,
853,08/15/20 06:00:00,10.748,53.8,,,,,,
854,08/15/20 06:30:00,10.748,32.3,,,,,,
855,08/15/20 07:00:00,10.748,64.6,,,,,,
856,08/15/20 07:30:00,10.651,107.6,,,,,,
857,08/15/20 08:00:00,10.651,139.9,,,,,,
858,08/15/20 08:30:00,10.651,290.6,,,,,,
859,08/15/20 09:00:00,10.651,592.0,,,,,,
860,08/15/20 09:30:00,10.748,1808.3,,,,,,
861,08/15/20 10:00:00,10.944,1636.1,,,,,,
862,08/15/20 10:30:00,10.944,1291.7,,,,,,
863,08/15/20 11:00:00,10.944,1356.3,,,,,,
864,08/15/20 11:30:00,11.041,1550.0,,,,,,
865,08/15/20 12:00:00,11.139,2927.8,,,,,,
866,08/15/20 12:30:00,11.236,3788.9,,,,,,
867,08/15/20 13:00:00,11.236,2325.0,,,,,,
868,08/15/20 13:30:00,11.334,3961.1,,,,,,
869,08/15/20 14:00:00,11.431,3788.9,,,,,,
870,08/15/20 14:30:00,11.431,2927.8,,,,,,
871,08/15/20 15:00:00,11.334,2238.9,,,,,,
872,08/15/20 15:30:00,11.334,3444.5,,,,,,
873,08/15/20 16:00:00,11.431,3616.7,,,,,,
874,08/15/20 16:30:00,11.431,2755.6,,,,,,
875,08/15/20 17:00:00,13.173,1808.3,,,,,,
876,08/15/20 17:30:00,13.269,441.3,,,,,,
877,08/15/20 18:00:00,13.365,570.5,,,,,,
878,08/15/20 18:30:00,12.883,559.7,,,,,,
879,08/15/20 19:00:00,12.304,613.5,,,,,,
880,08/15/20 19:30:00,12.690,678.1,,,,,,
881,08/15/20 20:00:00,12.497,344.4,,,,,,
882,08/15/20 20:30:00,12.594,118.4,,,,,,
883,08/15/20 21:00:00,12.690,21.5,,,,,,
884,08/15/20 21:30:00,12.497,10.8,,,,,,
885,08/15/20 22:00:00,12.401,0.0,,,,,,
886,08/15/20 22:30:00,12.304,0.0,,,,,,
887,08/15/20 23:00:00,12.207,0.0,,,,,,
888,08/15/20 23:30:00,12.304,0.0,,,,,,
889,08/16/20 00:00:00,12.110,0.0,,,,,,
890,08/16/20 00:30:00,12.110,0.0,,,,,,
891,08/16/20 01:00:00,12.013,0.0,,,,,,
892,08/16/20 01:30:00,12.013,0.0,,,,,,
893,08/16/20 02:00:00,12.110,0.0,,,,,,
894,08/16/20 02:30:00,12.013,0.0,,,,,,
895,08/16/20 03:00:00,12.013,0.0,,,,,,
896,08/16/20 03:30:00,11.916,0.0,,,,,,
897,08/16/20 04:00:00,11.819,0.0,,,,,,
898,08/16/20 04:30:00,11.722,0.0,,,,,,
899,08/16/20 05:00:00,11.625,32.3,,,,,,
900,08/16/20 05:30:00,11.625,129.2,,,,,,
901,08/16/20 06:00:00,11.625,312.2,,,,,,
902,08/16/20 06:30:00,11.528,290.6,,,,,,
903,08/16/20 07:00:00,11.528,538.2,,,,,,
904,08/16/20 07:30:00,11.625,742.7,,,,,,
905,08/16/20 08:00:00,11.722,1001.0,,,,,,
906,08/16/20 08:30:00,11.722,1808.3,,,,,,
907,08/16/20 09:00:00,11.819,2238.9,,,,,,
908,08/16/20 09:30:00,11.916,1980.6,,,,,,
909,08/16/20 10:00:00,12.013,2755.6,,,,,,
910,08/16/20 10:30:00,12.013,3100.0,,,,,,
911,08/16/20 11:00:00,12.013,4305.6,,,,,,
912,08/16/20 11:30:00,12.110,4822.3,,,,,,
913,08/16/20 12:00:00,12.304,5166.7,,,,,,
914,08/16/20 12:30:00,12.304,5166.7,,,,,,
915,08/16/20 13:00:00,12.207,3272.2,,,,,,
916,08/16/20 13:30:00,12.497,6200.0,,,,,,
917,08/16/20 14:00:00,12.497,4133.4,,,,,,
918,08/16/20 14:30:00,12.787,5338.9,,,,,,
919,08/16/20 15:00:00,12.883,5166.7,,,,,,
920,08/16/20 15:30:00,13.173,5166.7,,,,,,
921,08/16/20 16:00:00,13.942,10333.4,,,,,,
922,08/16/20 16:30:00,13.558,6200.0,,,,,,
923,08/16/20 17:00:00,13.076,5338.9,,,,,,
924,08/16/20 17:30:00,12.787,3272.2,,,,,,
925,08/16/20 18:00:00,12.690,1722.2,,,,,,
926,08/16/20 18:30:00,12.690,2325.0,,,,,,
927,08/16/20 19:00:00,12.594,1894.5,,,,,,
928,08/16/20 19:30:00,12.497,1237.9,,,,,,
929,08/16/20 20:00:00,12.401,688.9,,,,,,
930,08/16/20 20:30:00,12.304,344.4,,,,,,
