"Plot Title: MD_e6_5Jun2021"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10517215, SEN S/N: 10517215, LBL: Temp)","Intensity, Lux (LGR S/N: 10517215, SEN S/N: 10517215, LBL: Light)","Coupler Attached (LGR S/N: 10517215)","Host Connected (LGR S/N: 10517215)","Coupler Detached (LGR S/N: 10517215)","Stopped (LGR S/N: 10517215)","End Of File (LGR S/N: 10517215)"
193,06/13/21 13:30:00,8.680,5338.9,,,,,
194,06/13/21 14:30:00,8.382,4477.8,,,,,
195,06/13/21 15:30:00,8.282,4994.5,,,,,
196,06/13/21 16:30:00,8.282,3961.1,,,,,
197,06/13/21 17:30:00,8.182,4822.3,,,,,
198,06/13/21 18:30:00,7.582,3272.2,,,,,
199,06/13/21 19:30:00,7.481,2497.2,,,,,
200,06/13/21 20:30:00,7.381,1130.2,,,,,
201,06/13/21 21:30:00,7.381,731.9,,,,,
202,06/13/21 22:30:00,7.280,290.6,,,,,
203,06/13/21 23:30:00,7.179,96.9,,,,,
204,06/14/21 00:30:00,7.179,53.8,,,,,
205,06/14/21 01:30:00,7.280,64.6,,,,,
206,06/14/21 02:30:00,6.978,75.3,,,,,
207,06/14/21 03:30:00,7.079,150.7,,,,,
208,06/14/21 04:30:00,7.079,301.4,,,,,
209,06/14/21 05:30:00,7.079,2755.6,,,,,
210,06/14/21 06:30:00,7.079,3616.7,,,,,
211,06/14/21 07:30:00,7.079,3961.1,,,,,
212,06/14/21 08:30:00,7.179,5338.9,,,,,
213,06/14/21 09:30:00,7.280,7233.4,,,,,
214,06/14/21 10:30:00,7.381,9644.5,,,,,
215,06/14/21 11:30:00,7.481,15155.7,,,,,
216,06/14/21 12:30:00,7.280,9644.5,,,,,
217,06/14/21 13:30:00,7.481,10677.8,,,,,
218,06/14/21 14:30:00,7.381,8266.7,,,,,
219,06/14/21 15:30:00,7.381,5511.1,,,,,
220,06/14/21 16:30:00,7.582,15844.5,,,,,
221,06/14/21 17:30:00,7.582,26178.0,,,,,
222,06/14/21 18:30:00,7.481,4477.8,,,,,
223,06/14/21 19:30:00,7.381,4305.6,,,,,
224,06/14/21 20:30:00,7.381,5166.7,,,,,
225,06/14/21 21:30:00,7.280,1463.9,,,,,
226,06/14/21 22:30:00,7.179,688.9,,,,,
227,06/14/21 23:30:00,7.179,258.3,,,,,
228,06/15/21 00:30:00,7.079,86.1,,,,,
229,06/15/21 01:30:00,7.079,64.6,,,,,
230,06/15/21 02:30:00,6.978,183.0,,,,,
231,06/15/21 03:30:00,7.079,484.4,,,,,
232,06/15/21 04:30:00,7.179,1054.9,,,,,
233,06/15/21 05:30:00,7.179,1808.3,,,,,
234,06/15/21 06:30:00,7.280,1980.6,,,,,
235,06/15/21 07:30:00,7.481,6544.5,,,,,
236,06/15/21 08:30:00,7.280,6200.0,,,,,
237,06/15/21 09:30:00,7.582,5166.7,,,,,
238,06/15/21 10:30:00,7.882,13089.0,,,,,
239,06/15/21 11:30:00,7.882,12400.1,,,,,
240,06/15/21 12:30:00,8.382,12400.1,,,,,
241,06/15/21 13:30:00,7.682,9644.5,,,,,
242,06/15/21 14:30:00,7.782,16533.4,,,,,
243,06/15/21 15:30:00,8.082,10333.4,,,,,
244,06/15/21 16:30:00,8.082,7577.8,,,,,
245,06/15/21 17:30:00,7.983,4305.6,,,,,
246,06/15/21 18:30:00,7.882,4477.8,,,,,
247,06/15/21 19:30:00,7.882,4305.6,,,,,
248,06/15/21 20:30:00,7.682,1980.6,,,,,
249,06/15/21 21:30:00,7.582,796.5,,,,,
250,06/15/21 22:30:00,7.582,678.1,,,,,
251,06/15/21 23:30:00,7.381,247.6,,,,,
252,06/16/21 00:30:00,7.179,118.4,,,,,
253,06/16/21 01:30:00,7.079,64.6,,,,,
254,06/16/21 02:30:00,6.674,86.1,,,,,
255,06/16/21 03:30:00,6.877,355.2,,,,,
256,06/16/21 04:30:00,6.471,850.4,,,,,
257,06/16/21 05:30:00,6.877,1722.2,,,,,
258,06/16/21 06:30:00,6.775,1377.8,,,,,
259,06/16/21 07:30:00,6.674,3616.7,,,,,
260,06/16/21 08:30:00,6.573,4994.5,,,,,
261,06/16/21 09:30:00,6.268,5511.1,,,,,
262,06/16/21 10:30:00,6.471,9300.1,,,,,
263,06/16/21 11:30:00,7.179,7577.8,,,,,
264,06/16/21 12:30:00,7.079,3961.1,,,,,
265,06/16/21 13:30:00,7.381,5166.7,,,,,
266,06/16/21 14:30:00,7.381,4477.8,,,,,
267,06/16/21 15:30:00,7.179,8611.2,,,,,
268,06/16/21 16:30:00,7.381,7233.4,,,,,
269,06/16/21 17:30:00,7.381,5166.7,,,,,
270,06/16/21 18:30:00,7.179,3272.2,,,,,
271,06/16/21 19:30:00,6.775,2411.1,,,,,
272,06/16/21 20:30:00,6.573,1722.2,,,,,
273,06/16/21 21:30:00,6.573,1808.3,,,,,
274,06/16/21 22:30:00,6.573,731.9,,,,,
275,06/16/21 23:30:00,6.471,172.2,,,,,
276,06/17/21 00:30:00,6.471,53.8,,,,,
277,06/17/21 01:30:00,6.573,43.1,,,,,
278,06/17/21 02:30:00,6.370,107.6,,,,,
279,06/17/21 03:30:00,6.268,215.3,,,,,
280,06/17/21 04:30:00,6.268,721.2,,,,,
281,06/17/21 05:30:00,6.370,2325.0,,,,,
282,06/17/21 06:30:00,6.370,1463.9,,,,,
283,06/17/21 07:30:00,6.370,3444.5,,,,,
284,06/17/21 08:30:00,6.471,4133.4,,,,,
285,06/17/21 09:30:00,6.573,8266.7,,,,,
286,06/17/21 10:30:00,6.674,6200.0,,,,,
