"Plot Title: md_st33_benthic_13Jun19"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10349961, SEN S/N: 10349961, LBL: Temperature)","Intensity, Lux (LGR S/N: 10349961, SEN S/N: 10349961, LBL: Light)","Coupler Attached (LGR S/N: 10349961)","Host Connected (LGR S/N: 10349961)","Stopped (LGR S/N: 10349961)","End Of File (LGR S/N: 10349961)"
492,06/23/19 19:30:00,11.916,516.7,,,,
493,06/23/19 20:00:00,12.013,914.9,,,,
494,06/23/19 20:30:00,12.013,807.3,,,,
495,06/23/19 21:00:00,12.013,635.1,,,,
496,06/23/19 21:30:00,12.013,301.4,,,,
497,06/23/19 22:00:00,12.013,172.2,,,,
498,06/23/19 22:30:00,12.013,129.2,,,,
499,06/23/19 23:00:00,12.013,53.8,,,,
500,06/23/19 23:30:00,12.013,32.3,,,,
501,06/24/19 00:00:00,11.916,10.8,,,,
502,06/24/19 00:30:00,11.916,0.0,,,,
503,06/24/19 01:00:00,11.916,0.0,,,,
504,06/24/19 01:30:00,11.916,0.0,,,,
505,06/24/19 02:00:00,11.916,10.8,,,,
506,06/24/19 02:30:00,11.916,21.5,,,,
507,06/24/19 03:00:00,11.819,32.3,,,,
508,06/24/19 03:30:00,11.819,96.9,,,,
509,06/24/19 04:00:00,11.819,226.0,,,,
510,06/24/19 04:30:00,11.819,204.5,,,,
511,06/24/19 05:00:00,11.819,172.2,,,,
512,06/24/19 05:30:00,11.819,258.3,,,,
513,06/24/19 06:00:00,11.819,387.5,,,,
514,06/24/19 06:30:00,11.819,570.5,,,,
515,06/24/19 07:00:00,11.916,731.9,,,,
516,06/24/19 07:30:00,11.916,1808.3,,,,
517,06/24/19 08:00:00,11.916,882.6,,,,
518,06/24/19 08:30:00,12.110,1980.6,,,,
519,06/24/19 09:00:00,12.013,764.2,,,,
520,06/24/19 09:30:00,12.110,1173.3,,,,
521,06/24/19 10:00:00,12.110,1119.5,,,,
522,06/24/19 10:30:00,12.207,1722.2,,,,
523,06/24/19 11:00:00,12.207,1259.4,,,,
524,06/24/19 11:30:00,12.304,1722.2,,,,
525,06/24/19 12:00:00,12.304,1722.2,,,,
526,06/24/19 12:30:00,12.401,1894.5,,,,
527,06/24/19 13:00:00,12.497,1722.2,,,,
528,06/24/19 13:30:00,12.497,1636.1,,,,
529,06/24/19 14:00:00,12.690,1808.3,,,,
530,06/24/19 14:30:00,12.690,1894.5,,,,
531,06/24/19 15:00:00,12.690,1808.3,,,,
532,06/24/19 15:30:00,12.690,1894.5,,,,
533,06/24/19 16:00:00,12.787,1550.0,,,,
534,06/24/19 16:30:00,12.690,1550.0,,,,
535,06/24/19 17:00:00,12.690,1119.5,,,,
536,06/24/19 17:30:00,12.690,861.1,,,,
537,06/24/19 18:00:00,12.690,936.5,,,,
538,06/24/19 18:30:00,12.787,936.5,,,,
539,06/24/19 19:00:00,12.690,538.2,,,,
540,06/24/19 19:30:00,12.690,333.7,,,,
541,06/24/19 20:00:00,12.690,527.4,,,,
542,06/24/19 20:30:00,12.690,602.8,,,,
543,06/24/19 21:00:00,12.690,86.1,,,,
544,06/24/19 21:30:00,12.690,96.9,,,,
545,06/24/19 22:00:00,12.690,43.1,,,,
546,06/24/19 22:30:00,12.690,43.1,,,,
547,06/24/19 23:00:00,12.690,43.1,,,,
548,06/24/19 23:30:00,12.690,21.5,,,,
549,06/25/19 00:00:00,12.690,0.0,,,,
550,06/25/19 00:30:00,12.690,0.0,,,,
551,06/25/19 01:00:00,12.594,0.0,,,,
552,06/25/19 01:30:00,12.594,0.0,,,,
553,06/25/19 02:00:00,12.594,0.0,,,,
554,06/25/19 02:30:00,12.594,0.0,,,,
555,06/25/19 03:00:00,12.594,10.8,,,,
556,06/25/19 03:30:00,12.594,21.5,,,,
557,06/25/19 04:00:00,12.497,53.8,,,,
558,06/25/19 04:30:00,12.594,150.7,,,,
559,06/25/19 05:00:00,12.594,279.9,,,,
560,06/25/19 05:30:00,12.594,387.5,,,,
561,06/25/19 06:00:00,12.497,409.0,,,,
562,06/25/19 06:30:00,12.497,861.1,,,,
563,06/25/19 07:00:00,12.497,688.9,,,,
564,06/25/19 07:30:00,12.497,818.1,,,,
565,06/25/19 08:00:00,12.497,785.8,,,,
566,06/25/19 08:30:00,12.594,1173.3,,,,
567,06/25/19 09:00:00,12.594,1356.3,,,,
568,06/25/19 09:30:00,12.594,1377.8,,,,
569,06/25/19 10:00:00,12.883,1463.9,,,,
570,06/25/19 10:30:00,12.690,1184.0,,,,
571,06/25/19 11:00:00,12.594,818.1,,,,
572,06/25/19 11:30:00,12.594,688.9,,,,
573,06/25/19 12:00:00,12.690,1894.5,,,,
574,06/25/19 12:30:00,12.980,8266.7,,,,
575,06/25/19 13:00:00,12.883,2497.2,,,,
576,06/25/19 13:30:00,12.883,4305.6,,,,
577,06/25/19 14:00:00,12.980,9300.1,,,,
578,06/25/19 14:30:00,13.173,6544.5,,,,
579,06/25/19 15:00:00,13.269,6200.0,,,,
580,06/25/19 15:30:00,13.269,4477.8,,,,
581,06/25/19 16:00:00,13.269,4305.6,,,,
582,06/25/19 16:30:00,13.269,775.0,,,,
583,06/25/19 17:00:00,13.269,3961.1,,,,
584,06/25/19 17:30:00,13.365,4133.4,,,,
585,06/25/19 18:00:00,13.461,4477.8,,,,
586,06/25/19 18:30:00,13.365,1377.8,,,,
587,06/25/19 19:00:00,13.365,2755.6,,,,
588,06/25/19 19:30:00,13.365,990.3,,,,
589,06/25/19 20:00:00,13.365,2238.9,,,,
590,06/25/19 20:30:00,13.269,1550.0,,,,
591,06/25/19 21:00:00,13.269,1162.5,,,,
592,06/25/19 21:30:00,13.269,861.1,,,,
593,06/25/19 22:00:00,13.269,570.5,,,,
594,06/25/19 22:30:00,13.269,344.4,,,,
595,06/25/19 23:00:00,13.269,215.3,,,,
596,06/25/19 23:30:00,13.173,118.4,,,,
597,06/26/19 00:00:00,13.173,53.8,,,,
598,06/26/19 00:30:00,13.173,32.3,,,,
599,06/26/19 01:00:00,13.076,21.5,,,,
600,06/26/19 01:30:00,13.076,21.5,,,,
601,06/26/19 02:00:00,13.076,21.5,,,,
602,06/26/19 02:30:00,13.076,32.3,,,,
603,06/26/19 03:00:00,12.980,75.3,,,,
604,06/26/19 03:30:00,12.980,129.2,,,,
605,06/26/19 04:00:00,12.980,215.3,,,,
606,06/26/19 04:30:00,12.980,301.4,,,,
607,06/26/19 05:00:00,12.980,850.4,,,,
608,06/26/19 05:30:00,12.980,1377.8,,,,
609,06/26/19 06:00:00,12.980,1463.9,,,,
610,06/26/19 06:30:00,12.980,1808.3,,,,
611,06/26/19 07:00:00,13.076,2066.7,,,,
612,06/26/19 07:30:00,13.076,2497.2,,,,
613,06/26/19 08:00:00,13.173,3444.5,,,,
614,06/26/19 08:30:00,13.173,3961.1,,,,
615,06/26/19 09:00:00,13.269,4305.6,,,,
616,06/26/19 09:30:00,13.269,5511.1,,,,
617,06/26/19 10:00:00,13.365,5338.9,,,,
618,06/26/19 10:30:00,13.461,5166.7,,,,
619,06/26/19 11:00:00,13.558,7233.4,,,,
620,06/26/19 11:30:00,13.558,6200.0,,,,
621,06/26/19 12:00:00,13.654,7233.4,,,,
622,06/26/19 12:30:00,13.750,6544.5,,,,
623,06/26/19 13:00:00,13.846,10333.4,,,,
624,06/26/19 13:30:00,13.942,6544.5,,,,
625,06/26/19 14:00:00,13.846,9300.1,,,,
626,06/26/19 14:30:00,13.846,2755.6,,,,
627,06/26/19 15:00:00,13.942,6200.0,,,,
628,06/26/19 15:30:00,13.846,3444.5,,,,
629,06/26/19 16:00:00,13.942,3961.1,,,,
630,06/26/19 16:30:00,13.942,4133.4,,,,
631,06/26/19 17:00:00,13.942,5166.7,,,,
632,06/26/19 17:30:00,13.942,4822.3,,,,
633,06/26/19 18:00:00,13.942,3100.0,,,,
634,06/26/19 18:30:00,13.942,3961.1,,,,
635,06/26/19 19:00:00,14.038,4994.5,,,,
636,06/26/19 19:30:00,14.038,3788.9,,,,
637,06/26/19 20:00:00,13.942,2927.8,,,,
638,06/26/19 20:30:00,13.942,2238.9,,,,
639,06/26/19 21:00:00,13.942,1044.1,,,,
640,06/26/19 21:30:00,13.846,592.0,,,,
641,06/26/19 22:00:00,13.846,592.0,,,,
642,06/26/19 22:30:00,13.846,344.4,,,,
643,06/26/19 23:00:00,13.846,258.3,,,,
644,06/26/19 23:30:00,13.942,129.2,,,,
645,06/27/19 00:00:00,13.942,64.6,,,,
646,06/27/19 00:30:00,13.942,32.3,,,,
647,06/27/19 01:00:00,13.942,21.5,,,,
648,06/27/19 01:30:00,13.846,32.3,,,,
649,06/27/19 02:00:00,13.846,43.1,,,,
650,06/27/19 02:30:00,13.846,32.3,,,,
651,06/27/19 03:00:00,13.750,43.1,,,,
652,06/27/19 03:30:00,13.750,86.1,,,,
653,06/27/19 04:00:00,13.654,204.5,,,,
654,06/27/19 04:30:00,13.654,312.2,,,,
655,06/27/19 05:00:00,13.654,269.1,,,,
656,06/27/19 05:30:00,13.654,775.0,,,,
657,06/27/19 06:00:00,13.750,753.5,,,,
658,06/27/19 06:30:00,13.750,1463.9,,,,
659,06/27/19 07:00:00,13.846,1011.8,,,,
660,06/27/19 07:30:00,13.942,1367.0,,,,
661,06/27/19 08:00:00,13.942,1291.7,,,,
662,06/27/19 08:30:00,13.942,904.2,,,,
663,06/27/19 09:00:00,14.038,3616.7,,,,
664,06/27/19 09:30:00,14.038,2755.6,,,,
665,06/27/19 10:00:00,14.038,2411.1,,,,
666,06/27/19 10:30:00,14.134,2238.9,,,,
667,06/27/19 11:00:00,14.134,2152.8,,,,
668,06/27/19 11:30:00,14.134,2411.1,,,,
669,06/27/19 12:00:00,14.134,2755.6,,,,
670,06/27/19 12:30:00,14.134,4822.3,,,,
671,06/27/19 13:00:00,14.134,4822.3,,,,
672,06/27/19 13:30:00,14.230,5338.9,,,,
673,06/27/19 14:00:00,14.325,5511.1,,,,
674,06/27/19 14:30:00,14.517,7233.4,,,,
675,06/27/19 15:00:00,14.517,5166.7,,,,
676,06/27/19 15:30:00,14.613,4650.0,,,,
677,06/27/19 16:00:00,14.613,2152.8,,,,
678,06/27/19 16:30:00,14.613,2583.4,,,,
679,06/27/19 17:00:00,14.613,2927.8,,,,
680,06/27/19 17:30:00,14.613,2927.8,,,,
681,06/27/19 18:00:00,14.517,2927.8,,,,
682,06/27/19 18:30:00,14.613,2755.6,,,,
683,06/27/19 19:00:00,14.517,2066.7,,,,
684,06/27/19 19:30:00,14.517,2497.2,,,,
685,06/27/19 20:00:00,14.517,1808.3,,,,
686,06/27/19 20:30:00,14.421,656.6,,,,
687,06/27/19 21:00:00,14.421,602.8,,,,
688,06/27/19 21:30:00,14.421,430.6,,,,
689,06/27/19 22:00:00,14.421,96.9,,,,
690,06/27/19 22:30:00,14.421,43.1,,,,
691,06/27/19 23:00:00,14.421,21.5,,,,
692,06/27/19 23:30:00,14.421,10.8,,,,
693,06/28/19 00:00:00,14.421,0.0,,,,
694,06/28/19 00:30:00,14.421,0.0,,,,
695,06/28/19 01:00:00,14.421,0.0,,,,
696,06/28/19 01:30:00,14.421,0.0,,,,
697,06/28/19 02:00:00,14.421,21.5,,,,
698,06/28/19 02:30:00,14.421,21.5,,,,
699,06/28/19 03:00:00,14.421,10.8,,,,
700,06/28/19 03:30:00,14.421,10.8,,,,
701,06/28/19 04:00:00,14.421,43.1,,,,
702,06/28/19 04:30:00,14.421,107.6,,,,
703,06/28/19 05:00:00,14.325,139.9,,,,
704,06/28/19 05:30:00,14.325,549.0,,,,
705,06/28/19 06:00:00,14.325,581.3,,,,
706,06/28/19 06:30:00,14.325,1636.1,,,,
707,06/28/19 07:00:00,14.421,3100.0,,,,
708,06/28/19 07:30:00,14.325,1636.1,,,,
709,06/28/19 08:00:00,14.421,2755.6,,,,
710,06/28/19 08:30:00,14.421,2066.7,,,,
711,06/28/19 09:00:00,14.517,5338.9,,,,
712,06/28/19 09:30:00,14.613,5166.7,,,,
713,06/28/19 10:00:00,14.517,1894.5,,,,
714,06/28/19 10:30:00,14.804,6544.5,,,,
715,06/28/19 11:00:00,14.900,5511.1,,,,
716,06/28/19 11:30:00,14.804,3616.7,,,,
717,06/28/19 12:00:00,14.900,3444.5,,,,
718,06/28/19 12:30:00,14.996,9300.1,,,,
719,06/28/19 13:00:00,15.187,12400.1,,,,
720,06/28/19 13:30:00,14.996,5511.1,,,,
721,06/28/19 14:00:00,15.091,5166.7,,,,
722,06/28/19 14:30:00,15.187,8611.2,,,,
723,06/28/19 15:00:00,14.996,2152.8,,,,
724,06/28/19 15:30:00,14.996,2152.8,,,,
725,06/28/19 16:00:00,14.996,1894.5,,,,
726,06/28/19 16:30:00,15.091,3961.1,,,,
727,06/28/19 17:00:00,15.091,3961.1,,,,
728,06/28/19 17:30:00,15.282,5511.1,,,,
729,06/28/19 18:00:00,15.187,3616.7,,,,
730,06/28/19 18:30:00,15.091,1270.1,,,,
731,06/28/19 19:00:00,15.091,2497.2,,,,
732,06/28/19 19:30:00,15.091,2066.7,,,,
733,06/28/19 20:00:00,14.996,1044.1,,,,
734,06/28/19 20:30:00,14.996,1151.7,,,,
735,06/28/19 21:00:00,14.996,279.9,,,,
736,06/28/19 21:30:00,14.900,333.7,,,,
737,06/28/19 22:00:00,14.900,150.7,,,,
738,06/28/19 22:30:00,14.900,118.4,,,,
739,06/28/19 23:00:00,14.804,96.9,,,,
740,06/28/19 23:30:00,14.804,75.3,,,,
741,06/29/19 00:00:00,14.804,10.8,,,,
742,06/29/19 00:30:00,14.804,32.3,,,,
743,06/29/19 01:00:00,14.804,10.8,,,,
744,06/29/19 01:30:00,14.709,0.0,,,,
745,06/29/19 02:00:00,14.709,21.5,,,,
746,06/29/19 02:30:00,14.709,53.8,,,,
747,06/29/19 03:00:00,14.709,75.3,,,,
748,06/29/19 03:30:00,14.709,183.0,,,,
749,06/29/19 04:00:00,14.613,161.5,,,,
750,06/29/19 04:30:00,14.613,322.9,,,,
751,06/29/19 05:00:00,14.613,236.8,,,,
752,06/29/19 05:30:00,14.613,936.5,,,,
753,06/29/19 06:00:00,14.613,1894.5,,,,
754,06/29/19 06:30:00,14.613,1216.3,,,,
755,06/29/19 07:00:00,14.613,1980.6,,,,
756,06/29/19 07:30:00,14.613,1894.5,,,,
757,06/29/19 08:00:00,14.517,1151.7,,,,
758,06/29/19 08:30:00,14.517,1097.9,,,,
759,06/29/19 09:00:00,14.517,2411.1,,,,
760,06/29/19 09:30:00,14.517,2583.4,,,,
761,06/29/19 10:00:00,14.613,5166.7,,,,
762,06/29/19 10:30:00,14.613,4133.4,,,,
763,06/29/19 11:00:00,14.517,3961.1,,,,
764,06/29/19 11:30:00,14.613,4822.3,,,,
765,06/29/19 12:00:00,14.517,3100.0,,,,
766,06/29/19 12:30:00,14.517,3444.5,,,,
767,06/29/19 13:00:00,14.517,2669.5,,,,
768,06/29/19 13:30:00,14.421,1550.0,,,,
769,06/29/19 14:00:00,14.421,1550.0,,,,
770,06/29/19 14:30:00,14.421,2152.8,,,,
771,06/29/19 15:00:00,14.325,1808.3,,,,
772,06/29/19 15:30:00,14.325,1894.5,,,,
773,06/29/19 16:00:00,14.325,1550.0,,,,
774,06/29/19 16:30:00,14.325,1463.9,,,,
775,06/29/19 17:00:00,14.325,1227.1,,,,
776,06/29/19 17:30:00,14.230,1894.5,,,,
777,06/29/19 18:00:00,14.230,1722.2,,,,
778,06/29/19 18:30:00,14.230,1076.4,,,,
779,06/29/19 19:00:00,14.134,1550.0,,,,
780,06/29/19 19:30:00,14.134,1001.0,,,,
781,06/29/19 20:00:00,14.038,828.8,,,,
782,06/29/19 20:30:00,14.038,1108.7,,,,
783,06/29/19 21:00:00,14.038,775.0,,,,
784,06/29/19 21:30:00,13.942,1054.9,,,,
785,06/29/19 22:00:00,13.942,570.5,,,,
786,06/29/19 22:30:00,13.846,226.0,,,,
787,06/29/19 23:00:00,13.846,75.3,,,,
788,06/29/19 23:30:00,13.846,21.5,,,,
789,06/30/19 00:00:00,13.750,21.5,,,,
790,06/30/19 00:30:00,13.654,0.0,,,,
791,06/30/19 01:00:00,13.654,0.0,,,,
792,06/30/19 01:30:00,13.558,0.0,,,,
793,06/30/19 02:00:00,13.461,0.0,,,,
794,06/30/19 02:30:00,13.461,53.8,,,,
795,06/30/19 03:00:00,13.365,75.3,,,,
796,06/30/19 03:30:00,13.365,53.8,,,,
797,06/30/19 04:00:00,13.269,204.5,,,,
798,06/30/19 04:30:00,13.269,258.3,,,,
799,06/30/19 05:00:00,13.269,538.2,,,,
800,06/30/19 05:30:00,13.269,549.0,,,,
801,06/30/19 06:00:00,13.173,893.4,,,,
802,06/30/19 06:30:00,13.173,1065.6,,,,
803,06/30/19 07:00:00,13.173,1722.2,,,,
804,06/30/19 07:30:00,13.173,1894.5,,,,
805,06/30/19 08:00:00,13.173,2927.8,,,,
806,06/30/19 08:30:00,13.269,4994.5,,,,
807,06/30/19 09:00:00,13.173,2927.8,,,,
808,06/30/19 09:30:00,13.269,5511.1,,,,
809,06/30/19 10:00:00,13.269,6200.0,,,,
810,06/30/19 10:30:00,13.269,4650.0,,,,
811,06/30/19 11:00:00,13.173,4133.4,,,,
812,06/30/19 11:30:00,13.173,3616.7,,,,
813,06/30/19 12:00:00,13.365,9300.1,,,,
814,06/30/19 12:30:00,13.269,3444.5,,,,
815,06/30/19 13:00:00,13.269,8266.7,,,,
816,06/30/19 13:30:00,13.269,4477.8,,,,
817,06/30/19 14:00:00,13.269,5166.7,,,,
818,06/30/19 14:30:00,13.269,3616.7,,,,
819,06/30/19 15:00:00,13.269,4822.3,,,,
820,06/30/19 15:30:00,13.269,2927.8,,,,
821,06/30/19 16:00:00,13.269,2927.8,,,,
822,06/30/19 16:30:00,13.269,2152.8,,,,
823,06/30/19 17:00:00,13.269,3100.0,,,,
824,06/30/19 17:30:00,13.173,2927.8,,,,
825,06/30/19 18:00:00,13.173,2325.0,,,,
826,06/30/19 18:30:00,13.173,3961.1,,,,
827,06/30/19 19:00:00,13.076,1463.9,,,,
828,06/30/19 19:30:00,13.076,2755.6,,,,
829,06/30/19 20:00:00,12.980,1087.2,,,,
830,06/30/19 20:30:00,12.883,419.8,,,,
831,06/30/19 21:00:00,12.883,527.4,,,,
832,06/30/19 21:30:00,12.883,366.0,,,,
833,06/30/19 22:00:00,12.690,258.3,,,,
834,06/30/19 22:30:00,12.690,193.8,,,,
835,06/30/19 23:00:00,12.690,86.1,,,,
836,06/30/19 23:30:00,12.594,53.8,,,,
837,07/01/19 00:00:00,12.594,21.5,,,,
838,07/01/19 00:30:00,12.497,0.0,,,,
839,07/01/19 01:00:00,12.497,0.0,,,,
840,07/01/19 01:30:00,12.497,0.0,,,,
841,07/01/19 02:00:00,12.497,10.8,,,,
842,07/01/19 02:30:00,12.401,32.3,,,,
843,07/01/19 03:00:00,12.304,53.8,,,,
844,07/01/19 03:30:00,12.304,86.1,,,,
845,07/01/19 04:00:00,12.304,172.2,,,,
846,07/01/19 04:30:00,12.304,322.9,,,,
847,07/01/19 05:00:00,12.304,602.8,,,,
848,07/01/19 05:30:00,12.207,721.2,,,,
849,07/01/19 06:00:00,12.207,947.2,,,,
850,07/01/19 06:30:00,12.207,839.6,,,,
851,07/01/19 07:00:00,12.207,1550.0,,,,
852,07/01/19 07:30:00,12.207,1377.8,,,,
853,07/01/19 08:00:00,12.110,1291.7,,,,
854,07/01/19 08:30:00,12.207,2238.9,,,,
855,07/01/19 09:00:00,12.304,2755.6,,,,
856,07/01/19 09:30:00,12.401,4133.4,,,,
857,07/01/19 10:00:00,12.401,4822.3,,,,
858,07/01/19 10:30:00,12.304,3100.0,,,,
859,07/01/19 11:00:00,12.497,5511.1,,,,
860,07/01/19 11:30:00,12.304,2238.9,,,,
861,07/01/19 12:00:00,12.401,6200.0,,,,
862,07/01/19 12:30:00,12.401,3788.9,,,,
863,07/01/19 13:00:00,12.594,3961.1,,,,
864,07/01/19 13:30:00,12.594,10333.4,,,,
865,07/01/19 14:00:00,12.594,5338.9,,,,
866,07/01/19 14:30:00,12.497,4305.6,,,,
867,07/01/19 15:00:00,12.497,3100.0,,,,
868,07/01/19 15:30:00,12.401,2238.9,,,,
869,07/01/19 16:00:00,12.497,5511.1,,,,
870,07/01/19 16:30:00,12.401,5166.7,,,,
871,07/01/19 17:00:00,12.304,2497.2,,,,
872,07/01/19 17:30:00,12.304,2755.6,,,,
873,07/01/19 18:00:00,12.207,1463.9,,,,
874,07/01/19 18:30:00,12.207,1980.6,,,,
875,07/01/19 19:00:00,12.110,1259.4,,,,
876,07/01/19 19:30:00,12.110,914.9,,,,
877,07/01/19 20:00:00,12.013,1377.8,,,,
878,07/01/19 20:30:00,12.013,1119.5,,,,
879,07/01/19 21:00:00,12.013,645.8,,,,
880,07/01/19 21:30:00,11.916,656.6,,,,
881,07/01/19 22:00:00,11.916,538.2,,,,
882,07/01/19 22:30:00,11.819,215.3,,,,
883,07/01/19 23:00:00,11.819,107.6,,,,
884,07/01/19 23:30:00,11.722,64.6,,,,
885,07/02/19 00:00:00,11.722,32.3,,,,
886,07/02/19 00:30:00,11.625,10.8,,,,
887,07/02/19 01:00:00,11.625,10.8,,,,
888,07/02/19 01:30:00,11.625,10.8,,,,
889,07/02/19 02:00:00,11.722,10.8,,,,
890,07/02/19 02:30:00,11.625,21.5,,,,
891,07/02/19 03:00:00,11.625,21.5,,,,
892,07/02/19 03:30:00,11.528,32.3,,,,
893,07/02/19 04:00:00,11.528,75.3,,,,
894,07/02/19 04:30:00,11.528,193.8,,,,
895,07/02/19 05:00:00,11.528,441.3,,,,
896,07/02/19 05:30:00,11.528,344.4,,,,
897,07/02/19 06:00:00,11.625,419.8,,,,
898,07/02/19 06:30:00,11.722,538.2,,,,
899,07/02/19 07:00:00,11.819,1636.1,,,,
900,07/02/19 07:30:00,11.819,2066.7,,,,
901,07/02/19 08:00:00,11.722,2583.4,,,,
902,07/02/19 08:30:00,11.722,1054.9,,,,
903,07/02/19 09:00:00,11.722,2325.0,,,,
904,07/02/19 09:30:00,11.722,2411.1,,,,
905,07/02/19 10:00:00,11.819,2583.4,,,,
906,07/02/19 10:30:00,11.819,3100.0,,,,
907,07/02/19 11:00:00,11.819,3444.5,,,,
908,07/02/19 11:30:00,11.819,3616.7,,,,
909,07/02/19 12:00:00,11.722,2411.1,,,,
910,07/02/19 12:30:00,11.819,3272.2,,,,
911,07/02/19 13:00:00,11.819,3272.2,,,,
912,07/02/19 13:30:00,11.916,5166.7,,,,
913,07/02/19 14:00:00,11.916,3616.7,,,,
914,07/02/19 14:30:00,12.013,5166.7,,,,
915,07/02/19 15:00:00,12.013,6544.5,,,,
916,07/02/19 15:30:00,12.013,5166.7,,,,
917,07/02/19 16:00:00,12.013,3788.9,,,,
918,07/02/19 16:30:00,12.110,6200.0,,,,
919,07/02/19 17:00:00,12.013,2755.6,,,,
920,07/02/19 17:30:00,12.013,1980.6,,,,
921,07/02/19 18:00:00,12.110,3961.1,,,,
922,07/02/19 18:30:00,12.013,3444.5,,,,
923,07/02/19 19:00:00,12.013,2755.6,,,,
924,07/02/19 19:30:00,11.916,2066.7,,,,
925,07/02/19 20:00:00,11.916,1636.1,,,,
926,07/02/19 20:30:00,11.819,1194.8,,,,
927,07/02/19 21:00:00,11.819,914.9,,,,
928,07/02/19 21:30:00,11.722,602.8,,,,
929,07/02/19 22:00:00,11.722,419.8,,,,
930,07/02/19 22:30:00,11.722,236.8,,,,
931,07/02/19 23:00:00,11.722,129.2,,,,
932,07/02/19 23:30:00,11.625,86.1,,,,
933,07/03/19 00:00:00,11.625,43.1,,,,
934,07/03/19 00:30:00,11.528,21.5,,,,
935,07/03/19 01:00:00,11.528,21.5,,,,
936,07/03/19 01:30:00,11.528,21.5,,,,
937,07/03/19 02:00:00,11.431,32.3,,,,
938,07/03/19 02:30:00,11.431,64.6,,,,
939,07/03/19 03:00:00,11.431,107.6,,,,
940,07/03/19 03:30:00,11.334,193.8,,,,
941,07/03/19 04:00:00,11.334,322.9,,,,
942,07/03/19 04:30:00,11.334,559.7,,,,
943,07/03/19 05:00:00,11.334,947.2,,,,
944,07/03/19 05:30:00,11.139,947.2,,,,
945,07/03/19 06:00:00,11.139,1216.3,,,,
946,07/03/19 06:30:00,11.139,1980.6,,,,
947,07/03/19 07:00:00,11.139,1980.6,,,,
948,07/03/19 07:30:00,11.139,2497.2,,,,
949,07/03/19 08:00:00,11.139,2927.8,,,,
950,07/03/19 08:30:00,11.334,3100.0,,,,
951,07/03/19 09:00:00,11.236,3444.5,,,,
952,07/03/19 09:30:00,11.236,4133.4,,,,
953,07/03/19 10:00:00,11.139,2669.5,,,,
954,07/03/19 10:30:00,11.334,3961.1,,,,
955,07/03/19 11:00:00,11.334,4477.8,,,,
956,07/03/19 11:30:00,11.431,4133.4,,,,
957,07/03/19 12:00:00,11.528,5511.1,,,,
958,07/03/19 12:30:00,11.722,5511.1,,,,
959,07/03/19 13:00:00,11.625,4994.5,,,,
960,07/03/19 13:30:00,11.528,4822.3,,,,
961,07/03/19 14:00:00,11.722,7233.4,,,,
962,07/03/19 14:30:00,11.722,3788.9,,,,
963,07/03/19 15:00:00,11.722,5511.1,,,,
964,07/03/19 15:30:00,11.625,3616.7,,,,
965,07/03/19 16:00:00,11.819,9300.1,,,,
966,07/03/19 16:30:00,11.528,2325.0,,,,
967,07/03/19 17:00:00,11.431,1980.6,,,,
968,07/03/19 17:30:00,11.819,2411.1,,,,
969,07/03/19 18:00:00,12.110,1980.6,,,,
970,07/03/19 18:30:00,12.207,2152.8,,,,
971,07/03/19 19:00:00,12.207,1636.1,,,,
972,07/03/19 19:30:00,12.207,1463.9,,,,
973,07/03/19 20:00:00,12.110,775.0,,,,
974,07/03/19 20:30:00,12.110,527.4,,,,
975,07/03/19 21:00:00,12.110,301.4,,,,
976,07/03/19 21:30:00,12.110,161.5,,,,
977,07/03/19 22:00:00,12.110,107.6,,,,
978,07/03/19 22:30:00,12.013,10.8,,,,
979,07/03/19 23:00:00,12.013,0.0,,,,
980,07/03/19 23:30:00,11.916,10.8,,,,
981,07/04/19 00:00:00,11.916,10.8,,,,
982,07/04/19 00:30:00,11.916,0.0,,,,
983,07/04/19 01:00:00,11.916,0.0,,,,
984,07/04/19 01:30:00,11.819,0.0,,,,
985,07/04/19 02:00:00,11.819,0.0,,,,
986,07/04/19 02:30:00,11.819,10.8,,,,
987,07/04/19 03:00:00,11.722,32.3,,,,
988,07/04/19 03:30:00,11.722,53.8,,,,
989,07/04/19 04:00:00,11.722,129.2,,,,
990,07/04/19 04:30:00,11.625,516.7,,,,
991,07/04/19 05:00:00,11.625,538.2,,,,
992,07/04/19 05:30:00,11.722,1151.7,,,,
993,07/04/19 06:00:00,11.722,958.0,,,,
994,07/04/19 06:30:00,11.819,1636.1,,,,
995,07/04/19 07:00:00,11.819,2325.0,,,,
996,07/04/19 07:30:00,11.916,3788.9,,,,
997,07/04/19 08:00:00,12.013,2755.6,,,,
998,07/04/19 08:30:00,11.916,2325.0,,,,
999,07/04/19 09:00:00,11.916,2583.4,,,,
1000,07/04/19 09:30:00,11.916,2927.8,,,,
1001,07/04/19 10:00:00,11.916,1894.5,,,,
1002,07/04/19 10:30:00,12.013,3100.0,,,,
1003,07/04/19 11:00:00,11.916,2066.7,,,,
1004,07/04/19 11:30:00,11.916,2325.0,,,,
1005,07/04/19 12:00:00,12.110,5338.9,,,,
1006,07/04/19 12:30:00,12.110,7577.8,,,,
1007,07/04/19 13:00:00,12.013,2755.6,,,,
1008,07/04/19 13:30:00,12.401,9644.5,,,,
1009,07/04/19 14:00:00,12.594,7233.4,,,,
1010,07/04/19 14:30:00,12.497,1808.3,,,,
