"Plot Title: e3_1m_19Jun221"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10419460, SEN S/N: 10419460, LBL: temp)","Intensity, Lux (LGR S/N: 10419460, SEN S/N: 10419460, LBL: light)","Coupler Attached (LGR S/N: 10419460)","Stopped (LGR S/N: 10419460)","End Of File (LGR S/N: 10419460)"
513,07/10/21 18:00:00,18.711,3788.9,,,
514,07/10/21 19:00:00,18.616,2238.9,,,
515,07/10/21 20:00:00,18.521,1216.3,,,
516,07/10/21 21:00:00,18.426,236.8,,,
517,07/10/21 22:00:00,18.331,269.1,,,
518,07/10/21 23:00:00,18.331,86.1,,,
519,07/11/21 00:00:00,18.140,0.0,,,
520,07/11/21 01:00:00,18.045,0.0,,,
521,07/11/21 02:00:00,18.045,0.0,,,
522,07/11/21 03:00:00,17.950,21.5,,,
523,07/11/21 04:00:00,18.045,75.3,,,
524,07/11/21 05:00:00,17.950,269.1,,,
525,07/11/21 06:00:00,17.950,635.1,,,
526,07/11/21 07:00:00,17.950,904.2,,,
527,07/11/21 08:00:00,17.950,1894.5,,,
528,07/11/21 09:00:00,18.045,2152.8,,,
529,07/11/21 10:00:00,18.140,3616.7,,,
530,07/11/21 11:00:00,18.331,4133.4,,,
531,07/11/21 12:00:00,18.426,4822.3,,,
532,07/11/21 13:00:00,18.616,4994.5,,,
533,07/11/21 14:00:00,18.806,5338.9,,,
534,07/11/21 15:00:00,18.996,4994.5,,,
535,07/11/21 16:00:00,19.092,4477.8,,,
536,07/11/21 17:00:00,18.996,5166.7,,,
537,07/11/21 18:00:00,18.901,3616.7,,,
538,07/11/21 19:00:00,18.806,2238.9,,,
539,07/11/21 20:00:00,18.711,1463.9,,,
540,07/11/21 21:00:00,18.711,559.7,,,
541,07/11/21 22:00:00,18.616,258.3,,,
542,07/11/21 23:00:00,18.521,75.3,,,
543,07/12/21 00:00:00,18.426,10.8,,,
544,07/12/21 01:00:00,18.426,0.0,,,
545,07/12/21 02:00:00,18.236,0.0,,,
546,07/12/21 03:00:00,18.236,32.3,,,
547,07/12/21 04:00:00,18.140,139.9,,,
548,07/12/21 05:00:00,18.045,355.2,,,
549,07/12/21 06:00:00,18.140,785.8,,,
550,07/12/21 07:00:00,18.331,904.2,,,
551,07/12/21 08:00:00,18.331,1980.6,,,
552,07/12/21 09:00:00,18.331,3272.2,,,
553,07/12/21 10:00:00,18.426,3961.1,,,
554,07/12/21 11:00:00,18.521,3961.1,,,
555,07/12/21 12:00:00,18.616,4305.6,,,
556,07/12/21 13:00:00,18.711,5166.7,,,
557,07/12/21 14:00:00,18.521,2927.8,,,
558,07/12/21 15:00:00,18.521,2583.4,,,
559,07/12/21 16:00:00,18.806,1550.0,,,
560,07/12/21 17:00:00,18.806,5338.9,,,
561,07/12/21 18:00:00,18.711,2238.9,,,
562,07/12/21 19:00:00,18.711,2583.4,,,
563,07/12/21 20:00:00,18.616,613.5,,,
564,07/12/21 21:00:00,18.616,344.4,,,
565,07/12/21 22:00:00,18.521,107.6,,,
566,07/12/21 23:00:00,18.521,10.8,,,
567,07/13/21 00:00:00,18.521,0.0,,,
568,07/13/21 01:00:00,18.426,0.0,,,
569,07/13/21 02:00:00,18.426,0.0,,,
570,07/13/21 03:00:00,18.426,0.0,,,
571,07/13/21 04:00:00,18.331,53.8,,,
572,07/13/21 05:00:00,18.331,193.8,,,
573,07/13/21 06:00:00,18.236,710.4,,,
574,07/13/21 07:00:00,18.140,1248.6,,,
575,07/13/21 08:00:00,18.140,1377.8,,,
576,07/13/21 09:00:00,18.236,1076.4,,,
577,07/13/21 10:00:00,18.236,850.4,,,
578,07/13/21 11:00:00,18.331,3788.9,,,
579,07/13/21 12:00:00,18.426,4477.8,,,
580,07/13/21 13:00:00,18.426,3788.9,,,
581,07/13/21 14:00:00,18.426,3444.5,,,
582,07/13/21 15:00:00,18.521,1248.6,,,
583,07/13/21 16:00:00,18.616,4133.4,,,
584,07/13/21 17:00:00,18.616,2927.8,,,
585,07/13/21 18:00:00,18.616,1722.2,,,
586,07/13/21 19:00:00,18.616,1463.9,,,
587,07/13/21 20:00:00,18.521,441.3,,,
588,07/13/21 21:00:00,18.426,333.7,,,
589,07/13/21 22:00:00,18.331,139.9,,,
590,07/13/21 23:00:00,18.140,0.0,,,
591,07/14/21 00:00:00,18.045,0.0,,,
592,07/14/21 01:00:00,17.950,0.0,,,
593,07/14/21 02:00:00,17.855,0.0,,,
594,07/14/21 03:00:00,17.760,0.0,,,
595,07/14/21 04:00:00,17.665,32.3,,,
596,07/14/21 05:00:00,17.570,150.7,,,
597,07/14/21 06:00:00,17.475,172.2,,,
598,07/14/21 07:00:00,17.379,387.5,,,
599,07/14/21 08:00:00,17.284,688.9,,,
600,07/14/21 09:00:00,17.284,882.6,,,
601,07/14/21 10:00:00,17.284,1054.9,,,
602,07/14/21 11:00:00,17.284,1280.9,,,
603,07/14/21 12:00:00,17.284,1463.9,,,
604,07/14/21 13:00:00,17.379,882.6,,,
605,07/14/21 14:00:00,17.284,710.4,,,
606,07/14/21 15:00:00,17.189,742.7,,,
607,07/14/21 16:00:00,17.189,1141.0,,,
608,07/14/21 17:00:00,17.189,1291.7,,,
609,07/14/21 18:00:00,17.189,947.2,,,
610,07/14/21 19:00:00,17.189,645.8,,,
611,07/14/21 20:00:00,17.189,484.4,,,
612,07/14/21 21:00:00,17.094,161.5,,,
613,07/14/21 22:00:00,17.094,32.3,,,
614,07/14/21 23:00:00,16.999,0.0,,,
615,07/15/21 00:00:00,16.903,0.0,,,
616,07/15/21 01:00:00,16.903,0.0,,,
617,07/15/21 02:00:00,16.808,0.0,,,
618,07/15/21 03:00:00,16.808,0.0,,,
619,07/15/21 04:00:00,16.713,32.3,,,
620,07/15/21 05:00:00,16.618,269.1,,,
621,07/15/21 06:00:00,16.523,462.9,,,
622,07/15/21 07:00:00,16.523,1044.1,,,
623,07/15/21 08:00:00,16.427,839.6,,,
624,07/15/21 09:00:00,16.332,269.1,,,
625,07/15/21 10:00:00,16.332,1151.7,,,
626,07/15/21 11:00:00,16.332,1808.3,,,
627,07/15/21 12:00:00,16.332,1550.0,,,
628,07/15/21 13:00:00,16.332,1345.5,,,
629,07/15/21 14:00:00,16.427,1550.0,,,
630,07/15/21 15:00:00,16.523,968.8,,,
631,07/15/21 16:00:00,16.523,1194.8,,,
632,07/15/21 17:00:00,16.618,1001.0,,,
633,07/15/21 18:00:00,16.618,656.6,,,
634,07/15/21 19:00:00,16.618,290.6,,,
635,07/15/21 20:00:00,16.523,172.2,,,
636,07/15/21 21:00:00,16.523,86.1,,,
637,07/15/21 22:00:00,16.427,0.0,,,
638,07/15/21 23:00:00,16.332,0.0,,,
639,07/16/21 00:00:00,16.237,0.0,,,
640,07/16/21 01:00:00,16.141,0.0,,,
641,07/16/21 02:00:00,16.046,0.0,,,
642,07/16/21 03:00:00,16.046,0.0,,,
643,07/16/21 04:00:00,15.951,21.5,,,
644,07/16/21 05:00:00,15.855,150.7,,,
645,07/16/21 06:00:00,15.855,118.4,,,
646,07/16/21 07:00:00,15.855,172.2,,,
647,07/16/21 08:00:00,15.855,301.4,,,
648,07/16/21 09:00:00,15.760,75.3,,,
649,07/16/21 10:00:00,15.760,387.5,,,
650,07/16/21 11:00:00,15.760,387.5,,,
651,07/16/21 12:00:00,15.855,990.3,,,
652,07/16/21 13:00:00,15.855,1108.7,,,
653,07/16/21 14:00:00,15.951,678.1,,,
654,07/16/21 15:00:00,15.855,1173.3,,,
655,07/16/21 16:00:00,15.855,1345.5,,,
656,07/16/21 17:00:00,15.760,549.0,,,
657,07/16/21 18:00:00,15.760,301.4,,,
658,07/16/21 19:00:00,15.664,290.6,,,
659,07/16/21 20:00:00,15.664,129.2,,,
660,07/16/21 21:00:00,15.569,86.1,,,
661,07/16/21 22:00:00,15.473,10.8,,,
662,07/16/21 23:00:00,15.378,0.0,,,
663,07/17/21 00:00:00,15.187,0.0,,,
664,07/17/21 01:00:00,15.187,0.0,,,
665,07/17/21 02:00:00,15.187,0.0,,,
666,07/17/21 03:00:00,15.091,0.0,,,
667,07/17/21 04:00:00,15.091,0.0,,,
668,07/17/21 05:00:00,15.091,0.0,,,
669,07/17/21 06:00:00,14.996,129.2,,,
670,07/17/21 07:00:00,14.900,172.2,,,
671,07/17/21 08:00:00,14.900,441.3,,,
672,07/17/21 09:00:00,14.900,355.2,,,
673,07/17/21 10:00:00,14.900,947.2,,,
674,07/17/21 11:00:00,14.996,1636.1,,,
675,07/17/21 12:00:00,15.187,1722.2,,,
676,07/17/21 13:00:00,15.187,1237.9,,,
677,07/17/21 14:00:00,15.473,1377.8,,,
678,07/17/21 15:00:00,15.378,1162.5,,,
679,07/17/21 16:00:00,15.378,882.6,,,
680,07/17/21 17:00:00,15.378,775.0,,,
681,07/17/21 18:00:00,15.378,538.2,,,
682,07/17/21 19:00:00,15.664,376.7,,,
683,07/17/21 20:00:00,15.473,226.0,,,
684,07/17/21 21:00:00,15.760,118.4,,,
685,07/17/21 22:00:00,15.951,43.1,,,
686,07/17/21 23:00:00,15.855,0.0,,,
687,07/18/21 00:00:00,15.760,0.0,,,
688,07/18/21 01:00:00,15.569,0.0,,,
689,07/18/21 02:00:00,15.473,0.0,,,
690,07/18/21 03:00:00,15.282,0.0,,,
691,07/18/21 04:00:00,15.091,43.1,,,
692,07/18/21 05:00:00,15.091,129.2,,,
693,07/18/21 06:00:00,14.996,301.4,,,
694,07/18/21 07:00:00,14.900,516.7,,,
695,07/18/21 08:00:00,14.900,861.1,,,
696,07/18/21 09:00:00,14.900,1216.3,,,
697,07/18/21 10:00:00,14.996,1636.1,,,
698,07/18/21 11:00:00,15.091,1722.2,,,
699,07/18/21 12:00:00,15.091,1722.2,,,
700,07/18/21 13:00:00,15.091,1894.5,,,
701,07/18/21 14:00:00,15.282,1636.1,,,
702,07/18/21 15:00:00,15.282,753.5,,,
703,07/18/21 16:00:00,15.187,1162.5,,,
704,07/18/21 17:00:00,15.378,775.0,,,
705,07/18/21 18:00:00,17.094,613.5,,,
706,07/18/21 19:00:00,16.618,667.4,,,
707,07/18/21 20:00:00,16.237,462.9,,,
708,07/18/21 21:00:00,16.141,215.3,,,
709,07/18/21 22:00:00,16.237,96.9,,,
710,07/18/21 23:00:00,16.141,0.0,,,
711,07/19/21 00:00:00,16.141,0.0,,,
712,07/19/21 01:00:00,16.046,0.0,,,
713,07/19/21 02:00:00,15.855,0.0,,,
714,07/19/21 03:00:00,15.664,0.0,,,
715,07/19/21 04:00:00,15.569,21.5,,,
716,07/19/21 05:00:00,15.569,43.1,,,
717,07/19/21 06:00:00,15.569,64.6,,,
718,07/19/21 07:00:00,15.569,215.3,,,
719,07/19/21 08:00:00,15.569,129.2,,,
720,07/19/21 09:00:00,15.569,592.0,,,
721,07/19/21 10:00:00,15.569,279.9,,,
722,07/19/21 11:00:00,15.664,505.9,,,
723,07/19/21 12:00:00,15.760,721.2,,,
724,07/19/21 13:00:00,15.855,699.7,,,
725,07/19/21 14:00:00,15.855,387.5,,,
726,07/19/21 15:00:00,15.951,1377.8,,,
727,07/19/21 16:00:00,15.951,785.8,,,
728,07/19/21 17:00:00,15.951,322.9,,,
729,07/19/21 18:00:00,15.951,236.8,,,
730,07/19/21 19:00:00,15.855,387.5,,,
731,07/19/21 20:00:00,15.855,247.6,,,
732,07/19/21 21:00:00,15.760,86.1,,,
733,07/19/21 22:00:00,15.664,53.8,,,
734,07/19/21 23:00:00,15.569,0.0,,,
735,07/20/21 00:00:00,15.473,0.0,,,
736,07/20/21 01:00:00,15.378,0.0,,,
737,07/20/21 02:00:00,15.378,0.0,,,
738,07/20/21 03:00:00,15.378,0.0,,,
739,07/20/21 04:00:00,15.282,21.5,,,
740,07/20/21 05:00:00,15.187,86.1,,,
741,07/20/21 06:00:00,15.187,215.3,,,
742,07/20/21 07:00:00,15.187,473.6,,,
743,07/20/21 08:00:00,15.282,570.5,,,
744,07/20/21 09:00:00,15.378,721.2,,,
745,07/20/21 10:00:00,15.473,1377.8,,,
746,07/20/21 11:00:00,15.569,1377.8,,,
747,07/20/21 12:00:00,15.664,1356.3,,,
748,07/20/21 13:00:00,15.664,1162.5,,,
749,07/20/21 14:00:00,15.569,839.6,,,
750,07/20/21 15:00:00,15.569,452.1,,,
751,07/20/21 16:00:00,15.569,452.1,,,
752,07/20/21 17:00:00,15.951,441.3,,,
753,07/20/21 18:00:00,16.808,366.0,,,
754,07/20/21 19:00:00,16.618,247.6,,,
755,07/20/21 20:00:00,16.808,150.7,,,
756,07/20/21 21:00:00,16.903,86.1,,,
757,07/20/21 22:00:00,16.903,0.0,,,
758,07/20/21 23:00:00,16.903,0.0,,,
759,07/21/21 00:00:00,16.427,0.0,,,
760,07/21/21 01:00:00,16.237,0.0,,,
761,07/21/21 02:00:00,16.141,0.0,,,
762,07/21/21 03:00:00,16.141,0.0,,,
763,07/21/21 04:00:00,16.046,0.0,,,
764,07/21/21 05:00:00,15.951,10.8,,,
765,07/21/21 06:00:00,15.855,64.6,,,
766,07/21/21 07:00:00,15.951,86.1,,,
767,07/21/21 08:00:00,16.046,86.1,,,
768,07/21/21 09:00:00,16.141,32.3,,,
769,07/21/21 10:00:00,16.141,344.4,,,
770,07/21/21 11:00:00,16.046,215.3,,,
771,07/21/21 12:00:00,16.332,409.0,,,
772,07/21/21 13:00:00,16.427,322.9,,,
773,07/21/21 14:00:00,16.523,699.7,,,
774,07/21/21 15:00:00,16.618,549.0,,,
775,07/21/21 16:00:00,16.713,570.5,,,
776,07/21/21 17:00:00,16.713,269.1,,,
777,07/21/21 18:00:00,16.808,236.8,,,
778,07/21/21 19:00:00,16.713,312.2,,,
779,07/21/21 20:00:00,16.713,107.6,,,
780,07/21/21 21:00:00,16.713,53.8,,,
781,07/21/21 22:00:00,16.618,10.8,,,
782,07/21/21 23:00:00,16.618,0.0,,,
783,07/22/21 00:00:00,16.523,0.0,,,
784,07/22/21 01:00:00,16.427,0.0,,,
785,07/22/21 02:00:00,16.427,0.0,,,
786,07/22/21 03:00:00,16.427,0.0,,,
787,07/22/21 04:00:00,16.332,0.0,,,
788,07/22/21 05:00:00,16.237,10.8,,,
789,07/22/21 06:00:00,16.141,86.1,,,
790,07/22/21 07:00:00,16.046,150.7,,,
791,07/22/21 08:00:00,16.046,269.1,,,
792,07/22/21 09:00:00,16.046,344.4,,,
793,07/22/21 10:00:00,15.951,409.0,,,
794,07/22/21 11:00:00,15.951,398.3,,,
795,07/22/21 12:00:00,16.046,495.1,,,
796,07/22/21 13:00:00,15.951,484.4,,,
797,07/22/21 14:00:00,15.951,452.1,,,
798,07/22/21 15:00:00,16.046,376.7,,,
799,07/22/21 16:00:00,17.284,236.8,,,
800,07/22/21 17:00:00,16.713,452.1,,,
801,07/22/21 18:00:00,16.618,43.1,,,
802,07/22/21 19:00:00,16.618,43.1,,,
803,07/22/21 20:00:00,16.618,86.1,,,
804,07/22/21 21:00:00,16.523,43.1,,,
805,07/22/21 22:00:00,16.427,10.8,,,
806,07/22/21 23:00:00,16.427,0.0,,,
807,07/23/21 00:00:00,16.427,0.0,,,
808,07/23/21 01:00:00,16.332,0.0,,,
809,07/23/21 02:00:00,16.237,0.0,,,
810,07/23/21 03:00:00,16.237,0.0,,,
811,07/23/21 04:00:00,16.237,0.0,,,
812,07/23/21 05:00:00,16.237,43.1,,,
813,07/23/21 06:00:00,16.046,64.6,,,
814,07/23/21 07:00:00,15.951,139.9,,,
815,07/23/21 08:00:00,16.046,269.1,,,
816,07/23/21 09:00:00,16.046,204.5,,,
817,07/23/21 10:00:00,16.237,1054.9,,,
818,07/23/21 11:00:00,16.237,452.1,,,
819,07/23/21 12:00:00,16.332,269.1,,,
820,07/23/21 13:00:00,16.332,226.0,,,
821,07/23/21 14:00:00,16.332,312.2,,,
822,07/23/21 15:00:00,16.332,301.4,,,
823,07/23/21 16:00:00,16.332,86.1,,,
824,07/23/21 17:00:00,16.332,161.5,,,
825,07/23/21 18:00:00,16.332,204.5,,,
826,07/23/21 19:00:00,16.332,247.6,,,
827,07/23/21 20:00:00,16.332,161.5,,,
828,07/23/21 21:00:00,16.332,0.0,,,
829,07/23/21 22:00:00,16.332,0.0,,,
830,07/23/21 23:00:00,16.237,0.0,,,
831,07/24/21 00:00:00,16.237,0.0,,,
832,07/24/21 01:00:00,16.237,0.0,,,
833,07/24/21 02:00:00,16.141,0.0,,,
834,07/24/21 03:00:00,16.141,0.0,,,
835,07/24/21 04:00:00,16.141,0.0,,,
836,07/24/21 05:00:00,16.141,0.0,,,
837,07/24/21 06:00:00,16.046,150.7,,,
838,07/24/21 07:00:00,16.141,290.6,,,
839,07/24/21 08:00:00,16.141,613.5,,,
840,07/24/21 09:00:00,16.141,226.0,,,
841,07/24/21 10:00:00,16.141,376.7,,,
842,07/24/21 11:00:00,16.141,1130.2,,,
843,07/24/21 12:00:00,16.332,527.4,,,
844,07/24/21 13:00:00,16.332,452.1,,,
845,07/24/21 14:00:00,16.332,193.8,,,
846,07/24/21 15:00:00,16.332,86.1,,,
847,07/24/21 16:00:00,16.332,129.2,,,
848,07/24/21 17:00:00,16.332,387.5,,,
849,07/24/21 18:00:00,16.332,398.3,,,
850,07/24/21 19:00:00,16.332,118.4,,,
851,07/24/21 20:00:00,16.332,129.2,,,
852,07/24/21 21:00:00,16.237,10.8,,,
853,07/24/21 22:00:00,16.141,0.0,,,
854,07/24/21 23:00:00,16.141,0.0,,,
855,07/25/21 00:00:00,16.046,0.0,,,
856,07/25/21 01:00:00,15.855,0.0,,,
857,07/25/21 02:00:00,15.760,0.0,,,
858,07/25/21 03:00:00,15.664,0.0,,,
859,07/25/21 04:00:00,15.473,0.0,,,
860,07/25/21 05:00:00,15.378,21.5,,,
861,07/25/21 06:00:00,15.282,107.6,,,
862,07/25/21 07:00:00,15.282,161.5,,,
863,07/25/21 08:00:00,15.187,161.5,,,
864,07/25/21 09:00:00,15.187,473.6,,,
865,07/25/21 10:00:00,15.187,624.3,,,
866,07/25/21 11:00:00,15.187,785.8,,,
867,07/25/21 12:00:00,15.282,570.5,,,
868,07/25/21 13:00:00,15.187,279.9,,,
869,07/25/21 14:00:00,15.187,215.3,,,
870,07/25/21 15:00:00,15.187,269.1,,,
871,07/25/21 16:00:00,15.187,183.0,,,
872,07/25/21 17:00:00,15.187,150.7,,,
873,07/25/21 18:00:00,15.187,172.2,,,
874,07/25/21 19:00:00,15.187,32.3,,,
875,07/25/21 20:00:00,15.091,21.5,,,
876,07/25/21 21:00:00,15.091,64.6,,,
877,07/25/21 22:00:00,14.996,10.8,,,
878,07/25/21 23:00:00,14.900,0.0,,,
879,07/26/21 00:00:00,14.709,0.0,,,
880,07/26/21 01:00:00,14.613,0.0,,,
881,07/26/21 02:00:00,14.517,0.0,,,
882,07/26/21 03:00:00,14.517,0.0,,,
883,07/26/21 04:00:00,14.421,0.0,,,
884,07/26/21 05:00:00,14.325,21.5,,,
885,07/26/21 06:00:00,14.325,64.6,,,
886,07/26/21 07:00:00,14.230,204.5,,,
887,07/26/21 08:00:00,14.325,279.9,,,
888,07/26/21 09:00:00,14.325,387.5,,,
889,07/26/21 10:00:00,14.325,484.4,,,
890,07/26/21 11:00:00,14.325,183.0,,,
891,07/26/21 12:00:00,14.517,376.7,,,
892,07/26/21 13:00:00,14.709,559.7,,,
893,07/26/21 14:00:00,14.613,570.5,,,
894,07/26/21 15:00:00,14.709,376.7,,,
895,07/26/21 16:00:00,14.804,355.2,,,
896,07/26/21 17:00:00,14.900,387.5,,,
897,07/26/21 18:00:00,14.804,387.5,,,
898,07/26/21 19:00:00,14.709,430.6,,,
899,07/26/21 20:00:00,14.613,398.3,,,
900,07/26/21 21:00:00,14.517,226.0,,,
901,07/26/21 22:00:00,14.517,21.5,,,
902,07/26/21 23:00:00,14.421,0.0,,,
903,07/27/21 00:00:00,14.421,0.0,,,
904,07/27/21 01:00:00,14.325,0.0,,,
905,07/27/21 02:00:00,14.230,0.0,,,
906,07/27/21 03:00:00,14.134,0.0,,,
907,07/27/21 04:00:00,14.134,0.0,,,
908,07/27/21 05:00:00,14.134,32.3,,,
909,07/27/21 06:00:00,14.325,86.1,,,
910,07/27/21 07:00:00,14.325,193.8,,,
911,07/27/21 08:00:00,14.325,473.6,,,
912,07/27/21 09:00:00,14.421,226.0,,,
913,07/27/21 10:00:00,14.421,226.0,,,
914,07/27/21 11:00:00,14.421,129.2,,,
915,07/27/21 12:00:00,14.421,129.2,,,
916,07/27/21 13:00:00,14.325,258.3,,,
917,07/27/21 14:00:00,14.325,247.6,,,
918,07/27/21 15:00:00,14.325,150.7,,,
919,07/27/21 16:00:00,14.325,139.9,,,
920,07/27/21 17:00:00,14.325,129.2,,,
921,07/27/21 18:00:00,14.230,43.1,,,
922,07/27/21 19:00:00,14.230,10.8,,,
923,07/27/21 20:00:00,14.230,0.0,,,
924,07/27/21 21:00:00,14.230,0.0,,,
925,07/27/21 22:00:00,14.134,0.0,,,
926,07/27/21 23:00:00,14.134,0.0,,,
927,07/28/21 00:00:00,14.134,0.0,,,
928,07/28/21 01:00:00,14.038,0.0,,,
929,07/28/21 02:00:00,14.038,0.0,,,
930,07/28/21 03:00:00,14.038,0.0,,,
931,07/28/21 04:00:00,13.942,0.0,,,
932,07/28/21 05:00:00,13.942,0.0,,,
933,07/28/21 06:00:00,13.942,32.3,,,
934,07/28/21 07:00:00,13.846,43.1,,,
935,07/28/21 08:00:00,13.846,43.1,,,
936,07/28/21 09:00:00,13.846,53.8,,,
937,07/28/21 10:00:00,13.846,161.5,,,
938,07/28/21 11:00:00,13.846,107.6,,,
939,07/28/21 12:00:00,13.750,53.8,,,
940,07/28/21 13:00:00,13.750,150.7,,,
941,07/28/21 14:00:00,13.654,139.9,,,
942,07/28/21 15:00:00,13.558,139.9,,,
943,07/28/21 16:00:00,13.558,43.1,,,
944,07/28/21 17:00:00,13.558,64.6,,,
945,07/28/21 18:00:00,13.558,43.1,,,
946,07/28/21 19:00:00,13.558,64.6,,,
947,07/28/21 20:00:00,13.558,10.8,,,
948,07/28/21 21:00:00,13.461,0.0,,,
949,07/28/21 22:00:00,13.461,0.0,,,
950,07/28/21 23:00:00,13.365,0.0,,,
951,07/29/21 00:00:00,13.365,0.0,,,
952,07/29/21 01:00:00,13.365,0.0,,,
953,07/29/21 02:00:00,13.269,0.0,,,
954,07/29/21 03:00:00,13.269,0.0,,,
955,07/29/21 04:00:00,13.269,0.0,,,
956,07/29/21 05:00:00,13.173,0.0,,,
957,07/29/21 06:00:00,13.076,21.5,,,
958,07/29/21 07:00:00,13.076,43.1,,,
959,07/29/21 08:00:00,13.076,129.2,,,
960,07/29/21 09:00:00,13.076,107.6,,,
961,07/29/21 10:00:00,13.076,236.8,,,
962,07/29/21 11:00:00,13.173,409.0,,,
963,07/29/21 12:00:00,13.076,387.5,,,
964,07/29/21 13:00:00,13.173,172.2,,,
965,07/29/21 14:00:00,13.076,269.1,,,
966,07/29/21 15:00:00,13.173,172.2,,,
967,07/29/21 16:00:00,13.173,129.2,,,
968,07/29/21 17:00:00,13.173,118.4,,,
969,07/29/21 18:00:00,13.173,129.2,,,
970,07/29/21 19:00:00,13.173,172.2,,,
971,07/29/21 20:00:00,13.173,0.0,,,
972,07/29/21 21:00:00,13.461,0.0,,,
973,07/29/21 22:00:00,13.365,0.0,,,
974,07/29/21 23:00:00,13.365,0.0,,,
975,07/30/21 00:00:00,13.365,0.0,,,
976,07/30/21 01:00:00,13.269,0.0,,,
977,07/30/21 02:00:00,13.269,0.0,,,
978,07/30/21 03:00:00,13.173,0.0,,,
979,07/30/21 04:00:00,13.173,0.0,,,
980,07/30/21 05:00:00,13.173,53.8,,,
981,07/30/21 06:00:00,13.076,107.6,,,
982,07/30/21 07:00:00,13.076,258.3,,,
983,07/30/21 08:00:00,13.173,322.9,,,
984,07/30/21 09:00:00,13.173,635.1,,,
985,07/30/21 10:00:00,13.173,828.8,,,
986,07/30/21 11:00:00,13.269,1377.8,,,
987,07/30/21 12:00:00,13.269,1808.3,,,
988,07/30/21 13:00:00,13.654,1808.3,,,
989,07/30/21 14:00:00,13.750,2411.1,,,
990,07/30/21 15:00:00,13.846,2238.9,,,
991,07/30/21 16:00:00,13.942,2325.0,,,
992,07/30/21 17:00:00,14.038,1894.5,,,
993,07/30/21 18:00:00,13.942,1270.1,,,
994,07/30/21 19:00:00,13.942,753.5,,,
995,07/30/21 20:00:00,14.038,301.4,,,
996,07/30/21 21:00:00,14.134,183.0,,,
997,07/30/21 22:00:00,14.038,32.3,,,
998,07/30/21 23:00:00,13.942,0.0,,,
999,07/31/21 00:00:00,13.846,0.0,,,
1000,07/31/21 01:00:00,13.558,0.0,,,
1001,07/31/21 02:00:00,13.365,0.0,,,
1002,07/31/21 03:00:00,13.269,0.0,,,
1003,07/31/21 04:00:00,13.173,0.0,,,
1004,07/31/21 05:00:00,13.365,75.3,,,
1005,07/31/21 06:00:00,13.365,236.8,,,
1006,07/31/21 07:00:00,13.365,473.6,,,
1007,07/31/21 08:00:00,13.365,882.6,,,
1008,07/31/21 09:00:00,13.461,1550.0,,,
1009,07/31/21 10:00:00,13.558,2325.0,,,
1010,07/31/21 11:00:00,13.558,2669.5,,,
1011,07/31/21 12:00:00,13.558,3616.7,,,
1012,07/31/21 13:00:00,13.654,3961.1,,,
1013,07/31/21 14:00:00,13.750,4133.4,,,
1014,07/31/21 15:00:00,13.846,4305.6,,,
1015,07/31/21 16:00:00,13.942,4650.0,,,
1016,07/31/21 17:00:00,14.038,3788.9,,,
1017,07/31/21 18:00:00,14.038,2583.4,,,
1018,07/31/21 19:00:00,14.996,2238.9,,,
1019,07/31/21 20:00:00,14.517,1044.1,,,
1020,07/31/21 21:00:00,14.325,150.7,,,
1021,07/31/21 22:00:00,14.230,43.1,,,
1022,07/31/21 23:00:00,14.230,0.0,,,
1023,08/01/21 00:00:00,14.230,0.0,,,
1024,08/01/21 01:00:00,14.134,0.0,,,
1025,08/01/21 02:00:00,14.134,0.0,,,
1026,08/01/21 03:00:00,14.038,0.0,,,
1027,08/01/21 04:00:00,14.038,0.0,,,
1028,08/01/21 05:00:00,14.038,107.6,,,
1029,08/01/21 06:00:00,14.038,312.2,,,
1030,08/01/21 07:00:00,14.038,1237.9,,,
1031,08/01/21 08:00:00,14.038,1550.0,,,
1032,08/01/21 09:00:00,14.134,2152.8,,,
1033,08/01/21 10:00:00,14.230,2669.5,,,
1034,08/01/21 11:00:00,14.134,2583.4,,,
1035,08/01/21 12:00:00,14.325,1076.4,,,
1036,08/01/21 13:00:00,14.230,1463.9,,,
1037,08/01/21 14:00:00,14.134,1065.6,,,
1038,08/01/21 15:00:00,14.230,2325.0,,,
1039,08/01/21 16:00:00,14.230,2411.1,,,
1040,08/01/21 17:00:00,14.230,1259.4,,,
1041,08/01/21 18:00:00,14.230,828.8,,,
1042,08/01/21 19:00:00,14.230,441.3,,,
1043,08/01/21 20:00:00,14.230,452.1,,,
1044,08/01/21 21:00:00,14.325,96.9,,,
1045,08/01/21 22:00:00,14.230,21.5,,,
1046,08/01/21 23:00:00,14.230,0.0,,,
1047,08/02/21 00:00:00,14.134,0.0,,,
1048,08/02/21 01:00:00,14.134,0.0,,,
1049,08/02/21 02:00:00,14.134,0.0,,,
1050,08/02/21 03:00:00,14.134,0.0,,,
1051,08/02/21 04:00:00,14.038,0.0,,,
1052,08/02/21 05:00:00,14.038,53.8,,,
1053,08/02/21 06:00:00,14.038,172.2,,,
1054,08/02/21 07:00:00,14.038,366.0,,,
1055,08/02/21 08:00:00,14.038,839.6,,,
1056,08/02/21 09:00:00,14.134,1377.8,,,
1057,08/02/21 10:00:00,14.134,1894.5,,,
1058,08/02/21 11:00:00,14.230,3100.0,,,
