"Plot Title: MD_e2_7Jun2021"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10349970, SEN S/N: 10349970)","Intensity, Lux (LGR S/N: 10349970, SEN S/N: 10349970)","Coupler Attached (LGR S/N: 10349970)","Host Connected (LGR S/N: 10349970)","Stopped (LGR S/N: 10349970)","End Of File (LGR S/N: 10349970)"
1,06/07/21 10:00:00,23.484,0.0,,,,
2,06/07/21 11:00:00,22.812,0.0,,,,
3,06/07/21 12:00:00,22.621,0.0,,,,
4,06/07/21 13:00:00,23.004,0.0,,,,
5,06/07/21 14:00:00,23.196,0.0,,,,
6,06/07/21 15:00:00,22.621,0.0,,,,
7,06/07/21 16:00:00,22.621,0.0,,,,
8,06/07/21 17:00:00,22.812,0.0,,,,
9,06/07/21 18:00:00,22.525,0.0,,,,
10,06/07/21 19:00:00,22.717,0.0,,,,
11,06/07/21 20:00:00,22.429,10.8,,,,
12,06/07/21 21:00:00,21.569,0.0,,,,
13,06/07/21 22:00:00,21.951,0.0,,,,
14,06/07/21 23:00:00,21.951,0.0,,,,
15,06/08/21 00:00:00,21.569,0.0,,,,
16,06/08/21 01:00:00,20.996,0.0,,,,
17,06/08/21 02:00:00,20.234,0.0,,,,
18,06/08/21 03:00:00,19.853,0.0,,,,
19,06/08/21 04:00:00,19.662,0.0,,,,
20,06/08/21 05:00:00,20.043,0.0,,,,
21,06/08/21 06:00:00,20.424,0.0,,,,
22,06/08/21 07:00:00,20.329,0.0,,,,
23,06/08/21 08:00:00,20.424,0.0,,,,
24,06/08/21 09:00:00,21.091,0.0,,,,
25,06/08/21 10:00:00,21.378,0.0,,,,
26,06/08/21 11:00:00,20.615,688.9,,,,
27,06/08/21 12:00:00,16.808,150.7,,,,
28,06/08/21 13:00:00,21.664,1377.8,,,,
29,06/08/21 14:00:00,24.062,53.8,,,,
30,06/08/21 15:00:00,26.781,9300.1,,,,
31,06/08/21 16:00:00,14.613,9300.1,,,,
32,06/08/21 17:00:00,12.207,4822.3,,,,
33,06/08/21 18:00:00,12.207,9300.1,,,,
