"Plot Title: MD_Grim_P_16Jun19"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10517221, SEN S/N: 10517221, LBL: Temperature)","Intensity, Lux (LGR S/N: 10517221, SEN S/N: 10517221, LBL: Light Intensity)","Coupler Attached (LGR S/N: 10517221)","Host Connected (LGR S/N: 10517221)","Stopped (LGR S/N: 10517221)","End Of File (LGR S/N: 10517221)"
487,06/26/19 14:00:00,14.613,16533.4,,,,
488,06/26/19 14:30:00,14.804,22044.6,,,,
489,06/26/19 15:00:00,14.709,24800.2,,,,
490,06/26/19 15:30:00,14.517,14466.8,,,,
491,06/26/19 16:00:00,14.613,14466.8,,,,
492,06/26/19 16:30:00,14.804,23422.4,,,,
493,06/26/19 17:00:00,14.517,12400.1,,,,
494,06/26/19 17:30:00,14.517,8266.7,,,,
495,06/26/19 18:00:00,14.421,6544.5,,,,
496,06/26/19 18:30:00,14.421,4822.3,,,,
497,06/26/19 19:00:00,14.325,4477.8,,,,
498,06/26/19 19:30:00,14.517,3100.0,,,,
499,06/26/19 20:00:00,14.421,2238.9,,,,
500,06/26/19 20:30:00,14.421,1980.6,,,,
501,06/26/19 21:00:00,14.325,1463.9,,,,
502,06/26/19 21:30:00,14.421,1162.5,,,,
503,06/26/19 22:00:00,14.517,979.5,,,,
504,06/26/19 22:30:00,14.517,387.5,,,,
505,06/26/19 23:00:00,14.517,269.1,,,,
506,06/26/19 23:30:00,14.517,193.8,,,,
507,06/27/19 00:00:00,14.421,118.4,,,,
508,06/27/19 00:30:00,14.325,64.6,,,,
509,06/27/19 01:00:00,14.325,43.1,,,,
510,06/27/19 01:30:00,14.325,64.6,,,,
511,06/27/19 02:00:00,14.325,64.6,,,,
512,06/27/19 02:30:00,14.230,75.3,,,,
513,06/27/19 03:00:00,14.421,118.4,,,,
514,06/27/19 03:30:00,14.325,236.8,,,,
515,06/27/19 04:00:00,14.325,807.3,,,,
516,06/27/19 04:30:00,14.325,667.4,,,,
517,06/27/19 05:00:00,14.230,936.5,,,,
518,06/27/19 05:30:00,14.230,1377.8,,,,
519,06/27/19 06:00:00,14.230,2238.9,,,,
520,06/27/19 06:30:00,14.421,3444.5,,,,
521,06/27/19 07:00:00,14.325,3100.0,,,,
522,06/27/19 07:30:00,14.517,4477.8,,,,
523,06/27/19 08:00:00,14.421,6544.5,,,,
524,06/27/19 08:30:00,14.709,5166.7,,,,
525,06/27/19 09:00:00,14.421,3961.1,,,,
526,06/27/19 09:30:00,14.421,5166.7,,,,
527,06/27/19 10:00:00,14.613,4305.6,,,,
528,06/27/19 10:30:00,14.613,5511.1,,,,
529,06/27/19 11:00:00,14.804,8266.7,,,,
530,06/27/19 11:30:00,14.804,9300.1,,,,
531,06/27/19 12:00:00,14.613,5511.1,,,,
532,06/27/19 12:30:00,14.613,8266.7,,,,
533,06/27/19 13:00:00,14.709,5511.1,,,,
534,06/27/19 13:30:00,15.091,13777.9,,,,
535,06/27/19 14:00:00,15.378,23422.4,,,,
536,06/27/19 14:30:00,15.473,24800.2,,,,
537,06/27/19 15:00:00,15.569,28933.5,,,,
538,06/27/19 15:30:00,15.473,21355.7,,,,
539,06/27/19 16:00:00,15.473,18600.1,,,,
540,06/27/19 16:30:00,15.378,9300.1,,,,
541,06/27/19 17:00:00,15.282,12400.1,,,,
542,06/27/19 17:30:00,15.378,9300.1,,,,
543,06/27/19 18:00:00,15.187,5511.1,,,,
544,06/27/19 18:30:00,15.187,5166.7,,,,
545,06/27/19 19:00:00,15.187,4477.8,,,,
546,06/27/19 19:30:00,15.187,4994.5,,,,
547,06/27/19 20:00:00,15.187,4305.6,,,,
548,06/27/19 20:30:00,15.091,1463.9,,,,
549,06/27/19 21:00:00,14.996,990.3,,,,
550,06/27/19 21:30:00,14.996,624.3,,,,
551,06/27/19 22:00:00,14.996,139.9,,,,
552,06/27/19 22:30:00,15.091,64.6,,,,
553,06/27/19 23:00:00,15.091,53.8,,,,
554,06/27/19 23:30:00,14.996,53.8,,,,
555,06/28/19 00:00:00,15.091,0.0,,,,
556,06/28/19 00:30:00,15.091,0.0,,,,
557,06/28/19 01:00:00,15.091,0.0,,,,
558,06/28/19 01:30:00,15.187,0.0,,,,
559,06/28/19 02:00:00,15.091,21.5,,,,
560,06/28/19 02:30:00,14.996,75.3,,,,
561,06/28/19 03:00:00,14.900,75.3,,,,
562,06/28/19 03:30:00,14.900,32.3,,,,
563,06/28/19 04:00:00,14.900,86.1,,,,
564,06/28/19 04:30:00,14.900,290.6,,,,
565,06/28/19 05:00:00,14.900,387.5,,,,
566,06/28/19 05:30:00,14.900,1087.2,,,,
567,06/28/19 06:00:00,14.900,1377.8,,,,
568,06/28/19 06:30:00,15.187,6200.0,,,,
569,06/28/19 07:00:00,15.282,6544.5,,,,
570,06/28/19 07:30:00,15.378,4822.3,,,,
571,06/28/19 08:00:00,14.996,1550.0,,,,
572,06/28/19 08:30:00,15.187,2669.5,,,,
573,06/28/19 09:00:00,15.091,1894.5,,,,
574,06/28/19 09:30:00,15.091,3961.1,,,,
575,06/28/19 10:00:00,14.996,2238.9,,,,
576,06/28/19 10:30:00,15.282,5511.1,,,,
577,06/28/19 11:00:00,15.760,26178.0,,,,
578,06/28/19 11:30:00,15.091,4994.5,,,,
579,06/28/19 12:00:00,15.855,20666.8,,,,
580,06/28/19 12:30:00,15.378,6200.0,,,,
581,06/28/19 13:00:00,15.473,8266.7,,,,
582,06/28/19 13:30:00,15.282,9300.1,,,,
583,06/28/19 14:00:00,15.664,15155.7,,,,
584,06/28/19 14:30:00,15.378,7233.4,,,,
585,06/28/19 15:00:00,15.187,3961.1,,,,
586,06/28/19 15:30:00,15.282,5511.1,,,,
587,06/28/19 16:00:00,15.378,6200.0,,,,
588,06/28/19 16:30:00,15.378,5511.1,,,,
589,06/28/19 17:00:00,15.951,9300.1,,,,
590,06/28/19 17:30:00,15.855,9300.1,,,,
591,06/28/19 18:00:00,16.141,9644.5,,,,
592,06/28/19 18:30:00,15.378,2669.5,,,,
593,06/28/19 19:00:00,15.282,1636.1,,,,
594,06/28/19 19:30:00,15.282,1054.9,,,,
595,06/28/19 20:00:00,15.187,688.9,,,,
596,06/28/19 20:30:00,15.187,947.2,,,,
597,06/28/19 21:00:00,15.187,452.1,,,,
598,06/28/19 21:30:00,15.187,322.9,,,,
599,06/28/19 22:00:00,15.187,322.9,,,,
600,06/28/19 22:30:00,15.187,226.0,,,,
601,06/28/19 23:00:00,15.187,161.5,,,,
602,06/28/19 23:30:00,15.091,53.8,,,,
603,06/29/19 00:00:00,15.091,43.1,,,,
604,06/29/19 00:30:00,15.091,32.3,,,,
605,06/29/19 01:00:00,15.091,10.8,,,,
606,06/29/19 01:30:00,14.996,10.8,,,,
607,06/29/19 02:00:00,14.996,53.8,,,,
608,06/29/19 02:30:00,14.996,43.1,,,,
609,06/29/19 03:00:00,14.996,172.2,,,,
610,06/29/19 03:30:00,14.996,269.1,,,,
611,06/29/19 04:00:00,14.900,355.2,,,,
612,06/29/19 04:30:00,14.900,322.9,,,,
613,06/29/19 05:00:00,14.900,269.1,,,,
614,06/29/19 05:30:00,14.900,495.1,,,,
615,06/29/19 06:00:00,14.996,2927.8,,,,
616,06/29/19 06:30:00,14.900,1894.5,,,,
617,06/29/19 07:00:00,14.900,1377.8,,,,
618,06/29/19 07:30:00,14.900,1808.3,,,,
619,06/29/19 08:00:00,14.996,2755.6,,,,
620,06/29/19 08:30:00,14.900,2755.6,,,,
621,06/29/19 09:00:00,14.996,4650.0,,,,
622,06/29/19 09:30:00,14.996,5166.7,,,,
623,06/29/19 10:00:00,15.091,5511.1,,,,
624,06/29/19 10:30:00,15.282,10677.8,,,,
625,06/29/19 11:00:00,15.091,6544.5,,,,
626,06/29/19 11:30:00,15.091,6544.5,,,,
627,06/29/19 12:00:00,15.091,6200.0,,,,
628,06/29/19 12:30:00,14.996,5338.9,,,,
629,06/29/19 13:00:00,14.996,4650.0,,,,
630,06/29/19 13:30:00,14.804,3100.0,,,,
631,06/29/19 14:00:00,14.709,2066.7,,,,
632,06/29/19 14:30:00,14.709,2669.5,,,,
633,06/29/19 15:00:00,14.709,2927.8,,,,
634,06/29/19 15:30:00,14.709,3272.2,,,,
635,06/29/19 16:00:00,14.709,2755.6,,,,
636,06/29/19 16:30:00,14.709,2927.8,,,,
637,06/29/19 17:00:00,14.613,2325.0,,,,
638,06/29/19 17:30:00,14.613,3444.5,,,,
639,06/29/19 18:00:00,14.613,4305.6,,,,
640,06/29/19 18:30:00,14.517,2755.6,,,,
641,06/29/19 19:00:00,14.517,2497.2,,,,
642,06/29/19 19:30:00,14.517,1722.2,,,,
643,06/29/19 20:00:00,14.517,2927.8,,,,
644,06/29/19 20:30:00,14.421,1808.3,,,,
645,06/29/19 21:00:00,14.325,1550.0,,,,
646,06/29/19 21:30:00,14.325,2583.4,,,,
647,06/29/19 22:00:00,14.230,1894.5,,,,
648,06/29/19 22:30:00,14.134,581.3,,,,
649,06/29/19 23:00:00,14.134,258.3,,,,
650,06/29/19 23:30:00,14.038,118.4,,,,
651,06/30/19 00:00:00,13.942,53.8,,,,
652,06/30/19 00:30:00,13.942,43.1,,,,
653,06/30/19 01:00:00,13.942,10.8,,,,
654,06/30/19 01:30:00,13.846,10.8,,,,
655,06/30/19 02:00:00,13.846,21.5,,,,
656,06/30/19 02:30:00,13.846,204.5,,,,
657,06/30/19 03:00:00,13.750,247.6,,,,
658,06/30/19 03:30:00,13.750,215.3,,,,
659,06/30/19 04:00:00,13.654,527.4,,,,
660,06/30/19 04:30:00,13.654,721.2,,,,
661,06/30/19 05:00:00,13.654,1270.1,,,,
662,06/30/19 05:30:00,13.654,1550.0,,,,
663,06/30/19 06:00:00,13.654,2238.9,,,,
664,06/30/19 06:30:00,13.654,2583.4,,,,
665,06/30/19 07:00:00,13.654,4133.4,,,,
666,06/30/19 07:30:00,13.750,4133.4,,,,
667,06/30/19 08:00:00,13.846,5511.1,,,,
668,06/30/19 08:30:00,13.846,6544.5,,,,
669,06/30/19 09:00:00,13.942,8266.7,,,,
670,06/30/19 09:30:00,14.038,9644.5,,,,
671,06/30/19 10:00:00,13.846,8266.7,,,,
672,06/30/19 10:30:00,13.846,7577.8,,,,
673,06/30/19 11:00:00,13.846,9300.1,,,,
674,06/30/19 11:30:00,13.750,5166.7,,,,
675,06/30/19 12:00:00,13.750,7233.4,,,,
676,06/30/19 12:30:00,13.750,7233.4,,,,
677,06/30/19 13:00:00,13.846,8611.2,,,,
678,06/30/19 13:30:00,13.846,14466.8,,,,
679,06/30/19 14:00:00,13.750,8266.7,,,,
680,06/30/19 14:30:00,13.750,9644.5,,,,
681,06/30/19 15:00:00,13.942,9300.1,,,,
682,06/30/19 15:30:00,13.750,6200.0,,,,
683,06/30/19 16:00:00,13.750,7577.8,,,,
684,06/30/19 16:30:00,13.846,6544.5,,,,
685,06/30/19 17:00:00,13.750,6544.5,,,,
686,06/30/19 17:30:00,13.750,6544.5,,,,
687,06/30/19 18:00:00,13.750,5511.1,,,,
688,06/30/19 18:30:00,13.750,4305.6,,,,
689,06/30/19 19:00:00,13.558,3444.5,,,,
690,06/30/19 19:30:00,13.654,2583.4,,,,
691,06/30/19 20:00:00,13.461,3272.2,,,,
692,06/30/19 20:30:00,13.365,1808.3,,,,
693,06/30/19 21:00:00,13.365,1033.3,,,,
694,06/30/19 21:30:00,13.269,1291.7,,,,
695,06/30/19 22:00:00,13.269,979.5,,,,
696,06/30/19 22:30:00,13.173,527.4,,,,
697,06/30/19 23:00:00,13.173,258.3,,,,
698,06/30/19 23:30:00,13.076,183.0,,,,
699,07/01/19 00:00:00,13.076,75.3,,,,
700,07/01/19 00:30:00,13.076,32.3,,,,
701,07/01/19 01:00:00,12.980,21.5,,,,
702,07/01/19 01:30:00,12.980,43.1,,,,
703,07/01/19 02:00:00,12.980,64.6,,,,
704,07/01/19 02:30:00,12.980,107.6,,,,
705,07/01/19 03:00:00,12.980,204.5,,,,
706,07/01/19 03:30:00,12.980,322.9,,,,
707,07/01/19 04:00:00,12.980,645.8,,,,
708,07/01/19 04:30:00,12.883,1119.5,,,,
709,07/01/19 05:00:00,12.980,1463.9,,,,
710,07/01/19 05:30:00,12.980,2238.9,,,,
711,07/01/19 06:00:00,12.980,1808.3,,,,
712,07/01/19 06:30:00,12.980,2066.7,,,,
713,07/01/19 07:00:00,12.980,2669.5,,,,
714,07/01/19 07:30:00,12.980,3100.0,,,,
715,07/01/19 08:00:00,12.980,5166.7,,,,
716,07/01/19 08:30:00,13.461,13089.0,,,,
717,07/01/19 09:00:00,13.173,13089.0,,,,
718,07/01/19 09:30:00,13.173,6544.5,,,,
719,07/01/19 10:00:00,13.173,4650.0,,,,
720,07/01/19 10:30:00,13.558,16533.4,,,,
721,07/01/19 11:00:00,13.654,15844.5,,,,
722,07/01/19 11:30:00,13.365,22044.6,,,,
723,07/01/19 12:00:00,13.750,20666.8,,,,
724,07/01/19 12:30:00,13.558,13089.0,,,,
725,07/01/19 13:00:00,13.846,8266.7,,,,
726,07/01/19 13:30:00,13.269,9300.1,,,,
727,07/01/19 14:00:00,13.365,6544.5,,,,
728,07/01/19 14:30:00,13.269,3272.2,,,,
729,07/01/19 15:00:00,13.269,13089.0,,,,
730,07/01/19 15:30:00,13.750,22044.6,,,,
731,07/01/19 16:00:00,13.461,7233.4,,,,
732,07/01/19 16:30:00,13.365,6544.5,,,,
733,07/01/19 17:00:00,13.173,5166.7,,,,
734,07/01/19 17:30:00,13.173,6200.0,,,,
735,07/01/19 18:00:00,13.076,5511.1,,,,
736,07/01/19 18:30:00,12.980,3100.0,,,,
737,07/01/19 19:00:00,12.883,2152.8,,,,
738,07/01/19 19:30:00,12.883,2583.4,,,,
739,07/01/19 20:00:00,12.883,1550.0,,,,
740,07/01/19 20:30:00,12.787,1237.9,,,,
741,07/01/19 21:00:00,12.787,1980.6,,,,
742,07/01/19 21:30:00,12.787,1550.0,,,,
743,07/01/19 22:00:00,12.787,1377.8,,,,
744,07/01/19 22:30:00,12.690,484.4,,,,
745,07/01/19 23:00:00,12.690,236.8,,,,
746,07/01/19 23:30:00,12.594,161.5,,,,
747,07/02/19 00:00:00,12.594,86.1,,,,
748,07/02/19 00:30:00,12.594,53.8,,,,
749,07/02/19 01:00:00,12.594,43.1,,,,
750,07/02/19 01:30:00,12.594,43.1,,,,
751,07/02/19 02:00:00,12.594,53.8,,,,
752,07/02/19 02:30:00,12.497,53.8,,,,
753,07/02/19 03:00:00,12.497,107.6,,,,
754,07/02/19 03:30:00,12.497,193.8,,,,
755,07/02/19 04:00:00,12.497,279.9,,,,
756,07/02/19 04:30:00,12.497,559.7,,,,
757,07/02/19 05:00:00,12.497,559.7,,,,
758,07/02/19 05:30:00,12.401,592.0,,,,
759,07/02/19 06:00:00,12.401,1291.7,,,,
760,07/02/19 06:30:00,12.497,3100.0,,,,
761,07/02/19 07:00:00,12.690,6200.0,,,,
762,07/02/19 07:30:00,12.690,9300.1,,,,
763,07/02/19 08:00:00,12.594,4133.4,,,,
764,07/02/19 08:30:00,12.883,6544.5,,,,
765,07/02/19 09:00:00,12.497,4477.8,,,,
766,07/02/19 09:30:00,12.594,5166.7,,,,
767,07/02/19 10:00:00,12.690,7577.8,,,,
768,07/02/19 10:30:00,12.883,9300.1,,,,
769,07/02/19 11:00:00,13.076,10333.4,,,,
770,07/02/19 11:30:00,12.883,15844.5,,,,
771,07/02/19 12:00:00,13.076,13089.0,,,,
772,07/02/19 12:30:00,13.173,11022.3,,,,
773,07/02/19 13:00:00,12.690,5338.9,,,,
774,07/02/19 13:30:00,12.594,3961.1,,,,
775,07/02/19 14:00:00,12.980,10677.8,,,,
776,07/02/19 14:30:00,12.690,6544.5,,,,
777,07/02/19 15:00:00,12.690,6200.0,,,,
778,07/02/19 15:30:00,12.980,4477.8,,,,
779,07/02/19 16:00:00,13.076,15844.5,,,,
780,07/02/19 16:30:00,12.690,4133.4,,,,
781,07/02/19 17:00:00,12.690,4994.5,,,,
782,07/02/19 17:30:00,12.497,3788.9,,,,
783,07/02/19 18:00:00,12.883,10677.8,,,,
784,07/02/19 18:30:00,12.690,4650.0,,,,
785,07/02/19 19:00:00,12.690,4822.3,,,,
786,07/02/19 19:30:00,12.690,3961.1,,,,
787,07/02/19 20:00:00,12.594,2755.6,,,,
788,07/02/19 20:30:00,12.497,1808.3,,,,
789,07/02/19 21:00:00,12.401,1463.9,,,,
790,07/02/19 21:30:00,12.304,828.8,,,,
791,07/02/19 22:00:00,12.304,549.0,,,,
792,07/02/19 22:30:00,12.304,473.6,,,,
793,07/02/19 23:00:00,12.207,290.6,,,,
794,07/02/19 23:30:00,12.207,193.8,,,,
795,07/03/19 00:00:00,12.207,118.4,,,,
796,07/03/19 00:30:00,12.207,86.1,,,,
797,07/03/19 01:00:00,12.110,64.6,,,,
798,07/03/19 01:30:00,12.110,75.3,,,,
799,07/03/19 02:00:00,12.110,86.1,,,,
800,07/03/19 02:30:00,12.110,129.2,,,,
801,07/03/19 03:00:00,12.013,236.8,,,,
802,07/03/19 03:30:00,12.013,419.8,,,,
803,07/03/19 04:00:00,12.013,710.4,,,,
804,07/03/19 04:30:00,12.013,1377.8,,,,
805,07/03/19 05:00:00,12.110,2669.5,,,,
806,07/03/19 05:30:00,12.110,1808.3,,,,
807,07/03/19 06:00:00,12.110,2927.8,,,,
808,07/03/19 06:30:00,12.207,3616.7,,,,
809,07/03/19 07:00:00,12.304,5166.7,,,,
810,07/03/19 07:30:00,12.401,6544.5,,,,
811,07/03/19 08:00:00,12.497,8266.7,,,,
812,07/03/19 08:30:00,12.594,10677.8,,,,
813,07/03/19 09:00:00,12.787,12400.1,,,,
814,07/03/19 09:30:00,12.883,13777.9,,,,
815,07/03/19 10:00:00,12.980,10333.4,,,,
816,07/03/19 10:30:00,13.173,18600.1,,,,
817,07/03/19 11:00:00,13.269,12400.1,,,,
818,07/03/19 11:30:00,13.461,18600.1,,,,
819,07/03/19 12:00:00,13.461,9644.5,,,,
820,07/03/19 12:30:00,13.846,18600.1,,,,
821,07/03/19 13:00:00,13.654,10677.8,,,,
822,07/03/19 13:30:00,13.654,8266.7,,,,
823,07/03/19 14:00:00,14.038,14466.8,,,,
824,07/03/19 14:30:00,13.846,13089.0,,,,
825,07/03/19 15:00:00,13.558,7577.8,,,,
826,07/03/19 15:30:00,13.750,8611.2,,,,
827,07/03/19 16:00:00,13.654,5338.9,,,,
828,07/03/19 16:30:00,14.230,4650.0,,,,
829,07/03/19 17:00:00,14.038,3788.9,,,,
830,07/03/19 17:30:00,13.846,2411.1,,,,
831,07/03/19 18:00:00,13.461,2927.8,,,,
832,07/03/19 18:30:00,13.076,2066.7,,,,
833,07/03/19 19:00:00,12.883,2066.7,,,,
834,07/03/19 19:30:00,12.980,2325.0,,,,
835,07/03/19 20:00:00,12.883,1270.1,,,,
836,07/03/19 20:30:00,12.980,850.4,,,,
837,07/03/19 21:00:00,12.883,570.5,,,,
838,07/03/19 21:30:00,12.883,258.3,,,,
839,07/03/19 22:00:00,12.787,247.6,,,,
840,07/03/19 22:30:00,12.787,43.1,,,,
841,07/03/19 23:00:00,12.883,10.8,,,,
842,07/03/19 23:30:00,12.787,21.5,,,,
843,07/04/19 00:00:00,12.787,21.5,,,,
844,07/04/19 00:30:00,12.690,21.5,,,,
845,07/04/19 01:00:00,12.787,10.8,,,,
846,07/04/19 01:30:00,12.787,10.8,,,,
847,07/04/19 02:00:00,12.787,10.8,,,,
848,07/04/19 02:30:00,12.690,32.3,,,,
849,07/04/19 03:00:00,12.690,43.1,,,,
850,07/04/19 03:30:00,12.690,86.1,,,,
851,07/04/19 04:00:00,12.690,183.0,,,,
852,07/04/19 04:30:00,12.690,656.6,,,,
853,07/04/19 05:00:00,12.787,1044.1,,,,
854,07/04/19 05:30:00,12.787,2411.1,,,,
855,07/04/19 06:00:00,12.980,4650.0,,,,
856,07/04/19 06:30:00,12.980,2755.6,,,,
857,07/04/19 07:00:00,13.076,7233.4,,,,
858,07/04/19 07:30:00,12.980,12400.1,,,,
859,07/04/19 08:00:00,12.883,5338.9,,,,
860,07/04/19 08:30:00,12.883,3616.7,,,,
861,07/04/19 09:00:00,12.787,2583.4,,,,
862,07/04/19 09:30:00,12.883,4650.0,,,,
863,07/04/19 10:00:00,12.883,5166.7,,,,
864,07/04/19 10:30:00,12.980,4477.8,,,,
865,07/04/19 11:00:00,13.076,5511.1,,,,
866,07/04/19 11:30:00,13.076,8266.7,,,,
867,07/04/19 12:00:00,13.173,5511.1,,,,
868,07/04/19 12:30:00,13.269,9644.5,,,,
869,07/04/19 13:00:00,13.750,21355.7,,,,
870,07/04/19 13:30:00,13.846,18600.1,,,,
871,07/04/19 14:00:00,13.750,5166.7,,,,
872,07/04/19 14:30:00,13.942,11711.2,,,,
873,07/04/19 15:00:00,13.750,16533.4,,,,
874,07/04/19 15:30:00,13.461,4477.8,,,,
875,07/04/19 16:00:00,13.269,2583.4,,,,
876,07/04/19 16:30:00,13.365,5511.1,,,,
877,07/04/19 17:00:00,13.654,8611.2,,,,
878,07/04/19 17:30:00,13.654,11022.3,,,,
879,07/04/19 18:00:00,13.654,4650.0,,,,
880,07/04/19 18:30:00,13.461,1894.5,,,,
881,07/04/19 19:00:00,13.558,2411.1,,,,
882,07/04/19 19:30:00,13.461,2669.5,,,,
883,07/04/19 20:00:00,13.365,2325.0,,,,
884,07/04/19 20:30:00,13.365,2066.7,,,,
885,07/04/19 21:00:00,13.365,688.9,,,,
886,07/04/19 21:30:00,13.365,947.2,,,,
887,07/04/19 22:00:00,13.269,419.8,,,,
888,07/04/19 22:30:00,13.365,279.9,,,,
889,07/04/19 23:00:00,13.365,86.1,,,,
890,07/04/19 23:30:00,13.461,10.8,,,,
891,07/05/19 00:00:00,13.365,0.0,,,,
892,07/05/19 00:30:00,13.365,0.0,,,,
893,07/05/19 01:00:00,13.365,0.0,,,,
894,07/05/19 01:30:00,13.365,0.0,,,,
895,07/05/19 02:00:00,13.365,0.0,,,,
896,07/05/19 02:30:00,13.365,10.8,,,,
897,07/05/19 03:00:00,13.365,10.8,,,,
898,07/05/19 03:30:00,13.269,43.1,,,,
899,07/05/19 04:00:00,13.269,64.6,,,,
900,07/05/19 04:30:00,13.173,172.2,,,,
901,07/05/19 05:00:00,13.173,172.2,,,,
902,07/05/19 05:30:00,13.173,226.0,,,,
903,07/05/19 06:00:00,13.173,215.3,,,,
904,07/05/19 06:30:00,13.076,398.3,,,,
905,07/05/19 07:00:00,13.076,979.5,,,,
906,07/05/19 07:30:00,13.076,1291.7,,,,
907,07/05/19 08:00:00,13.076,2927.8,,,,
908,07/05/19 08:30:00,13.173,4477.8,,,,
909,07/05/19 09:00:00,13.076,4133.4,,,,
910,07/05/19 09:30:00,13.076,3788.9,,,,
911,07/05/19 10:00:00,13.076,2325.0,,,,
912,07/05/19 10:30:00,12.980,2755.6,,,,
913,07/05/19 11:00:00,13.076,3788.9,,,,
914,07/05/19 11:30:00,13.076,5166.7,,,,
915,07/05/19 12:00:00,13.173,4477.8,,,,
916,07/05/19 12:30:00,13.076,4133.4,,,,
917,07/05/19 13:00:00,12.980,3100.0,,,,
918,07/05/19 13:30:00,12.980,2755.6,,,,
919,07/05/19 14:00:00,12.883,3616.7,,,,
920,07/05/19 14:30:00,12.883,3616.7,,,,
921,07/05/19 15:00:00,12.883,4133.4,,,,
922,07/05/19 15:30:00,12.883,3961.1,,,,
923,07/05/19 16:00:00,12.883,4650.0,,,,
924,07/05/19 16:30:00,12.883,3788.9,,,,
925,07/05/19 17:00:00,12.883,5166.7,,,,
926,07/05/19 17:30:00,12.883,4305.6,,,,
927,07/05/19 18:00:00,12.787,4133.4,,,,
928,07/05/19 18:30:00,12.787,4305.6,,,,
929,07/05/19 19:00:00,12.690,2669.5,,,,
930,07/05/19 19:30:00,12.594,1894.5,,,,
931,07/05/19 20:00:00,12.690,2755.6,,,,
932,07/05/19 20:30:00,12.594,2238.9,,,,
933,07/05/19 21:00:00,12.594,1980.6,,,,
934,07/05/19 21:30:00,12.497,871.9,,,,
935,07/05/19 22:00:00,12.497,484.4,,,,
936,07/05/19 22:30:00,12.497,430.6,,,,
937,07/05/19 23:00:00,12.401,290.6,,,,
938,07/05/19 23:30:00,12.401,161.5,,,,
939,07/06/19 00:00:00,12.401,75.3,,,,
940,07/06/19 00:30:00,12.304,53.8,,,,
941,07/06/19 01:00:00,12.304,32.3,,,,
942,07/06/19 01:30:00,12.304,32.3,,,,
943,07/06/19 02:00:00,12.304,32.3,,,,
944,07/06/19 02:30:00,12.304,53.8,,,,
945,07/06/19 03:00:00,12.207,64.6,,,,
946,07/06/19 03:30:00,12.207,150.7,,,,
947,07/06/19 04:00:00,12.207,215.3,,,,
948,07/06/19 04:30:00,12.207,409.0,,,,
949,07/06/19 05:00:00,12.207,624.3,,,,
950,07/06/19 05:30:00,12.207,850.4,,,,
951,07/06/19 06:00:00,12.207,2238.9,,,,
952,07/06/19 06:30:00,12.304,2927.8,,,,
953,07/06/19 07:00:00,12.304,4994.5,,,,
954,07/06/19 07:30:00,12.497,5166.7,,,,
955,07/06/19 08:00:00,12.690,5511.1,,,,
956,07/06/19 08:30:00,12.690,5166.7,,,,
957,07/06/19 09:00:00,12.787,6200.0,,,,
958,07/06/19 09:30:00,12.980,8266.7,,,,
959,07/06/19 10:00:00,13.076,9300.1,,,,
960,07/06/19 10:30:00,13.173,12400.1,,,,
961,07/06/19 11:00:00,13.269,17222.3,,,,
962,07/06/19 11:30:00,13.365,9644.5,,,,
963,07/06/19 12:00:00,13.269,18600.1,,,,
964,07/06/19 12:30:00,13.269,8611.2,,,,
965,07/06/19 13:00:00,13.365,20666.8,,,,
966,07/06/19 13:30:00,13.365,20666.8,,,,
967,07/06/19 14:00:00,12.787,4994.5,,,,
968,07/06/19 14:30:00,13.076,8611.2,,,,
969,07/06/19 15:00:00,13.654,21355.7,,,,
970,07/06/19 15:30:00,13.365,16533.4,,,,
971,07/06/19 16:00:00,13.365,9644.5,,,,
972,07/06/19 16:30:00,13.365,7577.8,,,,
973,07/06/19 17:00:00,13.269,8266.7,,,,
974,07/06/19 17:30:00,13.269,11022.3,,,,
975,07/06/19 18:00:00,13.269,8611.2,,,,
976,07/06/19 18:30:00,13.173,7233.4,,,,
977,07/06/19 19:00:00,13.173,4477.8,,,,
978,07/06/19 19:30:00,13.076,3616.7,,,,
979,07/06/19 20:00:00,12.980,1894.5,,,,
980,07/06/19 20:30:00,12.883,2066.7,,,,
981,07/06/19 21:00:00,12.883,1377.8,,,,
982,07/06/19 21:30:00,12.883,1302.4,,,,
983,07/06/19 22:00:00,12.787,624.3,,,,
984,07/06/19 22:30:00,12.690,419.8,,,,
985,07/06/19 23:00:00,12.787,279.9,,,,
986,07/06/19 23:30:00,12.787,172.2,,,,
987,07/07/19 00:00:00,12.690,96.9,,,,
988,07/07/19 00:30:00,12.690,53.8,,,,
989,07/07/19 01:00:00,12.690,43.1,,,,
990,07/07/19 01:30:00,12.594,43.1,,,,
991,07/07/19 02:00:00,12.594,64.6,,,,
992,07/07/19 02:30:00,12.594,107.6,,,,
993,07/07/19 03:00:00,12.497,118.4,,,,
994,07/07/19 03:30:00,12.497,129.2,,,,
995,07/07/19 04:00:00,12.497,193.8,,,,
996,07/07/19 04:30:00,12.497,269.1,,,,
997,07/07/19 05:00:00,12.497,882.6,,,,
998,07/07/19 05:30:00,12.497,1636.1,,,,
999,07/07/19 06:00:00,12.497,1550.0,,,,
1000,07/07/19 06:30:00,12.497,1636.1,,,,
1001,07/07/19 07:00:00,12.594,2927.8,,,,
1002,07/07/19 07:30:00,12.594,4822.3,,,,
1003,07/07/19 08:00:00,12.594,3100.0,,,,
