"Plot Title: e2_benthic_19Jun21"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 2409650, SEN S/N: 2409650, LBL: temp)","Intensity, Lux (LGR S/N: 2409650, SEN S/N: 2409650, LBL: light)","Coupler Attached (LGR S/N: 2409650)","Host Connected (LGR S/N: 2409650)","Stopped (LGR S/N: 2409650)","End Of File (LGR S/N: 2409650)"
1,06/19/21 10:00:00,23.869,32.3,,,,
2,06/19/21 11:00:00,18.996,21.5,,,,
3,06/19/21 12:00:00,30.457,13777.9,,,,
4,06/19/21 13:00:00,30.054,20666.8,,,,
5,06/19/21 14:00:00,8.481,10333.4,,,,
6,06/19/21 15:00:00,8.382,2755.6,,,,
7,06/19/21 16:00:00,8.382,1108.7,,,,
8,06/19/21 17:00:00,8.382,1894.5,,,,
9,06/19/21 18:00:00,8.481,2669.5,,,,
10,06/19/21 19:00:00,8.481,1011.8,,,,
11,06/19/21 20:00:00,8.581,2325.0,,,,
12,06/19/21 21:00:00,8.581,710.4,,,,
13,06/19/21 22:00:00,8.680,387.5,,,,
14,06/19/21 23:00:00,8.581,193.8,,,,
15,06/20/21 00:00:00,8.382,32.3,,,,
16,06/20/21 01:00:00,8.382,10.8,,,,
17,06/20/21 02:00:00,8.282,32.3,,,,
18,06/20/21 03:00:00,8.282,75.3,,,,
19,06/20/21 04:00:00,8.182,139.9,,,,
20,06/20/21 05:00:00,8.182,775.0,,,,
21,06/20/21 06:00:00,8.182,731.9,,,,
22,06/20/21 07:00:00,8.182,1550.0,,,,
23,06/20/21 08:00:00,8.382,4133.4,,,,
24,06/20/21 09:00:00,8.382,1636.1,,,,
25,06/20/21 10:00:00,8.481,3444.5,,,,
26,06/20/21 11:00:00,8.481,3788.9,,,,
27,06/20/21 12:00:00,8.481,2755.6,,,,
28,06/20/21 13:00:00,8.680,3961.1,,,,
29,06/20/21 14:00:00,8.680,3444.5,,,,
30,06/20/21 15:00:00,8.680,2927.8,,,,
31,06/20/21 16:00:00,8.879,9300.1,,,,
32,06/20/21 17:00:00,8.978,5166.7,,,,
33,06/20/21 18:00:00,8.779,1377.8,,,,
34,06/20/21 19:00:00,8.978,2583.4,,,,
35,06/20/21 20:00:00,8.978,1377.8,,,,
36,06/20/21 21:00:00,8.978,990.3,,,,
37,06/20/21 22:00:00,8.879,247.6,,,,
38,06/20/21 23:00:00,8.879,64.6,,,,
39,06/21/21 00:00:00,8.779,21.5,,,,
40,06/21/21 01:00:00,8.779,0.0,,,,
41,06/21/21 02:00:00,8.779,10.8,,,,
42,06/21/21 03:00:00,8.779,32.3,,,,
43,06/21/21 04:00:00,8.680,107.6,,,,
44,06/21/21 05:00:00,8.581,742.7,,,,
45,06/21/21 06:00:00,8.581,1227.1,,,,
46,06/21/21 07:00:00,8.581,1894.5,,,,
47,06/21/21 08:00:00,8.581,2755.6,,,,
48,06/21/21 09:00:00,8.581,2927.8,,,,
49,06/21/21 10:00:00,8.581,2411.1,,,,
50,06/21/21 11:00:00,8.581,1722.2,,,,
51,06/21/21 12:00:00,8.581,1550.0,,,,
52,06/21/21 13:00:00,8.680,2583.4,,,,
53,06/21/21 14:00:00,8.779,2325.0,,,,
54,06/21/21 15:00:00,8.680,645.8,,,,
55,06/21/21 16:00:00,8.680,871.9,,,,
56,06/21/21 17:00:00,8.680,473.6,,,,
57,06/21/21 18:00:00,8.680,376.7,,,,
58,06/21/21 19:00:00,8.680,376.7,,,,
59,06/21/21 20:00:00,8.581,172.2,,,,
60,06/21/21 21:00:00,8.581,64.6,,,,
61,06/21/21 22:00:00,8.581,21.5,,,,
62,06/21/21 23:00:00,8.481,0.0,,,,
63,06/22/21 00:00:00,8.481,0.0,,,,
64,06/22/21 01:00:00,8.382,0.0,,,,
65,06/22/21 02:00:00,8.382,0.0,,,,
66,06/22/21 03:00:00,8.382,21.5,,,,
