Plot Title: JP_Ice_1_21Aug17							
#	"Date Time, GMT+00:00"	"Temp, °C (LGR S/N: 10349962, SEN S/N: 10349962)"	"Intensity, Lux (LGR S/N: 10349962, SEN S/N: 10349962)"	Coupler Attached (LGR S/N: 10349962)	Host Connected (LGR S/N: 10349962)	Stopped (LGR S/N: 10349962)	End Of File (LGR S/N: 10349962)
140	9/2/2017 14:00	10.944	710.4				
141	9/2/2017 16:00	11.041	871.9				
142	9/2/2017 18:00	11.041	355.2				
143	9/2/2017 20:00	10.944	21.5				
144	9/2/2017 22:00	10.944	0				
145	9/3/2017 0:00	10.944	0				
146	9/3/2017 2:00	10.944	0				
147	9/3/2017 4:00	10.846	0				
148	9/3/2017 6:00	10.846	21.5				
149	9/3/2017 8:00	10.846	699.7				
150	9/3/2017 10:00	10.944	2583.4				
151	9/3/2017 12:00	11.041	2411.1				
152	9/3/2017 14:00	11.139	2583.4				
153	9/3/2017 16:00	11.334	2583.4				
154	9/3/2017 18:00	11.236	764.2				
155	9/3/2017 20:00	11.236	21.5				
156	9/3/2017 22:00	11.236	0				
157	9/4/2017 0:00	11.334	0				
158	9/4/2017 2:00	11.236	0				
159	9/4/2017 4:00	11.236	0				
160	9/4/2017 6:00	11.236	0				
161	9/4/2017 8:00	11.236	301.4				
162	9/4/2017 10:00	11.334	1011.8				
163	9/4/2017 12:00	11.334	667.4				
164	9/4/2017 14:00	11.431	871.9				
165	9/4/2017 16:00	11.431	312.2				
166	9/4/2017 18:00	11.431	301.4				
167	9/4/2017 20:00	11.334	53.8				
168	9/4/2017 22:00	11.334	0				
169	9/5/2017 0:00	11.139	0				
170	9/5/2017 2:00	11.139	0				
171	9/5/2017 4:00	11.139	0				
172	9/5/2017 6:00	11.041	10.8				
173	9/5/2017 8:00	11.041	656.6				
174	9/5/2017 10:00	11.041	2497.2				
175	9/5/2017 12:00	11.139	2497.2				
176	9/5/2017 14:00	11.334	2755.6				
177	9/5/2017 16:00	11.431	1980.6				
178	9/5/2017 18:00	11.334	387.5				
179	9/5/2017 20:00	11.334	43.1				
180	9/5/2017 22:00	11.236	0				
181	9/6/2017 0:00	11.139	0				
182	9/6/2017 2:00	11.139	0				
183	9/6/2017 4:00	11.041	0				
184	9/6/2017 6:00	10.944	0				
185	9/6/2017 8:00	10.846	376.7				
186	9/6/2017 10:00	11.041	2066.7				
187	9/6/2017 12:00	11.139	2927.8				
188	9/6/2017 14:00	11.139	1280.9				
189	9/6/2017 16:00	11.139	1248.6				
190	9/6/2017 18:00	11.139	516.7				
191	9/6/2017 20:00	11.041	32.3				
192	9/6/2017 22:00	11.041	0				
193	9/7/2017 0:00	10.944	0				
194	9/7/2017 2:00	10.846	0				
195	9/7/2017 4:00	10.846	0				
196	9/7/2017 6:00	10.748	0				
197	9/7/2017 8:00	10.748	592				
198	9/7/2017 10:00	10.846	2066.7				
199	9/7/2017 12:00	10.944	2152.8				
200	9/7/2017 14:00	10.944	1808.3				
201	9/7/2017 16:00	10.944	753.5				
202	9/7/2017 18:00	10.944	376.7				
203	9/7/2017 20:00	10.846	10.8				
204	9/7/2017 22:00	10.748	0				
205	9/8/2017 0:00	10.651	0				
206	9/8/2017 2:00	10.553	0				
207	9/8/2017 4:00	10.455	0				
208	9/8/2017 6:00	10.455	0				
209	9/8/2017 8:00	10.357	236.8				
210	9/8/2017 10:00	10.357	1270.1				
211	9/8/2017 12:00	10.455	850.4				
212	9/8/2017 14:00	10.455	441.3				
213	9/8/2017 16:00	10.455	430.6				
214	9/8/2017 18:00	10.357	118.4				
215	9/8/2017 20:00	10.357	0				
216	9/8/2017 22:00	10.259	0				
217	9/9/2017 0:00	10.161	0				
218	9/9/2017 2:00	10.161	0				
219	9/9/2017 4:00	10.161	0				
220	9/9/2017 6:00	10.063	0				
221	9/9/2017 8:00	10.063	366				
222	9/9/2017 10:00	10.161	1377.8				
223	9/9/2017 12:00	10.161	1065.6				
224	9/9/2017 14:00	10.259	2497.2				
225	9/9/2017 16:00	10.357	624.3				
226	9/9/2017 18:00	10.357	505.9				
227	9/9/2017 20:00	10.357	0				
228	9/9/2017 22:00	10.259	0				
229	9/10/2017 0:00	10.259	0				
230	9/10/2017 2:00	10.063	0				
231	9/10/2017 4:00	9.866	0				
232	9/10/2017 6:00	9.768	0				
233	9/10/2017 8:00	9.571	236.8				
234	9/10/2017 10:00	9.669	409				
235	9/10/2017 12:00	9.866	484.4				
236	9/10/2017 14:00	9.866	226				
237	9/10/2017 16:00	9.866	150.7				
238	9/10/2017 18:00	9.768	96.9				
239	9/10/2017 20:00	9.669	0				
240	9/10/2017 22:00	9.571	0				
241	9/11/2017 0:00	9.472	0				
242	9/11/2017 2:00	9.373	0				
243	9/11/2017 4:00	9.176	0				
244	9/11/2017 6:00	9.176	0				
245	9/11/2017 8:00	9.077	32.3				
246	9/11/2017 10:00	8.978	172.2				
247	9/11/2017 12:00	8.779	376.7				
248	9/11/2017 14:00	8.978	1463.9				
249	9/11/2017 16:00	8.978	549				
250	9/11/2017 18:00	9.077	258.3				
251	9/11/2017 20:00	8.978	0				
252	9/11/2017 22:00	8.779	0				
253	9/12/2017 0:00	8.68	0				
254	9/12/2017 2:00	8.481	0				
255	9/12/2017 4:00	8.481	0				
256	9/12/2017 6:00	8.481	0				
257	9/12/2017 8:00	8.382	312.2				
258	9/12/2017 10:00	8.481	882.6				
259	9/12/2017 12:00	8.581	947.2				
260	9/12/2017 14:00	8.68	839.6				
261	9/12/2017 16:00	8.68	355.2				
262	9/12/2017 18:00	8.68	161.5				
263	9/12/2017 20:00	8.581	0				
264	9/12/2017 22:00	8.382	0				
265	9/13/2017 0:00	8.282	0				
266	9/13/2017 2:00	8.282	0				
267	9/13/2017 4:00	8.182	0				
268	9/13/2017 6:00	8.082	0				
269	9/13/2017 8:00	7.983	161.5				
270	9/13/2017 10:00	8.182	333.7				
271	9/13/2017 12:00	8.082	1011.8				
272	9/13/2017 14:00	8.182	452.1				
273	9/13/2017 16:00	8.182	204.5				
274	9/13/2017 18:00	8.182	161.5				
275	9/13/2017 20:00	7.983	0				
276	9/13/2017 22:00	7.983	0				
277	9/14/2017 0:00	7.782	0				
278	9/14/2017 2:00	7.682	0				
279	9/14/2017 4:00	7.582	0				
280	9/14/2017 6:00	7.682	0				
281	9/14/2017 8:00	7.682	21.5				
282	9/14/2017 10:00	7.481	193.8				
283	9/14/2017 12:00	7.381	269.1				
284	9/14/2017 14:00	7.179	688.9				
285	9/14/2017 16:00	7.179	215.3				
286	9/14/2017 18:00	7.179	118.4				
287	9/14/2017 20:00	7.179	0				
288	9/14/2017 22:00	7.179	0				
289	9/15/2017 0:00	7.179	0				
290	9/15/2017 2:00	7.179	0				
291	9/15/2017 4:00	7.079	0				
292	9/15/2017 6:00	7.079	0				
293	9/15/2017 8:00	7.179	43.1				
294	9/15/2017 10:00	7.179	258.3				
295	9/15/2017 12:00	7.381	301.4				
296	9/15/2017 14:00	7.481	419.8				
297	9/15/2017 16:00	7.582	344.4				
298	9/15/2017 18:00	7.782	183				
299	9/15/2017 20:00	7.782	0				
300	9/15/2017 22:00	7.782	0				
301	9/16/2017 0:00	7.882	0				
302	9/16/2017 2:00	7.682	0				
303	9/16/2017 4:00	7.481	0				
304	9/16/2017 6:00	7.381	0				
305	9/16/2017 8:00	7.481	226				
306	9/16/2017 10:00	7.481	215.3				
307	9/16/2017 12:00	7.582	678.1				
308	9/16/2017 14:00	7.682	226				
309	9/16/2017 16:00	7.882	247.6				
310	9/16/2017 18:00	7.983	43.1				
311	9/16/2017 20:00	8.082	0				
312	9/16/2017 22:00	8.282	0				
313	9/17/2017 0:00	8.382	0				
314	9/17/2017 2:00	8.382	0				
315	9/17/2017 4:00	8.481	0				
316	9/17/2017 6:00	8.382	0				
317	9/17/2017 8:00	8.481	96.9				
318	9/17/2017 10:00	8.481	419.8				
319	9/17/2017 12:00	8.68	742.7				
320	9/17/2017 14:00	8.879	839.6				
321	9/17/2017 16:00	9.077	344.4				
322	9/17/2017 18:00	9.077	96.9				
323	9/17/2017 20:00	9.077	0				
324	9/17/2017 22:00	9.176	0				
325	9/18/2017 0:00	9.077	0				
326	9/18/2017 2:00	9.077	0				
327	9/18/2017 4:00	9.077	0				
328	9/18/2017 6:00	8.978	0				
329	9/18/2017 8:00	8.879	86.1				
330	9/18/2017 10:00	8.978	516.7				
331	9/18/2017 12:00	8.978	914.9				
332	9/18/2017 14:00	9.077	538.2				
333	9/18/2017 16:00	9.077	538.2				
334	9/18/2017 18:00	8.978	172.2				
335	9/18/2017 20:00	8.978	0				
336	9/18/2017 22:00	8.978	0				
337	9/19/2017 0:00	8.978	0				
338	9/19/2017 2:00	9.077	0				
339	9/19/2017 4:00	9.275	0				
340	9/19/2017 6:00	9.275	0				
341	9/19/2017 8:00	9.176	118.4				
342	9/19/2017 10:00	9.275	807.3				
343	9/19/2017 12:00	9.373	1324				
344	9/19/2017 14:00	9.373	1894.5				
345	9/19/2017 16:00	9.373	322.9				
346	9/19/2017 18:00	9.373	376.7				
347	9/19/2017 20:00	9.373	0				
348	9/19/2017 22:00	9.373	0				
349	9/20/2017 0:00	9.472	0				
350	9/20/2017 2:00	9.472	0				
351	9/20/2017 4:00	9.571	0				
352	9/20/2017 6:00	9.571	0				
353	9/20/2017 8:00	9.571	32.3				
354	9/20/2017 10:00	9.571	193.8				
355	9/20/2017 12:00	9.571	86.1				
356	9/20/2017 14:00	9.472	215.3				
357	9/20/2017 16:00	9.571	258.3				
358	9/20/2017 18:00	9.472	96.9				
359	9/20/2017 20:00	9.373	0				
360	9/20/2017 22:00	9.275	0				
361	9/21/2017 0:00	9.176	0				
362	9/21/2017 2:00	9.077	0				
363	9/21/2017 4:00	8.978	0				
364	9/21/2017 6:00	8.879	0				
365	9/21/2017 8:00	8.779	129.2				
366	9/21/2017 10:00	8.68	570.5				
367	9/21/2017 12:00	8.779	904.2				
368	9/21/2017 14:00	8.779	818.1				
369	9/21/2017 16:00	8.978	344.4				
370	9/21/2017 18:00	9.077	53.8				
371	9/21/2017 20:00	9.077	0				
372	9/21/2017 22:00	9.077	0				
373	9/22/2017 0:00	8.978	0				
374	9/22/2017 2:00	8.879	0				
375	9/22/2017 4:00	8.779	0				
376	9/22/2017 6:00	8.68	0				
377	9/22/2017 8:00	8.68	64.6				
378	9/22/2017 10:00	8.68	322.9				
379	9/22/2017 12:00	8.68	312.2				
380	9/22/2017 14:00	8.68	204.5				
381	9/22/2017 16:00	8.68	452.1				
382	9/22/2017 18:00	8.68	86.1				
383	9/22/2017 20:00	8.581	0				
384	9/22/2017 22:00	8.581	0				
385	9/23/2017 0:00	8.481	0				
386	9/23/2017 2:00	8.382	0				
387	9/23/2017 4:00	8.282	0				
388	9/23/2017 6:00	8.282	0				
389	9/23/2017 8:00	8.182	10.8				
390	9/23/2017 10:00	8.182	53.8				
391	9/23/2017 12:00	8.082	150.7				
392	9/23/2017 14:00	7.983	75.3				
393	9/23/2017 16:00	7.983	75.3				
394	9/23/2017 18:00	7.782	43.1				
395	9/23/2017 20:00	7.782	0				
396	9/23/2017 22:00	7.782	0				
397	9/24/2017 0:00	7.882	0				
398	9/24/2017 2:00	7.882	0				
399	9/24/2017 4:00	7.983	0				
400	9/24/2017 6:00	8.082	0				
401	9/24/2017 8:00	8.082	53.8				
402	9/24/2017 10:00	7.582	1011.8				
403	9/24/2017 12:00	7.481	1248.6				
404	9/24/2017 14:00	8.581	0				
405	9/24/2017 16:00	8.68	10.8				
406	9/24/2017 18:00	8.68	10.8				
407	9/24/2017 20:00	8.581	0				
408	9/24/2017 22:00	7.782	0				
409	9/25/2017 0:00	7.782	0				
410	9/25/2017 2:00	7.782	0				
411	9/25/2017 4:00	7.882	0				
412	9/25/2017 6:00	7.983	0				
413	9/25/2017 8:00	7.882	161.5				
414	9/25/2017 10:00	7.882	452.1				
415	9/25/2017 12:00	7.983	473.6				
416	9/25/2017 14:00	8.182	850.4				
417	9/25/2017 16:00	8.282	667.4				
418	9/25/2017 18:00	8.282	129.2				
419	9/25/2017 20:00	8.182	0				
420	9/25/2017 22:00	8.182	0				
421	9/26/2017 0:00	7.882	0				
422	9/26/2017 2:00	7.782	0				
423	9/26/2017 4:00	7.782	0				
424	9/26/2017 6:00	7.782	0				
425	9/26/2017 8:00	7.782	21.5				
426	9/26/2017 10:00	7.882	279.9				
427	9/26/2017 12:00	7.983	441.3				
428	9/26/2017 14:00	7.882	215.3				
429	9/26/2017 16:00	8.182	527.4				
430	9/26/2017 18:00	7.983	129.2				
431	9/26/2017 20:00	8.182	0				
432	9/26/2017 22:00	8.182	0				
433	9/27/2017 0:00	8.182	0				
434	9/27/2017 2:00	8.182	0				
435	9/27/2017 4:00	7.983	0				
436	9/27/2017 6:00	7.983	0				
437	9/27/2017 8:00	8.282	64.6				
438	9/27/2017 10:00	8.282	96.9				
439	9/27/2017 12:00	8.382	1054.9				
440	9/27/2017 14:00	8.382	430.6				
441	9/27/2017 16:00	8.481	312.2				
442	9/27/2017 18:00	8.481	10.8				
443	9/27/2017 20:00	8.581	0				
444	9/27/2017 22:00	8.581	0				
445	9/28/2017 0:00	8.779	0				
446	9/28/2017 2:00	8.581	0				
447	9/28/2017 4:00	8.581	0				
