Plot Title: Reyk_Pelagic_17Jul18								
#	"Date Time, GMT+00:00"	"Temp, °C (LGR S/N: 10349970, SEN S/N: 10349970)"	"Intensity, Lux (LGR S/N: 10349970, SEN S/N: 10349970)"	Coupler Attached (LGR S/N: 10349970)	Coupler Detached (LGR S/N: 10349970)	Host Connected (LGR S/N: 10349970)	Stopped (LGR S/N: 10349970)	End Of File (LGR S/N: 10349970)
595	7/23/2018 15:30	13.654	376.7					
596	7/23/2018 15:45	13.654	462.9					
597	7/23/2018 16:00	13.654	495.1					
598	7/23/2018 16:15	13.654	462.9					
599	7/23/2018 16:30	13.654	473.6					
600	7/23/2018 16:45	13.654	549					
601	7/23/2018 17:00	13.654	505.9					
602	7/23/2018 17:15	13.654	559.7					
603	7/23/2018 17:30	13.654	549					
604	7/23/2018 17:45	13.654	430.6					
605	7/23/2018 18:00	13.558	333.7					
606	7/23/2018 18:15	13.558	279.9					
607	7/23/2018 18:30	13.558	236.8					
608	7/23/2018 18:45	13.558	226					
609	7/23/2018 19:00	13.461	193.8					
610	7/23/2018 19:15	13.461	204.5					
611	7/23/2018 19:30	13.461	161.5					
612	7/23/2018 19:45	13.461	150.7					
613	7/23/2018 20:00	13.461	139.9					
614	7/23/2018 20:15	13.461	86.1					
615	7/23/2018 20:30	13.461	53.8					
616	7/23/2018 20:45	13.461	53.8					
617	7/23/2018 21:00	13.461	32.3					
618	7/23/2018 21:15	13.461	10.8					
619	7/23/2018 21:30	13.461	10.8					
620	7/23/2018 21:45	13.461	0					
621	7/23/2018 22:00	13.365	0					
622	7/23/2018 22:15	13.365	0					
623	7/23/2018 22:30	13.365	0					
624	7/23/2018 22:45	13.365	0					
625	7/23/2018 23:00	13.365	0					
626	7/23/2018 23:15	13.365	0					
627	7/23/2018 23:30	13.365	0					
628	7/23/2018 23:45	13.365	0					
629	7/24/2018 0:00	13.365	0					
630	7/24/2018 0:15	13.365	0					
631	7/24/2018 0:30	13.365	0					
632	7/24/2018 0:45	13.365	0					
633	7/24/2018 1:00	13.365	0					
634	7/24/2018 1:15	13.365	0					
635	7/24/2018 1:30	13.365	0					
636	7/24/2018 1:45	13.269	0					
637	7/24/2018 2:00	13.269	0					
638	7/24/2018 2:15	13.269	0					
639	7/24/2018 2:30	13.269	0					
640	7/24/2018 2:45	13.269	0					
641	7/24/2018 3:00	13.173	0					
642	7/24/2018 3:15	13.173	0					
643	7/24/2018 3:30	13.173	0					
644	7/24/2018 3:45	13.173	0					
645	7/24/2018 4:00	13.173	0					
646	7/24/2018 4:15	13.076	0					
647	7/24/2018 4:30	13.076	10.8					
648	7/24/2018 4:45	13.076	10.8					
649	7/24/2018 5:00	13.076	21.5					
650	7/24/2018 5:15	13.076	43.1					
651	7/24/2018 5:30	13.076	43.1					
652	7/24/2018 5:45	13.076	64.6					
653	7/24/2018 6:00	13.076	86.1					
654	7/24/2018 6:15	13.076	86.1					
655	7/24/2018 6:30	12.98	118.4					
656	7/24/2018 6:45	13.076	161.5					
657	7/24/2018 7:00	12.98	193.8					
658	7/24/2018 7:15	12.98	204.5					
659	7/24/2018 7:30	13.076	269.1					
660	7/24/2018 7:45	13.076	322.9					
661	7/24/2018 8:00	13.076	376.7					
662	7/24/2018 8:15	13.076	366					
663	7/24/2018 8:30	13.076	355.2					
664	7/24/2018 8:45	13.076	409					
665	7/24/2018 9:00	12.98	484.4					
666	7/24/2018 9:15	13.076	527.4					
667	7/24/2018 9:30	12.98	516.7					
668	7/24/2018 9:45	12.98	570.5					
669	7/24/2018 10:00	13.076	688.9					
670	7/24/2018 10:15	13.076	742.7					
671	7/24/2018 10:30	13.076	592					
672	7/24/2018 10:45	13.076	688.9					
673	7/24/2018 11:00	13.076	893.4					
674	7/24/2018 11:15	13.076	1130.2					
675	7/24/2018 11:30	13.076	1119.5					
676	7/24/2018 11:45	13.173	1022.6					
677	7/24/2018 12:00	13.173	656.6					
678	7/24/2018 12:15	13.269	925.7					
679	7/24/2018 12:30	13.173	764.2					
680	7/24/2018 12:45	13.173	818.1					
681	7/24/2018 13:00	13.173	947.2					
682	7/24/2018 13:15	13.173	968.8					
683	7/24/2018 13:30	13.173	1011.8					
684	7/24/2018 13:45	13.173	1044.1					
685	7/24/2018 14:00	13.173	1259.4					
686	7/24/2018 14:15	13.173	1184					
687	7/24/2018 14:30	13.173	947.2					
688	7/24/2018 14:45	13.269	990.3					
689	7/24/2018 15:00	13.269	1151.7					
690	7/24/2018 15:15	13.269	1044.1					
691	7/24/2018 15:30	13.269	1022.6					
692	7/24/2018 15:45	13.365	785.8					
693	7/24/2018 16:00	13.365	828.8					
694	7/24/2018 16:15	13.365	904.2					
695	7/24/2018 16:30	13.365	904.2					
696	7/24/2018 16:45	13.365	882.6					
697	7/24/2018 17:00	13.365	559.7					
698	7/24/2018 17:15	13.461	409					
699	7/24/2018 17:30	13.461	430.6					
700	7/24/2018 17:45	13.461	699.7					
701	7/24/2018 18:00	13.461	688.9					
702	7/24/2018 18:15	13.461	409					
703	7/24/2018 18:30	13.365	452.1					
704	7/24/2018 18:45	13.365	430.6					
705	7/24/2018 19:00	13.461	129.2					
706	7/24/2018 19:15	13.365	118.4					
707	7/24/2018 19:30	13.365	172.2					
708	7/24/2018 19:45	13.365	118.4					
709	7/24/2018 20:00	13.365	247.6					
710	7/24/2018 20:15	13.365	398.3					
711	7/24/2018 20:30	13.365	215.3					
712	7/24/2018 20:45	13.365	172.2					
713	7/24/2018 21:00	13.365	118.4					
714	7/24/2018 21:15	13.365	64.6					
715	7/24/2018 21:30	13.365	53.8					
716	7/24/2018 21:45	13.269	32.3					
717	7/24/2018 22:00	13.269	21.5					
718	7/24/2018 22:15	13.269	21.5					
719	7/24/2018 22:30	13.269	21.5					
720	7/24/2018 22:45	13.269	10.8					
721	7/24/2018 23:00	13.269	0					
722	7/24/2018 23:15	13.269	0					
723	7/24/2018 23:30	13.269	0					
724	7/24/2018 23:45	13.269	0					
725	7/25/2018 0:00	13.269	0					
726	7/25/2018 0:15	13.269	0					
727	7/25/2018 0:30	13.269	0					
728	7/25/2018 0:45	13.269	0					
729	7/25/2018 1:00	13.173	0					
730	7/25/2018 1:15	13.173	0					
731	7/25/2018 1:30	13.173	0					
732	7/25/2018 1:45	13.173	0					
733	7/25/2018 2:00	13.173	0					
734	7/25/2018 2:15	13.173	0					
735	7/25/2018 2:30	13.173	0					
736	7/25/2018 2:45	13.076	0					
737	7/25/2018 3:00	13.076	0					
738	7/25/2018 3:15	13.076	0					
739	7/25/2018 3:30	13.076	0					
740	7/25/2018 3:45	13.076	0					
741	7/25/2018 4:00	13.076	21.5					
742	7/25/2018 4:15	13.076	32.3					
743	7/25/2018 4:30	13.076	43.1					
744	7/25/2018 4:45	13.076	64.6					
745	7/25/2018 5:00	13.076	118.4					
746	7/25/2018 5:15	12.98	64.6					
747	7/25/2018 5:30	12.98	107.6					
748	7/25/2018 5:45	12.98	107.6					
749	7/25/2018 6:00	12.98	183					
750	7/25/2018 6:15	12.98	107.6					
751	7/25/2018 6:30	12.98	150.7					
752	7/25/2018 6:45	12.98	344.4					
753	7/25/2018 7:00	12.98	333.7					
754	7/25/2018 7:15	13.076	344.4					
755	7/25/2018 7:30	13.076	452.1					
756	7/25/2018 7:45	13.076	452.1					
757	7/25/2018 8:00	13.076	678.1					
758	7/25/2018 8:15	13.076	796.5					
759	7/25/2018 8:30	13.076	667.4					
760	7/25/2018 8:45	13.076	484.4					
761	7/25/2018 9:00	13.076	871.9					
762	7/25/2018 9:15	13.076	398.3					
763	7/25/2018 9:30	13.076	559.7					
764	7/25/2018 9:45	13.076	355.2					
765	7/25/2018 10:00	13.076	226					
766	7/25/2018 10:15	13.076	430.6					
767	7/25/2018 10:30	13.076	129.2					
768	7/25/2018 10:45	13.173	129.2					
769	7/25/2018 11:00	13.173	139.9					
770	7/25/2018 11:15	13.173	107.6					
771	7/25/2018 11:30	13.269	193.8					
772	7/25/2018 11:45	13.269	279.9					
773	7/25/2018 12:00	13.269	269.1					
774	7/25/2018 12:15	13.269	269.1					
775	7/25/2018 12:30	13.269	344.4					
776	7/25/2018 12:45	13.269	419.8					
777	7/25/2018 13:00	13.269	312.2					
778	7/25/2018 13:15	13.269	204.5					
779	7/25/2018 13:30	13.269	269.1					
780	7/25/2018 13:45	13.365	376.7					
781	7/25/2018 14:00	13.461	602.8					
782	7/25/2018 14:15	13.461	624.3					
783	7/25/2018 14:30	13.558	452.1					
784	7/25/2018 14:45	13.558	430.6					
785	7/25/2018 15:00	13.558	333.7					
786	7/25/2018 15:15	13.558	398.3					
787	7/25/2018 15:30	13.558	419.8					
788	7/25/2018 15:45	13.654	322.9					
789	7/25/2018 16:00	13.654	301.4					
790	7/25/2018 16:15	13.654	344.4					
791	7/25/2018 16:30	13.654	236.8					
792	7/25/2018 16:45	13.654	193.8					
793	7/25/2018 17:00	13.75	215.3					
794	7/25/2018 17:15	13.75	204.5					
795	7/25/2018 17:30	13.75	129.2					
796	7/25/2018 17:45	13.846	64.6					
797	7/25/2018 18:00	13.942	21.5					
798	7/25/2018 18:15	13.846	53.8					
799	7/25/2018 18:30	13.75	32.3					
800	7/25/2018 18:45	13.75	96.9					
801	7/25/2018 19:00	13.75	118.4					
802	7/25/2018 19:15	13.75	150.7					
803	7/25/2018 19:30	13.654	118.4					
804	7/25/2018 19:45	13.654	86.1					
805	7/25/2018 20:00	13.654	64.6					
806	7/25/2018 20:15	13.846	139.9					
807	7/25/2018 20:30	13.942	75.3					
808	7/25/2018 20:45	13.942	32.3					
809	7/25/2018 21:00	13.942	21.5					
810	7/25/2018 21:15	13.942	10.8					
811	7/25/2018 21:30	13.846	10.8					
812	7/25/2018 21:45	13.846	0					
813	7/25/2018 22:00	13.846	0					
814	7/25/2018 22:15	13.846	0					
815	7/25/2018 22:30	13.846	0					
816	7/25/2018 22:45	13.846	0					
817	7/25/2018 23:00	13.75	0					
818	7/25/2018 23:15	13.75	0					
819	7/25/2018 23:30	13.75	0					
820	7/25/2018 23:45	13.75	0					
821	7/26/2018 0:00	13.75	0					
822	7/26/2018 0:15	13.75	0					
823	7/26/2018 0:30	13.75	0					
824	7/26/2018 0:45	13.75	0					
825	7/26/2018 1:00	13.654	0					
826	7/26/2018 1:15	13.654	0					
827	7/26/2018 1:30	13.654	0					
828	7/26/2018 1:45	13.654	0					
829	7/26/2018 2:00	13.654	0					
830	7/26/2018 2:15	13.654	0					
831	7/26/2018 2:30	13.558	0					
832	7/26/2018 2:45	13.558	0					
833	7/26/2018 3:00	13.558	0					
834	7/26/2018 3:15	13.558	0					
835	7/26/2018 3:30	13.558	0					
836	7/26/2018 3:45	13.558	0					
837	7/26/2018 4:00	13.461	0					
838	7/26/2018 4:15	13.558	10.8					
839	7/26/2018 4:30	13.558	21.5					
840	7/26/2018 4:45	13.461	32.3					
841	7/26/2018 5:00	13.461	86.1					
842	7/26/2018 5:15	13.461	129.2					
843	7/26/2018 5:30	13.461	172.2					
844	7/26/2018 5:45	13.461	226					
845	7/26/2018 6:00	13.461	279.9					
846	7/26/2018 6:15	13.461	645.8					
847	7/26/2018 6:30	13.461	871.9					
848	7/26/2018 6:45	13.461	807.3					
849	7/26/2018 7:00	13.461	592					
850	7/26/2018 7:15	13.461	559.7					
851	7/26/2018 7:30	13.461	871.9					
852	7/26/2018 7:45	13.558	990.3					
853	7/26/2018 8:00	13.558	1550					
854	7/26/2018 8:15	13.558	1550					
855	7/26/2018 8:30	13.558	1808.3					
856	7/26/2018 8:45	13.558	958					
857	7/26/2018 9:00	13.558	775					
858	7/26/2018 9:15	13.461	893.4					
859	7/26/2018 9:30	13.461	1054.9					
860	7/26/2018 9:45	13.461	1216.3					
861	7/26/2018 10:00	13.461	710.4					
862	7/26/2018 10:15	13.461	1194.8					
863	7/26/2018 10:30	13.461	1087.2					
864	7/26/2018 10:45	13.461	1334.7					
865	7/26/2018 11:00	13.461	1636.1					
866	7/26/2018 11:15	13.461	742.7					
867	7/26/2018 11:30	13.461	1001					
868	7/26/2018 11:45	13.461	785.8					
869	7/26/2018 12:00	13.461	861.1					
870	7/26/2018 12:15	13.461	947.2					
871	7/26/2018 12:30	13.461	775					
872	7/26/2018 12:45	13.461	990.3					
873	7/26/2018 13:00	13.461	678.1					
874	7/26/2018 13:15	13.461	1022.6					
875	7/26/2018 13:30	13.461	979.5					
876	7/26/2018 13:45	13.461	1001					
877	7/26/2018 14:00	13.461	387.5					
878	7/26/2018 14:15	13.461	322.9					
879	7/26/2018 14:30	13.461	247.6					
880	7/26/2018 14:45	13.461	247.6					
881	7/26/2018 15:00	13.461	290.6					
882	7/26/2018 15:15	13.461	301.4					
883	7/26/2018 15:30	13.461	290.6					
884	7/26/2018 15:45	13.461	150.7					
885	7/26/2018 16:00	13.461	172.2					
886	7/26/2018 16:15	13.461	129.2					
887	7/26/2018 16:30	13.461	172.2					
888	7/26/2018 16:45	13.365	226					
889	7/26/2018 17:00	13.365	204.5					
890	7/26/2018 17:15	13.365	215.3					
891	7/26/2018 17:30	13.365	193.8					
892	7/26/2018 17:45	13.461	333.7					
893	7/26/2018 18:00	13.461	355.2					
894	7/26/2018 18:15	13.365	301.4					
895	7/26/2018 18:30	13.461	419.8					
896	7/26/2018 18:45	13.461	279.9					
897	7/26/2018 19:00	13.365	204.5					
898	7/26/2018 19:15	13.365	172.2					
899	7/26/2018 19:30	13.365	86.1					
900	7/26/2018 19:45	13.365	129.2					
901	7/26/2018 20:00	13.365	129.2					
902	7/26/2018 20:15	13.365	107.6					
903	7/26/2018 20:30	13.365	96.9					
904	7/26/2018 20:45	13.365	75.3					
905	7/26/2018 21:00	13.365	43.1					
906	7/26/2018 21:15	13.365	43.1					
907	7/26/2018 21:30	13.365	21.5					
908	7/26/2018 21:45	13.365	10.8					
909	7/26/2018 22:00	13.365	0					
910	7/26/2018 22:15	13.365	0					
911	7/26/2018 22:30	13.365	0					
912	7/26/2018 22:45	13.365	0					
913	7/26/2018 23:00	13.365	0					
914	7/26/2018 23:15	13.365	0					
915	7/26/2018 23:30	13.365	0					
916	7/26/2018 23:45	13.365	0					
917	7/27/2018 0:00	13.365	0					
918	7/27/2018 0:15	13.365	0					
919	7/27/2018 0:30	13.365	0					
920	7/27/2018 0:45	13.365	0					
921	7/27/2018 1:00	13.269	0					
922	7/27/2018 1:15	13.269	0					
923	7/27/2018 1:30	13.269	0					
924	7/27/2018 1:45	13.269	0					
925	7/27/2018 2:00	13.269	0					
926	7/27/2018 2:15	13.269	0					
927	7/27/2018 2:30	13.269	0					
928	7/27/2018 2:45	13.269	0					
929	7/27/2018 3:00	13.269	0					
930	7/27/2018 3:15	13.269	0					
931	7/27/2018 3:30	13.269	0					
932	7/27/2018 3:45	13.269	0					
933	7/27/2018 4:00	13.269	21.5					
934	7/27/2018 4:15	13.269	43.1					
935	7/27/2018 4:30	13.269	64.6					
936	7/27/2018 4:45	13.173	107.6					
937	7/27/2018 5:00	13.173	161.5					
938	7/27/2018 5:15	13.173	204.5					
939	7/27/2018 5:30	13.173	107.6					
940	7/27/2018 5:45	13.173	86.1					
941	7/27/2018 6:00	13.173	172.2					
942	7/27/2018 6:15	13.173	247.6					
943	7/27/2018 6:30	13.173	559.7					
944	7/27/2018 6:45	13.269	538.2					
945	7/27/2018 7:00	13.269	505.9					
946	7/27/2018 7:15	13.269	699.7					
947	7/27/2018 7:30	13.269	538.2					
948	7/27/2018 7:45	13.269	861.1					
949	7/27/2018 8:00	13.269	1033.3					
950	7/27/2018 8:15	13.269	1184					
951	7/27/2018 8:30	13.269	1205.6					
952	7/27/2018 8:45	13.269	1463.9					
953	7/27/2018 9:00	13.269	1722.2					
954	7/27/2018 9:15	13.365	1980.6					
955	7/27/2018 9:30	13.269	785.8					
956	7/27/2018 9:45	13.269	1463.9					
957	7/27/2018 10:00	13.365	2755.6					
958	7/27/2018 10:15	13.365	3100					
959	7/27/2018 10:30	13.365	3272.2					
960	7/27/2018 10:45	13.365	3444.5					
961	7/27/2018 11:00	13.461	3788.9					
962	7/27/2018 11:15	13.461	3961.1					
963	7/27/2018 11:30	13.461	4133.4					
964	7/27/2018 11:45	13.461	4133.4					
965	7/27/2018 12:00	13.461	4650					
966	7/27/2018 12:15	13.558	4477.8					
967	7/27/2018 12:30	13.654	4994.5					
968	7/27/2018 12:45	13.75	5338.9					
969	7/27/2018 13:00	13.75	4133.4					
970	7/27/2018 13:15	13.75	3961.1					
971	7/27/2018 13:30	13.846	5166.7					
972	7/27/2018 13:45	13.942	4305.6					
973	7/27/2018 14:00	13.942	4133.4					
974	7/27/2018 14:15	13.942	4133.4					
975	7/27/2018 14:30	14.134	4477.8					
976	7/27/2018 14:45	14.23	4305.6					
977	7/27/2018 15:00	14.421	4133.4					
978	7/27/2018 15:15	14.709	1377.8					
979	7/27/2018 15:30	14.9	1636.1					
980	7/27/2018 15:45	15.091	3100					
981	7/27/2018 16:00	15.187	2497.2					
982	7/27/2018 16:15	15.187	1980.6					
983	7/27/2018 16:30	15.282	2066.7					
984	7/27/2018 16:45	15.473	1636.1					
985	7/27/2018 17:00	15.569	1894.5					
986	7/27/2018 17:15	15.569	1636.1					
987	7/27/2018 17:30	15.664	1980.6					
988	7/27/2018 17:45	15.76	1550					
989	7/27/2018 18:00	15.76	1345.5					
990	7/27/2018 18:15	15.76	1550					
991	7/27/2018 18:30	15.76	1722.2					
992	7/27/2018 18:45	15.664	1076.4					
993	7/27/2018 19:00	15.473	968.8					
994	7/27/2018 19:15	15.378	1001					
995	7/27/2018 19:30	15.378	699.7					
996	7/27/2018 19:45	15.378	602.8					
997	7/27/2018 20:00	15.378	516.7					
998	7/27/2018 20:15	15.378	495.1					
999	7/27/2018 20:30	15.378	344.4					
1000	7/27/2018 20:45	15.378	193.8					
1001	7/27/2018 21:00	15.282	172.2					
1002	7/27/2018 21:15	15.282	118.4					
1003	7/27/2018 21:30	15.187	64.6					
1004	7/27/2018 21:45	15.187	32.3					
1005	7/27/2018 22:00	15.187	21.5					
1006	7/27/2018 22:15	15.187	0					
1007	7/27/2018 22:30	15.187	0					
1008	7/27/2018 22:45	15.187	0					
1009	7/27/2018 23:00	15.187	0					
1010	7/27/2018 23:15	15.187	0					
1011	7/27/2018 23:30	15.187	0					
1012	7/27/2018 23:45	15.187	0					
1013	7/28/2018 0:00	15.187	0					
1014	7/28/2018 0:15	14.996	0					
1015	7/28/2018 0:30	14.804	0					
1016	7/28/2018 0:45	14.709	0					
1017	7/28/2018 1:00	14.613	0					
1018	7/28/2018 1:15	14.613	0					
1019	7/28/2018 1:30	14.709	0					
1020	7/28/2018 1:45	14.613	0					
1021	7/28/2018 2:00	14.709	0					
1022	7/28/2018 2:15	14.613	0					
1023	7/28/2018 2:30	14.613	0					
1024	7/28/2018 2:45	14.709	0					
1025	7/28/2018 3:00	14.804	0					
1026	7/28/2018 3:15	14.804	0					
1027	7/28/2018 3:30	14.804	0					
1028	7/28/2018 3:45	14.804	0					
1029	7/28/2018 4:00	14.804	0					
1030	7/28/2018 4:15	14.709	0					
1031	7/28/2018 4:30	14.709	0					
1032	7/28/2018 4:45	14.613	43.1					
1033	7/28/2018 5:00	14.613	75.3					
1034	7/28/2018 5:15	14.613	43.1					
1035	7/28/2018 5:30	14.709	193.8					
1036	7/28/2018 5:45	14.709	226					
1037	7/28/2018 6:00	14.709	258.3					
1038	7/28/2018 6:15	14.804	1044.1					
1039	7/28/2018 6:30	14.804	635.1					
1040	7/28/2018 6:45	14.804	592					
1041	7/28/2018 7:00	14.804	925.7					
1042	7/28/2018 7:15	14.804	947.2					
1043	7/28/2018 7:30	14.804	958					
1044	7/28/2018 7:45	14.709	807.3					
1045	7/28/2018 8:00	14.613	1237.9					
1046	7/28/2018 8:15	14.613	1044.1					
1047	7/28/2018 8:30	14.709	1184					
1048	7/28/2018 8:45	14.613	764.2					
1049	7/28/2018 9:00	14.613	990.3					
1050	7/28/2018 9:15	14.613	753.5					
1051	7/28/2018 9:30	14.613	1033.3					
1052	7/28/2018 9:45	14.613	1033.3					
1053	7/28/2018 10:00	14.613	904.2					
1054	7/28/2018 10:15	14.613	1076.4					
1055	7/28/2018 10:30	14.613	1463.9					
1056	7/28/2018 10:45	14.613	1636.1					
1057	7/28/2018 11:00	14.613	1227.1					
1058	7/28/2018 11:15	14.613	1033.3					
1059	7/28/2018 11:30	14.517	678.1					
1060	7/28/2018 11:45	14.517	527.4					
1061	7/28/2018 12:00	14.517	764.2					
1062	7/28/2018 12:15	14.613	979.5					
1063	7/28/2018 12:30	14.613	419.8					
1064	7/28/2018 12:45	14.709	226					
1065	7/28/2018 13:00	14.709	430.6					
1066	7/28/2018 13:15	14.709	376.7					
1067	7/28/2018 13:30	14.709	258.3					
1068	7/28/2018 13:45	14.804	172.2					
1069	7/28/2018 14:00	14.804	258.3					
1070	7/28/2018 14:15	14.804	473.6					
1071	7/28/2018 14:30	14.804	322.9					
1072	7/28/2018 14:45	14.9	473.6					
1073	7/28/2018 15:00	14.996	807.3					
1074	7/28/2018 15:15	14.996	1011.8					
1075	7/28/2018 15:30	14.996	1722.2					
1076	7/28/2018 15:45	14.9	1291.7					
1077	7/28/2018 16:00	14.804	1722.2					
1078	7/28/2018 16:15	14.709	2755.6					
1079	7/28/2018 16:30	14.613	2669.5					
1080	7/28/2018 16:45	14.613	3100					
1081	7/28/2018 17:00	14.517	3272.2					
1082	7/28/2018 17:15	14.517	2927.8					
1083	7/28/2018 17:30	14.517	1980.6					
1084	7/28/2018 17:45	14.517	2238.9					
1085	7/28/2018 18:00	14.517	914.9					
1086	7/28/2018 18:15	14.517	333.7					
1087	7/28/2018 18:30	14.613	183					
1088	7/28/2018 18:45	14.613	161.5					
1089	7/28/2018 19:00	14.613	161.5					
1090	7/28/2018 19:15	14.613	193.8					
1091	7/28/2018 19:30	14.613	204.5					
1092	7/28/2018 19:45	14.613	215.3					
1093	7/28/2018 20:00	14.613	269.1					
1094	7/28/2018 20:15	14.709	215.3					
1095	7/28/2018 20:30	14.709	269.1					
1096	7/28/2018 20:45	14.709	344.4					
1097	7/28/2018 21:00	14.709	398.3					
1098	7/28/2018 21:15	14.709	398.3					
1099	7/28/2018 21:30	14.709	312.2					
1100	7/28/2018 21:45	14.709	118.4					
1101	7/28/2018 22:00	14.613	64.6					
1102	7/28/2018 22:15	14.613	43.1					
1103	7/28/2018 22:30	14.613	43.1					
1104	7/28/2018 22:45	14.613	10.8					
1105	7/28/2018 23:00	14.613	0					
1106	7/28/2018 23:15	14.613	0					
1107	7/28/2018 23:30	14.613	0					
1108	7/28/2018 23:45	14.613	0					
1109	7/29/2018 0:00	14.613	0					
1110	7/29/2018 0:15	14.613	0					
1111	7/29/2018 0:30	14.517	0					
1112	7/29/2018 0:45	14.517	0					
1113	7/29/2018 1:00	14.517	0					
1114	7/29/2018 1:15	14.517	0					
1115	7/29/2018 1:30	14.517	0					
1116	7/29/2018 1:45	14.517	0					
1117	7/29/2018 2:00	14.517	0					
1118	7/29/2018 2:15	14.517	0					
1119	7/29/2018 2:30	14.517	0					
1120	7/29/2018 2:45	14.421	0					
1121	7/29/2018 3:00	14.421	0					
1122	7/29/2018 3:15	14.421	0					
1123	7/29/2018 3:30	14.421	10.8					
1124	7/29/2018 3:45	14.421	32.3					
1125	7/29/2018 4:00	14.421	53.8					
1126	7/29/2018 4:15	14.421	86.1					
1127	7/29/2018 4:30	14.421	129.2					
1128	7/29/2018 4:45	14.421	301.4					
1129	7/29/2018 5:00	14.421	409					
1130	7/29/2018 5:15	14.421	398.3					
1131	7/29/2018 5:30	14.421	505.9					
1132	7/29/2018 5:45	14.517	818.1					
1133	7/29/2018 6:00	14.517	495.1					
1134	7/29/2018 6:15	14.517	527.4					
1135	7/29/2018 6:30	14.517	861.1					
1136	7/29/2018 6:45	14.517	807.3					
1137	7/29/2018 7:00	14.517	419.8					
1138	7/29/2018 7:15	14.613	2066.7					
1139	7/29/2018 7:30	14.613	1248.6					
1140	7/29/2018 7:45	14.517	1248.6					
1141	7/29/2018 8:00	14.517	1636.1					
1142	7/29/2018 8:15	14.613	2411.1					
1143	7/29/2018 8:30	14.709	3788.9					
1144	7/29/2018 8:45	14.709	3961.1					
1145	7/29/2018 9:00	14.709	4305.6					
1146	7/29/2018 9:15	14.709	5338.9					
1147	7/29/2018 9:30	14.804	6200					
1148	7/29/2018 9:45	14.9	5166.7					
1149	7/29/2018 10:00	14.9	5511.1					
1150	7/29/2018 10:15	14.9	6200					
1151	7/29/2018 10:30	14.804	3272.2					
1152	7/29/2018 10:45	14.9	5338.9					
1153	7/29/2018 11:00	14.804	2238.9					
1154	7/29/2018 11:15	14.804	2927.8					
1155	7/29/2018 11:30	14.804	9300.1					
1156	7/29/2018 11:45	15.091	5511.1					
1157	7/29/2018 12:00	14.996	6544.5					
1158	7/29/2018 12:15	14.996	6200					
1159	7/29/2018 12:30	14.804	1345.5					
1160	7/29/2018 12:45	14.9	2066.7					
1161	7/29/2018 13:00	15.091	7577.8					
1162	7/29/2018 13:15	15.187	9300.1					
1163	7/29/2018 13:30	14.996	3616.7					
1164	7/29/2018 13:45	14.996	2755.6					
1165	7/29/2018 14:00	14.996	1894.5					
1166	7/29/2018 14:15	14.9	947.2					
1167	7/29/2018 14:30	14.9	1119.5					
1168	7/29/2018 14:45	14.9	527.4					
1169	7/29/2018 15:00	14.9	484.4					
1170	7/29/2018 15:15	14.9	807.3					
1171	7/29/2018 15:30	14.9	882.6					
1172	7/29/2018 15:45	14.9	882.6					
1173	7/29/2018 16:00	14.9	1087.2					
1174	7/29/2018 16:15	14.9	1205.6					
1175	7/29/2018 16:30	14.9	1280.9					
1176	7/29/2018 16:45	14.9	764.2					
1177	7/29/2018 17:00	14.9	484.4					
1178	7/29/2018 17:15	14.804	688.9					
1179	7/29/2018 17:30	14.804	667.4					
1180	7/29/2018 17:45	14.804	796.5					
1181	7/29/2018 18:00	14.804	785.8					
1182	7/29/2018 18:15	14.804	441.3					
1183	7/29/2018 18:30	14.804	484.4					
1184	7/29/2018 18:45	14.804	699.7					
1185	7/29/2018 19:00	14.804	775					
1186	7/29/2018 19:15	14.804	882.6					
1187	7/29/2018 19:30	14.804	527.4					
1188	7/29/2018 19:45	14.804	549					
1189	7/29/2018 20:00	14.804	796.5					
1190	7/29/2018 20:15	14.804	850.4					
1191	7/29/2018 20:30	14.804	688.9					
1192	7/29/2018 20:45	14.804	688.9					
1193	7/29/2018 21:00	14.804	398.3					
1194	7/29/2018 21:15	14.709	387.5					
1195	7/29/2018 21:30	14.709	86.1					
1196	7/29/2018 21:45	14.709	96.9					
1197	7/29/2018 22:00	14.709	86.1					
1198	7/29/2018 22:15	14.709	64.6					
1199	7/29/2018 22:30	14.709	32.3					
1200	7/29/2018 22:45	14.613	10.8					
1201	7/29/2018 23:00	14.613	0					
1202	7/29/2018 23:15	14.613	0					
1203	7/29/2018 23:30	14.517	0					
1204	7/29/2018 23:45	14.517	0					
1205	7/30/2018 0:00	14.517	0					
1206	7/30/2018 0:15	14.517	0					
1207	7/30/2018 0:30	14.517	0					
1208	7/30/2018 0:45	14.517	0					
1209	7/30/2018 1:00	14.517	0					
1210	7/30/2018 1:15	14.421	0					
1211	7/30/2018 1:30	14.421	0					
1212	7/30/2018 1:45	14.421	0					
1213	7/30/2018 2:00	14.421	0					
1214	7/30/2018 2:15	14.421	0					
1215	7/30/2018 2:30	14.421	0					
1216	7/30/2018 2:45	14.517	0					
1217	7/30/2018 3:00	14.517	0					
1218	7/30/2018 3:15	14.517	0					
1219	7/30/2018 3:30	14.517	0					
1220	7/30/2018 3:45	14.517	0					
1221	7/30/2018 4:00	14.517	10.8					
1222	7/30/2018 4:15	14.517	53.8					
1223	7/30/2018 4:30	14.517	129.2					
