Plot Title: miniDOT-Pelagic-Reykjahlid							
#	"Date Time, GMT+00:00"	"Temp, °C (LGR S/N: 10517217, SEN S/N: 10517217, LBL: Temp)"	"Intensity, Lux (LGR S/N: 10517217, SEN S/N: 10517217, LBL: Light Intensity)"	Coupler Attached (LGR S/N: 10517217)	Host Connected (LGR S/N: 10517217)	Stopped (LGR S/N: 10517217)	End Of File (LGR S/N: 10517217)
208	6/17/2018 14:30	12.69	9644.5				
209	6/17/2018 15:00	12.304	9644.5				
210	6/17/2018 15:30	12.594	11022.3				
211	6/17/2018 16:00	12.594	7577.8				
212	6/17/2018 16:30	12.594	12400.1				
213	6/17/2018 17:00	12.497	4822.3				
214	6/17/2018 17:30	12.497	5511.1				
215	6/17/2018 18:00	12.497	3961.1				
216	6/17/2018 18:30	12.69	7233.4				
217	6/17/2018 19:00	12.594	5166.7				
218	6/17/2018 19:30	12.497	3444.5				
219	6/17/2018 20:00	12.497	3272.2				
220	6/17/2018 20:30	12.401	2411.1				
221	6/17/2018 21:00	12.304	1130.2				
222	6/17/2018 21:30	12.207	914.9				
223	6/17/2018 22:00	12.11	570.5				
224	6/17/2018 22:30	12.013	279.9				
225	6/17/2018 23:00	12.013	86.1				
226	6/17/2018 23:30	11.916	86.1				
227	6/18/2018 0:00	11.916	75.3				
228	6/18/2018 0:30	11.916	43.1				
229	6/18/2018 1:00	11.916	32.3				
230	6/18/2018 1:30	11.916	43.1				
231	6/18/2018 2:00	11.819	32.3				
232	6/18/2018 2:30	11.819	64.6				
233	6/18/2018 3:00	11.819	75.3				
234	6/18/2018 3:30	11.819	129.2				
235	6/18/2018 4:00	11.819	161.5				
236	6/18/2018 4:30	11.722	527.4				
237	6/18/2018 5:00	11.819	1097.9				
238	6/18/2018 5:30	11.819	1280.9				
239	6/18/2018 6:00	11.819	1894.5				
240	6/18/2018 6:30	11.916	3272.2				
241	6/18/2018 7:00	11.916	2927.8				
242	6/18/2018 7:30	11.916	3616.7				
243	6/18/2018 8:00	11.819	1636.1				
244	6/18/2018 8:30	11.819	2152.8				
245	6/18/2018 9:00	11.722	678.1				
246	6/18/2018 9:30	11.722	1151.7				
247	6/18/2018 10:00	11.722	2152.8				
248	6/18/2018 10:30	11.722	2325				
249	6/18/2018 11:00	11.819	1980.6				
250	6/18/2018 11:30	11.722	1980.6				
251	6/18/2018 12:00	11.722	1980.6				
252	6/18/2018 12:30	11.722	2325				
253	6/18/2018 13:00	11.819	4305.6				
254	6/18/2018 13:30	11.625	1980.6				
255	6/18/2018 14:00	11.819	4477.8				
256	6/18/2018 14:30	11.722	2755.6				
257	6/18/2018 15:00	11.528	2152.8				
258	6/18/2018 15:30	11.431	2411.1				
259	6/18/2018 16:00	11.431	2583.4				
260	6/18/2018 16:30	11.528	2927.8				
261	6/18/2018 17:00	11.431	3272.2				
262	6/18/2018 17:30	11.431	2669.5				
263	6/18/2018 18:00	11.431	2152.8				
264	6/18/2018 18:30	11.334	1097.9				
265	6/18/2018 19:00	11.334	1636.1				
266	6/18/2018 19:30	11.236	1636.1				
267	6/18/2018 20:00	11.139	710.4				
268	6/18/2018 20:30	11.139	635.1				
269	6/18/2018 21:00	11.041	430.6				
270	6/18/2018 21:30	11.139	398.3				
271	6/18/2018 22:00	11.236	247.6				
272	6/18/2018 22:30	11.236	150.7				
