"Plot Title: MD_E6_LOW_20AUG19"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10517216, SEN S/N: 10517216, LBL: Temp)","Intensity, Lux (LGR S/N: 10517216, SEN S/N: 10517216, LBL: Light)","Bad Battery (LGR S/N: 10517216)","End Of File (LGR S/N: 10517216)"
477,09/29/19 04:05:00 PM,7.582,86.1,,
478,09/29/19 06:05:00 PM,7.481,0.0,,
479,09/29/19 08:05:00 PM,7.280,0.0,,
480,09/29/19 10:05:00 PM,7.179,0.0,,
481,09/30/19 12:05:00 AM,6.978,0.0,,
482,09/30/19 02:05:00 AM,6.674,0.0,,
483,09/30/19 04:05:00 AM,6.573,0.0,,
484,09/30/19 06:05:00 AM,6.471,0.0,,
485,09/30/19 08:05:00 AM,6.370,0.0,,
486,09/30/19 10:05:00 AM,6.573,129.2,,
487,09/30/19 12:05:00 PM,6.471,118.4,,
488,09/30/19 02:05:00 PM,6.775,193.8,,
489,09/30/19 04:05:00 PM,6.573,21.5,,
490,09/30/19 06:05:00 PM,6.573,0.0,,
491,09/30/19 08:05:00 PM,6.471,0.0,,
492,09/30/19 10:05:00 PM,6.370,0.0,,
493,10/01/19 12:05:00 AM,6.370,0.0,,
494,10/01/19 02:05:00 AM,6.268,0.0,,
495,10/01/19 04:05:00 AM,5.655,0.0,,
496,10/01/19 06:05:00 AM,5.552,0.0,,
497,10/01/19 08:05:00 AM,5.552,0.0,,
498,10/01/19 10:05:00 AM,5.655,64.6,,
499,10/01/19 12:05:00 PM,5.860,247.6,,
500,10/01/19 02:05:00 PM,5.860,312.2,,
501,10/01/19 04:05:00 PM,5.757,96.9,,
502,10/01/19 06:05:00 PM,5.552,0.0,,
503,10/01/19 08:05:00 PM,5.347,0.0,,
504,10/01/19 10:05:00 PM,5.450,0.0,,
505,10/02/19 12:05:00 AM,5.244,0.0,,
506,10/02/19 02:05:00 AM,5.141,0.0,,
507,10/02/19 04:05:00 AM,5.037,0.0,,
508,10/02/19 06:05:00 AM,4.831,0.0,,
509,10/02/19 08:05:00 AM,4.831,0.0,,
510,10/02/19 10:05:00 AM,5.037,139.9,,
511,10/02/19 12:05:00 PM,5.141,473.6,,
512,10/02/19 02:05:00 PM,5.141,312.2,,
513,10/02/19 04:05:00 PM,5.141,53.8,,
514,10/02/19 06:05:00 PM,5.037,0.0,,
515,10/02/19 08:05:00 PM,4.934,0.0,,
516,10/02/19 10:05:00 PM,4.727,0.0,,
517,10/03/19 12:05:00 AM,4.727,0.0,,
518,10/03/19 02:05:00 AM,4.727,0.0,,
519,10/03/19 04:05:00 AM,4.727,0.0,,
520,10/03/19 06:05:00 AM,4.519,0.0,,
521,10/03/19 08:05:00 AM,4.519,10.8,,
522,10/03/19 10:05:00 AM,4.727,64.6,,
523,10/03/19 12:05:00 PM,4.934,193.8,,
524,10/03/19 02:05:00 PM,4.831,129.2,,
525,10/03/19 04:05:00 PM,4.831,43.1,,
526,10/03/19 06:05:00 PM,4.831,0.0,,
527,10/03/19 08:05:00 PM,4.831,0.0,,
528,10/03/19 10:05:00 PM,5.037,0.0,,
529,10/04/19 12:05:00 AM,4.934,0.0,,
530,10/04/19 02:05:00 AM,4.934,0.0,,
531,10/04/19 04:05:00 AM,4.934,0.0,,
532,10/04/19 06:05:00 AM,4.831,0.0,,
533,10/04/19 08:05:00 AM,4.623,0.0,,
534,10/04/19 10:05:00 AM,4.415,75.3,,
535,10/04/19 12:05:00 PM,4.519,129.2,,
536,10/04/19 02:05:00 PM,4.934,75.3,,
537,10/04/19 04:05:00 PM,4.727,21.5,,
538,10/04/19 06:05:00 PM,4.727,0.0,,
539,10/04/19 08:05:00 PM,4.519,0.0,,
540,10/04/19 10:05:00 PM,4.727,0.0,,
541,10/05/19 12:05:00 AM,4.727,0.0,,
542,10/05/19 02:05:00 AM,4.519,0.0,,
543,10/05/19 04:05:00 AM,4.519,0.0,,
544,10/05/19 06:05:00 AM,4.519,0.0,,
545,10/05/19 08:05:00 AM,4.415,0.0,,
546,10/05/19 10:05:00 AM,4.519,10.8,,
547,10/05/19 12:05:00 PM,4.415,0.0,,
548,10/05/19 02:05:00 PM,4.519,0.0,,
549,10/05/19 04:05:00 PM,4.519,0.0,,
550,10/05/19 06:05:00 PM,4.311,0.0,,
551,10/05/19 08:05:00 PM,4.415,0.0,,
552,10/05/19 10:05:00 PM,4.623,0.0,,
553,10/06/19 12:05:00 AM,4.727,0.0,,
554,10/06/19 02:05:00 AM,4.831,0.0,,
555,10/06/19 04:05:00 AM,4.831,0.0,,
556,10/06/19 06:05:00 AM,4.934,0.0,,
557,10/06/19 08:05:00 AM,5.037,0.0,,
558,10/06/19 10:05:00 AM,5.141,10.8,,
559,10/06/19 12:05:00 PM,5.244,10.8,,
560,10/06/19 02:05:00 PM,5.347,21.5,,
561,10/06/19 04:05:00 PM,5.347,10.8,,
562,10/06/19 06:05:00 PM,5.347,0.0,,
563,10/06/19 08:05:00 PM,5.347,0.0,,
564,10/06/19 10:05:00 PM,5.141,0.0,,
565,10/07/19 12:05:00 AM,5.141,0.0,,
566,10/07/19 02:05:00 AM,5.141,0.0,,
567,10/07/19 04:05:00 AM,5.141,0.0,,
568,10/07/19 06:05:00 AM,5.347,0.0,,
569,10/07/19 08:05:00 AM,5.450,0.0,,
570,10/07/19 10:05:00 AM,5.450,0.0,,
571,10/07/19 12:05:00 PM,5.450,32.3,,
572,10/07/19 02:05:00 PM,5.655,21.5,,
573,10/07/19 04:05:00 PM,5.757,0.0,,
574,10/07/19 06:05:00 PM,5.552,0.0,,
575,10/07/19 08:05:00 PM,5.552,0.0,,
576,10/07/19 10:05:00 PM,5.552,0.0,,
577,10/08/19 12:05:00 AM,5.655,0.0,,
578,10/08/19 02:05:00 AM,5.655,0.0,,
579,10/08/19 04:05:00 AM,5.655,0.0,,
580,10/08/19 06:05:00 AM,5.757,0.0,,
581,10/08/19 08:05:00 AM,5.757,0.0,,
582,10/08/19 10:05:00 AM,5.860,21.5,,
583,10/08/19 12:05:00 PM,6.064,53.8,,
584,10/08/19 02:05:00 PM,6.166,43.1,,
585,10/08/19 04:05:00 PM,6.268,21.5,,
586,10/08/19 06:05:00 PM,6.166,0.0,,
587,10/08/19 08:05:00 PM,6.064,0.0,,
588,10/08/19 10:05:00 PM,6.166,0.0,,
589,10/09/19 12:05:00 AM,6.064,0.0,,
590,10/09/19 02:05:00 AM,6.064,0.0,,
591,10/09/19 04:05:00 AM,6.064,0.0,,
592,10/09/19 06:05:00 AM,5.962,0.0,,
593,10/09/19 08:05:00 AM,5.860,0.0,,
594,10/09/19 10:05:00 AM,5.860,10.8,,
595,10/09/19 12:05:00 PM,5.962,53.8,,
596,10/09/19 02:05:00 PM,5.860,0.0,,
597,10/09/19 04:05:00 PM,5.860,10.8,,
598,10/09/19 06:05:00 PM,5.962,0.0,,
599,10/09/19 08:05:00 PM,5.962,0.0,,
600,10/09/19 10:05:00 PM,5.860,0.0,,
601,10/10/19 12:05:00 AM,5.655,0.0,,
602,10/10/19 02:05:00 AM,5.655,0.0,,
603,10/10/19 04:05:00 AM,5.655,0.0,,
604,10/10/19 06:05:00 AM,5.552,0.0,,
605,10/10/19 08:05:00 AM,5.244,0.0,,
606,10/10/19 10:05:00 AM,5.450,0.0,,
607,10/10/19 12:05:00 PM,5.244,0.0,,
608,10/10/19 02:05:00 PM,5.037,0.0,,
609,10/10/19 04:05:00 PM,5.141,0.0,,
610,10/10/19 06:05:00 PM,5.037,0.0,,
611,10/10/19 08:05:00 PM,5.037,0.0,,
612,10/10/19 10:05:00 PM,5.141,0.0,,
613,10/11/19 12:05:00 AM,5.037,0.0,,
614,10/11/19 02:05:00 AM,4.934,0.0,,
615,10/11/19 04:05:00 AM,4.934,0.0,,
616,10/11/19 06:05:00 AM,4.934,0.0,,
617,10/11/19 08:05:00 AM,4.934,0.0,,
618,10/11/19 10:05:00 AM,4.934,0.0,,
619,10/11/19 12:05:00 PM,4.934,21.5,,
620,10/11/19 02:05:00 PM,4.934,43.1,,
621,10/11/19 04:05:00 PM,4.934,10.8,,
622,10/11/19 06:05:00 PM,4.831,0.0,,
623,10/11/19 08:05:00 PM,4.831,0.0,,
624,10/11/19 10:05:00 PM,4.727,0.0,,
625,10/12/19 12:05:00 AM,4.623,0.0,,
626,10/12/19 02:05:00 AM,4.519,0.0,,
627,10/12/19 04:05:00 AM,4.415,0.0,,
628,10/12/19 06:05:00 AM,4.415,0.0,,
629,10/12/19 08:05:00 AM,4.519,0.0,,
630,10/12/19 10:05:00 AM,4.519,96.9,,
631,10/12/19 12:05:00 PM,4.519,64.6,,
632,10/12/19 02:05:00 PM,4.519,43.1,,
633,10/12/19 04:05:00 PM,4.519,32.3,,
634,10/12/19 06:05:00 PM,4.311,0.0,,
635,10/12/19 08:05:00 PM,4.311,0.0,,
636,10/12/19 10:05:00 PM,4.102,0.0,,
637,10/13/19 12:05:00 AM,3.998,0.0,,
638,10/13/19 02:05:00 AM,3.893,0.0,,
639,10/13/19 04:05:00 AM,3.893,0.0,,
640,10/13/19 06:05:00 AM,3.788,0.0,,
641,10/13/19 08:05:00 AM,3.683,0.0,,
642,10/13/19 10:05:00 AM,3.683,86.1,,
643,10/13/19 12:05:00 PM,3.788,215.3,,
644,10/13/19 02:05:00 PM,3.788,172.2,,
645,10/13/19 04:05:00 PM,3.683,43.1,,
646,10/13/19 06:05:00 PM,3.578,0.0,,
647,10/13/19 08:05:00 PM,3.472,0.0,,
648,10/13/19 10:05:00 PM,3.367,0.0,,
649,10/14/19 12:05:00 AM,3.261,0.0,,
650,10/14/19 02:05:00 AM,3.261,0.0,,
651,10/14/19 04:05:00 AM,3.261,0.0,,
652,10/14/19 06:05:00 AM,3.155,0.0,,
653,10/14/19 08:05:00 AM,3.049,0.0,,
654,10/14/19 10:05:00 AM,3.049,53.8,,
655,10/14/19 12:05:00 PM,3.049,75.3,,
656,10/14/19 02:05:00 PM,2.730,64.6,,
657,10/14/19 04:05:00 PM,2.517,32.3,,
658,10/14/19 06:05:00 PM,2.624,0.0,,
659,10/14/19 08:05:00 PM,2.624,0.0,,
660,10/14/19 10:05:00 PM,2.517,0.0,,
661,10/15/19 12:05:00 AM,2.730,0.0,,
662,10/15/19 02:05:00 AM,2.837,0.0,,
663,10/15/19 04:05:00 AM,2.943,0.0,,
664,10/15/19 06:05:00 AM,2.943,0.0,,
665,10/15/19 08:05:00 AM,2.943,0.0,,
666,10/15/19 10:05:00 AM,2.943,0.0,,
667,10/15/19 12:05:00 PM,3.155,0.0,,
668,10/15/19 02:05:00 PM,3.261,10.8,,
669,10/15/19 04:05:00 PM,3.367,0.0,,
670,10/15/19 06:05:00 PM,3.367,0.0,,
671,10/15/19 08:05:00 PM,3.367,0.0,,
672,10/15/19 10:05:00 PM,3.367,0.0,,
673,10/16/19 12:05:00 AM,3.367,0.0,,
674,10/16/19 02:05:00 AM,3.367,0.0,,
675,10/16/19 04:05:00 AM,3.367,0.0,,
676,10/16/19 06:05:00 AM,3.367,0.0,,
677,10/16/19 08:05:00 AM,3.367,0.0,,
678,10/16/19 10:05:00 AM,3.472,0.0,,
679,10/16/19 12:05:00 PM,3.472,32.3,,
680,10/16/19 02:05:00 PM,3.472,32.3,,
681,10/16/19 04:05:00 PM,3.472,10.8,,
682,10/16/19 06:05:00 PM,3.472,0.0,,
683,10/16/19 08:05:00 PM,3.472,0.0,,
684,10/16/19 10:05:00 PM,3.472,0.0,,
685,10/17/19 12:05:00 AM,3.472,0.0,,
686,10/17/19 02:05:00 AM,3.472,0.0,,
687,10/17/19 04:05:00 AM,3.683,0.0,,
688,10/17/19 06:05:00 AM,3.683,0.0,,
689,10/17/19 08:05:00 AM,3.578,0.0,,
690,10/17/19 10:05:00 AM,3.367,21.5,,
691,10/17/19 12:05:00 PM,3.472,21.5,,
692,10/17/19 02:05:00 PM,3.472,64.6,,
693,10/17/19 04:05:00 PM,3.472,10.8,,
694,10/17/19 06:05:00 PM,3.367,0.0,,
695,10/17/19 08:05:00 PM,3.367,0.0,,
696,10/17/19 10:05:00 PM,3.367,0.0,,
697,10/18/19 12:05:00 AM,3.261,0.0,,
698,10/18/19 02:05:00 AM,3.261,0.0,,
699,10/18/19 04:05:00 AM,3.261,0.0,,
700,10/18/19 06:05:00 AM,3.155,0.0,,
701,10/18/19 08:05:00 AM,3.155,0.0,,
702,10/18/19 10:05:00 AM,3.155,21.5,,
703,10/18/19 12:05:00 PM,3.261,32.3,,
704,10/18/19 02:05:00 PM,3.261,43.1,,
705,10/18/19 04:05:00 PM,3.155,0.0,,
706,10/18/19 06:05:00 PM,3.049,0.0,,
707,10/18/19 08:05:00 PM,3.049,0.0,,
708,10/18/19 10:05:00 PM,2.943,0.0,,
709,10/19/19 12:05:00 AM,2.943,0.0,,
710,10/19/19 02:05:00 AM,2.837,0.0,,
711,10/19/19 04:05:00 AM,2.730,0.0,,
712,10/19/19 06:05:00 AM,2.624,0.0,,
713,10/19/19 08:05:00 AM,2.517,0.0,,
714,10/19/19 10:05:00 AM,2.517,64.6,,
715,10/19/19 12:05:00 PM,2.624,193.8,,
716,10/19/19 02:05:00 PM,2.624,161.5,,
717,10/19/19 04:05:00 PM,2.517,43.1,,
718,10/19/19 06:05:00 PM,2.517,0.0,,
719,10/19/19 08:05:00 PM,2.410,0.0,,
720,10/19/19 10:05:00 PM,2.303,0.0,,
721,10/20/19 12:05:00 AM,2.303,0.0,,
722,10/20/19 02:05:00 AM,2.195,0.0,,
723,10/20/19 04:05:00 AM,2.195,0.0,,
724,10/20/19 06:05:00 AM,2.195,0.0,,
725,10/20/19 08:05:00 AM,2.195,0.0,,
726,10/20/19 10:05:00 AM,2.303,21.5,,
727,10/20/19 12:05:00 PM,2.517,64.6,,
728,10/20/19 02:05:00 PM,2.624,43.1,,
729,10/20/19 04:05:00 PM,2.410,0.0,,
730,10/20/19 06:05:00 PM,2.517,0.0,,
731,10/20/19 08:05:00 PM,2.517,0.0,,
732,10/20/19 10:05:00 PM,2.195,0.0,,
733,10/21/19 12:05:00 AM,2.088,0.0,,
734,10/21/19 02:05:00 AM,1.980,0.0,,
735,10/21/19 04:05:00 AM,2.088,0.0,,
736,10/21/19 06:05:00 AM,2.517,0.0,,
737,10/21/19 08:05:00 AM,2.303,0.0,,
738,10/21/19 10:05:00 AM,2.195,0.0,,
739,10/21/19 12:05:00 PM,2.088,21.5,,
740,10/21/19 02:05:00 PM,1.980,21.5,,
741,10/21/19 04:05:00 PM,2.088,0.0,,
742,10/21/19 06:05:00 PM,1.980,0.0,,
743,10/21/19 08:05:00 PM,1.872,0.0,,
744,10/21/19 10:05:00 PM,1.764,0.0,,
745,10/22/19 12:05:00 AM,1.548,0.0,,
746,10/22/19 02:05:00 AM,1.439,0.0,,
747,10/22/19 04:05:00 AM,1.330,0.0,,
748,10/22/19 06:05:00 AM,1.656,0.0,,
749,10/22/19 08:05:00 AM,1.980,0.0,,
750,10/22/19 10:05:00 AM,2.088,43.1,,
751,10/22/19 12:05:00 PM,1.872,172.2,,
752,10/22/19 02:05:00 PM,1.872,64.6,,
753,10/22/19 04:05:00 PM,1.764,10.8,,
754,10/22/19 06:05:00 PM,1.656,0.0,,
755,10/22/19 08:05:00 PM,1.439,0.0,,
756,10/22/19 10:05:00 PM,1.439,0.0,,
757,10/23/19 12:05:00 AM,1.221,0.0,,
758,10/23/19 02:05:00 AM,1.112,0.0,,
759,10/23/19 04:05:00 AM,1.003,0.0,,
760,10/23/19 06:05:00 AM,0.784,0.0,,
761,10/23/19 08:05:00 AM,0.674,0.0,,
762,10/23/19 10:05:00 AM,0.563,75.3,,
763,10/23/19 12:05:00 PM,0.563,64.6,,
764,10/23/19 02:05:00 PM,0.343,118.4,,
765,10/23/19 04:05:00 PM,0.232,10.8,,
766,10/23/19 06:05:00 PM,0.121,0.0,,
767,10/23/19 08:05:00 PM,0.232,0.0,,
768,10/23/19 10:05:00 PM,0.232,0.0,,
769,10/24/19 12:05:00 AM,0.232,0.0,,
770,10/24/19 02:05:00 AM,0.232,0.0,,
771,10/24/19 04:05:00 AM,0.232,0.0,,
772,10/24/19 06:05:00 AM,0.232,0.0,,
773,10/24/19 08:05:00 AM,0.232,0.0,,
774,10/24/19 10:05:00 AM,0.232,0.0,,
775,10/24/19 12:05:00 PM,0.343,32.3,,
776,10/24/19 02:05:00 PM,0.343,10.8,,
777,10/24/19 04:05:00 PM,0.343,0.0,,
778,10/24/19 06:05:00 PM,0.343,0.0,,
779,10/24/19 08:05:00 PM,0.453,0.0,,
780,10/24/19 10:05:00 PM,0.453,0.0,,
781,10/25/19 12:05:00 AM,0.453,0.0,,
782,10/25/19 02:05:00 AM,0.563,0.0,,
783,10/25/19 04:05:00 AM,0.563,0.0,,
784,10/25/19 06:05:00 AM,0.563,0.0,,
785,10/25/19 08:05:00 AM,0.563,0.0,,
786,10/25/19 10:05:00 AM,0.674,0.0,,
787,10/25/19 12:05:00 PM,0.674,21.5,,
788,10/25/19 02:05:00 PM,0.674,10.8,,
789,10/25/19 04:05:00 PM,0.563,0.0,,
790,10/25/19 06:05:00 PM,0.563,0.0,,
791,10/25/19 08:05:00 PM,0.674,0.0,,
792,10/25/19 10:05:00 PM,0.674,0.0,,
793,10/26/19 12:05:00 AM,0.674,0.0,,
794,10/26/19 02:05:00 AM,0.674,0.0,,
795,10/26/19 04:05:00 AM,0.674,0.0,,
796,10/26/19 06:05:00 AM,0.674,0.0,,
797,10/26/19 08:05:00 AM,0.674,0.0,,
798,10/26/19 10:05:00 AM,0.784,0.0,,
799,10/26/19 12:05:00 PM,0.784,0.0,,
800,10/26/19 02:05:00 PM,0.784,0.0,,
801,10/26/19 04:05:00 PM,0.784,0.0,,
802,10/26/19 06:05:00 PM,0.784,0.0,,
803,10/26/19 08:05:00 PM,0.784,0.0,,
804,10/26/19 10:05:00 PM,0.784,0.0,,
805,10/27/19 12:05:00 AM,0.893,0.0,,
806,10/27/19 02:05:00 AM,0.893,0.0,,
807,10/27/19 04:05:00 AM,0.893,0.0,,
808,10/27/19 06:05:00 AM,0.893,0.0,,
809,10/27/19 08:05:00 AM,0.893,0.0,,
810,10/27/19 10:05:00 AM,0.893,0.0,,
811,10/27/19 12:05:00 PM,1.003,10.8,,
812,10/27/19 02:05:00 PM,1.003,0.0,,
813,10/27/19 04:05:00 PM,1.003,0.0,,
814,10/27/19 06:05:00 PM,1.003,0.0,,
815,10/27/19 08:05:00 PM,1.112,0.0,,
816,10/27/19 10:05:00 PM,1.221,0.0,,
817,10/28/19 12:05:00 AM,1.221,0.0,,
818,10/28/19 02:05:00 AM,1.330,0.0,,
819,10/28/19 04:05:00 AM,1.330,0.0,,
820,10/28/19 06:05:00 AM,1.439,0.0,,
821,10/28/19 08:05:00 AM,1.439,0.0,,
822,10/28/19 10:05:00 AM,1.548,0.0,,
823,10/28/19 12:05:00 PM,1.656,0.0,,
824,10/28/19 02:05:00 PM,1.764,0.0,,
825,10/28/19 04:05:00 PM,1.872,0.0,,
826,10/28/19 06:05:00 PM,1.980,0.0,,
827,10/28/19 08:05:00 PM,2.195,0.0,,
828,10/28/19 10:05:00 PM,2.303,0.0,,
829,10/29/19 12:05:00 AM,2.410,0.0,,
830,10/29/19 02:05:00 AM,2.517,0.0,,
831,10/29/19 04:05:00 AM,2.624,0.0,,
832,10/29/19 06:05:00 AM,2.624,0.0,,
833,10/29/19 08:05:00 AM,2.730,0.0,,
834,10/29/19 10:05:00 AM,2.837,0.0,,
835,10/29/19 12:05:00 PM,2.837,0.0,,
836,10/29/19 02:05:00 PM,2.943,10.8,,
837,10/29/19 04:05:00 PM,2.943,0.0,,
838,10/29/19 06:05:00 PM,2.943,0.0,,
839,10/29/19 08:05:00 PM,2.943,0.0,,
840,10/29/19 10:05:00 PM,2.943,0.0,,
841,10/30/19 12:05:00 AM,3.049,0.0,,
842,10/30/19 02:05:00 AM,3.049,0.0,,
843,10/30/19 04:05:00 AM,3.155,0.0,,
844,10/30/19 06:05:00 AM,3.155,0.0,,
845,10/30/19 08:05:00 AM,3.155,0.0,,
846,10/30/19 10:05:00 AM,3.155,0.0,,
847,10/30/19 12:05:00 PM,3.261,43.1,,
848,10/30/19 02:05:00 PM,3.261,43.1,,
849,10/30/19 04:05:00 PM,3.155,0.0,,
850,10/30/19 06:05:00 PM,3.049,0.0,,
851,10/30/19 08:05:00 PM,2.943,0.0,,
852,10/30/19 10:05:00 PM,2.943,0.0,,
853,10/31/19 12:05:00 AM,2.943,0.0,,
854,10/31/19 02:05:00 AM,2.943,0.0,,
855,10/31/19 04:05:00 AM,2.943,0.0,,
856,10/31/19 06:05:00 AM,3.049,0.0,,
857,10/31/19 08:05:00 AM,3.155,0.0,,
858,10/31/19 10:05:00 AM,3.155,0.0,,
859,10/31/19 12:05:00 PM,3.367,129.2,,
860,10/31/19 02:05:00 PM,3.261,107.6,,
861,10/31/19 04:05:00 PM,3.155,0.0,,
862,10/31/19 06:05:00 PM,3.049,0.0,,
863,10/31/19 08:05:00 PM,3.049,0.0,,
864,10/31/19 10:05:00 PM,3.049,0.0,,
865,11/01/19 12:05:00 AM,2.943,0.0,,
866,11/01/19 02:05:00 AM,3.049,0.0,,
867,11/01/19 04:05:00 AM,3.261,0.0,,
868,11/01/19 06:05:00 AM,3.261,0.0,,
869,11/01/19 08:05:00 AM,3.261,0.0,,
870,11/01/19 10:05:00 AM,3.261,0.0,,
871,11/01/19 12:05:00 PM,3.367,32.3,,
872,11/01/19 02:05:00 PM,3.261,10.8,,
873,11/01/19 04:05:00 PM,3.155,0.0,,
874,11/01/19 06:05:00 PM,3.261,0.0,,
875,11/01/19 08:05:00 PM,3.261,0.0,,
876,11/01/19 10:05:00 PM,3.155,0.0,,
877,11/02/19 12:05:00 AM,3.155,0.0,,
878,11/02/19 02:05:00 AM,3.155,0.0,,
879,11/02/19 04:05:00 AM,3.049,0.0,,
880,11/02/19 06:05:00 AM,2.943,0.0,,
881,11/02/19 08:05:00 AM,2.837,0.0,,
882,11/02/19 10:05:00 AM,2.837,0.0,,
883,11/02/19 12:05:00 PM,2.837,10.8,,
884,11/02/19 02:05:00 PM,2.730,0.0,,
885,11/02/19 04:05:00 PM,2.730,0.0,,
886,11/02/19 06:05:00 PM,2.730,0.0,,
887,11/02/19 08:05:00 PM,2.730,0.0,,
888,11/02/19 10:05:00 PM,2.730,0.0,,
889,11/03/19 12:05:00 AM,2.730,0.0,,
890,11/03/19 02:05:00 AM,2.730,0.0,,
891,11/03/19 04:05:00 AM,2.730,0.0,,
892,11/03/19 06:05:00 AM,2.837,0.0,,
893,11/03/19 08:05:00 AM,2.837,0.0,,
894,11/03/19 10:05:00 AM,2.837,0.0,,
895,11/03/19 12:05:00 PM,2.837,21.5,,
896,11/03/19 02:05:00 PM,2.837,32.3,,
897,11/03/19 04:05:00 PM,2.837,0.0,,
898,11/03/19 06:05:00 PM,2.837,0.0,,
899,11/03/19 08:05:00 PM,2.837,0.0,,
900,11/03/19 10:05:00 PM,2.837,0.0,,
901,11/04/19 12:05:00 AM,2.837,0.0,,
902,11/04/19 02:05:00 AM,2.837,0.0,,
903,11/04/19 04:05:00 AM,2.837,0.0,,
904,11/04/19 06:05:00 AM,2.837,0.0,,
905,11/04/19 08:05:00 AM,2.837,0.0,,
906,11/04/19 10:05:00 AM,2.943,0.0,,
907,11/04/19 12:05:00 PM,2.943,10.8,,
908,11/04/19 02:05:00 PM,2.943,0.0,,
909,11/04/19 04:05:00 PM,2.943,0.0,,
910,11/04/19 06:05:00 PM,3.049,0.0,,
911,11/04/19 08:05:00 PM,3.049,0.0,,
912,11/04/19 10:05:00 PM,3.049,0.0,,
913,11/05/19 12:05:00 AM,3.049,0.0,,
914,11/05/19 02:05:00 AM,3.049,0.0,,
915,11/05/19 04:05:00 AM,3.049,0.0,,
916,11/05/19 06:05:00 AM,3.049,0.0,,
917,11/05/19 08:05:00 AM,3.049,0.0,,
918,11/05/19 10:05:00 AM,3.049,0.0,,
919,11/05/19 12:05:00 PM,3.049,0.0,,
920,11/05/19 02:05:00 PM,3.049,0.0,,
921,11/05/19 04:05:00 PM,2.943,0.0,,
922,11/05/19 06:05:00 PM,2.943,0.0,,
923,11/05/19 08:05:00 PM,2.943,0.0,,
924,11/05/19 10:05:00 PM,3.049,0.0,,
925,11/06/19 12:05:00 AM,2.943,0.0,,
926,11/06/19 02:05:00 AM,3.049,0.0,,
927,11/06/19 04:05:00 AM,3.049,0.0,,
928,11/06/19 06:05:00 AM,3.049,0.0,,
929,11/06/19 08:05:00 AM,3.049,0.0,,
930,11/06/19 10:05:00 AM,2.943,0.0,,
931,11/06/19 12:05:00 PM,2.943,0.0,,
932,11/06/19 02:05:00 PM,3.049,0.0,,
933,11/06/19 04:05:00 PM,2.943,0.0,,
934,11/06/19 06:05:00 PM,3.049,0.0,,
935,11/06/19 08:05:00 PM,3.049,0.0,,
936,11/06/19 10:05:00 PM,3.049,0.0,,
937,11/07/19 12:05:00 AM,3.049,0.0,,
938,11/07/19 02:05:00 AM,3.155,0.0,,
939,11/07/19 04:05:00 AM,3.155,0.0,,
940,11/07/19 06:05:00 AM,3.155,0.0,,
941,11/07/19 08:05:00 AM,3.155,0.0,,
942,11/07/19 10:05:00 AM,3.155,0.0,,
943,11/07/19 12:05:00 PM,3.049,0.0,,
944,11/07/19 02:05:00 PM,3.049,0.0,,
945,11/07/19 04:05:00 PM,3.049,0.0,,
946,11/07/19 06:05:00 PM,3.049,0.0,,
947,11/07/19 08:05:00 PM,3.049,0.0,,
948,11/07/19 10:05:00 PM,3.049,0.0,,
949,11/08/19 12:05:00 AM,3.049,0.0,,
950,11/08/19 02:05:00 AM,3.049,0.0,,
951,11/08/19 04:05:00 AM,3.049,0.0,,
952,11/08/19 06:05:00 AM,3.049,0.0,,
953,11/08/19 08:05:00 AM,3.049,0.0,,
954,11/08/19 10:05:00 AM,3.049,0.0,,
955,11/08/19 12:05:00 PM,3.049,0.0,,
956,11/08/19 02:05:00 PM,3.049,0.0,,
957,11/08/19 04:05:00 PM,3.049,0.0,,
958,11/08/19 06:05:00 PM,3.049,0.0,,
959,11/08/19 08:05:00 PM,3.049,0.0,,
960,11/08/19 10:05:00 PM,3.155,0.0,,
961,11/09/19 12:05:00 AM,3.049,0.0,,
962,11/09/19 02:05:00 AM,3.155,0.0,,
963,11/09/19 04:05:00 AM,3.049,0.0,,
964,11/09/19 06:05:00 AM,3.049,0.0,,
965,11/09/19 08:05:00 AM,3.049,0.0,,
966,11/09/19 10:05:00 AM,3.049,0.0,,
967,11/09/19 12:05:00 PM,3.155,10.8,,
968,11/09/19 02:05:00 PM,3.155,10.8,,
969,11/09/19 04:05:00 PM,3.049,0.0,,
970,11/09/19 06:05:00 PM,3.049,0.0,,
971,11/09/19 08:05:00 PM,3.049,0.0,,
972,11/09/19 10:05:00 PM,2.943,0.0,,
973,11/10/19 12:05:00 AM,2.943,0.0,,
974,11/10/19 02:05:00 AM,2.943,0.0,,
975,11/10/19 04:05:00 AM,2.943,0.0,,
976,11/10/19 06:05:00 AM,2.943,0.0,,
977,11/10/19 08:05:00 AM,2.943,0.0,,
978,11/10/19 10:05:00 AM,2.943,0.0,,
979,11/10/19 12:05:00 PM,2.943,0.0,,
980,11/10/19 02:05:00 PM,2.943,0.0,,
981,11/10/19 04:05:00 PM,2.943,0.0,,
982,11/10/19 06:05:00 PM,2.943,0.0,,
983,11/10/19 08:05:00 PM,2.837,0.0,,
984,11/10/19 10:05:00 PM,2.837,0.0,,
985,11/11/19 12:05:00 AM,2.837,0.0,,
986,11/11/19 02:05:00 AM,2.837,0.0,,
987,11/11/19 04:05:00 AM,2.837,0.0,,
988,11/11/19 06:05:00 AM,2.943,0.0,,
