Plot Title: Incubator_17July2017,,,,,,,,
#,"Date Time, GMT+00:00","Temp, °C (LGR S/N: 10517223, SEN S/N: 10517223, LBL: Temp)","Intensity, Lux (LGR S/N: 10517223, SEN S/N: 10517223, LBL: Light)",Host Connected (LGR S/N: 10517223),Coupler Detached (LGR S/N: 10517223),Coupler Attached (LGR S/N: 10517223),Stopped (LGR S/N: 10517223),End Of File (LGR S/N: 10517223)
361,7/21/17 2:46,11.625,21.5,,,,,
362,7/21/17 3:01,11.334,43.1,,,,,
363,7/21/17 3:16,11.041,75.3,,,,,
364,7/21/17 3:31,10.944,172.2,,,,,
365,7/21/17 3:46,11.041,430.6,,,,,
366,7/21/17 4:01,11.041,312.2,,,,,
367,7/21/17 4:16,10.846,538.2,,,,,
368,7/21/17 4:31,10.748,710.4,,,,,
369,7/21/17 4:46,10.651,1087.2,,,,,
370,7/21/17 5:01,10.651,1377.8,,,,,
371,7/21/17 5:16,10.553,1636.1,,,,,
372,7/21/17 5:31,10.748,1980.6,,,,,
373,7/21/17 5:46,10.748,2238.9,,,,,
374,7/21/17 6:01,10.944,3616.7,,,,,
375,7/21/17 6:16,11.139,6200,,,,,
376,7/21/17 6:31,12.98,6544.5,,,,,
377,7/21/17 6:46,12.304,6544.5,,,,,
378,7/21/17 7:01,13.076,12400.1,,,,,
379,7/21/17 7:16,12.497,11711.2,,,,,
380,7/21/17 7:31,12.883,17222.3,,,,,
381,7/21/17 7:46,13.076,13089,,,,,
382,7/21/17 8:01,13.269,14466.8,,,,,
383,7/21/17 8:16,13.269,14466.8,,,,,
384,7/21/17 8:31,14.613,14466.8,,,,,
385,7/21/17 8:46,15.473,18600.1,,,,,
386,7/21/17 9:01,15.282,17911.2,,,,,
387,7/21/17 9:16,16.332,19289,,,,,
388,7/21/17 9:31,15.187,19977.9,,,,,
389,7/21/17 9:46,16.046,30311.3,,,,,
390,7/21/17 10:01,18.616,28933.5,,,,,
391,7/21/17 10:16,20.519,39955.8,,,,,
392,7/21/17 10:31,20.901,31689.1,,,,,
393,7/21/17 10:46,26.488,44089.2,,,,,
394,7/21/17 11:01,32.188,37200.2,,,,,
395,7/21/17 11:16,25.708,30311.3,,,,,
396,7/21/17 11:31,22.908,30311.3,,,,,
397,7/21/17 11:46,22.333,42711.4,,,,,
398,7/21/17 12:01,28.06,39955.8,,,,,
399,7/21/17 12:16,25.125,42711.4,,,,,
400,7/21/17 12:31,26.292,44089.2,,,,,
401,7/21/17 12:46,24.062,41333.6,,,,,
402,7/21/17 13:01,22.908,44089.2,,,,,
403,7/21/17 13:16,31.676,66133.8,,,,,
404,7/21/17 13:31,26.977,49600.3,,,,,
405,7/21/17 13:46,26.292,71644.9,,,,,
406,7/21/17 14:01,33.118,187379,,,,,
407,7/21/17 14:16,26.488,104711.8,,,,,
408,7/21/17 14:31,21.855,27555.7,,,,,
409,7/21/17 14:46,19.187,12400.1,,,,,
410,7/21/17 15:01,18.616,35822.5,,,,,
411,7/21/17 15:16,17.189,19977.9,,,,,
412,7/21/17 15:31,17.475,34444.7,,,,,
413,7/21/17 15:46,21.855,170845.6,,,,,
414,7/21/17 16:01,17.284,22044.6,,,,,
415,7/21/17 16:16,18.14,44089.2,,,,,
416,7/21/17 16:31,18.236,30311.3,,,,,
417,7/21/17 16:46,18.901,99200.7,,,,,
418,7/21/17 17:01,21.282,104711.8,,,,,
419,7/21/17 17:16,21.664,99200.7,,,,,
420,7/21/17 17:31,20.424,63378.2,,,,,
421,7/21/17 17:46,21.951,77156.1,,,,,
422,7/21/17 18:01,19.853,30311.3,,,,,
423,7/21/17 18:16,16.713,18600.1,,,,,
424,7/21/17 18:31,15.282,7577.8,,,,,
425,7/21/17 18:46,14.9,3272.2,,,,,
426,7/21/17 19:01,14.613,2066.7,,,,,
427,7/21/17 19:16,14.23,2411.1,,,,,
428,7/21/17 19:31,14.038,2411.1,,,,,
429,7/21/17 19:46,13.942,2411.1,,,,,
430,7/21/17 20:01,14.038,3616.7,,,,,
431,7/21/17 20:16,14.325,4477.8,,,,,
432,7/21/17 20:31,13.654,5338.9,,,,,
433,7/21/17 20:46,13.461,4133.4,,,,,
434,7/21/17 21:01,12.98,3100,,,,,
435,7/21/17 21:16,13.076,3444.5,,,,,
436,7/21/17 21:31,13.173,3616.7,,,,,
437,7/21/17 21:46,13.173,2755.6,,,,,
438,7/21/17 22:01,12.304,2152.8,,,,,
439,7/21/17 22:16,11.916,1636.1,,,,,
440,7/21/17 22:31,11.528,1087.2,,,,,
441,7/21/17 22:46,11.236,645.8,,,,,
442,7/21/17 23:01,11.041,409,,,,,
443,7/21/17 23:16,10.846,236.8,,,,,
444,7/21/17 23:31,10.651,161.5,,,,,
445,7/21/17 23:46,10.553,96.9,,,,,
446,7/22/17 0:01,10.357,64.6,,,,,
447,7/22/17 0:16,10.161,43.1,,,,,
448,7/22/17 0:31,9.373,32.3,,,,,
449,7/22/17 0:46,10.553,21.5,,,,,
450,7/22/17 1:01,10.651,21.5,,,,,
451,7/22/17 1:16,10.651,10.8,,,,,
452,7/22/17 1:31,10.651,10.8,,,,,
453,7/22/17 1:46,10.455,21.5,,,,,
454,7/22/17 2:01,10.846,21.5,,,,,
455,7/22/17 2:16,10.651,43.1,,,,,
456,7/22/17 2:31,10.651,86.1,,,,,
457,7/22/17 2:46,11.041,172.2,,,,,
458,7/22/17 3:01,10.553,290.6,,,,,
459,7/22/17 3:16,9.768,484.4,,,,,
460,7/22/17 3:31,9.965,731.9,,,,,
461,7/22/17 3:46,9.866,1001,,,,,
462,7/22/17 4:01,10.748,2325,,,,,
463,7/22/17 4:16,11.528,2755.6,,,,,
464,7/22/17 4:31,11.916,3100,,,,,
465,7/22/17 4:46,12.497,3961.1,,,,,
466,7/22/17 5:01,13.173,5166.7,,,,,
467,7/22/17 5:16,14.038,5166.7,,,,,
468,7/22/17 5:31,14.804,5511.1,,,,,
469,7/22/17 5:46,15.855,6200,,,,,
470,7/22/17 6:01,16.427,6200,,,,,
471,7/22/17 6:16,15.282,6544.5,,,,,
472,7/22/17 6:31,17.475,6200,,,,,
473,7/22/17 6:46,18.616,6200,,,,,
474,7/22/17 7:01,19.948,6200,,,,,
475,7/22/17 7:16,23.388,6200,,,,,
476,7/22/17 7:31,27.075,6544.5,,,,,
477,7/22/17 7:46,28.258,6200,,,,,
478,7/22/17 8:01,26.781,6200,,,,,
479,7/22/17 8:16,20.519,6200,,,,,
480,7/22/17 8:31,19.187,5511.1,,,,,
481,7/22/17 8:46,20.138,6544.5,,,,,
482,7/22/17 9:01,21.091,6544.5,,,,,
483,7/22/17 9:16,22.142,7233.4,,,,,
484,7/22/17 9:31,22.621,8611.2,,,,,
485,7/22/17 9:46,23.388,10333.4,,,,,
486,7/22/17 10:01,22.717,60622.6,,,,,
487,7/22/17 10:16,23.388,11022.3,,,,,
488,7/22/17 10:31,23.196,143289.8,,,,,
489,7/22/17 10:46,24.158,143289.8,,,,,
490,7/22/17 11:01,23.966,93689.5,,,,,
491,7/22/17 11:16,24.835,148801,,,,,
492,7/22/17 11:31,25.513,143289.8,,,,,
493,7/22/17 11:46,26.39,159823.3,,,,,
494,7/22/17 12:01,26.585,126756.4,,,,,
495,7/22/17 12:16,26.977,99200.7,,,,,
496,7/22/17 12:31,27.37,154312.1,,,,,
497,7/22/17 12:46,25.902,34444.7,,,,,
498,7/22/17 13:01,26,35822.5,,,,,
499,7/22/17 13:16,28.258,170845.6,,,,,
500,7/22/17 13:31,28.357,154312.1,,,,,
501,7/22/17 13:46,28.06,165334.4,,,,,
502,7/22/17 14:01,26.683,165334.4,,,,,
503,7/22/17 14:16,27.468,148801,,,,,
504,7/22/17 14:31,26.683,154312.1,,,,,
