"Plot Title: MD_E6_Pel_29Jul20"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10517216, SEN S/N: 10517216, LBL: Temp)","Intensity, Lux (LGR S/N: 10517216, SEN S/N: 10517216, LBL: Light)","Good Battery (LGR S/N: 10517216)","Coupler Attached (LGR S/N: 10517216)","Host Connected (LGR S/N: 10517216)","Stopped (LGR S/N: 10517216)","End Of File (LGR S/N: 10517216)"
460,08/08/20 01:30:00,12.401,0.0,,,,,
461,08/08/20 02:00:00,12.207,0.0,,,,,
462,08/08/20 02:30:00,12.207,0.0,,,,,
463,08/08/20 03:00:00,12.110,0.0,,,,,
464,08/08/20 03:30:00,12.110,0.0,,,,,
465,08/08/20 04:00:00,12.110,0.0,,,,,
466,08/08/20 04:30:00,12.110,10.8,,,,,
467,08/08/20 05:00:00,12.110,21.5,,,,,
468,08/08/20 05:30:00,12.110,86.1,,,,,
469,08/08/20 06:00:00,12.110,193.8,,,,,
470,08/08/20 06:30:00,12.013,333.7,,,,,
471,08/08/20 07:00:00,12.013,495.1,,,,,
472,08/08/20 07:30:00,11.916,1194.8,,,,,
473,08/08/20 08:00:00,12.013,1980.6,,,,,
474,08/08/20 08:30:00,12.013,1550.0,,,,,
475,08/08/20 09:00:00,12.110,1054.9,,,,,
476,08/08/20 09:30:00,12.013,2066.7,,,,,
477,08/08/20 10:00:00,12.110,2927.8,,,,,
478,08/08/20 10:30:00,12.110,5166.7,,,,,
479,08/08/20 11:00:00,12.207,4650.0,,,,,
480,08/08/20 11:30:00,12.207,6200.0,,,,,
481,08/08/20 12:00:00,12.110,6544.5,,,,,
482,08/08/20 12:30:00,12.207,6544.5,,,,,
483,08/08/20 13:00:00,12.304,8266.7,,,,,
484,08/08/20 13:30:00,11.916,3616.7,,,,,
485,08/08/20 14:00:00,12.110,3616.7,,,,,
486,08/08/20 14:30:00,12.401,4477.8,,,,,
487,08/08/20 15:00:00,12.110,3616.7,,,,,
488,08/08/20 15:30:00,12.110,3444.5,,,,,
489,08/08/20 16:00:00,12.207,4822.3,,,,,
490,08/08/20 16:30:00,12.207,8611.2,,,,,
491,08/08/20 17:00:00,12.207,1980.6,,,,,
492,08/08/20 17:30:00,12.110,2755.6,,,,,
493,08/08/20 18:00:00,12.110,2411.1,,,,,
494,08/08/20 18:30:00,12.013,1808.3,,,,,
495,08/08/20 19:00:00,11.916,1463.9,,,,,
496,08/08/20 19:30:00,11.916,1001.0,,,,,
497,08/08/20 20:00:00,11.819,731.9,,,,,
498,08/08/20 20:30:00,11.819,484.4,,,,,
499,08/08/20 21:00:00,11.722,581.3,,,,,
500,08/08/20 21:30:00,11.722,204.5,,,,,
501,08/08/20 22:00:00,11.722,64.6,,,,,
502,08/08/20 22:30:00,11.625,0.0,,,,,
503,08/08/20 23:00:00,11.625,0.0,,,,,
504,08/08/20 23:30:00,11.625,0.0,,,,,
505,08/09/20 00:00:00,11.625,0.0,,,,,
506,08/09/20 00:30:00,11.625,0.0,,,,,
507,08/09/20 01:00:00,11.528,0.0,,,,,
508,08/09/20 01:30:00,11.528,0.0,,,,,
509,08/09/20 02:00:00,11.528,0.0,,,,,
510,08/09/20 02:30:00,11.431,0.0,,,,,
511,08/09/20 03:00:00,11.431,0.0,,,,,
512,08/09/20 03:30:00,11.431,0.0,,,,,
513,08/09/20 04:00:00,11.334,0.0,,,,,
514,08/09/20 04:30:00,11.236,0.0,,,,,
515,08/09/20 05:00:00,11.236,86.1,,,,,
516,08/09/20 05:30:00,11.139,279.9,,,,,
517,08/09/20 06:00:00,11.041,731.9,,,,,
518,08/09/20 06:30:00,11.041,1894.5,,,,,
519,08/09/20 07:00:00,11.041,1463.9,,,,,
520,08/09/20 07:30:00,11.041,3100.0,,,,,
521,08/09/20 08:00:00,11.041,1894.5,,,,,
522,08/09/20 08:30:00,11.236,5511.1,,,,,
523,08/09/20 09:00:00,11.431,5166.7,,,,,
524,08/09/20 09:30:00,11.431,4133.4,,,,,
525,08/09/20 10:00:00,11.528,3788.9,,,,,
526,08/09/20 10:30:00,11.625,2325.0,,,,,
527,08/09/20 11:00:00,11.625,2583.4,,,,,
528,08/09/20 11:30:00,11.431,2066.7,,,,,
529,08/09/20 12:00:00,11.431,3616.7,,,,,
530,08/09/20 12:30:00,11.431,2411.1,,,,,
531,08/09/20 13:00:00,11.139,3616.7,,,,,
532,08/09/20 13:30:00,11.041,2411.1,,,,,
533,08/09/20 14:00:00,10.944,2927.8,,,,,
534,08/09/20 14:30:00,11.334,3788.9,,,,,
535,08/09/20 15:00:00,11.236,2152.8,,,,,
536,08/09/20 15:30:00,11.236,2927.8,,,,,
537,08/09/20 16:00:00,11.236,2238.9,,,,,
538,08/09/20 16:30:00,11.139,1377.8,,,,,
539,08/09/20 17:00:00,11.139,1463.9,,,,,
540,08/09/20 17:30:00,11.139,1722.2,,,,,
541,08/09/20 18:00:00,11.041,1808.3,,,,,
542,08/09/20 18:30:00,11.139,1291.7,,,,,
543,08/09/20 19:00:00,11.236,549.0,,,,,
544,08/09/20 19:30:00,11.334,226.0,,,,,
545,08/09/20 20:00:00,11.139,139.9,,,,,
546,08/09/20 20:30:00,11.139,193.8,,,,,
547,08/09/20 21:00:00,11.139,656.6,,,,,
548,08/09/20 21:30:00,11.139,204.5,,,,,
549,08/09/20 22:00:00,11.139,10.8,,,,,
550,08/09/20 22:30:00,11.041,0.0,,,,,
551,08/09/20 23:00:00,11.139,0.0,,,,,
552,08/09/20 23:30:00,11.139,0.0,,,,,
553,08/10/20 00:00:00,11.334,0.0,,,,,
554,08/10/20 00:30:00,11.334,0.0,,,,,
555,08/10/20 01:00:00,11.139,0.0,,,,,
556,08/10/20 01:30:00,11.139,0.0,,,,,
557,08/10/20 02:00:00,11.139,0.0,,,,,
558,08/10/20 02:30:00,11.139,0.0,,,,,
559,08/10/20 03:00:00,11.139,0.0,,,,,
560,08/10/20 03:30:00,11.139,0.0,,,,,
561,08/10/20 04:00:00,11.139,0.0,,,,,
562,08/10/20 04:30:00,11.139,43.1,,,,,
563,08/10/20 05:00:00,11.041,172.2,,,,,
564,08/10/20 05:30:00,10.944,839.6,,,,,
565,08/10/20 06:00:00,10.944,678.1,,,,,
566,08/10/20 06:30:00,10.846,1054.9,,,,,
567,08/10/20 07:00:00,10.944,1980.6,,,,,
568,08/10/20 07:30:00,10.748,2583.4,,,,,
569,08/10/20 08:00:00,10.748,3272.2,,,,,
570,08/10/20 08:30:00,10.846,4650.0,,,,,
571,08/10/20 09:00:00,10.944,4133.4,,,,,
572,08/10/20 09:30:00,10.944,4305.6,,,,,
573,08/10/20 10:00:00,10.944,5166.7,,,,,
574,08/10/20 10:30:00,11.041,5166.7,,,,,
575,08/10/20 11:00:00,11.041,3788.9,,,,,
576,08/10/20 11:30:00,11.236,5166.7,,,,,
577,08/10/20 12:00:00,11.334,8611.2,,,,,
578,08/10/20 12:30:00,11.334,10333.4,,,,,
579,08/10/20 13:00:00,11.334,5166.7,,,,,
580,08/10/20 13:30:00,10.846,4650.0,,,,,
581,08/10/20 14:00:00,10.846,6200.0,,,,,
582,08/10/20 14:30:00,10.846,7233.4,,,,,
583,08/10/20 15:00:00,10.944,5166.7,,,,,
584,08/10/20 15:30:00,11.625,8266.7,,,,,
585,08/10/20 16:00:00,11.041,4650.0,,,,,
586,08/10/20 16:30:00,11.041,3961.1,,,,,
587,08/10/20 17:00:00,11.041,2669.5,,,,,
588,08/10/20 17:30:00,11.236,2411.1,,,,,
589,08/10/20 18:00:00,11.236,5166.7,,,,,
590,08/10/20 18:30:00,11.139,4650.0,,,,,
591,08/10/20 19:00:00,11.139,2583.4,,,,,
592,08/10/20 19:30:00,11.041,1334.7,,,,,
593,08/10/20 20:00:00,11.139,1011.8,,,,,
594,08/10/20 20:30:00,11.041,947.2,,,,,
595,08/10/20 21:00:00,11.041,344.4,,,,,
596,08/10/20 21:30:00,11.041,96.9,,,,,
597,08/10/20 22:00:00,10.944,10.8,,,,,
598,08/10/20 22:30:00,10.944,0.0,,,,,
599,08/10/20 23:00:00,11.041,0.0,,,,,
600,08/10/20 23:30:00,11.041,0.0,,,,,
601,08/11/20 00:00:00,11.041,0.0,,,,,
602,08/11/20 00:30:00,11.041,0.0,,,,,
603,08/11/20 01:00:00,11.041,0.0,,,,,
604,08/11/20 01:30:00,11.041,0.0,,,,,
605,08/11/20 02:00:00,10.944,0.0,,,,,
606,08/11/20 02:30:00,10.944,0.0,,,,,
607,08/11/20 03:00:00,10.944,0.0,,,,,
608,08/11/20 03:30:00,10.944,0.0,,,,,
609,08/11/20 04:00:00,10.944,0.0,,,,,
610,08/11/20 04:30:00,10.944,75.3,,,,,
611,08/11/20 05:00:00,10.748,118.4,,,,,
612,08/11/20 05:30:00,10.846,419.8,,,,,
613,08/11/20 06:00:00,10.748,818.1,,,,,
614,08/11/20 06:30:00,10.748,1194.8,,,,,
615,08/11/20 07:00:00,10.748,1345.5,,,,,
616,08/11/20 07:30:00,10.846,1636.1,,,,,
617,08/11/20 08:00:00,10.748,2066.7,,,,,
618,08/11/20 08:30:00,10.846,3272.2,,,,,
619,08/11/20 09:00:00,10.944,4994.5,,,,,
620,08/11/20 09:30:00,11.041,5166.7,,,,,
621,08/11/20 10:00:00,11.041,4650.0,,,,,
622,08/11/20 10:30:00,10.944,5166.7,,,,,
623,08/11/20 11:00:00,10.944,7233.4,,,,,
624,08/11/20 11:30:00,11.041,8611.2,,,,,
625,08/11/20 12:00:00,11.041,7233.4,,,,,
626,08/11/20 12:30:00,11.139,10677.8,,,,,
627,08/11/20 13:00:00,11.139,12400.1,,,,,
628,08/11/20 13:30:00,11.236,23422.4,,,,,
629,08/11/20 14:00:00,11.236,10333.4,,,,,
630,08/11/20 14:30:00,11.722,9644.5,,,,,
631,08/11/20 15:00:00,11.528,9300.1,,,,,
632,08/11/20 15:30:00,11.431,8266.7,,,,,
633,08/11/20 16:00:00,11.334,6544.5,,,,,
634,08/11/20 16:30:00,11.334,7233.4,,,,,
635,08/11/20 17:00:00,11.139,5166.7,,,,,
636,08/11/20 17:30:00,11.041,2325.0,,,,,
637,08/11/20 18:00:00,11.041,2669.5,,,,,
638,08/11/20 18:30:00,11.139,2583.4,,,,,
639,08/11/20 19:00:00,11.139,1377.8,,,,,
640,08/11/20 19:30:00,11.431,387.5,,,,,
641,08/11/20 20:00:00,11.431,731.9,,,,,
642,08/11/20 20:30:00,11.528,602.8,,,,,
643,08/11/20 21:00:00,11.528,419.8,,,,,
644,08/11/20 21:30:00,11.431,118.4,,,,,
645,08/11/20 22:00:00,11.431,10.8,,,,,
646,08/11/20 22:30:00,11.528,0.0,,,,,
647,08/11/20 23:00:00,11.528,0.0,,,,,
648,08/11/20 23:30:00,11.528,0.0,,,,,
649,08/12/20 00:00:00,11.625,0.0,,,,,
650,08/12/20 00:30:00,11.625,0.0,,,,,
651,08/12/20 01:00:00,11.625,0.0,,,,,
652,08/12/20 01:30:00,11.625,0.0,,,,,
653,08/12/20 02:00:00,11.625,0.0,,,,,
654,08/12/20 02:30:00,11.625,0.0,,,,,
655,08/12/20 03:00:00,11.625,0.0,,,,,
656,08/12/20 03:30:00,11.625,0.0,,,,,
657,08/12/20 04:00:00,11.625,0.0,,,,,
658,08/12/20 04:30:00,11.625,0.0,,,,,
659,08/12/20 05:00:00,11.625,10.8,,,,,
660,08/12/20 05:30:00,11.722,204.5,,,,,
661,08/12/20 06:00:00,11.722,667.4,,,,,
662,08/12/20 06:30:00,11.722,495.1,,,,,
663,08/12/20 07:00:00,11.722,871.9,,,,,
664,08/12/20 07:30:00,11.722,4133.4,,,,,
665,08/12/20 08:00:00,11.819,4305.6,,,,,
666,08/12/20 08:30:00,11.625,3788.9,,,,,
667,08/12/20 09:00:00,11.722,2927.8,,,,,
668,08/12/20 09:30:00,11.916,3961.1,,,,,
669,08/12/20 10:00:00,12.013,1894.5,,,,,
670,08/12/20 10:30:00,12.110,4650.0,,,,,
671,08/12/20 11:00:00,11.625,5166.7,,,,,
672,08/12/20 11:30:00,11.625,5511.1,,,,,
673,08/12/20 12:00:00,11.431,7233.4,,,,,
674,08/12/20 12:30:00,11.916,4650.0,,,,,
675,08/12/20 13:00:00,12.013,7577.8,,,,,
676,08/12/20 13:30:00,12.207,6200.0,,,,,
677,08/12/20 14:00:00,12.110,3961.1,,,,,
678,08/12/20 14:30:00,12.787,4305.6,,,,,
679,08/12/20 15:00:00,12.401,3961.1,,,,,
680,08/12/20 15:30:00,13.076,1280.9,,,,,
681,08/12/20 16:00:00,13.269,4477.8,,,,,
682,08/12/20 16:30:00,13.173,2583.4,,,,,
683,08/12/20 17:00:00,13.269,3616.7,,,,,
684,08/12/20 17:30:00,13.365,5511.1,,,,,
685,08/12/20 18:00:00,13.269,2066.7,,,,,
686,08/12/20 18:30:00,13.173,1463.9,,,,,
687,08/12/20 19:00:00,13.076,419.8,,,,,
688,08/12/20 19:30:00,13.076,258.3,,,,,
689,08/12/20 20:00:00,13.173,312.2,,,,,
690,08/12/20 20:30:00,12.980,129.2,,,,,
691,08/12/20 21:00:00,11.916,172.2,,,,,
692,08/12/20 21:30:00,11.916,43.1,,,,,
693,08/12/20 22:00:00,11.916,0.0,,,,,
694,08/12/20 22:30:00,12.013,0.0,,,,,
695,08/12/20 23:00:00,12.013,0.0,,,,,
696,08/12/20 23:30:00,12.013,0.0,,,,,
697,08/13/20 00:00:00,11.916,0.0,,,,,
698,08/13/20 00:30:00,11.819,0.0,,,,,
699,08/13/20 01:00:00,11.819,0.0,,,,,
700,08/13/20 01:30:00,11.722,0.0,,,,,
701,08/13/20 02:00:00,11.625,0.0,,,,,
702,08/13/20 02:30:00,11.625,0.0,,,,,
703,08/13/20 03:00:00,11.625,0.0,,,,,
704,08/13/20 03:30:00,11.625,0.0,,,,,
705,08/13/20 04:00:00,11.528,0.0,,,,,
706,08/13/20 04:30:00,11.431,0.0,,,,,
707,08/13/20 05:00:00,11.236,0.0,,,,,
708,08/13/20 05:30:00,11.722,0.0,,,,,
709,08/13/20 06:00:00,12.207,0.0,,,,,
710,08/13/20 06:30:00,12.013,10.8,,,,,
711,08/13/20 07:00:00,11.722,32.3,,,,,
712,08/13/20 07:30:00,12.013,75.3,,,,,
713,08/13/20 08:00:00,12.207,64.6,,,,,
714,08/13/20 08:30:00,12.207,226.0,,,,,
715,08/13/20 09:00:00,12.110,64.6,,,,,
716,08/13/20 09:30:00,12.110,129.2,,,,,
717,08/13/20 10:00:00,12.207,279.9,,,,,
718,08/13/20 10:30:00,12.110,118.4,,,,,
719,08/13/20 11:00:00,12.207,161.5,,,,,
720,08/13/20 11:30:00,12.207,226.0,,,,,
721,08/13/20 12:00:00,12.110,322.9,,,,,
722,08/13/20 12:30:00,12.110,139.9,,,,,
723,08/13/20 13:00:00,12.110,96.9,,,,,
724,08/13/20 13:30:00,12.013,10.8,,,,,
725,08/13/20 14:00:00,12.013,32.3,,,,,
726,08/13/20 14:30:00,12.013,10.8,,,,,
727,08/13/20 15:00:00,11.916,32.3,,,,,
728,08/13/20 15:30:00,11.916,0.0,,,,,
729,08/13/20 16:00:00,11.916,10.8,,,,,
730,08/13/20 16:30:00,11.916,32.3,,,,,
731,08/13/20 17:00:00,11.916,10.8,,,,,
732,08/13/20 17:30:00,11.916,0.0,,,,,
733,08/13/20 18:00:00,11.819,0.0,,,,,
734,08/13/20 18:30:00,11.819,21.5,,,,,
735,08/13/20 19:00:00,11.819,43.1,,,,,
736,08/13/20 19:30:00,11.722,0.0,,,,,
737,08/13/20 20:00:00,11.528,0.0,,,,,
738,08/13/20 20:30:00,11.528,0.0,,,,,
739,08/13/20 21:00:00,11.528,0.0,,,,,
740,08/13/20 21:30:00,11.722,0.0,,,,,
741,08/13/20 22:00:00,11.722,0.0,,,,,
742,08/13/20 22:30:00,11.722,0.0,,,,,
743,08/13/20 23:00:00,11.722,0.0,,,,,
744,08/13/20 23:30:00,11.722,0.0,,,,,
745,08/14/20 00:00:00,11.722,0.0,,,,,
746,08/14/20 00:30:00,11.722,0.0,,,,,
747,08/14/20 01:00:00,11.625,0.0,,,,,
748,08/14/20 01:30:00,11.625,0.0,,,,,
749,08/14/20 02:00:00,11.625,0.0,,,,,
750,08/14/20 02:30:00,11.625,0.0,,,,,
751,08/14/20 03:00:00,11.528,0.0,,,,,
752,08/14/20 03:30:00,11.528,0.0,,,,,
753,08/14/20 04:00:00,11.431,0.0,,,,,
754,08/14/20 04:30:00,11.431,0.0,,,,,
755,08/14/20 05:00:00,11.334,0.0,,,,,
756,08/14/20 05:30:00,11.236,43.1,,,,,
757,08/14/20 06:00:00,11.139,96.9,,,,,
758,08/14/20 06:30:00,11.041,183.0,,,,,
759,08/14/20 07:00:00,10.944,204.5,,,,,
760,08/14/20 07:30:00,10.944,344.4,,,,,
761,08/14/20 08:00:00,10.944,290.6,,,,,
762,08/14/20 08:30:00,10.944,495.1,,,,,
763,08/14/20 09:00:00,10.944,570.5,,,,,
764,08/14/20 09:30:00,10.944,409.0,,,,,
765,08/14/20 10:00:00,10.944,818.1,,,,,
766,08/14/20 10:30:00,11.041,570.5,,,,,
767,08/14/20 11:00:00,11.041,688.9,,,,,
768,08/14/20 11:30:00,11.139,1162.5,,,,,
769,08/14/20 12:00:00,11.236,1280.9,,,,,
770,08/14/20 12:30:00,11.236,1377.8,,,,,
771,08/14/20 13:00:00,11.334,1463.9,,,,,
772,08/14/20 13:30:00,11.334,1022.6,,,,,
773,08/14/20 14:00:00,11.431,947.2,,,,,
774,08/14/20 14:30:00,11.334,1184.0,,,,,
775,08/14/20 15:00:00,11.431,1550.0,,,,,
776,08/14/20 15:30:00,11.625,1119.5,,,,,
777,08/14/20 16:00:00,11.722,1173.3,,,,,
778,08/14/20 16:30:00,11.916,979.5,,,,,
779,08/14/20 17:00:00,11.916,914.9,,,,,
780,08/14/20 17:30:00,12.013,667.4,,,,,
781,08/14/20 18:00:00,12.013,602.8,,,,,
782,08/14/20 18:30:00,12.013,452.1,,,,,
783,08/14/20 19:00:00,12.013,279.9,,,,,
784,08/14/20 19:30:00,11.916,398.3,,,,,
785,08/14/20 20:00:00,11.916,236.8,,,,,
786,08/14/20 20:30:00,11.819,64.6,,,,,
787,08/14/20 21:00:00,11.819,32.3,,,,,
788,08/14/20 21:30:00,11.819,0.0,,,,,
789,08/14/20 22:00:00,11.819,0.0,,,,,
790,08/14/20 22:30:00,11.819,0.0,,,,,
791,08/14/20 23:00:00,11.819,0.0,,,,,
792,08/14/20 23:30:00,11.819,0.0,,,,,
793,08/15/20 00:00:00,11.722,0.0,,,,,
794,08/15/20 00:30:00,11.625,0.0,,,,,
795,08/15/20 01:00:00,11.625,0.0,,,,,
796,08/15/20 01:30:00,11.528,0.0,,,,,
797,08/15/20 02:00:00,11.528,0.0,,,,,
798,08/15/20 02:30:00,11.528,0.0,,,,,
799,08/15/20 03:00:00,11.528,0.0,,,,,
800,08/15/20 03:30:00,11.431,0.0,,,,,
801,08/15/20 04:00:00,11.431,0.0,,,,,
802,08/15/20 04:30:00,11.334,0.0,,,,,
803,08/15/20 05:00:00,11.334,0.0,,,,,
804,08/15/20 05:30:00,11.334,0.0,,,,,
805,08/15/20 06:00:00,11.236,10.8,,,,,
806,08/15/20 06:30:00,11.236,21.5,,,,,
807,08/15/20 07:00:00,11.139,64.6,,,,,
808,08/15/20 07:30:00,10.944,86.1,,,,,
809,08/15/20 08:00:00,10.651,183.0,,,,,
810,08/15/20 08:30:00,10.846,96.9,,,,,
811,08/15/20 09:00:00,10.944,204.5,,,,,
812,08/15/20 09:30:00,11.041,613.5,,,,,
813,08/15/20 10:00:00,11.041,366.0,,,,,
814,08/15/20 10:30:00,11.139,570.5,,,,,
815,08/15/20 11:00:00,11.139,570.5,,,,,
816,08/15/20 11:30:00,11.041,721.2,,,,,
817,08/15/20 12:00:00,11.139,1119.5,,,,,
818,08/15/20 12:30:00,11.139,1377.8,,,,,
819,08/15/20 13:00:00,11.139,1722.2,,,,,
820,08/15/20 13:30:00,11.139,1184.0,,,,,
821,08/15/20 14:00:00,11.041,1087.2,,,,,
822,08/15/20 14:30:00,11.236,409.0,,,,,
823,08/15/20 15:00:00,11.236,376.7,,,,,
824,08/15/20 15:30:00,11.819,1033.3,,,,,
825,08/15/20 16:00:00,12.110,699.7,,,,,
826,08/15/20 16:30:00,12.304,430.6,,,,,
827,08/15/20 17:00:00,12.594,64.6,,,,,
828,08/15/20 17:30:00,12.980,75.3,,,,,
829,08/15/20 18:00:00,12.401,161.5,,,,,
830,08/15/20 18:30:00,12.110,86.1,,,,,
831,08/15/20 19:00:00,11.139,215.3,,,,,
832,08/15/20 19:30:00,12.497,118.4,,,,,
833,08/15/20 20:00:00,12.304,118.4,,,,,
834,08/15/20 20:30:00,12.401,10.8,,,,,
835,08/15/20 21:00:00,12.497,0.0,,,,,
836,08/15/20 21:30:00,12.401,0.0,,,,,
837,08/15/20 22:00:00,12.013,0.0,,,,,
838,08/15/20 22:30:00,11.916,0.0,,,,,
839,08/15/20 23:00:00,11.722,0.0,,,,,
840,08/15/20 23:30:00,11.722,0.0,,,,,
841,08/16/20 00:00:00,11.722,0.0,,,,,
842,08/16/20 00:30:00,11.625,0.0,,,,,
843,08/16/20 01:00:00,11.528,0.0,,,,,
844,08/16/20 01:30:00,11.819,0.0,,,,,
845,08/16/20 02:00:00,11.819,0.0,,,,,
846,08/16/20 02:30:00,11.819,0.0,,,,,
847,08/16/20 03:00:00,11.819,0.0,,,,,
848,08/16/20 03:30:00,11.916,0.0,,,,,
849,08/16/20 04:00:00,11.819,0.0,,,,,
850,08/16/20 04:30:00,11.625,0.0,,,,,
851,08/16/20 05:00:00,11.722,10.8,,,,,
852,08/16/20 05:30:00,11.722,96.9,,,,,
853,08/16/20 06:00:00,11.625,279.9,,,,,
854,08/16/20 06:30:00,11.722,344.4,,,,,
855,08/16/20 07:00:00,11.722,592.0,,,,,
856,08/16/20 07:30:00,11.625,796.5,,,,,
857,08/16/20 08:00:00,11.528,527.4,,,,,
858,08/16/20 08:30:00,11.528,1011.8,,,,,
859,08/16/20 09:00:00,11.431,1151.7,,,,,
860,08/16/20 09:30:00,11.431,1463.9,,,,,
861,08/16/20 10:00:00,11.528,1550.0,,,,,
862,08/16/20 10:30:00,11.528,1722.2,,,,,
863,08/16/20 11:00:00,11.528,2411.1,,,,,
864,08/16/20 11:30:00,11.722,2497.2,,,,,
865,08/16/20 12:00:00,11.819,1636.1,,,,,
866,08/16/20 12:30:00,11.819,2238.9,,,,,
867,08/16/20 13:00:00,11.819,2325.0,,,,,
868,08/16/20 13:30:00,12.207,3616.7,,,,,
869,08/16/20 14:00:00,12.207,731.9,,,,,
870,08/16/20 14:30:00,12.110,936.5,,,,,
871,08/16/20 15:00:00,12.207,1162.5,,,,,
872,08/16/20 15:30:00,13.173,635.1,,,,,
873,08/16/20 16:00:00,13.365,462.9,,,,,
874,08/16/20 16:30:00,12.690,279.9,,,,,
875,08/16/20 17:00:00,13.461,64.6,,,,,
876,08/16/20 17:30:00,13.654,64.6,,,,,
877,08/16/20 18:00:00,13.461,107.6,,,,,
878,08/16/20 18:30:00,13.461,32.3,,,,,
879,08/16/20 19:00:00,12.497,10.8,,,,,
880,08/16/20 19:30:00,12.013,0.0,,,,,
881,08/16/20 20:00:00,12.207,0.0,,,,,
882,08/16/20 20:30:00,12.690,0.0,,,,,
883,08/16/20 21:00:00,12.594,0.0,,,,,
884,08/16/20 21:30:00,12.304,0.0,,,,,
885,08/16/20 22:00:00,11.722,0.0,,,,,
886,08/16/20 22:30:00,11.528,0.0,,,,,
887,08/16/20 23:00:00,11.722,0.0,,,,,
888,08/16/20 23:30:00,11.722,0.0,,,,,
889,08/17/20 00:00:00,11.916,0.0,,,,,
890,08/17/20 00:30:00,11.819,0.0,,,,,
891,08/17/20 01:00:00,11.916,0.0,,,,,
892,08/17/20 01:30:00,11.819,0.0,,,,,
893,08/17/20 02:00:00,11.916,0.0,,,,,
894,08/17/20 02:30:00,11.916,0.0,,,,,
895,08/17/20 03:00:00,11.916,0.0,,,,,
896,08/17/20 03:30:00,11.916,0.0,,,,,
897,08/17/20 04:00:00,12.110,0.0,,,,,
898,08/17/20 04:30:00,12.110,0.0,,,,,
899,08/17/20 05:00:00,12.013,0.0,,,,,
900,08/17/20 05:30:00,12.013,10.8,,,,,
901,08/17/20 06:00:00,12.110,0.0,,,,,
902,08/17/20 06:30:00,12.110,0.0,,,,,
903,08/17/20 07:00:00,12.110,32.3,,,,,
904,08/17/20 07:30:00,12.013,53.8,,,,,
905,08/17/20 08:00:00,11.916,1377.8,,,,,
906,08/17/20 08:30:00,11.819,527.4,,,,,
907,08/17/20 09:00:00,11.819,968.8,,,,,
908,08/17/20 09:30:00,12.110,1151.7,,,,,
909,08/17/20 10:00:00,12.304,505.9,,,,,
910,08/17/20 10:30:00,12.207,312.2,,,,,
911,08/17/20 11:00:00,12.304,269.1,,,,,
912,08/17/20 11:30:00,12.401,1636.1,,,,,
913,08/17/20 12:00:00,12.594,3444.5,,,,,
914,08/17/20 12:30:00,12.690,4994.5,,,,,
915,08/17/20 13:00:00,12.497,2927.8,,,,,
916,08/17/20 13:30:00,12.497,5166.7,,,,,
917,08/17/20 14:00:00,12.497,2755.6,,,,,
918,08/17/20 14:30:00,12.594,2411.1,,,,,
919,08/17/20 15:00:00,13.076,21.5,,,,,
920,08/17/20 15:30:00,13.269,226.0,,,,,
921,08/17/20 16:00:00,12.883,861.1,,,,,
922,08/17/20 16:30:00,13.076,1119.5,,,,,
923,08/17/20 17:00:00,13.269,731.9,,,,,
924,08/17/20 17:30:00,13.365,1636.1,,,,,
925,08/17/20 18:00:00,13.076,570.5,,,,,
926,08/17/20 18:30:00,13.558,731.9,,,,,
927,08/17/20 19:00:00,13.076,581.3,,,,,
928,08/17/20 19:30:00,12.497,387.5,,,,,
929,08/17/20 20:00:00,12.594,366.0,,,,,
930,08/17/20 20:30:00,12.497,118.4,,,,,
931,08/17/20 21:00:00,12.594,32.3,,,,,
932,08/17/20 21:30:00,12.497,0.0,,,,,
933,08/17/20 22:00:00,12.594,0.0,,,,,
934,08/17/20 22:30:00,12.787,0.0,,,,,
935,08/17/20 23:00:00,12.690,0.0,,,,,
936,08/17/20 23:30:00,12.594,0.0,,,,,
937,08/18/20 00:00:00,12.497,0.0,,,,,
938,08/18/20 00:30:00,12.497,0.0,,,,,
939,08/18/20 01:00:00,12.401,0.0,,,,,
940,08/18/20 01:30:00,12.401,0.0,,,,,
941,08/18/20 02:00:00,12.304,0.0,,,,,
942,08/18/20 02:30:00,12.207,0.0,,,,,
943,08/18/20 03:00:00,12.110,0.0,,,,,
944,08/18/20 03:30:00,12.013,0.0,,,,,
945,08/18/20 04:00:00,11.916,0.0,,,,,
946,08/18/20 04:30:00,11.819,0.0,,,,,
947,08/18/20 05:00:00,11.722,0.0,,,,,
948,08/18/20 05:30:00,11.722,32.3,,,,,
949,08/18/20 06:00:00,11.819,75.3,,,,,
950,08/18/20 06:30:00,11.819,247.6,,,,,
951,08/18/20 07:00:00,12.013,290.6,,,,,
952,08/18/20 07:30:00,12.207,947.2,,,,,
953,08/18/20 08:00:00,12.207,581.3,,,,,
954,08/18/20 08:30:00,12.401,484.4,,,,,
955,08/18/20 09:00:00,12.497,301.4,,,,,
956,08/18/20 09:30:00,12.594,635.1,,,,,
957,08/18/20 10:00:00,12.401,1291.7,,,,,
958,08/18/20 10:30:00,12.207,1463.9,,,,,
959,08/18/20 11:00:00,12.690,2411.1,,,,,
960,08/18/20 11:30:00,12.883,2927.8,,,,,
961,08/18/20 12:00:00,12.690,3788.9,,,,,
962,08/18/20 12:30:00,12.787,4822.3,,,,,
963,08/18/20 13:00:00,13.076,2497.2,,,,,
