Plot Title: SONDE_20July20,,,,,,,
#,"Date Time, ADJUSTED","Temp, °C (LGR S/N: 10349963, SEN S/N: 10349963)","Intensity, Lux (LGR S/N: 10349963, SEN S/N: 10349963)",Host Connected (LGR S/N: 10349963),Coupler Attached (LGR S/N: 10349963),Stopped (LGR S/N: 10349963),End Of File (LGR S/N: 10349963)
504,7/31/2020 1:30,9.176,0,,,,
505,7/31/2020 2:00,9.176,0,,,,
506,7/31/2020 2:30,8.581,21.5,,,,
507,7/31/2020 3:00,8.978,96.9,,,,
508,7/31/2020 3:30,9.373,1022.6,,,,
509,7/31/2020 4:00,9.176,1011.8,,,,
510,7/31/2020 4:30,9.077,1377.8,,,,
511,7/31/2020 5:00,9.275,2583.4,,,,
512,7/31/2020 5:30,9.373,4133.4,,,,
513,7/31/2020 6:00,9.176,6544.5,,,,
514,7/31/2020 6:30,9.275,10677.8,,,,
515,7/31/2020 7:00,9.176,6544.5,,,,
516,7/31/2020 7:30,9.472,13777.9,,,,
517,7/31/2020 8:00,9.472,5166.7,,,,
518,7/31/2020 8:30,8.68,3444.5,,,,
519,7/31/2020 9:00,8.581,5166.7,,,,
520,7/31/2020 9:30,8.978,3616.7,,,,
521,7/31/2020 10:00,8.978,5511.1,,,,
522,7/31/2020 10:30,9.472,11711.2,,,,
523,7/31/2020 11:00,9.768,13089,,,,
524,7/31/2020 11:30,9.373,6544.5,,,,
525,7/31/2020 12:00,9.275,8266.7,,,,
526,7/31/2020 12:30,9.472,9644.5,,,,
527,7/31/2020 13:00,9.472,5511.1,,,,
528,7/31/2020 13:30,9.965,17222.3,,,,
529,7/31/2020 14:00,10.748,41333.6,,,,
530,7/31/2020 14:30,11.139,37200.2,,,,
531,7/31/2020 15:00,9.866,17222.3,,,,
532,7/31/2020 15:30,11.431,37200.2,,,,
533,7/31/2020 16:00,10.748,19289,,,,
534,7/31/2020 16:30,11.041,26178,,,,
535,7/31/2020 17:00,10.651,9300.1,,,,
536,7/31/2020 17:30,10.553,5511.1,,,,
537,7/31/2020 18:00,10.553,4650,,,,
538,7/31/2020 18:30,11.528,16533.4,,,,
539,7/31/2020 19:00,11.139,4305.6,,,,
540,7/31/2020 19:30,10.651,3788.9,,,,
541,7/31/2020 20:00,10.553,1162.5,,,,
542,7/31/2020 20:30,10.553,2238.9,,,,
543,7/31/2020 21:00,10.455,1463.9,,,,
544,7/31/2020 21:30,10.748,441.3,,,,
545,7/31/2020 22:00,10.553,667.4,,,,
546,7/31/2020 22:30,10.455,301.4,,,,
547,7/31/2020 23:00,10.748,96.9,,,,
548,7/31/2020 23:30,10.846,10.8,,,,
549,8/1/2020 0:00,9.965,0,,,,
550,8/1/2020 0:30,10.455,0,,,,
551,8/1/2020 1:00,10.357,0,,,,
552,8/1/2020 1:30,10.553,0,,,,
553,8/1/2020 2:00,10.063,0,,,,
554,8/1/2020 2:30,10.161,0,,,,
555,8/1/2020 3:00,10.259,0,,,,
556,8/1/2020 3:30,10.259,96.9,,,,
557,8/1/2020 4:00,10.357,2238.9,,,,
558,8/1/2020 4:30,9.965,1356.3,,,,
559,8/1/2020 5:00,10.357,4822.3,,,,
560,8/1/2020 5:30,10.553,7233.4,,,,
561,8/1/2020 6:00,10.259,2755.6,,,,
562,8/1/2020 6:30,9.965,1463.9,,,,
563,8/1/2020 7:00,10.357,5166.7,,,,
564,8/1/2020 7:30,10.259,2927.8,,,,
565,8/1/2020 8:00,10.259,5166.7,,,,
566,8/1/2020 8:30,10.063,5166.7,,,,
567,8/1/2020 9:00,10.161,8266.7,,,,
568,8/1/2020 9:30,10.846,21355.7,,,,
569,8/1/2020 10:00,12.11,26178,,,,
570,8/1/2020 10:30,11.916,41333.6,,,,
571,8/1/2020 11:00,13.461,66133.8,,,,
572,8/1/2020 11:30,13.654,52355.9,,,,
573,8/1/2020 12:00,18.426,57867,,,,
574,8/1/2020 12:30,15.569,55111.5,,,,
575,8/1/2020 13:00,14.134,28933.5,,,,
576,8/1/2020 13:30,12.69,46844.8,,,,
577,8/1/2020 14:00,12.594,39955.8,,,,
578,8/1/2020 14:30,12.497,37200.2,,,,
579,8/1/2020 15:00,12.787,35822.5,,,,
580,8/1/2020 15:30,13.846,44089.2,,,,
581,8/1/2020 16:00,11.819,27555.7,,,,
582,8/1/2020 16:30,12.69,49600.3,,,,
583,8/1/2020 17:00,12.11,41333.6,,,,
584,8/1/2020 17:30,11.916,31689.1,,,,
585,8/1/2020 18:00,12.013,33066.9,,,,
586,8/1/2020 18:30,11.528,23422.4,,,,
587,8/1/2020 19:00,11.236,19977.9,,,,
588,8/1/2020 19:30,11.041,12400.1,,,,
589,8/1/2020 20:00,10.553,6200,,,,
590,8/1/2020 20:30,10.651,3788.9,,,,
591,8/1/2020 21:00,10.944,2755.6,,,,
592,8/1/2020 21:30,10.259,1894.5,,,,
593,8/1/2020 22:00,10.063,516.7,,,,
594,8/1/2020 22:30,10.259,118.4,,,,
595,8/1/2020 23:00,10.357,21.5,,,,
596,8/1/2020 23:30,10.161,0,,,,
597,8/2/2020 0:00,10.063,0,,,,
598,8/2/2020 0:30,10.455,0,,,,
599,8/2/2020 1:00,10.357,0,,,,
600,8/2/2020 1:30,10.063,0,,,,
601,8/2/2020 2:00,10.651,0,,,,
602,8/2/2020 2:30,10.259,0,,,,
603,8/2/2020 3:00,10.161,0,,,,
604,8/2/2020 3:30,10.161,53.8,,,,
605,8/2/2020 4:00,10.161,269.1,,,,
606,8/2/2020 4:30,10.161,333.7,,,,
607,8/2/2020 5:00,10.553,1980.6,,,,
608,8/2/2020 5:30,10.944,4477.8,,,,
609,8/2/2020 6:00,11.334,8611.2,,,,
610,8/2/2020 6:30,11.528,10333.4,,,,
611,8/2/2020 7:00,11.041,6200,,,,
612,8/2/2020 7:30,10.748,14466.8,,,,
613,8/2/2020 8:00,11.431,17911.2,,,,
614,8/2/2020 8:30,12.883,31689.1,,,,
615,8/2/2020 9:00,12.883,38578,,,,
616,8/2/2020 9:30,12.594,44089.2,,,,
617,8/2/2020 10:00,14.709,46844.8,,,,
618,8/2/2020 10:30,15.473,46844.8,,,,
619,8/2/2020 11:00,17.855,52355.9,,,,
620,8/2/2020 11:30,16.618,55111.5,,,,
621,8/2/2020 12:00,18.426,49600.3,,,,
622,8/2/2020 12:30,16.903,44089.2,,,,
623,8/2/2020 13:00,15.855,49600.3,,,,
624,8/2/2020 13:30,14.325,46844.8,,,,
625,8/2/2020 14:00,13.365,49600.3,,,,
626,8/2/2020 14:30,13.558,35822.5,,,,
627,8/2/2020 15:00,13.365,26178,,,,
628,8/2/2020 15:30,12.69,26178,,,,
629,8/2/2020 16:00,12.594,31689.1,,,,
630,8/2/2020 16:30,12.594,30311.3,,,,
631,8/2/2020 17:00,12.207,27555.7,,,,
632,8/2/2020 17:30,11.722,20666.8,,,,
633,8/2/2020 18:00,11.528,15155.7,,,,
634,8/2/2020 18:30,10.944,8266.7,,,,
635,8/2/2020 19:00,10.944,4994.5,,,,
636,8/2/2020 19:30,10.651,3616.7,,,,
637,8/2/2020 20:00,10.259,2066.7,,,,
638,8/2/2020 20:30,9.965,1205.6,,,,
639,8/2/2020 21:00,9.768,904.2,,,,
640,8/2/2020 21:30,9.472,430.6,,,,
641,8/2/2020 22:00,9.373,129.2,,,,
642,8/2/2020 22:30,9.275,43.1,,,,
643,8/2/2020 23:00,8.978,0,,,,
644,8/2/2020 23:30,8.978,0,,,,
645,8/3/2020 0:00,8.779,0,,,,
646,8/3/2020 0:30,8.779,0,,,,
647,8/3/2020 1:00,8.978,0,,,,
648,8/3/2020 1:30,8.68,0,,,,
649,8/3/2020 2:00,8.68,0,,,,
650,8/3/2020 2:30,8.481,0,,,,
651,8/3/2020 3:00,8.382,0,,,,
652,8/3/2020 3:30,8.282,10.8,,,,
653,8/3/2020 4:00,8.382,53.8,,,,
654,8/3/2020 4:30,8.082,172.2,,,,
655,8/3/2020 5:00,8.182,635.1,,,,
656,8/3/2020 5:30,8.182,1808.3,,,,
657,8/3/2020 6:00,8.282,2497.2,,,,
658,8/3/2020 6:30,8.481,4305.6,,,,
659,8/3/2020 7:00,8.581,5166.7,,,,
660,8/3/2020 7:30,8.978,8266.7,,,,
661,8/3/2020 8:00,9.077,10333.4,,,,
662,8/3/2020 8:30,9.176,12400.1,,,,
663,8/3/2020 9:00,10.748,26178,,,,
664,8/3/2020 9:30,11.041,23422.4,,,,
665,8/3/2020 10:00,11.625,35822.5,,,,
666,8/3/2020 10:30,12.11,37200.2,,,,
667,8/3/2020 11:00,13.654,49600.3,,,,
668,8/3/2020 11:30,13.173,30311.3,,,,
669,8/3/2020 12:00,13.076,27555.7,,,,
670,8/3/2020 12:30,14.134,46844.8,,,,
671,8/3/2020 13:00,15.187,52355.9,,,,
672,8/3/2020 13:30,16.332,66133.8,,,,
673,8/3/2020 14:00,19.377,88178.4,,,,
674,8/3/2020 14:30,18.616,68889.3,,,,
675,8/3/2020 15:00,19.567,88178.4,,,,
676,8/3/2020 15:30,15.855,44089.2,,,,
677,8/3/2020 16:00,15.855,42711.4,,,,
678,8/3/2020 16:30,16.427,55111.5,,,,
679,8/3/2020 17:00,14.038,34444.7,,,,
680,8/3/2020 17:30,13.173,26178,,,,
681,8/3/2020 18:00,11.722,15155.7,,,,
682,8/3/2020 18:30,11.139,7577.8,,,,
683,8/3/2020 19:00,11.139,10333.4,,,,
684,8/3/2020 19:30,10.944,8266.7,,,,
685,8/3/2020 20:00,10.846,5166.7,,,,
686,8/3/2020 20:30,10.944,3616.7,,,,
687,8/3/2020 21:00,10.651,2497.2,,,,
688,8/3/2020 21:30,10.846,1162.5,,,,
689,8/3/2020 22:00,10.553,236.8,,,,
690,8/3/2020 22:30,10.553,75.3,,,,
691,8/3/2020 23:00,10.553,10.8,,,,
692,8/3/2020 23:30,10.455,0,,,,
693,8/4/2020 0:00,10.357,0,,,,
694,8/4/2020 0:30,10.259,0,,,,
695,8/4/2020 1:00,10.259,0,,,,
696,8/4/2020 1:30,10.259,0,,,,
697,8/4/2020 2:00,10.063,0,,,,
698,8/4/2020 2:30,9.866,0,,,,
699,8/4/2020 3:00,9.965,0,,,,
700,8/4/2020 3:30,9.768,21.5,,,,
701,8/4/2020 4:00,9.768,118.4,,,,
702,8/4/2020 4:30,9.669,269.1,,,,
703,8/4/2020 5:00,9.768,645.8,,,,
704,8/4/2020 5:30,9.571,2755.6,,,,
705,8/4/2020 6:00,9.472,3961.1,,,,
706,8/4/2020 6:30,9.669,9300.1,,,,
707,8/4/2020 7:00,10.063,12400.1,,,,
708,8/4/2020 7:30,10.553,13777.9,,,,
709,8/4/2020 8:00,11.431,22044.6,,,,
710,8/4/2020 8:30,12.207,28933.5,,,,
711,8/4/2020 9:00,12.594,27555.7,,,,
712,8/4/2020 9:30,14.709,37200.2,,,,
713,8/4/2020 10:00,20.805,55111.5,,,,
714,8/4/2020 10:30,18.426,55111.5,,,,
715,8/4/2020 11:00,16.332,52355.9,,,,
716,8/4/2020 11:30,17.094,68889.3,,,,
717,8/4/2020 12:00,17.855,46844.8,,,,
718,8/4/2020 12:30,15.664,44089.2,,,,
719,8/4/2020 13:00,15.187,38578,,,,
720,8/4/2020 13:30,15.187,39955.8,,,,
721,8/4/2020 14:00,16.999,55111.5,,,,
722,8/4/2020 14:30,16.903,68889.3,,,,
723,8/4/2020 15:00,17.855,49600.3,,,,
724,8/4/2020 15:30,18.045,38578,,,,
725,8/4/2020 16:00,19.758,52355.9,,,,
726,8/4/2020 16:30,17.95,44089.2,,,,
727,8/4/2020 17:00,17.76,46844.8,,,,
728,8/4/2020 17:30,16.808,41333.6,,,,
729,8/4/2020 18:00,12.497,21355.7,,,,
730,8/4/2020 18:30,12.98,18600.1,,,,
731,8/4/2020 19:00,12.69,20666.8,,,,
732,8/4/2020 19:30,11.916,11711.2,,,,
733,8/4/2020 20:00,11.819,5511.1,,,,
734,8/4/2020 20:30,11.528,3788.9,,,,
735,8/4/2020 21:00,11.334,1550,,,,
736,8/4/2020 21:30,10.748,1356.3,,,,
737,8/4/2020 22:00,10.357,441.3,,,,
738,8/4/2020 22:30,10.357,64.6,,,,
739,8/4/2020 23:00,10.161,21.5,,,,
740,8/4/2020 23:30,10.259,0,,,,
741,8/5/2020 0:00,9.965,0,,,,
742,8/5/2020 0:30,9.965,0,,,,
743,8/5/2020 1:00,10.357,0,,,,
744,8/5/2020 1:30,9.373,0,,,,
745,8/5/2020 2:00,9.373,0,,,,
746,8/5/2020 2:30,9.571,0,,,,
747,8/5/2020 3:00,9.768,0,,,,
748,8/5/2020 3:30,10.161,0,,,,
749,8/5/2020 4:00,10.161,10.8,,,,
750,8/5/2020 4:30,10.357,32.3,,,,
751,8/5/2020 5:00,10.259,183,,,,
752,8/5/2020 5:30,9.571,312.2,,,,
753,8/5/2020 6:00,10.063,441.3,,,,
754,8/5/2020 6:30,10.161,505.9,,,,
755,8/5/2020 7:00,10.357,1194.8,,,,
756,8/5/2020 7:30,9.965,775,,,,
757,8/5/2020 8:00,10.063,1087.2,,,,
758,8/5/2020 8:30,10.063,1894.5,,,,
759,8/5/2020 9:00,9.965,2583.4,,,,
760,8/5/2020 9:30,9.866,2583.4,,,,
761,8/5/2020 10:00,9.866,2669.5,,,,
762,8/5/2020 10:30,9.866,4305.6,,,,
763,8/5/2020 11:00,10.259,5338.9,,,,
764,8/5/2020 11:30,10.846,7233.4,,,,
765,8/5/2020 12:00,10.846,9644.5,,,,
766,8/5/2020 12:30,10.944,11022.3,,,,
767,8/5/2020 13:00,10.944,12400.1,,,,
768,8/5/2020 13:30,11.528,28933.5,,,,
769,8/5/2020 14:00,15.187,46844.8,,,,
770,8/5/2020 14:30,12.594,41333.6,,,,
771,8/5/2020 15:00,12.69,37200.2,,,,
772,8/5/2020 15:30,12.594,28933.5,,,,
773,8/5/2020 16:00,20.71,159823.3,,,,
774,8/5/2020 16:30,14.23,49600.3,,,,
775,8/5/2020 17:00,15.473,60622.6,,,,
776,8/5/2020 17:30,14.134,165334.4,,,,
777,8/5/2020 18:00,13.461,33066.9,,,,
778,8/5/2020 18:30,12.497,10333.4,,,,
779,8/5/2020 19:00,13.365,14466.8,,,,
780,8/5/2020 19:30,13.076,15155.7,,,,
781,8/5/2020 20:00,13.076,13089,,,,
782,8/5/2020 20:30,11.528,8611.2,,,,
783,8/5/2020 21:00,11.625,6200,,,,
784,8/5/2020 21:30,11.431,3616.7,,,,
785,8/5/2020 22:00,11.334,796.5,,,,
786,8/5/2020 22:30,10.846,139.9,,,,
787,8/5/2020 23:00,10.748,10.8,,,,
788,8/5/2020 23:30,10.259,0,,,,
789,8/6/2020 0:00,10.259,0,,,,
790,8/6/2020 0:30,9.965,0,,,,
791,8/6/2020 1:00,9.866,0,,,,
792,8/6/2020 1:30,9.571,0,,,,
793,8/6/2020 2:00,9.768,0,,,,
794,8/6/2020 2:30,10.063,0,,,,
795,8/6/2020 3:00,9.571,0,,,,
796,8/6/2020 3:30,9.669,21.5,,,,
797,8/6/2020 4:00,9.373,193.8,,,,
798,8/6/2020 4:30,9.472,1270.1,,,,
799,8/6/2020 5:00,9.669,2927.8,,,,
800,8/6/2020 5:30,10.161,4650,,,,
801,8/6/2020 6:00,10.357,6200,,,,
802,8/6/2020 6:30,9.571,8266.7,,,,
803,8/6/2020 7:00,9.965,21355.7,,,,
804,8/6/2020 7:30,10.553,10677.8,,,,
805,8/6/2020 8:00,12.304,27555.7,,,,
806,8/6/2020 8:30,12.69,104711.8,,,,
807,8/6/2020 9:00,12.69,82667.2,,,,
808,8/6/2020 9:30,12.98,22044.6,,,,
809,8/6/2020 10:00,13.173,99200.7,,,,
810,8/6/2020 10:30,13.076,60622.6,,,,
811,8/6/2020 11:00,13.461,132267.5,,,,
812,8/6/2020 11:30,13.558,154312.1,,,,
813,8/6/2020 12:00,13.461,71644.9,,,,
814,8/6/2020 12:30,13.269,110223,,,,
815,8/6/2020 13:00,12.69,38578,,,,
816,8/6/2020 13:30,12.69,46844.8,,,,
817,8/6/2020 14:00,16.713,38578,,,,
818,8/6/2020 14:30,18.521,99200.7,,,,
819,8/6/2020 15:00,15.76,66133.8,,,,
820,8/6/2020 15:30,17.95,63378.2,,,,
821,8/6/2020 16:00,18.521,57867,,,,
822,8/6/2020 16:30,16.999,38578,,,,
823,8/6/2020 17:00,22.717,49600.3,,,,
824,8/6/2020 17:30,18.426,35822.5,,,,
825,8/6/2020 18:00,17.855,34444.7,,,,
826,8/6/2020 18:30,16.808,15155.7,,,,
827,8/6/2020 19:00,15.091,17222.3,,,,
828,8/6/2020 19:30,14.23,11022.3,,,,
829,8/6/2020 20:00,11.916,5511.1,,,,
830,8/6/2020 20:30,12.11,8266.7,,,,
831,8/6/2020 21:00,11.334,4822.3,,,,
832,8/6/2020 21:30,11.139,1076.4,,,,
833,8/6/2020 22:00,10.455,215.3,,,,
834,8/6/2020 22:30,10.063,21.5,,,,
835,8/6/2020 23:00,10.161,0,,,,
836,8/6/2020 23:30,9.866,0,,,,
837,8/7/2020 0:00,9.965,0,,,,
838,8/7/2020 0:30,10.357,0,,,,
839,8/7/2020 1:00,10.357,0,,,,
840,8/7/2020 1:30,10.063,0,,,,
841,8/7/2020 2:00,9.965,0,,,,
842,8/7/2020 2:30,10.357,0,,,,
843,8/7/2020 3:00,10.553,0,,,,
844,8/7/2020 3:30,10.651,0,,,,
845,8/7/2020 4:00,11.236,139.9,,,,
846,8/7/2020 4:30,10.846,914.9,,,,
847,8/7/2020 5:00,10.748,2497.2,,,,
848,8/7/2020 5:30,10.651,1184,,,,
849,8/7/2020 6:00,10.944,3961.1,,,,
850,8/7/2020 6:30,11.139,4822.3,,,,
851,8/7/2020 7:00,11.139,6544.5,,,,
852,8/7/2020 7:30,11.334,13777.9,,,,
853,8/7/2020 8:00,12.11,19289,,,,
854,8/7/2020 8:30,12.787,27555.7,,,,
855,8/7/2020 9:00,15.664,44089.2,,,,
856,8/7/2020 9:30,13.654,22044.6,,,,
857,8/7/2020 10:00,14.9,11711.2,,,,
858,8/7/2020 10:30,14.421,42711.4,,,,
859,8/7/2020 11:00,14.134,30311.3,,,,
860,8/7/2020 11:30,14.9,104711.8,,,,
861,8/7/2020 12:00,14.421,26178,,,,
862,8/7/2020 12:30,13.942,28933.5,,,,
863,8/7/2020 13:00,13.942,126756.4,,,,
864,8/7/2020 13:30,14.613,68889.3,,,,
865,8/7/2020 14:00,14.517,79911.6,,,,
866,8/7/2020 14:30,14.613,74400.5,,,,
867,8/7/2020 15:00,14.517,60622.6,,,,
868,8/7/2020 15:30,14.996,66133.8,,,,
869,8/7/2020 16:00,13.846,66133.8,,,,
870,8/7/2020 16:30,14.038,52355.9,,,,
871,8/7/2020 17:00,14.613,79911.6,,,,
872,8/7/2020 17:30,12.207,10677.8,,,,
873,8/7/2020 18:00,14.517,66133.8,,,,
874,8/7/2020 18:30,11.722,28933.5,,,,
875,8/7/2020 19:00,15.282,99200.7,,,,
876,8/7/2020 19:30,14.9,52355.9,,,,
877,8/7/2020 20:00,11.139,7577.8,,,,
878,8/7/2020 20:30,10.748,5511.1,,,,
879,8/7/2020 21:00,11.139,8266.7,,,,
880,8/7/2020 21:30,10.846,1980.6,,,,
881,8/7/2020 22:00,10.944,559.7,,,,
882,8/7/2020 22:30,11.041,161.5,,,,
883,8/7/2020 23:00,10.651,10.8,,,,
884,8/7/2020 23:30,10.161,0,,,,
885,8/8/2020 0:00,10.748,0,,,,
886,8/8/2020 0:30,10.161,0,,,,
887,8/8/2020 1:00,10.161,0,,,,
888,8/8/2020 1:30,10.553,0,,,,
889,8/8/2020 2:00,9.965,0,,,,
890,8/8/2020 2:30,9.472,0,,,,
891,8/8/2020 3:00,9.275,0,,,,
892,8/8/2020 3:30,8.481,0,,,,
893,8/8/2020 4:00,8.978,53.8,,,,
894,8/8/2020 4:30,7.782,387.5,,,,
895,8/8/2020 5:00,7.582,570.5,,,,
896,8/8/2020 5:30,7.782,1636.1,,,,
897,8/8/2020 6:00,7.983,2755.6,,,,
898,8/8/2020 6:30,8.082,6200,,,,
899,8/8/2020 7:00,8.182,5166.7,,,,
900,8/8/2020 7:30,8.382,18600.1,,,,
901,8/8/2020 8:00,9.866,26178,,,,
902,8/8/2020 8:30,10.063,22044.6,,,,
903,8/8/2020 9:00,9.373,14466.8,,,,
904,8/8/2020 9:30,10.259,23422.4,,,,
905,8/8/2020 10:00,11.236,33066.9,,,,
906,8/8/2020 10:30,11.431,57867,,,,
907,8/8/2020 11:00,13.076,49600.3,,,,
908,8/8/2020 11:30,21.473,60622.6,,,,
909,8/8/2020 12:00,17.57,55111.5,,,,
910,8/8/2020 12:30,27.862,176356.7,,,,
911,8/8/2020 13:00,27.468,104711.8,,,,
912,8/8/2020 13:30,20.805,44089.2,,,,
913,8/8/2020 14:00,12.207,38578,,,,
914,8/8/2020 14:30,12.594,52355.9,,,,
915,8/8/2020 15:00,11.722,28933.5,,,,
916,8/8/2020 15:30,11.916,28933.5,,,,
917,8/8/2020 16:00,14.23,49600.3,,,,
918,8/8/2020 16:30,15.282,27555.7,,,,
919,8/8/2020 17:00,17.57,17222.3,,,,
920,8/8/2020 17:30,14.23,24800.2,,,,
921,8/8/2020 18:00,13.365,14466.8,,,,
922,8/8/2020 18:30,10.944,14466.8,,,,
923,8/8/2020 19:00,10.651,11022.3,,,,
924,8/8/2020 19:30,10.455,6544.5,,,,
925,8/8/2020 20:00,10.944,4994.5,,,,
926,8/8/2020 20:30,10.455,4133.4,,,,
927,8/8/2020 21:00,10.357,4305.6,,,,
928,8/8/2020 21:30,10.161,1636.1,,,,
929,8/8/2020 22:00,10.161,968.8,,,,
930,8/8/2020 22:30,10.161,96.9,,,,
931,8/8/2020 23:00,10.259,0,,,,
932,8/8/2020 23:30,9.965,0,,,,
933,8/9/2020 0:00,9.965,0,,,,
934,8/9/2020 0:30,9.768,0,,,,
935,8/9/2020 1:00,9.965,0,,,,
936,8/9/2020 1:30,10.161,0,,,,
937,8/9/2020 2:00,10.161,0,,,,
938,8/9/2020 2:30,9.669,0,,,,
939,8/9/2020 3:00,9.768,0,,,,
940,8/9/2020 3:30,10.357,10.8,,,,
941,8/9/2020 4:00,9.373,75.3,,,,
942,8/9/2020 4:30,9.768,129.2,,,,
943,8/9/2020 5:00,9.768,785.8,,,,
944,8/9/2020 5:30,9.472,1980.6,,,,
945,8/9/2020 6:00,9.669,4650,,,,
946,8/9/2020 6:30,10.259,13089,,,,
947,8/9/2020 7:00,10.063,8611.2,,,,
948,8/9/2020 7:30,10.553,17222.3,,,,
949,8/9/2020 8:00,11.139,11022.3,,,,
950,8/9/2020 8:30,12.013,42711.4,,,,
951,8/9/2020 9:00,12.401,49600.3,,,,
952,8/9/2020 9:30,11.819,37200.2,,,,
953,8/9/2020 10:00,11.722,30311.3,,,,
954,8/9/2020 10:30,11.139,21355.7,,,,
955,8/9/2020 11:00,11.041,22044.6,,,,
956,8/9/2020 11:30,11.431,20666.8,,,,
957,8/9/2020 12:00,11.819,28933.5,,,,
958,8/9/2020 12:30,11.819,18600.1,,,,
959,8/9/2020 13:00,12.401,28933.5,,,,
960,8/9/2020 13:30,12.401,18600.1,,,,
961,8/9/2020 14:00,12.883,28933.5,,,,
962,8/9/2020 14:30,12.497,31689.1,,,,
963,8/9/2020 15:00,12.497,15155.7,,,,
964,8/9/2020 15:30,12.787,20666.8,,,,
965,8/9/2020 16:00,13.076,14466.8,,,,
966,8/9/2020 16:30,12.69,9300.1,,,,
967,8/9/2020 17:00,13.076,9300.1,,,,
968,8/9/2020 17:30,13.269,10333.4,,,,
969,8/9/2020 18:00,13.365,11711.2,,,,
970,8/9/2020 18:30,13.846,8611.2,,,,
971,8/9/2020 19:00,13.846,5166.7,,,,
972,8/9/2020 19:30,11.916,1722.2,,,,
973,8/9/2020 20:00,11.528,1054.9,,,,
974,8/9/2020 20:30,11.722,1980.6,,,,
975,8/9/2020 21:00,12.787,7233.4,,,,
976,8/9/2020 21:30,11.722,2325,,,,
977,8/9/2020 22:00,11.528,226,,,,
978,8/9/2020 22:30,11.236,21.5,,,,
979,8/9/2020 23:00,12.013,0,,,,
980,8/9/2020 23:30,12.013,0,,,,
981,8/10/2020 0:00,12.207,0,,,,
982,8/10/2020 0:30,12.304,0,,,,
983,8/10/2020 1:00,11.819,0,,,,
984,8/10/2020 1:30,12.207,0,,,,
985,8/10/2020 2:00,11.819,0,,,,
986,8/10/2020 2:30,10.944,0,,,,
987,8/10/2020 3:00,10.944,0,,,,
988,8/10/2020 3:30,11.431,0,,,,
989,8/10/2020 4:00,11.625,75.3,,,,
990,8/10/2020 4:30,11.819,527.4,,,,
991,8/10/2020 5:00,11.916,3444.5,,,,
992,8/10/2020 5:30,11.139,5338.9,,,,
993,8/10/2020 6:00,11.528,4305.6,,,,
994,8/10/2020 6:30,11.236,11022.3,,,,
995,8/10/2020 7:00,12.787,17911.2,,,,
996,8/10/2020 7:30,11.722,13777.9,,,,
997,8/10/2020 8:00,12.304,16533.4,,,,
998,8/10/2020 8:30,13.75,22044.6,,,,
999,8/10/2020 9:00,14.709,22044.6,,,,
1000,8/10/2020 9:30,14.709,33066.9,,,,
1001,8/10/2020 10:00,15.569,42711.4,,,,
1002,8/10/2020 10:30,17.665,55111.5,,,,
1003,8/10/2020 11:00,20.805,115734.1,,,,
1004,8/10/2020 11:30,21.951,68889.3,,,,
1005,8/10/2020 12:00,20.043,57867,,,,
1006,8/10/2020 12:30,26.585,99200.7,,,,
1007,8/10/2020 13:00,23.869,93689.5,,,,
1008,8/10/2020 13:30,32.086,132267.5,,,,
1009,8/10/2020 14:00,27.468,99200.7,,,,
1010,8/10/2020 14:30,28.853,71644.9,,,,
1011,8/10/2020 15:00,24.448,68889.3,,,,
1012,8/10/2020 15:30,19.853,66133.8,,,,
1013,8/10/2020 16:00,13.75,30311.3,,,,
1014,8/10/2020 16:30,13.269,22044.6,,,,
1015,8/10/2020 17:00,13.269,16533.4,,,,
1016,8/10/2020 17:30,14.134,17222.3,,,,
1017,8/10/2020 18:00,14.517,46844.8,,,,
1018,8/10/2020 18:30,16.046,17911.2,,,,
1019,8/10/2020 19:00,15.569,27555.7,,,,
1020,8/10/2020 19:30,12.98,9300.1,,,,
1021,8/10/2020 20:00,12.497,6544.5,,,,
1022,8/10/2020 20:30,12.401,5511.1,,,,
1023,8/10/2020 21:00,12.304,2927.8,,,,
1024,8/10/2020 21:30,12.207,624.3,,,,
1025,8/10/2020 22:00,11.916,150.7,,,,
1026,8/10/2020 22:30,11.819,10.8,,,,
1027,8/10/2020 23:00,11.722,0,,,,
1028,8/10/2020 23:30,11.819,0,,,,
1029,8/11/2020 0:00,11.916,0,,,,
1030,8/11/2020 0:30,11.722,0,,,,
1031,8/11/2020 1:00,11.625,0,,,,
1032,8/11/2020 1:30,11.625,0,,,,
1033,8/11/2020 2:00,11.528,0,,,,
1034,8/11/2020 2:30,11.431,0,,,,
1035,8/11/2020 3:00,11.334,0,,,,
1036,8/11/2020 3:30,11.528,0,,,,
1037,8/11/2020 4:00,11.236,96.9,,,,
1038,8/11/2020 4:30,11.625,1173.3,,,,
1039,8/11/2020 5:00,11.722,688.9,,,,
1040,8/11/2020 5:30,11.916,3100,,,,
1041,8/11/2020 6:00,11.916,5166.7,,,,
1042,8/11/2020 6:30,12.013,6200,,,,
1043,8/11/2020 7:00,12.013,8266.7,,,,
1044,8/11/2020 7:30,12.207,10677.8,,,,
1045,8/11/2020 8:00,12.304,13777.9,,,,
1046,8/11/2020 8:30,12.497,17911.2,,,,
1047,8/11/2020 9:00,12.883,33066.9,,,,
1048,8/11/2020 9:30,13.173,41333.6,,,,
1049,8/11/2020 10:00,13.365,34444.7,,,,
