Plot Title: Sonde 2015_2,,,,,,,,
#,"Date Time, GMT+00:00","Temp, °C (LGR S/N: 10517223, SEN S/N: 10517223, LBL: Temp)","Intensity, Lux (LGR S/N: 10517223, SEN S/N: 10517223, LBL: Light)",Coupler Detached (LGR S/N: 10517223),Coupler Attached (LGR S/N: 10517223),Host Connected (LGR S/N: 10517223),Stopped (LGR S/N: 10517223),End Of File (LGR S/N: 10517223)
121,7/14/15 2:42,6.775,10.8,,,,,
122,7/14/15 3:12,6.674,21.5,,,,,
123,7/14/15 3:42,6.573,129.2,,,,,
124,7/14/15 4:12,6.674,269.1,,,,,
125,7/14/15 4:42,6.573,139.9,,,,,
126,7/14/15 5:12,6.573,193.8,,,,,
127,7/14/15 5:42,6.674,150.7,,,,,
128,7/14/15 6:12,6.775,1463.9,,,,,
129,7/14/15 6:42,6.775,968.8,,,,,
130,7/14/15 7:12,6.674,775,,,,,
131,7/14/15 7:42,6.775,1377.8,,,,,
132,7/14/15 8:12,6.775,947.2,,,,,
133,7/14/15 8:42,6.877,1377.8,,,,,
134,7/14/15 9:12,7.079,1162.5,,,,,
135,7/14/15 9:42,7.179,1377.8,,,,,
136,7/14/15 10:12,7.179,1270.1,,,,,
137,7/14/15 10:42,7.481,1636.1,,,,,
138,7/14/15 11:12,8.082,2927.8,,,,,
139,7/14/15 11:42,7.983,2927.8,,,,,
140,7/14/15 12:12,7.983,2152.8,,,,,
141,7/14/15 12:42,8.182,2411.1,,,,,
142,7/14/15 13:12,8.182,1550,,,,,
143,7/14/15 13:42,8.382,2152.8,,,,,
144,7/14/15 14:12,8.68,2583.4,,,,,
145,7/14/15 14:42,8.68,2066.7,,,,,
146,7/14/15 15:12,9.077,2755.6,,,,,
147,7/14/15 15:42,8.978,2411.1,,,,,
148,7/14/15 16:12,8.978,2755.6,,,,,
149,7/14/15 16:42,8.779,2238.9,,,,,
150,7/14/15 17:12,8.581,1550,,,,,
151,7/14/15 17:42,8.779,2755.6,,,,,
152,7/14/15 18:12,9.176,3961.1,,,,,
153,7/14/15 18:42,8.481,1463.9,,,,,
154,7/14/15 19:12,8.481,1130.2,,,,,
155,7/14/15 19:42,8.382,904.2,,,,,
156,7/14/15 20:12,8.481,796.5,,,,,
157,7/14/15 20:42,8.481,882.6,,,,,
158,7/14/15 21:12,8.282,290.6,,,,,
159,7/14/15 21:42,8.182,258.3,,,,,
160,7/14/15 22:12,8.082,161.5,,,,,
161,7/14/15 22:42,7.882,53.8,,,,,
162,7/14/15 23:12,7.782,10.8,,,,,
163,7/14/15 23:42,7.682,0,,,,,
164,7/15/15 0:12,7.682,0,,,,,
165,7/15/15 0:42,7.481,0,,,,,
166,7/15/15 1:12,7.381,0,,,,,
167,7/15/15 1:42,7.381,0,,,,,
168,7/15/15 2:12,7.381,0,,,,,
169,7/15/15 2:42,7.381,0,,,,,
170,7/15/15 3:12,7.28,10.8,,,,,
171,7/15/15 3:42,7.28,53.8,,,,,
172,7/15/15 4:12,7.179,183,,,,,
173,7/15/15 4:42,7.28,236.8,,,,,
174,7/15/15 5:12,7.28,312.2,,,,,
175,7/15/15 5:42,7.381,592,,,,,
176,7/15/15 6:12,7.381,516.7,,,,,
177,7/15/15 6:42,7.381,290.6,,,,,
178,7/15/15 7:12,7.582,581.3,,,,,
179,7/15/15 7:42,7.882,635.1,,,,,
180,7/15/15 8:12,8.082,914.9,,,,,
181,7/15/15 8:42,7.983,559.7,,,,,
182,7/15/15 9:12,8.382,2325,,,,,
183,7/15/15 9:42,8.282,1550,,,,,
184,7/15/15 10:12,8.282,1377.8,,,,,
185,7/15/15 10:42,8.182,925.7,,,,,
186,7/15/15 11:12,8.182,1033.3,,,,,
187,7/15/15 11:42,8.581,1980.6,,,,,
188,7/15/15 12:12,9.077,3100,,,,,
189,7/15/15 12:42,9.965,5166.7,,,,,
190,7/15/15 13:12,10.944,5166.7,,,,,
191,7/15/15 13:42,11.236,6200,,,,,
192,7/15/15 14:12,10.944,6200,,,,,
193,7/15/15 14:42,12.497,5166.7,,,,,
194,7/15/15 15:12,10.846,3100,,,,,
195,7/15/15 15:42,11.139,4477.8,,,,,
196,7/15/15 16:12,9.866,2755.6,,,,,
197,7/15/15 16:42,9.768,1894.5,,,,,
198,7/15/15 17:12,9.373,2325,,,,,
199,7/15/15 17:42,9.077,1808.3,,,,,
200,7/15/15 18:12,8.978,2066.7,,,,,
201,7/15/15 18:42,8.68,1377.8,,,,,
202,7/15/15 19:12,8.481,1463.9,,,,,
203,7/15/15 19:42,8.68,1550,,,,,
204,7/15/15 20:12,8.382,1377.8,,,,,
205,7/15/15 20:42,8.382,1550,,,,,
206,7/15/15 21:12,8.282,1463.9,,,,,
207,7/15/15 21:42,8.082,1259.4,,,,,
208,7/15/15 22:12,7.381,215.3,,,,,
209,7/15/15 22:42,7.079,64.6,,,,,
210,7/15/15 23:12,6.877,43.1,,,,,
211,7/15/15 23:42,6.573,10.8,,,,,
212,7/16/15 0:12,6.37,0,,,,,
213,7/16/15 0:42,6.268,0,,,,,
214,7/16/15 1:12,6.166,0,,,,,
215,7/16/15 1:42,6.166,0,,,,,
216,7/16/15 2:12,5.962,0,,,,,
217,7/16/15 2:42,5.962,0,,,,,
218,7/16/15 3:12,5.86,32.3,,,,,
219,7/16/15 3:42,5.757,75.3,,,,,
220,7/16/15 4:12,5.655,226,,,,,
221,7/16/15 4:42,5.757,473.6,,,,,
222,7/16/15 5:12,5.86,678.1,,,,,
223,7/16/15 5:42,5.962,925.7,,,,,
224,7/16/15 6:12,6.268,1184,,,,,
225,7/16/15 6:42,6.37,1377.8,,,,,
226,7/16/15 7:12,6.674,1980.6,,,,,
227,7/16/15 7:42,6.877,2152.8,,,,,
228,7/16/15 8:12,6.877,1894.5,,,,,
229,7/16/15 8:42,7.179,2497.2,,,,,
230,7/16/15 9:12,8.182,3444.5,,,,,
231,7/16/15 9:42,8.082,3272.2,,,,,
232,7/16/15 10:12,8.481,4822.3,,,,,
233,7/16/15 10:42,8.581,4477.8,,,,,
234,7/16/15 11:12,8.879,5166.7,,,,,
235,7/16/15 11:42,9.768,5511.1,,,,,
236,7/16/15 12:12,12.304,5511.1,,,,,
237,7/16/15 12:42,18.521,9644.5,,,,,
238,7/16/15 13:12,20.901,14466.8,,,,,
239,7/16/15 13:42,19.282,14466.8,,,,,
240,7/16/15 14:12,21.569,10677.8,,,,,
241,7/16/15 14:42,21.187,15155.7,,,,,
242,7/16/15 15:12,14.134,8266.7,,,,,
243,7/16/15 15:42,12.98,7233.4,,,,,
244,7/16/15 16:12,17.855,10333.4,,,,,
245,7/16/15 16:42,18.806,9644.5,,,,,
246,7/16/15 17:12,12.11,4650,,,,,
247,7/16/15 17:42,11.236,4650,,,,,
248,7/16/15 18:12,10.357,3100,,,,,
249,7/16/15 18:42,9.669,2755.6,,,,,
250,7/16/15 19:12,9.866,2497.2,,,,,
251,7/16/15 19:42,8.779,2152.8,,,,,
252,7/16/15 20:12,8.581,1722.2,,,,,
253,7/16/15 20:42,7.983,1205.6,,,,,
254,7/16/15 21:12,7.782,979.5,,,,,
255,7/16/15 21:42,7.682,624.3,,,,,
256,7/16/15 22:12,7.582,409,,,,,
257,7/16/15 22:42,7.381,312.2,,,,,
258,7/16/15 23:12,6.877,215.3,,,,,
259,7/16/15 23:42,6.166,86.1,,,,,
260,7/17/15 0:12,5.347,32.3,,,,,
261,7/17/15 0:42,4.727,10.8,,,,,
262,7/17/15 1:12,5.244,0,,,,,
263,7/17/15 1:42,5.037,10.8,,,,,
264,7/17/15 2:12,4.623,32.3,,,,,
265,7/17/15 2:42,4.934,64.6,,,,,
266,7/17/15 3:12,4.831,129.2,,,,,
267,7/17/15 3:42,4.831,247.6,,,,,
268,7/17/15 4:12,4.727,344.4,,,,,
269,7/17/15 4:42,4.934,624.3,,,,,
270,7/17/15 5:12,5.244,958,,,,,
271,7/17/15 5:42,5.347,1636.1,,,,,
272,7/17/15 6:12,5.655,1377.8,,,,,
273,7/17/15 6:42,5.86,1463.9,,,,,
274,7/17/15 7:12,6.166,2497.2,,,,,
275,7/17/15 7:42,7.079,2927.8,,,,,
276,7/17/15 8:12,6.674,3100,,,,,
277,7/17/15 8:42,6.775,4305.6,,,,,
278,7/17/15 9:12,7.682,3444.5,,,,,
279,7/17/15 9:42,8.481,4133.4,,,,,
280,7/17/15 10:12,9.965,8611.2,,,,,
281,7/17/15 10:42,9.965,6200,,,,,
282,7/17/15 11:12,9.669,6544.5,,,,,
283,7/17/15 11:42,17.475,20666.8,,,,,
284,7/17/15 12:12,21.76,27555.7,,,,,
285,7/17/15 12:42,18.996,52355.9,,,,,
286,7/17/15 13:12,20.138,110223,,,,,
287,7/17/15 13:42,18.901,110223,,,,,
288,7/17/15 14:12,16.523,99200.7,,,,,
289,7/17/15 14:42,15.378,77156.1,,,,,
290,7/17/15 15:12,14.517,38578,,,,,
291,7/17/15 15:42,13.173,14466.8,,,,,
292,7/17/15 16:12,11.528,3788.9,,,,,
293,7/17/15 16:42,12.207,14466.8,,,,,
294,7/17/15 17:12,11.819,4305.6,,,,,
295,7/17/15 17:42,11.139,6544.5,,,,,
296,7/17/15 18:12,11.625,8611.2,,,,,
297,7/17/15 18:42,11.431,5166.7,,,,,
298,7/17/15 19:12,11.041,9300.1,,,,,
299,7/17/15 19:42,10.748,7233.4,,,,,
300,7/17/15 20:12,9.077,3788.9,,,,,
301,7/17/15 20:42,7.983,1894.5,,,,,
302,7/17/15 21:12,7.481,1367,,,,,
303,7/17/15 21:42,7.381,1313.2,,,,,
304,7/17/15 22:12,7.28,731.9,,,,,
305,7/17/15 22:42,6.37,161.5,,,,,
306,7/17/15 23:12,6.268,53.8,,,,,
307,7/17/15 23:42,6.268,0,,,,,
308,7/18/15 0:12,6.268,0,,,,,
309,7/18/15 0:42,6.166,0,,,,,
310,7/18/15 1:12,6.166,0,,,,,
311,7/18/15 1:42,6.166,0,,,,,
312,7/18/15 2:12,6.064,0,,,,,
313,7/18/15 2:42,6.166,21.5,,,,,
314,7/18/15 3:12,6.064,10.8,,,,,
315,7/18/15 3:42,6.166,32.3,,,,,
316,7/18/15 4:12,6.268,279.9,,,,,
317,7/18/15 4:42,6.166,333.7,,,,,
318,7/18/15 5:12,6.268,505.9,,,,,
319,7/18/15 5:42,6.268,731.9,,,,,
320,7/18/15 6:12,6.573,1808.3,,,,,
321,7/18/15 6:42,6.674,1550,,,,,
322,7/18/15 7:12,6.775,2583.4,,,,,
323,7/18/15 7:42,7.179,2755.6,,,,,
324,7/18/15 8:12,6.978,2755.6,,,,,
325,7/18/15 8:42,7.28,3961.1,,,,,
326,7/18/15 9:12,7.882,3961.1,,,,,
327,7/18/15 9:42,8.581,5166.7,,,,,
328,7/18/15 10:12,8.282,2583.4,,,,,
329,7/18/15 10:42,7.582,2497.2,,,,,
330,7/18/15 11:12,8.382,5166.7,,,,,
331,7/18/15 11:42,7.882,4133.4,,,,,
332,7/18/15 12:12,8.779,5166.7,,,,,
333,7/18/15 12:42,8.082,4133.4,,,,,
334,7/18/15 13:12,7.882,3616.7,,,,,
335,7/18/15 13:42,7.682,3100,,,,,
336,7/18/15 14:12,7.381,2755.6,,,,,
337,7/18/15 14:42,6.978,1722.2,,,,,
338,7/18/15 15:12,7.179,1894.5,,,,,
339,7/18/15 15:42,6.674,1722.2,,,,,
340,7/18/15 16:12,6.877,2152.8,,,,,
341,7/18/15 16:42,6.877,2152.8,,,,,
342,7/18/15 17:12,7.381,3272.2,,,,,
343,7/18/15 17:42,6.573,1184,,,,,
344,7/18/15 18:12,6.775,3788.9,,,,,
345,7/18/15 18:42,6.775,2325,,,,,
346,7/18/15 19:12,6.978,3444.5,,,,,
347,7/18/15 19:42,6.471,1636.1,,,,,
348,7/18/15 20:12,6.064,1377.8,,,,,
349,7/18/15 20:42,6.471,2411.1,,,,,
350,7/18/15 21:12,5.655,516.7,,,,,
351,7/18/15 21:42,5.552,290.6,,,,,
352,7/18/15 22:12,5.45,161.5,,,,,
353,7/18/15 22:42,5.757,333.7,,,,,
354,7/18/15 23:12,5.757,86.1,,,,,
355,7/18/15 23:42,5.552,32.3,,,,,
356,7/19/15 0:12,5.347,0,,,,,
357,7/19/15 0:42,4.415,0,,,,,
358,7/19/15 1:12,5.141,0,,,,,
359,7/19/15 1:42,5.86,0,,,,,
360,7/19/15 2:12,6.166,0,,,,,
361,7/19/15 2:42,6.166,0,,,,,
362,7/19/15 3:12,6.064,0,,,,,
363,7/19/15 3:42,5.141,86.1,,,,,
364,7/19/15 4:12,4.934,139.9,,,,,
365,7/19/15 4:42,4.415,301.4,,,,,
366,7/19/15 5:12,4.519,559.7,,,,,
367,7/19/15 5:42,4.207,893.4,,,,,
368,7/19/15 6:12,4.727,1377.8,,,,,
369,7/19/15 6:42,4.623,1550,,,,,
370,7/19/15 7:12,4.519,2152.8,,,,,
371,7/19/15 7:42,4.623,3100,,,,,
372,7/19/15 8:12,4.519,2927.8,,,,,
373,7/19/15 8:42,5.244,3444.5,,,,,
374,7/19/15 9:12,5.141,3788.9,,,,,
375,7/19/15 9:42,6.166,4477.8,,,,,
376,7/19/15 10:12,6.877,6200,,,,,
377,7/19/15 10:42,6.674,5166.7,,,,,
378,7/19/15 11:12,6.674,7577.8,,,,,
379,7/19/15 11:42,6.775,5166.7,,,,,
380,7/19/15 12:12,5.86,3616.7,,,,,
381,7/19/15 12:42,6.978,7577.8,,,,,
382,7/19/15 13:12,6.775,4994.5,,,,,
383,7/19/15 13:42,6.978,4133.4,,,,,
384,7/19/15 14:12,8.879,10333.4,,,,,
385,7/19/15 14:42,7.582,9644.5,,,,,
386,7/19/15 15:12,6.978,7233.4,,,,,
387,7/19/15 15:42,6.064,3100,,,,,
388,7/19/15 16:12,6.064,4133.4,,,,,
389,7/19/15 16:42,5.347,3616.7,,,,,
390,7/19/15 17:12,6.268,3272.2,,,,,
391,7/19/15 17:42,6.877,4650,,,,,
392,7/19/15 18:12,7.381,5166.7,,,,,
393,7/19/15 18:42,7.782,5338.9,,,,,
394,7/19/15 19:12,6.978,3788.9,,,,,
395,7/19/15 19:42,6.37,1894.5,,,,,
396,7/19/15 20:12,5.962,796.5,,,,,
397,7/19/15 20:42,5.655,667.4,,,,,
398,7/19/15 21:12,5.244,355.2,,,,,
399,7/19/15 21:42,5.037,236.8,,,,,
400,7/19/15 22:12,4.623,43.1,,,,,
401,7/19/15 22:42,4.727,21.5,,,,,
402,7/19/15 23:12,4.831,0,,,,,
403,7/19/15 23:42,5.037,0,,,,,
404,7/20/15 0:12,5.141,0,,,,,
405,7/20/15 0:42,5.141,0,,,,,
406,7/20/15 1:12,5.141,0,,,,,
407,7/20/15 1:42,5.037,0,,,,,
408,7/20/15 2:12,4.831,0,,,,,
409,7/20/15 2:42,4.934,0,,,,,
410,7/20/15 3:12,4.831,43.1,,,,,
411,7/20/15 3:42,4.727,247.6,,,,,
412,7/20/15 4:12,4.519,430.6,,,,,
413,7/20/15 4:42,4.831,635.1,,,,,
414,7/20/15 5:12,4.831,914.9,,,,,
415,7/20/15 5:42,5.141,893.4,,,,,
416,7/20/15 6:12,5.244,1377.8,,,,,
417,7/20/15 6:42,5.347,2238.9,,,,,
418,7/20/15 7:12,7.179,3616.7,,,,,
419,7/20/15 7:42,7.582,4650,,,,,
420,7/20/15 8:12,8.779,4650,,,,,
421,7/20/15 8:42,11.236,6544.5,,,,,
422,7/20/15 9:12,14.709,6200,,,,,
423,7/20/15 9:42,9.965,3961.1,,,,,
424,7/20/15 10:12,6.978,4133.4,,,,,
425,7/20/15 10:42,9.866,10333.4,,,,,
426,7/20/15 11:12,10.455,10333.4,,,,,
427,7/20/15 11:42,11.139,8611.2,,,,,
428,7/20/15 12:12,11.819,20666.8,,,,,
429,7/20/15 12:42,11.139,18600.1,,,,,
430,7/20/15 13:12,11.431,19977.9,,,,,
431,7/20/15 13:42,14.23,26178,,,,,
432,7/20/15 14:12,18.996,42711.4,,,,,
433,7/20/15 14:42,18.426,110223,,,,,
434,7/20/15 15:12,16.618,19289,,,,,
435,7/20/15 15:42,10.944,6200,,,,,
436,7/20/15 16:12,9.472,7577.8,,,,,
437,7/20/15 16:42,14.996,104711.8,,,,,
438,7/20/15 17:12,9.768,9644.5,,,,,
439,7/20/15 17:42,8.68,3788.9,,,,,
440,7/20/15 18:12,8.779,4305.6,,,,,
441,7/20/15 18:42,8.978,6200,,,,,
442,7/20/15 19:12,10.455,7233.4,,,,,
443,7/20/15 19:42,9.077,3272.2,,,,,
444,7/20/15 20:12,8.481,4994.5,,,,,
445,7/20/15 20:42,7.882,2583.4,,,,,
446,7/20/15 21:12,6.877,1463.9,,,,,
447,7/20/15 21:42,6.674,1808.3,,,,,
448,7/20/15 22:12,6.37,807.3,,,,,
449,7/20/15 22:42,6.064,75.3,,,,,
450,7/20/15 23:12,6.166,86.1,,,,,
451,7/20/15 23:42,5.962,10.8,,,,,
452,7/21/15 0:12,5.86,0,,,,,
453,7/21/15 0:42,5.757,0,,,,,
454,7/21/15 1:12,5.655,0,,,,,
455,7/21/15 1:42,5.552,0,,,,,
456,7/21/15 2:12,5.45,0,,,,,
457,7/21/15 2:42,5.552,10.8,,,,,
458,7/21/15 3:12,5.86,43.1,,,,,
459,7/21/15 3:42,5.86,64.6,,,,,
460,7/21/15 4:12,5.86,129.2,,,,,
461,7/21/15 4:42,5.86,344.4,,,,,
462,7/21/15 5:12,6.268,1033.3,,,,,
463,7/21/15 5:42,6.37,1162.5,,,,,
464,7/21/15 6:12,6.775,2411.1,,,,,
465,7/21/15 6:42,7.079,2669.5,,,,,
466,7/21/15 7:12,7.682,2927.8,,,,,
467,7/21/15 7:42,7.481,2066.7,,,,,
468,7/21/15 8:12,8.282,3616.7,,,,,
469,7/21/15 8:42,8.282,3788.9,,,,,
470,7/21/15 9:12,8.282,4305.6,,,,,
471,7/21/15 9:42,9.077,3961.1,,,,,
472,7/21/15 10:12,8.282,4305.6,,,,,
473,7/21/15 10:42,8.481,4305.6,,,,,
474,7/21/15 11:12,9.275,5511.1,,,,,
475,7/21/15 11:42,10.161,9644.5,,,,,
476,7/21/15 12:12,10.259,6544.5,,,,,
477,7/21/15 12:42,11.722,10677.8,,,,,
478,7/21/15 13:12,11.139,5166.7,,,,,
479,7/21/15 13:42,10.748,8611.2,,,,,
480,7/21/15 14:12,9.669,4994.5,,,,,
481,7/21/15 14:42,9.176,4650,,,,,
482,7/21/15 15:12,9.866,6544.5,,,,,
483,7/21/15 15:42,9.571,5166.7,,,,,
484,7/21/15 16:12,8.68,4477.8,,,,,
485,7/21/15 16:42,9.669,5166.7,,,,,
486,7/21/15 17:12,8.68,3961.1,,,,,
487,7/21/15 17:42,8.282,3788.9,,,,,
488,7/21/15 18:12,8.082,2325,,,,,
489,7/21/15 18:42,7.983,1980.6,,,,,
490,7/21/15 19:12,7.782,2066.7,,,,,
491,7/21/15 19:42,7.682,1377.8,,,,,
492,7/21/15 20:12,7.481,947.2,,,,,
493,7/21/15 20:42,7.481,1550,,,,,
494,7/21/15 21:12,6.775,731.9,,,,,
495,7/21/15 21:42,6.674,602.8,,,,,
496,7/21/15 22:12,6.471,462.9,,,,,
497,7/21/15 22:42,6.166,75.3,,,,,
498,7/21/15 23:12,5.962,32.3,,,,,
499,7/21/15 23:42,5.86,10.8,,,,,
500,7/22/15 0:12,5.552,0,,,,,
501,7/22/15 0:42,5.347,0,,,,,
502,7/22/15 1:12,5.244,0,,,,,
503,7/22/15 1:42,5.141,0,,,,,
504,7/22/15 2:12,5.141,0,,,,,
505,7/22/15 2:42,5.141,0,,,,,
506,7/22/15 3:12,4.831,21.5,,,,,
507,7/22/15 3:42,4.934,64.6,,,,,
508,7/22/15 4:12,4.934,215.3,,,,,
509,7/22/15 4:42,4.934,409,,,,,
510,7/22/15 5:12,4.934,441.3,,,,,
511,7/22/15 5:42,4.831,1087.2,,,,,
512,7/22/15 6:12,4.623,1065.6,,,,,
513,7/22/15 6:42,5.037,1722.2,,,,,
514,7/22/15 7:12,5.244,2152.8,,,,,
515,7/22/15 7:42,5.552,2325,,,,,
516,7/22/15 8:12,5.757,3100,,,,,
517,7/22/15 8:42,5.86,2497.2,,,,,
518,7/22/15 9:12,6.166,3272.2,,,,,
519,7/22/15 9:42,6.37,3616.7,,,,,
520,7/22/15 10:12,6.471,3961.1,,,,,
521,7/22/15 10:42,6.978,4650,,,,,
522,7/22/15 11:12,8.481,7577.8,,,,,
523,7/22/15 11:42,8.779,8611.2,,,,,
524,7/22/15 12:12,7.481,5166.7,,,,,
525,7/22/15 12:42,7.882,5166.7,,,,,
526,7/22/15 13:12,6.978,2669.5,,,,,
527,7/22/15 13:42,6.573,3100,,,,,
528,7/22/15 14:12,6.877,3272.2,,,,,
529,7/22/15 14:42,6.268,1894.5,,,,,
530,7/22/15 15:12,6.268,1808.3,,,,,
531,7/22/15 15:42,6.37,2755.6,,,,,
