Hydrolab DS5X 60804,,,,,,,,,
Log File Name : Myvatn_33_2014,,,,,,,,,
Setup Date (M/D/YYYY) : 6/8/2014,,,,,,,,,
Setup Time (HH:MM:SS) : 09:33:33,,,,,,,,,
Starting Date (M/D/YYYY) : 6/8/2014,,,,,,,,,
Starting Time (HH:MM:SS) : 10:00:00,,,,,,,,,
Stopping Date (M/D/YYYY) : 8/25/2014,,,,,,,,,
Stopping Time (HH:MM:SS) : 10:33:33,,,,,,,,,
Interval (HH:MM:SS) : 00:30:00,,,,,,,,,
Sensor warmup (HH:MM:SS) : 00:02:00,,,,,,,,,
Circltr warmup (HH:MM:SS) : 00:02:00,,,,,,,,,
,,,,,,,,,
Date,Time,Temp,SpCond,TurbSC,TurbSC,LDO%,LDO,PCYV,IBatt
M/D/YYYY,HH:MM:SS,?C,?S/cm,Volts,NTU,Sat,mg/l,Volts,%Left
,,,,,,,,,
6/21/14,1:30:00,15.31,165,-2.1961,0,0,0,0.0064,76
6/21/14,2:00:00,15.26,165,-2.1966,0,0,0,0.006,77
6/21/14,2:30:00,15.19,165,-2.1958,0,0,0,0.0057,72
6/21/14,3:00:00,15.15,165,-2.196,0,0,0,0.0066,76
6/21/14,3:30:00,15.16,165,-2.1947,0,0,0,0.0062,66
6/21/14,4:00:00,15.06,165,-2.1961,0,0,0,0.0059,71
6/21/14,4:30:00,15.07,165,-2.1967,0,0,0,0.0075,74
6/21/14,5:00:00,15.05,165,-2.1973,0,0,0,0.0071,74
6/21/14,5:30:00,15.06,164,-2.197,0,0,0,0.0059,74
6/21/14,6:00:00,15.09,164,-2.1949,0,0,0,0.0076,74
6/21/14,6:30:00,15.12,164,-2.196,0,0,0,0.007,74
6/21/14,7:00:00,15.15,165,-2.197,0,0,0,0.0213,74
6/21/14,7:30:00,15.17,165,-2.197,0,0,0,0.0052,74
6/21/14,8:00:00,15.19,165,-2.1975,0,0,0,0.0051,74
6/21/14,8:30:00,15.2,165,-2.1973,0,0,0,0.0049,74
6/21/14,9:00:00,15.2,165,-2.1976,0,0,0,0.0054,74
6/21/14,9:30:00,15.19,165,-2.1971,0,0,0,0.0081,74
6/21/14,10:00:00,15.19,165,-2.1969,0,0,0,0.0049,72
6/21/14,10:30:00,15.24,165,-2.1974,0,0,0,0.0046,74
6/21/14,11:00:00,15.22,165,-2.1972,0,0,0,0.0054,74
6/21/14,11:30:00,15.22,165,-2.1967,0,0,0,0.005,74
6/21/14,12:00:00,15.18,165,-2.1971,0,0,0,0.0047,74
6/21/14,12:30:00,15.25,165,-2.197,0,0,0,0.006,72
6/21/14,13:00:00,15.14,165,-2.197,0,0,0,0.0057,66
6/21/14,13:30:00,15.26,164,-2.1971,0,0,0,0.0054,72
6/21/14,14:00:00,15.2,164,-2.1972,0,0,0,0.0046,72
6/21/14,14:30:00,15.18,164,-2.197,0,0,0,0.0064,71
6/21/14,15:00:00,15.15,164,-2.1967,0,0,0,0.0047,68
6/21/14,15:30:00,15.14,164,-2.1969,0,0,0,0.0051,61
6/21/14,16:00:00,15.14,164,-2.1968,0,0,0,0.0056,68
6/21/14,16:30:00,15.16,164,-2.1935,0,0,0,0.0054,66
6/21/14,17:00:00,15.18,164,-2.1967,0,0,0,0.0044,66
6/21/14,17:30:00,15.21,164,-2.1972,0,0,0,0.0048,68
6/21/14,18:00:00,15.23,163,-2.1966,0,0,0,0.0054,71
6/21/14,18:30:00,15.24,164,-2.1974,0,0,0,0.0043,71
6/21/14,19:00:00,15.22,164,-2.1973,0,0,0,0.005,71
6/21/14,19:30:00,15.23,164,-2.1975,0,0,0,0.0052,71
6/21/14,20:00:00,15.22,163,-2.1976,0,0,0,0.0057,71
6/21/14,20:30:00,15.2,164,-2.1954,0,0,0,0.0048,69
6/21/14,21:00:00,15.19,164,-2.1977,0,0,0,0.0053,68
6/21/14,21:30:00,15.16,164,-2.197,0,0,0,0.0052,66
6/21/14,22:00:00,15.16,163,-2.1968,0,0,0,0.0052,66
6/21/14,22:30:00,15.16,163,-2.1968,0,0,0,0.0051,66
6/21/14,23:00:00,15.14,164,-2.1976,0,0,0,0.0062,66
6/21/14,23:30:00,15.12,163,-2.1962,0,0,0,0.0049,66
6/22/14,0:00:00,15.1,163,-2.1974,0,0,0,0.0059,68
6/22/14,0:30:00,15.09,163,-2.1969,0,0,0,0.0054,64
6/22/14,1:00:00,15.07,163,-2.1959,0,0,0,0.0055,58
6/22/14,1:30:00,15.03,163,-2.1962,0,0,0,0.0053,61
6/22/14,2:00:00,15,163,-2.1983,0,0,0,0.0055,66
6/22/14,2:30:00,14.97,163,-2.1958,0,0,0,0.0054,64
6/22/14,3:00:00,14.92,163,-2.1967,0,0,0,0.0053,61
6/22/14,3:30:00,14.89,163,-2.1958,0,0,0,0.0053,58
6/22/14,4:00:00,14.86,163,-2.197,0,0,0,0.005,58
6/22/14,4:30:00,14.83,163,-2.1971,0,0,0,0.0067,68
6/22/14,5:00:00,14.8,163,-2.198,0,0,0,0.0066,69
6/22/14,5:30:00,14.79,163,-2.1978,0,0,0,0.0071,69
6/22/14,6:00:00,14.75,163,-2.1964,0,0,0,0.0051,61
6/22/14,6:30:00,14.73,163,-2.1971,0,0,0,0.006,68
6/22/14,7:00:00,14.74,163,-2.198,0,0,0,0.0056,63
6/22/14,7:30:00,14.73,163,-2.1973,0,0,0,0.0084,68
6/22/14,8:00:00,14.74,163,-2.1975,0,0,0,0.0048,68
6/22/14,8:30:00,14.76,163,-2.1977,0,0,0,0.0052,68
6/22/14,9:00:00,14.77,163,-2.1974,0,0,0,0.0067,68
6/22/14,9:30:00,14.78,163,-2.1971,0,0,0,0.0047,63
6/22/14,10:00:00,14.82,162,-2.1976,0,0,0,0.0051,69
6/22/14,10:30:00,14.85,163,-2.1932,0,0,0,0.0048,58
6/22/14,11:00:00,14.84,163,-2.1963,0,0,0,0.0046,66
6/22/14,11:30:00,14.84,163,-2.1996,0,0,0,0.0044,55
6/22/14,12:00:00,14.9,163,-2.1982,0,0,0,0.0047,57
6/22/14,12:30:00,14.92,163,-2.1983,0,0,0,0.0045,60
6/22/14,13:00:00,14.96,163,-2.1951,0,0,0,0.0045,61
6/22/14,13:30:00,15,163,-2.1967,0,0,0,0.0049,60
6/22/14,14:00:00,15,163,-2.1967,0,0,0,0.0046,60
6/22/14,14:30:00,15.02,163,-2.1979,0,0,0,0.004,57
6/22/14,15:00:00,15.05,163,-2.1971,0,0,0,0.0049,44
6/22/14,15:30:00,15.06,163,-2.1974,0,0,0,0.0047,54
6/22/14,16:00:00,15.1,163,-2.1974,0,0,0,0.0046,55
6/22/14,16:30:00,15.1,163,-2.1962,0,0,0,0.005,60
6/22/14,17:00:00,15.12,164,-2.1974,0,0,0,0.0063,63
6/22/14,17:30:00,15.13,163,-2.1957,0,0,0,0.0053,58
6/22/14,18:00:00,15.14,163,-2.1956,0,0,0,0.0057,60
6/22/14,18:30:00,15.12,163,-2.1972,0,0,0,0.005,61
6/22/14,19:00:00,15.1,163,-2.1965,0,0,0,0.0051,58
6/22/14,19:30:00,15.1,164,-2.1963,0,0,0,0.0048,58
6/22/14,20:00:00,15.08,163,-2.1967,0,0,0,0.005,57
6/22/14,20:30:00,15.08,163,-2.1974,0,0,0,0.0046,61
6/22/14,21:00:00,15.07,163,-2.1973,0,0,0,0.0059,64
6/22/14,21:30:00,15.07,163,-2.1978,0,0,0,0.0046,61
6/22/14,22:00:00,15.05,163,-2.1919,0,0,0,0.0046,55
6/22/14,22:30:00,15.05,164,-2.1964,0,0,0,0.0044,58
6/22/14,23:00:00,15.01,164,-2.1953,0,0,0,0.0044,60
6/22/14,23:30:00,14.98,164,-2.1971,0,0,0,0.005,58
6/23/14,0:00:00,14.96,164,-2.1996,0,0,0,0.0046,55
6/23/14,0:30:00,14.93,164,-2.1973,0,0,0,0.0048,44
6/23/14,1:00:00,14.91,164,-2.197,0,0,0,0.0048,52
6/23/14,1:30:00,14.86,164,-2.1962,0,0,0,0.0048,57
6/23/14,2:00:00,14.79,164,-2.1978,0,0,0,0.005,55
6/23/14,2:30:00,14.76,164,-2.1969,0,0,0,0.0048,58
6/23/14,3:00:00,14.74,164,-2.1967,0,0,0,0.0054,61
6/23/14,3:30:00,14.65,164,-2.1969,0,0,0,0.0053,63
6/23/14,4:00:00,14.6,163,-2.1961,0,0,0,0.0054,60
6/23/14,4:30:00,14.54,163,-2.1962,0,0,0,0.0058,60
6/23/14,5:00:00,14.51,163,-2.195,0,0,0,0.0061,61
6/23/14,5:30:00,14.49,163,-2.1976,0,0,0,0.005,61
6/23/14,6:00:00,14.44,163,-2.1974,0,0,0,0.0046,61
6/23/14,6:30:00,14.47,163,-2.1974,0,0,0,0.0049,61
6/23/14,7:00:00,14.47,163,-2.1968,0,0,0,0.0047,61
6/23/14,7:30:00,14.49,163,-2.1974,0,0,0,0.005,61
6/23/14,8:00:00,14.51,163,-2.1974,0,0,0,0.0056,61
6/23/14,8:30:00,14.57,163,-2.1965,0,0,0,0.0047,61
6/23/14,9:00:00,14.59,163,-2.1976,0,0,0,0.0044,61
6/23/14,9:30:00,14.62,163,-2.1977,0,0,0,0.0043,61
6/23/14,10:00:00,14.73,163,-2.1978,0,0,0,0.0049,61
6/23/14,10:30:00,14.81,163,-2.1975,0,0,0,0.0049,61
6/23/14,11:00:00,14.83,163,-2.1978,0,0,0,0.0044,61
6/23/14,11:30:00,14.8,163,-2.1964,0,0,0,0.0058,61
6/23/14,12:00:00,14.76,163,-2.1965,0,0,0,0.0054,61
6/23/14,12:30:00,14.79,163,-2.1974,0,0,0,0.0042,60
6/23/14,13:00:00,14.92,164,-2.1974,0,0,0,0.0043,61
6/23/14,13:30:00,14.95,164,-2.1974,0,0,0,0.0043,61
6/23/14,14:00:00,15.03,164,-2.1971,0,0,0,0.0049,61
6/23/14,14:30:00,15.07,164,-2.1975,0,0,0,0.004,61
6/23/14,15:00:00,15.15,164,-2.197,0,0,0,0.0042,61
6/23/14,15:30:00,15.19,164,-2.1947,0,0,0,0.0045,60
6/23/14,16:00:00,15.25,164,-2.1972,0,0,0,0.0032,60
6/23/14,16:30:00,15.27,164,-2.1973,0,0,0,0.0058,61
6/23/14,17:00:00,15.32,164,-2.1969,0,0,0,0.0082,60
6/23/14,17:30:00,15.36,164,-2.1967,0,0,0,0.0263,54
6/23/14,18:00:00,15.56,164,-2.1978,0,0,0,0.0044,57
6/23/14,18:30:00,15.78,164,-2.1974,0,0,0,0.0045,52
6/23/14,19:00:00,15.76,164,-2.1972,0,0,0,0.011,55
6/23/14,19:30:00,15.75,164,-2.1971,0,0,0,0.0249,60
6/23/14,20:00:00,15.74,164,-2.1973,0,0,0,0.0018,60
6/23/14,20:30:00,15.72,164,-2.1961,0,0,0,0.005,60
6/23/14,21:00:00,15.76,164,-2.1974,0,0,0,0.004,57
6/23/14,21:30:00,15.73,164,-2.1964,0,0,0,0.0077,55
6/23/14,22:00:00,15.69,164,-2.1968,0,0,0,0.0018,52
6/23/14,22:30:00,15.58,163,-2.1974,0,0,0,0.0037,55
6/23/14,23:00:00,15.53,163,-2.197,0,0,0,0.0042,52
6/23/14,23:30:00,15.4,162,-2.196,0,0,0,0.0045,50
6/24/14,0:00:00,15.34,163,-2.1961,0,0,0,0.0045,55
6/24/14,0:30:00,15.32,163,-2.1939,0,0,0,0.0045,50
6/24/14,1:00:00,15.28,162,-2.1966,0,0,0,0.0047,54
6/24/14,1:30:00,15.24,163,-2.1957,0,0,0,0.0046,48
6/24/14,2:00:00,15.19,162,-2.1975,0,0,0,0.0046,52
6/24/14,2:30:00,15.16,162,-2.1932,0,0,0,0.0045,54
6/24/14,3:00:00,15.13,162,-2.198,0,0,0,0.0045,54
6/24/14,3:30:00,15.09,162,-2.1964,0,0,0,0.0042,55
6/24/14,4:00:00,15.05,162,-2.1966,0,0,0,0.0046,52
6/24/14,4:30:00,14.97,162,-2.1972,0,0,0,0.0044,55
6/24/14,5:00:00,14.93,162,-2.1982,0,0,0,0.0106,51
6/24/14,5:30:00,14.98,162,-2.1973,0,0,0,0.0079,54
6/24/14,6:00:00,14.92,162,-2.1973,0,0,0,0.0063,55
6/24/14,6:30:00,14.8,161,-2.1963,0,0,0,-0.0139,57
6/24/14,7:00:00,14.71,160,-2.1964,0,0,0,0.0251,63
6/24/14,7:30:00,14.65,160,-2.1961,0,0,0,0.0018,57
6/24/14,8:00:00,14.62,160,-2.1972,0,0,0,0.0136,60
6/24/14,8:30:00,14.6,160,-2.1982,0,0,0,0.0018,57
6/24/14,9:00:00,14.58,159,-2.1976,0,0,0,0.003,63
6/24/14,9:30:00,14.6,160,-2.1976,0,0,0,0.0465,58
6/24/14,10:00:00,14.61,159,-2.1974,0,0,0,0.0018,60
6/24/14,10:30:00,14.64,159,-2.1972,0,0,0,0.0022,58
6/24/14,11:00:00,14.68,159,-2.1964,0,0,0,0.0056,58
6/24/14,11:30:00,14.7,160,-2.197,0,0,0,0.0018,58
6/24/14,12:00:00,14.75,159,-2.1971,0,0,0,0.0188,54
6/24/14,12:30:00,14.79,159,-2.1972,0,0,0,0.0088,57
6/24/14,13:00:00,14.85,159,-2.1971,0,0,0,0.2229,57
6/24/14,13:30:00,14.93,160,-2.1974,0,0,0,0.0018,60
6/24/14,14:00:00,14.97,160,-2.1972,0,0,0,0.0391,60
6/24/14,14:30:00,14.99,160,-2.1977,0,0,0,0.0215,58
6/24/14,15:00:00,15.04,161,-2.1976,0,0,0,0.0018,63
6/24/14,15:30:00,15.1,161,-2.1974,0,0,0,0.0018,60
6/24/14,16:00:00,15.13,161,-2.1974,0,0,0,0.0018,63
6/24/14,16:30:00,15.16,161,-2.1973,0,0,0,0.0094,58
6/24/14,17:00:00,15.18,162,-2.1976,0,0,0,0.0719,64
6/24/14,17:30:00,15.21,162,-2.1974,0,0,0,0.0137,58
6/24/14,18:00:00,15.23,163,-2.1965,0,0,0,0.0018,57
6/24/14,18:30:00,15.24,163,-2.1973,0,0,0,0.0018,58
6/24/14,19:00:00,15.24,164,-2.1959,0,0,0,0.0079,57
6/24/14,19:30:00,15.23,165,-2.1971,0,0,0,0.0045,60
6/24/14,20:00:00,15.22,165,-2.197,0,0,0,0.0046,55
6/24/14,20:30:00,15.2,165,-2.1974,0,0,0,0.0045,50
6/24/14,21:00:00,15.18,166,-2.1969,0,0,0,0.0046,45
6/24/14,21:30:00,15.15,166,-2.1975,0,0,0,0.0044,54
6/24/14,22:00:00,15.12,166,-2.1977,0,0,0,0.0041,51
6/24/14,22:30:00,15.09,166,-2.1989,0,0,0,0.0045,54
6/24/14,23:00:00,15.09,166,-2.1981,0,0,0,0.0043,50
6/24/14,23:30:00,15.1,166,-2.1974,0,0,0,0.0045,54
6/25/14,0:00:00,15.13,165,-2.1971,0,0,0,0.0045,51
6/25/14,0:30:00,15.16,163,-2.196,0,0,0,0.0044,50
6/25/14,1:00:00,15.18,162,-2.198,0,0,0,0.0043,54
6/25/14,1:30:00,15.15,162,-2.1975,0,0,0,0.0048,52
6/25/14,2:00:00,15.05,164,-2.1995,0,0,0,0.0042,50
6/25/14,2:30:00,14.98,163,-2.197,0,0,0,0.0046,58
6/25/14,3:00:00,14.86,161,-2.199,0,0,0,0.0048,52
6/25/14,3:30:00,14.53,155,-2.197,0,0,0,0.0045,51
6/25/14,4:00:00,14.57,156,-2.1954,0,0,0,0.0049,54
6/25/14,4:30:00,14.44,155,-2.1968,0,0,0,0.0048,48
6/25/14,5:00:00,14.41,154,-2.1968,0,0,0,0.0051,52
6/25/14,5:30:00,14.37,154,-2.1974,0,0,0,0.005,44
6/25/14,6:00:00,14.45,156,-2.1964,0,0,0,0.0051,48
6/25/14,6:30:00,14.54,158,-2.1965,0,0,0,0.0053,45
6/25/14,7:00:00,14.65,162,-2.197,0,0,0,0.0053,40
6/25/14,7:30:00,14.74,166,-2.1957,0,0,0,0.0045,40
6/25/14,8:00:00,14.83,168,-2.197,0,0,0,0.0047,41
6/25/14,8:30:00,14.79,166,-2.1964,0,0,0,0.0051,47
6/25/14,9:00:00,14.81,166,-2.197,0,0,0,0.0045,44
6/25/14,9:30:00,14.82,167,-2.1967,0,0,0,0.005,45
6/25/14,10:00:00,14.78,170,-2.1967,0,0,0,0.0037,44
6/25/14,10:30:00,14.82,173,-2.1972,0,0,0,0.0018,47
6/25/14,11:00:00,14.9,177,-2.1972,0,0,0,0.0034,48
6/25/14,11:30:00,14.96,175,-2.1979,0,0,0,0.0135,47
6/25/14,12:00:00,15.01,173,-2.198,0,0,0,0.0048,45
6/25/14,12:30:00,15.07,174,-2.197,0,0,0,0.0044,44
6/25/14,13:00:00,15.15,174,-2.1975,0,0,0,0.0397,48
6/25/14,13:30:00,15.22,182,-2.1985,0,0,0,0.0039,47
6/25/14,14:00:00,15.33,190,-2.1967,0,0,0,0.0032,47
6/25/14,14:30:00,15.32,183,-2.1964,0,0,0,0.0049,44
6/25/14,15:00:00,15.39,191,-2.1968,0,0,0,0.0047,45
6/25/14,15:30:00,15.45,199,-2.1958,0,0,0,0.0052,44
6/25/14,16:00:00,15.5,204,-2.1987,0,0,0,0.0053,45
6/25/14,16:30:00,15.53,205,-2.1908,0,0,0,0.0053,50
6/25/14,17:00:00,15.53,205,-2.1967,0,0,0,0.0052,47
6/25/14,17:30:00,15.56,207,-2.1961,0,0,0,0.0057,51
6/25/14,18:00:00,15.56,207,-2.1981,0,0,0,0.0053,51
6/25/14,18:30:00,15.57,208,-2.1974,0,0,0,0.0054,45
6/25/14,19:00:00,15.57,209,-2.197,0,0,0,0.005,54
6/25/14,19:30:00,15.57,209,-2.199,0,0,0,0.0049,54
6/25/14,20:00:00,15.57,208,-2.1956,0,0,0,0.0053,41
6/25/14,20:30:00,15.55,208,-2.1971,0,0,0,0.0049,51
6/25/14,21:00:00,15.55,208,-2.1987,0,0,0,0.0052,50
6/25/14,21:30:00,15.52,208,-2.1967,0,0,0,0.0051,52
6/25/14,22:00:00,15.49,208,-2.1968,0,0,0,0.0046,50
6/25/14,22:30:00,15.48,207,-2.1977,0,0,0,0.0051,55
6/25/14,23:00:00,15.47,209,-2.1972,0,0,0,0.0049,54
6/25/14,23:30:00,15.48,212,-2.1974,0,0,0,0.0052,54
6/26/14,0:00:00,15.47,212,-2.197,0,0,0,0.0049,52
6/26/14,0:30:00,15.47,211,-2.1976,0,0,0,0.0053,51
6/26/14,1:00:00,15.46,210,-2.1964,0,0,0,0.0052,55
6/26/14,1:30:00,15.45,213,-2.1972,0,0,0,0.0051,54
6/26/14,2:00:00,15.41,212,-2.1968,0,0,0,0.0052,52
6/26/14,2:30:00,15.41,215,-2.1971,0,0,0,0.0054,47
6/26/14,3:00:00,15.37,214,-2.1983,0,0,0,0.0056,44
6/26/14,3:30:00,15.32,211,-2.1986,0,0,0,0.0051,44
6/26/14,4:00:00,15.29,210,-2.1973,0,0,0,0.005,42
6/26/14,4:30:00,15.27,209,-2.1964,0,0,0,0.0054,44
6/26/14,5:00:00,15.23,209,-2.1983,0,0,0,0.0054,42
6/26/14,5:30:00,15.21,209,-2.197,0,0,0,0.0052,44
6/26/14,6:00:00,15.09,204,-2.1966,0,0,0,0.0052,45
6/26/14,6:30:00,15.08,204,-2.1967,0,0,0,0.0052,45
6/26/14,7:00:00,14.93,191,-2.1984,0,0,0,0.0046,40
6/26/14,7:30:00,14.88,187,-2.1977,0,0,0,0.0048,42
6/26/14,8:00:00,14.84,182,-2.1977,0,0,0,0.0052,44
6/26/14,8:30:00,14.69,159,-2.1958,0,0,0,0.0056,38
6/26/14,9:00:00,14.72,158,-2.1961,0,0,0,0.0051,44
6/26/14,9:30:00,14.74,159,-2.1962,0,0,0,0.0055,41
6/26/14,10:00:00,14.77,162,-2.197,0,0,0,0.005,44
6/26/14,10:30:00,14.83,161,-2.1976,0,0,0,0.0042,42
6/26/14,11:00:00,14.91,160,-2.1971,0,0,0,0.0049,41
6/26/14,11:30:00,14.93,164,-2.1972,0,0,0,0.0362,50
6/26/14,12:00:00,15.06,159,-2.197,0,0,0,0.0068,54
6/26/14,12:30:00,15.19,178,-2.1978,0,0,0,0.0087,47
6/26/14,13:00:00,15.2,173,-2.1974,0,0,0,0.0103,54
6/26/14,13:30:00,15.23,166,-2.1972,0,0,0,0.0066,50
6/26/14,14:00:00,15.24,163,-2.198,0,0,0,0.0074,52
6/26/14,14:30:00,15.49,165,-2.1973,0,0,0,0.0093,52
6/26/14,15:00:00,15.43,166,-2.197,0,0,0,0.0085,52
6/26/14,15:30:00,15.27,169,-2.1973,0,0,0,0.0047,47
6/26/14,16:00:00,15.49,175,-2.1973,0,0,0,0.0051,41
6/26/14,16:30:00,15.56,177,-2.1966,0,0,0,0.0052,50
6/26/14,17:00:00,15.55,176,-2.1974,0,0,0,0.005,45
6/26/14,17:30:00,15.49,171,-2.1974,0,0,0,0.0052,42
6/26/14,18:00:00,15.47,168,-2.1968,0,0,0,0.0057,45
6/26/14,18:30:00,15.48,167,-2.197,0,0,0,0.0054,45
6/26/14,19:00:00,15.5,169,-2.1972,0,0,0,0.0055,45
6/26/14,19:30:00,15.58,165,-2.1985,0,0,0,0.0056,47
6/26/14,20:00:00,15.6,159,-2.197,0,0,0,0.0056,50
6/26/14,20:30:00,15.58,159,-2.1974,0,0,0,0.0055,45
6/26/14,21:00:00,15.51,159,-2.1964,0,0,0,0.006,44
6/26/14,21:30:00,15.49,159,-2.1964,0,0,0,0.0052,42
6/26/14,22:00:00,15.48,159,-2.1971,0,0,0,0.0057,48
6/26/14,22:30:00,15.46,160,-2.1974,0,0,0,0.0051,48
6/26/14,23:00:00,15.41,163,-2.1967,0,0,0,0.0055,45
6/26/14,23:30:00,15.41,172,-2.1969,0,0,0,0.0054,47
6/27/14,0:00:00,15.4,179,-2.1972,0,0,0,0.0056,47
6/27/14,0:30:00,15.41,182,-2.1971,0,0,0,0.0049,50
6/27/14,1:00:00,15.42,189,-2.1961,0,0,0,0.0054,48
6/27/14,1:30:00,15.43,191,-2.1976,0,0,0,0.0056,45
6/27/14,2:00:00,15.45,193,-2.1974,0,0,0,0.0057,42
6/27/14,2:30:00,15.43,196,-2.2003,0,0,0,0.0056,41
6/27/14,3:00:00,15.41,196,-2.1973,0,0,0,0.0053,37
6/27/14,3:30:00,15.38,196,-2.1976,0,0,0,0.0055,42
6/27/14,4:00:00,15.36,195,-2.1977,0,0,0,0.0055,41
6/27/14,4:30:00,15.33,195,-2.1964,0,0,0,0.0052,41
6/27/14,5:00:00,15.32,194,-2.1968,0,0,0,0.005,40
6/27/14,5:30:00,15.3,196,-2.1963,0,0,0,0.0053,38
6/27/14,6:00:00,15.29,196,-2.1968,0,0,0,0.0048,40
6/27/14,6:30:00,15.28,196,-2.1967,0,0,0,0.0054,44
6/27/14,7:00:00,15.28,196,-2.1968,0,0,0,0.006,38
6/27/14,7:30:00,15.29,197,-2.1968,0,0,0,0.0053,48
6/27/14,8:00:00,15.31,198,-2.1975,0,0,0,0.0029,48
6/27/14,8:30:00,15.34,199,-2.1976,0,0,0,0.0095,51
6/27/14,9:00:00,15.36,199,-2.1983,0,0,0,0.01,52
6/27/14,9:30:00,15.39,200,-2.1981,0,0,0,0.0098,51
6/27/14,10:00:00,15.4,199,-2.1974,0,0,0,0.0101,51
6/27/14,10:30:00,15.44,201,-2.1977,0,0,0,0.006,52
6/27/14,11:00:00,15.45,199,-2.1978,0,0,0,0.0094,50
6/27/14,11:30:00,15.48,200,-2.1967,0,0,0,0.0123,50
6/27/14,12:00:00,15.57,202,-2.1974,0,0,0,0.0104,50
6/27/14,12:30:00,15.57,199,-2.198,0,0,0,0.0118,51
6/27/14,13:00:00,15.62,199,-2.1972,0,0,0,0.0055,47
6/27/14,13:30:00,15.78,191,-2.1972,0,0,0,0.0055,47
6/27/14,14:00:00,15.86,188,-2.198,0,0,0,0.0055,45
6/27/14,14:30:00,15.86,187,-2.1967,0,0,0,0.006,42
6/27/14,15:00:00,15.9,184,-2.1974,0,0,0,0.0065,48
6/27/14,15:30:00,15.92,185,-2.1975,0,0,0,0.0084,50
6/27/14,16:00:00,15.91,189,-2.1974,0,0,0,0.0061,48
6/27/14,16:30:00,15.94,187,-2.1974,0,0,0,0.0055,47
6/27/14,17:00:00,15.99,185,-2.1975,0,0,0,0.0057,50
6/27/14,17:30:00,16,185,-2.1974,0,0,0,0.0071,50
6/27/14,18:00:00,16.02,185,-2.1964,0,0,0,0.0132,51
6/27/14,18:30:00,16.04,184,-2.1967,0,0,0,0.0054,38
6/27/14,19:00:00,16.04,184,-2.1993,0,0,0,0.0057,44
6/27/14,19:30:00,16.04,184,-2.1971,0,0,0,0.0055,47
6/27/14,20:00:00,16.03,184,-2.197,0,0,0,0.0066,40
6/27/14,20:30:00,16.01,183,-2.1936,0,0,0,0.0061,45
6/27/14,21:00:00,16,183,-2.1966,0,0,0,0.0058,42
6/27/14,21:30:00,15.99,183,-2.1996,0,0,0,0.0053,37
6/27/14,22:00:00,15.98,182,-2.1987,0,0,0,0.0052,38
6/27/14,22:30:00,15.97,180,-2.197,0,0,0,0.0055,41
6/27/14,23:00:00,15.97,178,-2.1968,0,0,0,0.0055,37
6/27/14,23:30:00,15.95,177,-2.1954,0,0,0,0.0055,38
6/28/14,0:00:00,15.92,179,-2.1961,0,0,0,0.0055,30
6/28/14,0:30:00,15.91,177,-2.1974,0,0,0,0.0059,41
6/28/14,1:00:00,15.9,177,-2.1974,0,0,0,0.0063,41
6/28/14,1:30:00,15.89,176,-2.197,0,0,0,0.006,44
6/28/14,2:00:00,15.88,176,-2.1972,0,0,0,0.0063,44
6/28/14,2:30:00,15.87,175,-2.1951,0,0,0,0.0063,41
6/28/14,3:00:00,15.86,175,-2.1966,0,0,0,0.0062,37
6/28/14,3:30:00,15.83,176,-2.197,0,0,0,0.006,41
6/28/14,4:00:00,15.81,176,-2.197,0,0,0,0.006,41
6/28/14,4:30:00,15.79,176,-2.1988,0,0,0,0.0056,40
6/28/14,5:00:00,15.77,177,-2.196,0,0,0,0.0057,45
6/28/14,5:30:00,15.76,177,-2.1977,0,0,0,0.0063,38
6/28/14,6:00:00,15.73,178,-2.1966,0,0,0,0.0055,41
6/28/14,6:30:00,15.72,179,-2.1973,0,0,0,0.0065,44
6/28/14,7:00:00,15.7,179,-2.197,0,0,0,0.0064,38
6/28/14,7:30:00,15.71,179,-2.1956,0,0,0,0.0057,38
6/28/14,8:00:00,15.73,179,-2.198,0,0,0,0.0069,40
6/28/14,8:30:00,15.73,179,-2.1969,0,0,0,0.0055,34
6/28/14,9:00:00,15.74,178,-2.1991,0,0,0,0.0055,38
6/28/14,9:30:00,15.73,177,-2.2012,0,0,0,0.0061,44
6/28/14,10:00:00,15.72,177,-2.1966,0,0,0,0.0064,38
6/28/14,10:30:00,15.74,177,-2.1972,0,0,0,0.0062,38
6/28/14,11:00:00,15.46,177,-2.1961,0.3,0,0,0.0283,50
7/7/14,13:22:37,21.68,0,-2.192,2,0,0,0.0233,93
7/7/14,13:52:37,22.06,0,-2.1873,7.2,0,0,0.0255,94
7/7/14,14:22:37,22.25,0,-2.1925,1.2,0,0,0.0227,94
7/7/14,14:52:37,19.38,167,-2.189,4.7,0,0,0.0029,98
7/7/14,15:22:37,10.99,0,-0.9204,992,0,0,0.004,96
7/7/14,15:52:37,10.87,172,-2.1934,1.1,0,0,0.0088,86
7/7/14,16:22:37,10.9,172,-2.19,1.5,0,0,0.0099,82
7/7/14,16:52:37,10.9,172,-2.1906,1.2,0,0,0.0094,77
7/7/14,17:22:37,10.93,171,-2.1934,1,0,0,0.0083,77
7/7/14,17:52:37,10.9,171,-2.1935,0.6,0,0,0.0098,79
7/7/14,18:22:37,10.9,171,-2.1943,0.2,0,0,0.0085,77
7/7/14,18:52:37,10.9,171,-2.1932,0.9,0,0,0.0084,82
