Hydrolab DS5X 60804,,,,,,,,,
Log File Name : Myvatn_33_2014,,,,,,,,,
Setup Date (M/D/YYYY) : 6/8/2014,,,,,,,,,
Setup Time (HH:MM:SS) : 09:33:33,,,,,,,,,
Starting Date (M/D/YYYY) : 6/8/2014,,,,,,,,,
Starting Time (HH:MM:SS) : 10:00:00,,,,,,,,,
Stopping Date (M/D/YYYY) : 8/25/2014,,,,,,,,,
Stopping Time (HH:MM:SS) : 10:33:33,,,,,,,,,
Interval (HH:MM:SS) : 00:30:00,,,,,,,,,
Sensor warmup (HH:MM:SS) : 00:02:00,,,,,,,,,
Circltr warmup (HH:MM:SS) : 00:02:00,,,,,,,,,
,,,,,,,,,
Date,Time,Temp,SpCond,TurbSC,TurbSC,LDO%,LDO,PCYV,IBatt
M/D/YYYY,HH:MM:SS,?C,?S/cm,Volts,NTU,Sat,mg/l,Volts,%Left
,,,,,,,,,
7/15/14,7:52:37,13.85,167,-2.1953,0.2,0,0,0.0094,33
7/15/14,8:22:37,13.86,167,-2.1927,0.4,0,0,0.016,36
7/15/14,8:52:37,13.87,167,-2.195,0.4,0,0,0.0084,37
7/15/14,9:22:37,13.89,167,-2.1961,0.3,0,0,0.0099,32
7/15/14,9:52:37,13.91,167,-2.1972,0.3,0,0,0.0078,36
7/15/14,10:22:37,13.94,167,-2.1935,0.8,0,0,0.0078,34
7/15/14,10:52:37,13.98,167,-2.1932,0.5,0,0,0.0113,33
7/15/14,11:22:37,14.01,167,-2.1933,0.3,0,0,0.01,33
7/15/14,11:52:37,14.05,167,-2.1957,0.1,0,0,0.0103,40
7/15/14,12:22:37,14.09,167,-2.1959,0.6,0,0,0.0106,33
7/15/14,12:52:37,14.16,168,-2.1939,0.1,0,0,0.0036,37
7/15/14,13:22:37,14.22,168,-2.1945,0.2,0,0,0.0058,40
7/15/14,13:52:37,14.27,168,-2.1975,0.1,0,0,0.0076,27
7/15/14,14:22:37,14.32,167,-2.1954,0.4,0,0,0.0091,33
7/15/14,14:52:37,14.37,167,-2.1935,0.7,0,0,0.0105,30
7/15/14,15:22:37,14.39,167,-2.194,0.9,0,0,0.0077,30
7/15/14,15:52:37,14.44,167,-2.1891,0.4,0,0,0.0079,30
7/15/14,16:22:37,14.47,166,-2.1942,0.4,0,0,0.0099,28
7/15/14,16:52:37,14.48,165,-2.1932,0.5,0,0,0.0111,32
7/15/14,17:22:37,14.5,165,-2.1942,0.3,0,0,0.0084,33
7/15/14,17:52:37,14.49,164,-2.1954,0,0,0,0.0107,28
7/15/14,18:22:37,14.49,164,-2.1939,0.3,0,0,0.0105,33
7/15/14,18:52:37,14.49,163,-2.1922,0.4,0,0,0.0115,34
7/15/14,19:22:37,14.48,164,-2.1922,0.7,0,0,0.0094,25
7/15/14,19:52:37,14.46,163,-2.1961,0,0,0,0.0107,37
7/15/14,20:22:37,14.46,165,-2.1944,0.6,0,0,0.01,29
7/15/14,20:52:37,14.47,167,-2.1945,0,0,0,0.0098,32
7/15/14,21:22:37,14.45,167,-2.195,0.3,0,0,0.0109,28
7/15/14,21:52:37,14.4,167,-2.1946,0.4,0,0,0.0109,33
7/15/14,22:22:37,14.37,167,-2.1943,1.5,0,0,0.0117,27
7/15/14,22:52:37,14.37,168,-2.1908,1.9,0,0,0.012,33
7/15/14,23:22:37,14.35,168,-2.1928,1.9,0,0,0.0123,33
7/15/14,23:52:37,14.32,168,-2.1928,1.7,0,0,0.0117,27
7/16/14,0:22:37,14.29,167,-2.1931,0.7,0,0,0.0117,33
7/16/14,0:52:37,14.26,166,-2.1921,0.5,0,0,0.0104,24
7/16/14,1:22:37,14.22,165,-2.1932,0.1,0,0,0.011,22
7/16/14,1:52:37,14.16,164,-2.1935,0,0,0,0.0108,27
7/16/14,2:22:37,14.17,165,-2.1942,0,0,0,0.0108,33
7/16/14,2:52:37,14.17,166,-2.1937,0.4,0,0,0.0101,33
7/16/14,3:22:37,14.15,167,-2.1941,0.3,0,0,0.0107,27
7/16/14,3:52:37,14.14,167,-2.192,0.2,0,0,0.0114,30
7/16/14,4:22:37,14.08,166,-2.1946,0.6,0,0,0.0116,28
7/16/14,4:52:37,14.08,167,-2.1932,0.4,0,0,0.0116,27
7/16/14,5:22:37,14.04,167,-2.1935,0.3,0,0,0.0107,30
7/16/14,5:52:37,14.01,166,-2.1919,0.6,0,0,0.0115,33
7/16/14,6:22:37,14,166,-2.1938,0.6,0,0,0.0105,29
7/16/14,6:52:37,13.96,166,-2.1932,0.4,0,0,0.0106,33
7/16/14,7:22:37,13.93,165,-2.1945,0.7,0,0,0.0108,28
7/16/14,7:52:37,13.89,164,-2.1947,0.7,0,0,0.0111,33
7/16/14,8:22:37,13.9,164,-2.1905,0.6,0,0,0.011,29
7/16/14,8:52:37,13.85,162,-2.1933,0.9,0,0,0.0119,33
7/16/14,9:22:37,13.84,161,-2.1936,0.9,0,0,0.0114,28
7/16/14,9:52:37,13.86,160,-2.1954,0.7,0,0,0.0099,24
7/16/14,10:22:37,13.93,160,-2.1944,0.5,0,0,0.0076,28
7/16/14,10:52:37,14.01,161,-2.1932,0.7,0,0,0.01,29
7/16/14,11:22:37,14.06,162,-2.1919,1.2,0,0,0.0306,28
7/16/14,11:52:37,14.16,163,-2.192,1,0,0,0.0126,21
7/16/14,12:22:37,14.19,163,-2.1945,0.9,0,0,0.0126,34
7/16/14,12:52:37,14.2,163,-2.1943,0.8,0,0,0.0124,27
7/16/14,13:22:37,14.2,162,-2.1939,0.5,0,0,0.0118,23
7/16/14,13:52:37,14.17,161,-2.1931,0.2,0,0,0.0115,25
7/16/14,14:22:37,14.13,161,-2.1941,0,0,0,0.0122,28
7/16/14,14:52:37,14.14,162,-2.1937,0,0,0,0.011,32
7/16/14,15:22:37,14.17,162,-2.1947,0.2,0,0,0.0113,28
7/16/14,15:52:37,14.23,161,-2.1941,0.4,0,0,0.0165,24
7/16/14,16:22:37,14.24,161,-2.1925,0.5,0,0,0.0126,22
7/16/14,16:52:37,14.28,161,-2.1944,0.1,0,0,0.0105,34
7/16/14,17:22:37,14.31,161,-2.1943,0.2,0,0,0.0112,36
7/16/14,17:52:37,14.32,161,-2.1942,0,0,0,0.0119,40
7/16/14,18:22:37,14.34,161,-2.1948,0,0,0,0.0108,42
7/16/14,18:52:37,14.38,162,-2.1944,0,0,0,0.0105,38
7/16/14,19:22:37,14.37,161,-2.1936,0,0,0,0.0107,42
7/16/14,19:52:37,14.36,161,-2.1949,0,0,0,0.0103,44
7/16/14,20:22:37,14.35,162,-2.1938,0.4,0,0,0.0105,33
7/16/14,20:52:37,14.32,161,-2.1936,0.4,0,0,0.0113,33
7/16/14,21:22:37,14.31,161,-2.1942,0.7,0,0,0.0105,23
7/16/14,21:52:37,14.29,161,-2.1885,4.5,0,0,0.0099,33
7/16/14,22:22:37,14.28,161,-2.1942,0.3,0,0,0.01,40
7/16/14,22:52:37,14.28,161,-2.1951,0,0,0,0.0101,40
7/16/14,23:22:37,14.26,161,-2.1952,0,0,0,0.0103,42
7/16/14,23:52:37,14.26,161,-2.1943,0.1,0,0,0.0103,41
7/17/14,0:22:37,14.24,161,-2.1942,0.3,0,0,0.0101,38
7/17/14,0:52:37,14.23,162,-2.1938,0.3,0,0,0.0103,25
7/17/14,1:22:37,14.22,161,-2.1955,0,0,0,0.0098,25
7/17/14,1:52:37,14.2,162,-2.1958,0,0,0,0.0109,29
7/17/14,2:22:37,14.16,162,-2.1943,0,0,0,0.0105,27
7/17/14,2:52:37,14.15,162,-2.1952,0,0,0,0.0108,30
7/17/14,3:22:37,14.13,162,-2.194,0,0,0,0.01,27
7/17/14,3:52:37,14.09,162,-2.1935,0.2,0,0,0.0104,27
7/17/14,4:22:37,14.07,161,-2.1953,0,0,0,0.0096,34
7/17/14,4:52:37,14.02,162,-2.1961,0,0,0,0.0102,38
7/17/14,5:22:37,13.98,161,-2.1932,0,0,0,0.0094,24
7/17/14,5:52:37,13.95,162,-2.1943,0.2,0,0,0.0113,27
7/17/14,6:22:37,13.94,164,-2.198,0,0,0,0.0104,22
7/17/14,6:52:37,13.94,167,-2.1923,0.9,0,0,0.0126,28
7/17/14,7:22:37,13.95,167,-2.1946,0.3,0,0,0.0116,25
7/17/14,7:52:37,13.96,168,-2.1926,0.8,0,0,0.0157,25
7/17/14,8:22:37,13.98,168,-2.1943,0.9,0,0,0.0118,19
7/17/14,8:52:37,14,170,-2.1952,0,0,0,0.0116,24
7/17/14,9:22:37,14.02,171,-2.1938,0.7,0,0,0.0205,25
7/17/14,9:52:37,14.03,172,-2.1919,1.2,0,0,0.015,19
7/17/14,10:22:37,14.09,173,-2.1461,36.8,0,0,0.0137,25
7/17/14,10:52:37,14.11,174,-2.1945,0.8,0,0,0.0121,23
7/17/14,11:22:37,14.16,174,-2.1935,2.2,0,0,0.0137,25
7/17/14,11:52:37,14.23,175,-2.1948,0.2,0,0,0.0119,34
7/17/14,12:22:37,14.28,175,-2.1948,0,0,0,0.0124,40
7/17/14,12:52:37,14.32,175,-2.1943,0,0,0,0.0108,42
7/17/14,13:22:37,14.35,175,-2.1948,0,0,0,0.0116,41
7/17/14,13:52:37,14.38,175,-2.1941,0.1,0,0,0.0074,41
7/17/14,14:22:37,14.42,175,-2.1945,0.6,0,0,0.013,41
7/17/14,14:52:37,14.42,175,-2.1936,0.4,0,0,0.0133,41
7/17/14,15:22:37,14.38,175,-2.1926,1.9,0,0,0.0137,19
7/17/14,15:52:37,14.37,175,-2.1919,0.8,0,0,0.0128,28
7/17/14,16:22:37,14.59,174,-2.1894,3.8,0,0,0.1564,23
7/17/14,16:52:37,14.63,174,-2.1907,1,0,0,0.0142,29
7/17/14,17:22:37,14.62,174,-2.1929,2,0,0,0.0148,28
7/17/14,17:52:37,14.64,174,-2.1932,0.5,0,0,0.0142,29
7/17/14,18:22:37,14.64,174,-2.1932,0.9,0,0,0.0162,29
7/17/14,18:52:37,14.65,174,-2.1928,1.3,0,0,0.0163,36
7/17/14,19:22:37,14.64,174,-2.1926,1,0,0,0.0148,37
7/17/14,19:52:37,14.62,174,-2.1944,0.7,0,0,0.0176,24
7/17/14,20:22:37,14.62,174,-2.1887,1.3,0,0,0.0155,22
7/17/14,20:52:37,14.6,174,-2.1932,1,0,0,0.0155,30
7/17/14,21:22:37,14.58,174,-2.1917,2.1,0,0,0.0132,27
7/17/14,21:52:37,14.56,174,-2.1907,2.1,0,0,0.0147,25
7/17/14,22:22:37,14.54,174,-2.1937,1.3,0,0,0.0139,24
7/17/14,22:52:37,14.52,173,-2.1942,0.2,0,0,0.0148,25
7/17/14,23:22:37,14.5,173,-2.1921,1.2,0,0,0.0157,29
7/17/14,23:52:37,14.46,173,-2.1956,0.9,0,0,0.0148,21
7/18/14,0:22:37,14.45,173,-2.1941,1.2,0,0,0.0151,19
7/18/14,0:52:37,14.42,173,-2.1935,1.2,0,0,0.0149,22
7/18/14,1:22:37,14.4,173,-2.1942,1,0,0,0.0148,27
7/18/14,1:52:37,14.38,173,-2.1891,0.6,0,0,0.0143,24
7/18/14,2:22:37,14.36,172,-2.1947,1.1,0,0,0.0134,24
7/18/14,2:52:37,14.34,171,-2.193,1.8,0,0,0.0138,25
7/18/14,3:22:37,14.31,171,-2.1907,1.9,0,0,0.0133,23
7/18/14,3:52:37,14.3,171,-2.1936,1.3,0,0,0.0131,27
7/18/14,4:22:37,14.27,169,-2.1933,0.6,0,0,0.0126,24
7/18/14,4:52:37,14.26,169,-2.1965,0.7,0,0,0.0112,28
7/18/14,5:22:37,14.23,169,-2.1928,0.3,0,0,0.0119,30
7/18/14,5:52:37,14.21,168,-2.1935,0.5,0,0,0.0108,27
7/18/14,6:22:37,14.17,168,-2.1936,0.1,0,0,0.0117,25
7/18/14,6:52:37,14.16,167,-2.1948,0.2,0,0,0.0112,19
7/18/14,7:22:37,14.16,167,-2.1929,0.2,0,0,0.0103,24
7/18/14,7:52:37,14.18,167,-2.1937,0.3,0,0,0.0108,33
7/18/14,8:22:37,14.22,168,-2.195,0,0,0,0.0119,34
7/18/14,8:52:37,14.24,168,-2.194,0,0,0,0.0123,34
7/18/14,9:22:37,14.25,168,-2.1943,0,0,0,0.0142,38
7/18/14,9:52:37,14.29,169,-2.1941,0.3,0,0,0.0134,33
7/18/14,10:22:37,14.34,169,-2.1948,0,0,0,0.0121,38
7/18/14,10:52:37,13.69,174,-2.1929,1.2,0,0,0.0139,36
7/18/14,11:22:37,14.36,169,-2.1945,0.4,0,0,0.0128,100
7/18/14,11:52:37,14.41,169,-2.1937,0.3,0,0,0.0139,100
7/18/14,12:22:37,14.43,169,-2.1935,0.4,0,0,0.0114,100
7/18/14,12:52:37,14.45,168,-2.1941,0.1,0,0,0.0117,100
7/18/14,13:22:37,14.45,168,-2.1942,0.2,0,0,0.0123,100
7/18/14,13:52:37,14.49,167,-2.1982,0.1,0,0,0.0125,94
7/18/14,14:22:37,14.53,167,-2.1941,0.3,0,0,0.0128,96
7/18/14,14:52:37,14.54,167,-2.1936,0.1,0,0,0.0136,91
7/18/14,15:22:37,14.55,166,-2.1919,0,0,0,0.0134,94
7/18/14,15:52:37,14.57,166,-2.1937,0.3,0,0,0.0114,94
7/18/14,16:22:37,14.59,166,-2.1954,0,0,0,0.0132,91
7/18/14,16:52:37,14.6,167,-2.1947,0.4,0,0,0.0165,81
7/18/14,17:22:37,14.62,167,-2.1896,0.5,0,0,0.012,84
7/18/14,17:52:37,14.64,167,-2.1938,0.2,0,0,0.0135,82
7/18/14,18:22:37,14.65,167,-2.1946,0.5,0,0,0.0146,81
7/18/14,18:52:37,14.65,167,-2.1938,0.1,0,0,0.015,84
7/18/14,19:22:37,14.65,167,-2.1941,0.6,0,0,0.0123,86
7/18/14,19:52:37,14.65,168,-2.1951,0.5,0,0,0.0129,77
7/18/14,20:22:37,14.65,168,-2.1937,0.9,0,0,0.012,81
7/18/14,20:52:37,14.64,168,-2.1939,0.5,0,0,0.0124,79
7/18/14,21:22:37,14.63,167,-2.1931,0.5,0,0,0.0126,74
7/18/14,21:52:37,14.61,168,-2.1937,0.9,0,0,0.0129,76
7/18/14,22:22:37,14.58,168,-2.1936,1.1,0,0,0.0141,69
7/18/14,22:52:37,14.59,167,-2.1929,1.2,0,0,0.0127,77
7/18/14,23:22:37,14.56,167,-2.1938,0.8,0,0,0.013,79
7/18/14,23:52:37,14.55,168,-2.1941,0.5,0,0,0.0124,84
7/19/14,0:22:37,14.54,168,-2.1932,0.4,0,0,0.0135,82
7/19/14,0:52:37,14.53,168,-2.1941,0.4,0,0,0.0141,84
7/19/14,1:22:37,14.5,169,-2.1916,0.7,0,0,0.013,71
7/19/14,1:52:37,14.5,169,-2.1935,0.7,0,0,0.013,74
7/19/14,2:22:37,14.48,170,-2.1933,0.8,0,0,0.0133,72
7/19/14,2:52:37,14.46,170,-2.1935,1,0,0,0.0138,68
7/19/14,3:22:37,14.45,170,-2.1907,0.8,0,0,0.0151,76
7/19/14,3:52:37,14.44,170,-2.1935,0.6,0,0,0.0134,77
7/19/14,4:22:37,14.42,170,-2.1914,1,0,0,0.0131,77
7/19/14,4:52:37,14.41,170,-2.1942,0.7,0,0,0.0141,76
7/19/14,5:22:37,14.4,170,-2.1941,0.3,0,0,0.0133,77
7/19/14,5:52:37,14.39,170,-2.1938,0.7,0,0,0.0132,79
7/19/14,6:22:37,14.39,170,-2.1937,0.7,0,0,0.0137,74
7/19/14,6:52:37,14.4,170,-2.1941,0.4,0,0,0.0139,79
7/19/14,7:22:37,14.4,170,-2.1942,0,0,0,0.0202,79
7/19/14,7:52:37,14.4,170,-2.1934,0,0,0,0.0132,79
7/19/14,8:22:37,14.41,169,-2.1948,0,0,0,0.0126,79
7/19/14,8:52:37,14.41,169,-1.993,153.3,0,0,0.0125,81
7/19/14,9:22:37,14.42,170,-2.1954,0,0,0,0.0043,79
7/19/14,9:52:37,14.45,171,-2.1941,0.1,0,0,0.0133,79
7/19/14,10:22:37,14.47,172,-2.1943,0.1,0,0,0.0144,79
7/19/14,10:52:37,14.48,171,-2.1949,0,0,0,0.0192,79
7/19/14,11:22:37,14.51,172,-2.1936,0.6,0,0,0.0138,79
7/19/14,11:52:37,14.53,173,-2.1912,2.5,0,0,0.1224,77
7/19/14,12:22:37,14.53,173,-2.1879,1.5,0,0,0.0113,77
7/19/14,12:52:37,14.57,174,-2.1936,0.8,0,0,0.0249,77
7/19/14,13:22:37,14.61,174,-2.1935,0.8,0,0,0.0153,77
7/19/14,13:52:37,14.65,174,-2.1918,0.6,0,0,0.0043,72
7/19/14,14:22:37,14.61,173,-2.1922,1.4,0,0,0.0175,74
7/19/14,14:52:37,14.76,171,-2.1922,1.7,0,0,0.0184,66
7/19/14,15:22:37,14.7,171,-2.1938,1.2,0,0,0.0246,68
7/19/14,15:52:37,14.71,171,-2.1931,1.4,0,0,0.0168,61
7/19/14,16:22:37,14.74,171,-2.1919,1.4,0,0,0.0218,66
7/19/14,16:52:37,14.75,171,-2.1928,1.4,0,0,0.0182,66
7/19/14,17:22:37,14.78,170,-2.1908,0.8,0,0,0.039,68
7/19/14,17:52:37,14.78,171,-2.1939,1.5,0,0,0.0044,72
7/19/14,18:22:37,14.79,170,-2.194,1.3,0,0,0.0132,69
7/19/14,18:52:37,14.8,170,-2.1942,0.5,0,0,0.0167,72
7/19/14,19:22:37,14.81,169,-2.1942,0.7,0,0,0.0129,77
7/19/14,19:52:37,14.81,168,-2.1941,0.2,0,0,0.013,76
7/19/14,20:22:37,14.82,169,-2.1935,0.4,0,0,0.0141,77
7/19/14,20:52:37,14.81,169,-2.1949,0.1,0,0,0.0043,76
7/19/14,21:22:37,14.8,168,-2.1939,0,0,0,0.0129,76
7/19/14,21:52:37,14.79,168,-2.1942,0.8,0,0,0.0155,76
7/19/14,22:22:37,14.77,167,-2.1938,0.8,0,0,0.0143,66
7/19/14,22:52:37,14.76,168,-2.1933,0.8,0,0,0.0136,68
7/19/14,23:22:37,14.76,167,-2.1928,0.6,0,0,0.0155,64
7/19/14,23:52:37,14.75,167,-2.1941,1.2,0,0,0.0163,68
7/20/14,0:22:37,14.74,167,-2.1941,0.5,0,0,0.0196,74
7/20/14,0:52:37,14.73,167,-2.1945,0.9,0,0,0.0138,76
7/20/14,1:22:37,14.72,167,-2.1945,0.4,0,0,0.0153,74
7/20/14,1:52:37,14.7,167,-2.1945,0.1,0,0,0.0139,74
7/20/14,2:22:37,14.66,167,-2.1939,0.2,0,0,0.0141,74
7/20/14,2:52:37,14.67,166,-2.1946,0.1,0,0,0.0141,74
7/20/14,3:22:37,14.65,167,-2.1951,0,0,0,0.0097,74
7/20/14,3:52:37,14.63,167,-2.1941,0.6,0,0,0.0145,74
7/20/14,4:22:37,14.62,166,-2.1935,0.6,0,0,0.0133,74
7/20/14,4:52:37,14.62,166,-2.193,1.1,0,0,0.0139,74
7/20/14,5:22:37,14.57,166,-2.1933,0.2,0,0,0.0223,74
7/20/14,5:52:37,14.59,166,-2.1945,0.2,0,0,0.0135,74
7/20/14,6:22:37,14.59,166,-2.1943,1,0,0,0.0156,74
7/20/14,6:52:37,14.59,166,-2.1932,1,0,0,0.0144,68
7/20/14,7:22:37,14.59,166,-2.1928,0.6,0,0,0.0148,74
7/20/14,7:52:37,14.61,166,-2.1942,0.2,0,0,0.0144,74
7/20/14,8:22:37,14.63,167,-2.1941,0.3,0,0,0.0132,74
7/20/14,8:52:37,14.66,167,-2.1933,0.6,0,0,0.0142,72
7/20/14,9:22:37,14.66,167,-2.1932,0.7,0,0,0.0143,68
7/20/14,9:52:37,14.68,167,-2.1938,0.5,0,0,0.0148,63
7/20/14,10:22:37,14.71,167,-2.193,0.5,0,0,0.0148,66
7/20/14,10:52:37,14.71,167,-2.1936,0.6,0,0,0.0149,68
7/20/14,11:22:37,14.73,167,-2.1941,0.7,0,0,0.0139,63
7/20/14,11:52:37,14.75,167,-2.1909,2.7,0,0,0.0206,66
7/20/14,12:22:37,14.79,166,-2.1944,0.9,0,0,0.0142,66
7/20/14,12:52:37,14.81,167,-2.1941,0.7,0,0,0.0163,68
7/20/14,13:22:37,14.82,167,-2.1945,0.5,0,0,0.0145,66
7/20/14,13:52:37,14.85,167,-2.1947,0.8,0,0,0.0147,66
7/20/14,14:22:37,14.88,168,-2.1931,1,0,0,0.0173,63
7/20/14,14:52:37,14.9,168,-2.1845,7.5,0,0,0.0158,61
7/20/14,15:22:37,14.91,168,-2.1935,0.5,0,0,0.0154,66
7/20/14,15:52:37,14.91,167,-2.1941,0.8,0,0,0.0142,60
7/20/14,16:22:37,14.91,166,-2.1929,1.1,0,0,0.0163,61
7/20/14,16:52:37,14.89,165,-2.193,0.8,0,0,0.0156,60
7/20/14,17:22:37,14.89,166,-2.1953,0,0,0,0.0128,58
7/20/14,17:52:37,14.89,166,-2.1937,1,0,0,0.0119,61
7/20/14,18:22:37,14.89,167,-2.1933,0.6,0,0,0.0119,66
7/20/14,18:52:37,14.92,169,-2.1937,1.3,0,0,0.0169,68
7/20/14,19:22:37,14.9,168,-2.193,0.6,0,0,0.0149,64
7/20/14,19:52:37,14.88,167,-2.1956,0.1,0,0,0.0142,61
7/20/14,20:22:37,14.87,167,-2.1938,1.1,0,0,0.0166,58
7/20/14,20:52:37,14.85,166,-2.1923,0.5,0,0,0.0155,64
7/20/14,21:22:37,14.81,165,-2.1936,0.8,0,0,0.0115,58
7/20/14,21:52:37,14.79,165,-2.1932,0.7,0,0,0.0147,60
7/20/14,22:22:37,14.81,166,-2.1944,0.7,0,0,0.0124,60
7/20/14,22:52:37,14.79,166,-2.1941,0.2,0,0,0.014,60
7/20/14,23:22:37,14.8,167,-2.1934,0.8,0,0,0.0175,63
7/20/14,23:52:37,14.8,167,-2.1944,0.4,0,0,0.0229,66
7/21/14,0:22:37,14.79,166,-2.1941,0.6,0,0,0.0146,66
7/21/14,0:52:37,14.77,166,-2.1942,0.5,0,0,0.0168,64
7/21/14,1:22:37,14.76,166,-2.1951,0.2,0,0,0.0146,66
8/2/14,11:22:37,13.79,168,-2.049,109.3,0,0,0.0756,100
8/2/14,11:52:37,11.82,165,-2.1823,9.2,0,0,0.0845,96
8/2/14,12:22:37,11.8,165,-2.0789,88,0,0,0.0543,96
8/2/14,12:52:37,11.81,165,-2.1919,2.5,0,0,0.1725,96
8/2/14,13:22:37,11.78,164,-2.1891,4.1,0,0,0.0591,96
8/2/14,13:52:37,11.77,165,-2.1924,1.6,0,0,0.0601,96
8/2/14,14:22:37,11.8,165,-2.1899,3.5,0,0,0.0825,96
8/2/14,14:52:37,11.82,166,-2.171,17.8,0,0,0.0949,94
8/2/14,15:22:37,11.87,165,-2.1919,1.6,0,0,0.0857,94
8/2/14,15:52:37,11.83,166,-2.1839,8.1,0,0,0.0806,94
8/2/14,16:22:37,12.64,165,-2.1773,13.1,0,0,0.0976,93
8/2/14,16:52:37,12.7,166,-2.1838,8.1,0,0,0.104,93
8/2/14,17:22:37,12.73,166,-2.1829,8.8,0,0,0.1016,93
8/2/14,17:52:37,12.61,165,-2.1542,30.6,0,0,0.1082,93
8/2/14,18:22:37,12.58,165,-2.1475,35.8,0,0,0.0954,93
8/2/14,18:52:37,12.58,165,-2.1713,17.6,0,0,0.0917,91
8/2/14,19:22:37,12.54,165,-2.1762,13.9,0,0,0.0872,91
8/2/14,19:52:37,12.52,165,-2.1783,14,0,0,0.0925,93
8/2/14,20:22:37,12.5,166,-2.1786,12.1,0,0,0.0911,93
8/2/14,20:52:37,12.5,166,-2.1583,27.5,0,0,0.0837,91
8/2/14,21:22:37,12.5,166,-2.18,11,0,0,0.0954,91
8/2/14,21:52:37,12.49,166,-2.1809,10.3,0,0,0.0853,91
8/2/14,22:22:37,12.48,167,-2.18,11,0,0,0.0895,91
8/2/14,22:52:37,12.49,167,-2.1819,9.5,0,0,0.0989,91
8/2/14,23:22:37,12.47,168,-2.1765,13.6,0,0,0.095,91
8/2/14,23:52:37,12.45,167,-2.1783,12.3,0,0,0.0946,91
8/3/14,0:22:37,12.42,167,-2.1853,7,0,0,0.0802,89
8/3/14,0:52:37,12.4,166,-2.181,10.2,0,0,0.1309,91
8/3/14,1:22:37,12.34,167,-2.1774,13,0,0,0.0719,89
8/3/14,1:52:37,12.33,167,-2.1736,15.8,0,0,0.0852,89
8/3/14,2:22:37,12.28,167,-2.1918,2,0,0,0.078,89
8/3/14,2:52:37,12.27,168,-2.184,5,0,0,0.0855,87
8/3/14,3:22:37,12.24,169,-2.1785,12.1,0,0,0.0778,87
8/3/14,3:52:37,12.19,169,-2.1822,9.3,0,0,0.0847,87
8/3/14,4:22:37,12.18,169,-2.1327,47,0,0,0.0877,87
8/3/14,4:52:37,12.19,170,-2.1604,25.9,0,0,0.1002,86
8/3/14,5:22:37,12.17,170,-2.1741,15.5,0,0,0.1056,86
8/3/14,5:52:37,12.16,170,-2.1755,14.4,0,0,0.0951,86
8/3/14,6:22:37,12.14,170,-2.1748,14.9,0,0,0.1024,86
8/3/14,6:52:37,12.13,170,-2.18,11,0,0,0.1033,81
8/3/14,7:22:37,12.12,170,-2.1677,19.4,0,0,0.0979,86
8/3/14,7:52:37,12.12,170,-2.1773,14.9,0,0,0.1103,84
8/3/14,8:22:37,12.12,170,-2.1828,8.8,0,0,0.0998,81
8/3/14,8:52:37,12.16,170,-2.167,20.9,0,0,0.0959,81
8/3/14,9:22:37,12.17,170,-2.1697,18.9,0,0,0.106,86
8/3/14,9:52:37,12.17,170,-2.182,9.5,0,0,0.0694,84
8/3/14,10:22:37,12.18,170,-2.0902,79.3,0,0,0.0904,84
8/3/14,10:52:37,12.24,170,-2.1902,3.2,0,0,0.1107,84
8/3/14,11:22:37,12.22,170,-2.1776,12.8,0,0,0.1003,84
8/3/14,11:52:37,12.2,166,-2.1813,10,0,0,0.1028,84
8/3/14,12:22:37,12.21,163,-2.1799,11.1,0,0,0.1123,84
8/3/14,12:52:37,12.2,168,-2.1919,2,0,0,0.072,84
8/3/14,13:22:37,12.2,168,-2.1084,65.5,0,0,0.1469,82
8/3/14,13:52:37,12.21,167,-2.1883,4.7,0,0,0.0332,84
8/3/14,14:22:37,12.2,170,-2.1927,0.8,0,0,0.0438,84
8/3/14,14:52:37,12.28,169,-2.1909,2,0,0,0.115,82
8/3/14,15:22:37,12.3,171,-2.1935,1,0,0,0.1062,82
8/3/14,15:52:37,14.4,170,-2.1565,30.2,0,0,0.3778,82
8/3/14,16:22:37,12.36,171,-2.192,2.2,0,0,0.0489,81
8/3/14,16:52:37,12.3,167,-2.188,4.9,0,0,0.0639,81
8/3/14,17:22:37,12.31,169,-2.1823,9.2,0,0,0.0849,81
8/3/14,17:52:37,12.64,169,-2.1803,10.7,0,0,0.0816,79
8/3/14,18:22:37,12.74,169,-2.1517,32.5,0,0,0.0813,81
8/3/14,18:52:37,12.66,168,-2.1886,4.5,0,0,0.0987,79
8/3/14,19:22:37,12.61,168,-2.1844,7.7,0,0,0.0982,81
8/3/14,19:52:37,12.56,169,-2.1787,12,0,0,0.0856,79
8/3/14,20:22:37,12.55,168,-2.1736,15.9,0,0,0.0866,79
8/3/14,20:52:37,12.55,168,-2.1777,12.8,0,0,0.0709,81
8/3/14,21:22:37,12.53,168,-2.1757,14.3,0,0,0.0903,71
8/3/14,21:52:37,12.51,168,-2.191,2.6,0,0,0.0861,77
8/3/14,22:22:37,12.49,168,-2.1793,11.5,0,0,0.0887,76
8/3/14,22:52:37,12.45,168,-2.17,18.6,0,0,0.0858,76
8/3/14,23:22:37,12.43,167,-2.1755,14.4,0,0,0.0911,79
8/3/14,23:52:37,12.44,168,-2.1672,20.7,0,0,0.0848,77
8/4/14,0:22:37,12.43,168,-2.1658,21.8,0,0,0.0979,77
8/4/14,0:52:37,12.41,170,-2.1732,16.2,0,0,0.0946,74
